production_order_id,company_id,production_order_code,sales_order_line_id,plant_id,product_id,planned_qty,completed_qty,planned_start_date,planned_finish_date,actual_finish_date,progress_rate,status
272,1,生产-000272,272,2,17,2,2.0,2024-11-10,2025-01-10,2025-01-12,100.0,已完成
273,1,生产-000273,273,1,1,1,1.0,2024-11-10,2025-02-05,2025-02-07,100.0,已完成
274,1,生产-000274,274,1,8,2,2.0,2024-11-10,2025-02-25,2025-02-21,100.0,已完成
275,1,生产-000275,275,1,36,2,2.0,2024-11-11,2025-02-07,2025-02-10,100.0,已完成
276,1,生产-000276,276,2,40,3,3.0,2024-11-11,2025-02-07,2025-02-07,100.0,已完成
277,1,生产-000277,277,1,14,2,2.0,2024-11-12,2025-01-27,2025-01-28,100.0,已完成
278,1,生产-000278,278,1,26,5,5.0,2024-11-12,2025-02-16,2025-02-18,100.0,已完成
279,1,生产-000279,279,2,15,4,4.0,2024-11-12,2024-12-27,2024-12-23,100.0,已完成
280,1,生产-000280,280,2,6,3,3.0,2024-11-12,2025-01-14,2025-01-13,100.0,已完成
281,1,生产-000281,281,2,7,4,4.0,2024-11-12,2024-12-17,2024-12-18,100.0,已完成
282,1,生产-000282,282,1,11,1,1.0,2024-11-12,2025-01-01,2025-01-07,100.0,已完成
283,1,生产-000283,283,1,31,5,5.0,2024-11-14,2025-02-10,2025-02-08,100.0,已完成
284,1,生产-000284,284,1,21,3,3.0,2024-11-14,2025-01-13,2025-01-10,100.0,已完成
285,1,生产-000285,285,2,17,5,5.0,2024-11-14,2025-02-01,2025-02-04,100.0,已完成
286,1,生产-000286,286,1,21,1,1.0,2024-11-15,2025-01-13,2025-01-20,100.0,已完成
287,1,生产-000287,287,2,18,4,4.0,2024-11-15,2024-12-23,2024-12-23,100.0,已完成
288,1,生产-000288,288,1,23,3,3.0,2024-11-16,2024-12-20,2024-12-19,100.0,已完成
289,1,生产-000289,289,1,37,2,2.0,2024-11-16,2025-01-08,2025-01-11,100.0,已完成
290,1,生产-000290,290,1,28,4,4.0,2024-11-16,2025-01-07,2025-01-08,100.0,已完成
291,1,生产-000291,291,1,26,1,1.0,2024-11-17,2024-12-14,2024-12-14,100.0,已完成
292,1,生产-000292,292,1,4,1,1.0,2024-11-17,2025-02-22,2025-02-21,100.0,已完成
293,1,生产-000293,293,1,9,2,2.0,2024-11-17,2025-02-23,2025-02-23,100.0,已完成
294,1,生产-000294,294,1,29,1,1.0,2024-11-17,2024-12-24,2024-12-24,100.0,已完成
295,1,生产-000295,295,1,26,2,2.0,2024-11-17,2025-01-23,2025-01-24,100.0,已完成
296,1,生产-000296,296,2,38,1,1.0,2024-11-17,2025-02-21,2025-02-20,100.0,已完成
297,1,生产-000297,297,1,30,5,5.0,2024-11-18,2025-01-25,2025-01-21,100.0,已完成
298,1,生产-000298,298,1,24,1,1.0,2024-11-18,2025-01-20,2025-01-17,100.0,已完成
299,1,生产-000299,299,2,33,1,1.0,2024-11-19,2025-02-12,2025-02-11,100.0,已完成
300,1,生产-000300,300,1,17,2,2.0,2024-11-19,2025-02-22,2025-02-18,100.0,已完成
301,1,生产-000301,301,2,3,4,4.0,2024-11-19,2025-02-27,2025-02-28,100.0,已完成
302,1,生产-000302,302,1,36,4,4.0,2024-11-21,2025-03-05,2025-03-09,100.0,已完成
303,1,生产-000303,303,2,36,3,3.0,2024-11-21,2025-02-26,2025-02-27,100.0,已完成
304,1,生产-000304,304,2,12,1,1.0,2024-11-21,2025-01-21,2025-01-19,100.0,已完成
305,1,生产-000305,305,1,23,2,2.0,2024-11-21,2025-01-08,2025-01-07,100.0,已完成
306,1,生产-000306,306,1,10,4,4.0,2024-11-21,2025-01-28,2025-02-04,100.0,已完成
307,1,生产-000307,307,2,40,4,4.0,2024-11-21,2025-03-11,2025-03-11,100.0,已完成
308,1,生产-000308,308,2,22,1,1.0,2024-11-22,2025-02-05,2025-02-01,100.0,已完成
309,1,生产-000309,309,2,24,3,3.0,2024-11-22,2025-01-31,2025-01-30,100.0,已完成
310,1,生产-000310,310,2,6,2,2.0,2024-11-22,2025-01-13,2025-01-14,100.0,已完成
311,1,生产-000311,311,1,40,2,2.0,2024-11-22,2025-01-21,2025-01-26,100.0,已完成
312,1,生产-000312,312,2,7,1,1.0,2024-11-23,2025-02-18,2025-02-21,100.0,已完成
313,1,生产-000313,313,2,28,1,1.0,2024-11-23,2024-12-20,2024-12-20,100.0,已完成
314,1,生产-000314,314,1,9,1,1.0,2024-11-23,2025-02-20,2025-02-18,100.0,已完成
315,1,生产-000315,315,1,19,5,5.0,2024-11-23,2025-02-03,2025-01-31,100.0,已完成
316,1,生产-000316,316,2,8,1,1.0,2024-11-23,2025-01-06,2025-01-06,100.0,已完成
317,1,生产-000317,317,1,21,5,5.0,2024-11-24,2025-02-21,2025-02-18,100.0,已完成
318,1,生产-000318,318,1,12,4,4.0,2024-11-24,2025-02-14,2025-02-11,100.0,已完成
319,1,生产-000319,319,2,16,3,3.0,2024-11-24,2025-01-09,2025-01-09,100.0,已完成
320,1,生产-000320,320,1,17,2,2.0,2024-11-25,2025-02-13,2025-02-15,100.0,已完成
321,1,生产-000321,321,1,8,1,1.0,2024-11-25,2025-02-01,2025-01-29,100.0,已完成
322,1,生产-000322,322,1,8,2,2.0,2024-11-26,2025-02-02,2025-02-01,100.0,已完成
323,1,生产-000323,323,1,27,2,2.0,2024-11-26,2025-01-30,2025-02-02,100.0,已完成
324,1,生产-000324,324,1,4,1,1.0,2024-11-26,2025-03-08,2025-03-04,100.0,已完成
325,1,生产-000325,325,2,11,4,4.0,2024-11-27,2025-01-18,2025-01-17,100.0,已完成
326,1,生产-000326,326,1,9,5,5.0,2024-11-27,2025-01-10,2025-01-16,100.0,已完成
327,1,生产-000327,327,1,20,1,1.0,2024-11-27,2024-12-25,2024-12-27,100.0,已完成
328,1,生产-000328,328,1,11,1,1.0,2024-11-27,2025-02-06,2025-02-03,100.0,已完成
329,1,生产-000329,329,1,4,1,1.0,2024-11-28,2025-01-22,2025-01-26,100.0,已完成
330,1,生产-000330,330,1,5,1,1.0,2024-11-28,2025-01-30,2025-01-31,100.0,已完成
331,1,生产-000331,331,1,21,5,5.0,2024-11-28,2025-01-18,2025-01-23,100.0,已完成
332,1,生产-000332,332,1,36,2,2.0,2024-11-28,2025-02-09,2025-02-12,100.0,已完成
333,1,生产-000333,333,1,6,4,4.0,2024-11-29,2025-02-24,2025-02-21,100.0,已完成
334,1,生产-000334,334,2,15,2,2.0,2024-12-01,2025-01-02,2024-12-29,100.0,已完成
335,1,生产-000335,335,2,13,2,2.0,2024-12-01,2025-01-03,2025-01-07,100.0,已完成
336,1,生产-000336,336,1,30,4,4.0,2024-12-02,2025-01-20,2025-01-18,100.0,已完成
337,1,生产-000337,337,1,16,2,2.0,2024-12-02,2025-02-11,2025-02-15,100.0,已完成
338,1,生产-000338,338,2,38,2,2.0,2024-12-02,2025-01-19,2025-01-16,100.0,已完成
339,1,生产-000339,339,1,22,1,1.0,2024-12-02,2025-03-20,2025-03-17,100.0,已完成
340,1,生产-000340,340,1,33,3,3.0,2024-12-03,2025-02-19,2025-02-22,100.0,已完成
341,1,生产-000341,341,1,32,5,5.0,2024-12-04,2025-01-30,2025-02-02,100.0,已完成
342,1,生产-000342,342,2,21,1,1.0,2024-12-04,2025-03-24,2025-03-22,100.0,已完成
343,1,生产-000343,343,1,30,4,4.0,2024-12-04,2025-03-22,2025-03-18,100.0,已完成
344,1,生产-000344,344,1,10,4,4.0,2024-12-05,2025-03-22,2025-03-21,100.0,已完成
345,1,生产-000345,345,1,9,2,2.0,2024-12-05,2025-03-08,2025-03-10,100.0,已完成
346,1,生产-000346,346,2,17,1,1.0,2024-12-05,2025-03-23,2025-03-28,100.0,已完成
347,1,生产-000347,347,1,15,1,1.0,2024-12-06,2025-03-06,2025-03-05,100.0,已完成
348,1,生产-000348,348,1,37,2,2.0,2024-12-07,2025-03-15,2025-03-14,100.0,已完成
349,1,生产-000349,349,2,26,2,2.0,2024-12-07,2025-01-29,2025-02-03,100.0,已完成
350,1,生产-000350,350,1,31,2,2.0,2024-12-07,2025-02-11,2025-02-13,100.0,已完成
351,1,生产-000351,351,1,29,2,2.0,2024-12-08,2025-03-06,2025-03-09,100.0,已完成
352,1,生产-000352,352,2,18,5,5.0,2024-12-08,2025-02-08,2025-02-15,100.0,已完成
353,1,生产-000353,353,1,28,1,1.0,2024-12-08,2025-01-17,2025-01-21,100.0,已完成
354,1,生产-000354,354,2,4,1,1.0,2024-12-08,2025-02-27,2025-03-03,100.0,已完成
355,1,生产-000355,355,2,20,2,2.0,2024-12-09,2025-03-02,2025-03-09,100.0,已完成
356,1,生产-000356,356,1,29,5,5.0,2024-12-09,2025-03-08,2025-03-15,100.0,已完成
357,1,生产-000357,357,2,14,1,1.0,2024-12-09,2025-02-28,2025-02-27,100.0,已完成
358,1,生产-000358,358,2,27,1,1.0,2024-12-10,2025-03-28,2025-03-24,100.0,已完成
359,1,生产-000359,359,2,12,2,2.0,2024-12-10,2025-02-27,2025-02-26,100.0,已完成
360,1,生产-000360,360,1,22,3,3.0,2024-12-10,2025-01-24,2025-01-27,100.0,已完成
361,1,生产-000361,361,1,32,1,1.0,2024-12-11,2025-02-08,2025-02-07,100.0,已完成
362,1,生产-000362,362,1,35,1,1.0,2024-12-11,2025-03-28,2025-03-31,100.0,已完成
363,1,生产-000363,363,2,16,1,1.0,2024-12-12,2025-01-24,2025-01-31,100.0,已完成
364,1,生产-000364,364,1,28,1,1.0,2024-12-12,2025-02-23,2025-03-01,100.0,已完成
365,1,生产-000365,365,1,1,1,1.0,2024-12-12,2025-03-26,2025-03-29,100.0,已完成
366,1,生产-000366,366,2,19,1,1.0,2024-12-12,2025-03-10,2025-03-13,100.0,已完成
367,1,生产-000367,367,1,33,4,4.0,2024-12-13,2025-03-07,2025-03-10,100.0,已完成
368,1,生产-000368,368,1,23,1,1.0,2024-12-13,2025-02-02,2025-02-02,100.0,已完成
369,1,生产-000369,369,2,6,1,1.0,2024-12-13,2025-03-09,2025-03-13,100.0,已完成
370,1,生产-000370,370,2,31,5,5.0,2024-12-13,2025-03-12,2025-03-13,100.0,已完成
371,1,生产-000371,371,2,27,4,4.0,2024-12-13,2025-03-14,2025-03-18,100.0,已完成
372,1,生产-000372,372,1,22,1,1.0,2024-12-13,2025-02-13,2025-02-16,100.0,已完成
373,1,生产-000373,373,1,38,2,2.0,2024-12-14,2025-01-22,2025-01-19,100.0,已完成
374,1,生产-000374,374,1,28,2,2.0,2024-12-14,2025-03-01,2025-03-07,100.0,已完成
375,1,生产-000375,375,2,35,2,2.0,2024-12-14,2025-03-27,2025-04-03,100.0,已完成
376,1,生产-000376,376,1,1,3,3.0,2024-12-15,2025-01-25,2025-01-30,100.0,已完成
377,1,生产-000377,377,2,25,2,2.0,2024-12-15,2025-03-05,2025-03-04,100.0,已完成
378,1,生产-000378,378,1,13,1,1.0,2024-12-15,2025-02-26,2025-02-22,100.0,已完成
379,1,生产-000379,379,1,4,3,3.0,2024-12-15,2025-03-08,2025-03-04,100.0,已完成
380,1,生产-000380,380,1,11,2,2.0,2024-12-16,2025-03-19,2025-03-18,100.0,已完成
381,1,生产-000381,381,1,38,1,1.0,2024-12-16,2025-03-25,2025-03-28,100.0,已完成
382,1,生产-000382,382,2,38,1,1.0,2024-12-16,2025-04-06,2025-04-09,100.0,已完成
383,1,生产-000383,383,1,29,2,2.0,2024-12-16,2025-02-02,2025-02-09,100.0,已完成
384,1,生产-000384,384,2,2,4,4.0,2024-12-17,2025-03-08,2025-03-12,100.0,已完成
385,1,生产-000385,385,1,40,4,4.0,2024-12-17,2025-02-14,2025-02-14,100.0,已完成
386,1,生产-000386,386,1,40,1,1.0,2024-12-17,2025-03-03,2025-03-04,100.0,已完成
387,1,生产-000387,387,2,13,1,1.0,2024-12-17,2025-02-07,2025-02-10,100.0,已完成
388,1,生产-000388,388,2,15,2,2.0,2024-12-18,2025-03-22,2025-03-22,100.0,已完成
389,1,生产-000389,389,1,36,3,3.0,2024-12-18,2025-01-18,2025-01-22,100.0,已完成
390,1,生产-000390,390,2,9,1,1.0,2024-12-18,2025-02-17,2025-02-23,100.0,已完成
391,1,生产-000391,391,1,20,2,2.0,2024-12-18,2025-03-15,2025-03-16,100.0,已完成
392,1,生产-000392,392,1,21,2,2.0,2024-12-18,2025-04-07,2025-04-13,100.0,已完成
393,1,生产-000393,393,1,9,1,1.0,2024-12-19,2025-01-22,2025-01-25,100.0,已完成
394,1,生产-000394,394,2,13,2,2.0,2024-12-19,2025-02-28,2025-02-25,100.0,已完成
395,1,生产-000395,395,1,14,1,1.0,2024-12-19,2025-03-20,2025-03-22,100.0,已完成
396,1,生产-000396,396,1,24,5,5.0,2024-12-19,2025-02-23,2025-02-23,100.0,已完成
397,1,生产-000397,397,2,6,5,5.0,2024-12-20,2025-03-17,2025-03-24,100.0,已完成
398,1,生产-000398,398,1,22,5,5.0,2024-12-20,2025-02-21,2025-02-28,100.0,已完成
399,1,生产-000399,399,2,29,2,2.0,2024-12-21,2025-03-19,2025-03-26,100.0,已完成
400,1,生产-000400,400,1,11,2,2.0,2024-12-21,2025-03-20,2025-03-18,100.0,已完成
401,1,生产-000401,401,2,29,4,4.0,2024-12-22,2025-02-09,2025-02-14,100.0,已完成
402,1,生产-000402,402,1,28,4,4.0,2024-12-22,2025-01-28,2025-01-30,100.0,已完成
403,1,生产-000403,403,2,29,1,1.0,2024-12-22,2025-03-25,2025-03-29,100.0,已完成
404,1,生产-000404,404,2,9,2,2.0,2024-12-23,2025-03-03,2025-03-10,100.0,已完成
405,1,生产-000405,405,2,37,3,3.0,2024-12-23,2025-02-11,2025-02-15,100.0,已完成
406,1,生产-000406,406,1,39,4,4.0,2024-12-23,2025-03-20,2025-03-18,100.0,已完成
407,1,生产-000407,407,1,13,1,1.0,2024-12-23,2025-02-17,2025-02-20,100.0,已完成
408,1,生产-000408,408,2,17,3,3.0,2024-12-24,2025-03-17,2025-03-18,100.0,已完成
409,1,生产-000409,409,2,36,1,1.0,2024-12-24,2025-02-09,2025-02-06,100.0,已完成
410,1,生产-000410,410,2,2,1,1.0,2024-12-24,2025-03-27,2025-03-31,100.0,已完成
411,1,生产-000411,411,1,24,1,1.0,2024-12-26,2025-03-16,2025-03-17,100.0,已完成
412,1,生产-000412,412,1,6,3,3.0,2024-12-26,2025-02-07,2025-02-08,100.0,已完成
413,1,生产-000413,413,1,16,2,2.0,2024-12-27,2025-01-26,2025-01-25,100.0,已完成
414,1,生产-000414,414,1,5,4,4.0,2024-12-28,2025-04-04,2025-04-10,100.0,已完成
415,1,生产-000415,415,2,28,4,4.0,2024-12-29,2025-03-24,2025-03-30,100.0,已完成
416,1,生产-000416,416,1,11,4,4.0,2024-12-29,2025-04-03,2025-04-09,100.0,已完成
417,1,生产-000417,417,1,28,1,1.0,2024-12-29,2025-03-21,2025-03-19,100.0,已完成
418,1,生产-000418,418,2,25,1,1.0,2024-12-30,2025-03-26,2025-03-29,100.0,已完成
419,1,生产-000419,419,2,13,4,4.0,2024-12-31,2025-01-30,2025-02-02,100.0,已完成
420,1,生产-000420,420,1,28,3,3.0,2025-01-01,2025-03-23,2025-03-25,100.0,已完成
421,1,生产-000421,421,1,21,5,5.0,2025-01-02,2025-02-18,2025-02-16,100.0,已完成
422,1,生产-000422,422,2,33,1,1.0,2025-01-02,2025-02-08,2025-02-12,100.0,已完成
423,1,生产-000423,423,1,13,1,1.0,2025-01-03,2025-03-05,2025-03-05,100.0,已完成
424,1,生产-000424,424,1,30,4,4.0,2025-01-03,2025-03-02,2025-03-02,100.0,已完成
425,1,生产-000425,425,2,36,2,2.0,2025-01-03,2025-02-25,2025-03-04,100.0,已完成
426,1,生产-000426,426,1,15,2,2.0,2025-01-03,2025-03-28,2025-03-31,100.0,已完成
427,1,生产-000427,427,2,23,2,2.0,2025-01-03,2025-02-27,2025-02-27,100.0,已完成
428,1,生产-000428,428,1,8,3,3.0,2025-01-04,2025-04-21,2025-04-23,100.0,已完成
429,1,生产-000429,429,2,15,1,1.0,2025-01-04,2025-02-28,2025-02-27,100.0,已完成
430,1,生产-000430,430,1,12,3,3.0,2025-01-05,2025-02-16,2025-02-17,100.0,已完成
431,1,生产-000431,431,2,14,3,3.0,2025-01-05,2025-04-02,2025-04-02,100.0,已完成
432,1,生产-000432,432,2,32,1,1.0,2025-01-05,2025-02-22,2025-02-24,100.0,已完成
433,1,生产-000433,433,1,3,4,4.0,2025-01-06,2025-03-30,2025-04-05,100.0,已完成
434,1,生产-000434,434,1,12,2,2.0,2025-01-06,2025-03-12,2025-03-13,100.0,已完成
435,1,生产-000435,435,2,15,4,4.0,2025-01-07,2025-03-03,2025-03-10,100.0,已完成
436,1,生产-000436,436,2,27,4,4.0,2025-01-07,2025-04-09,2025-04-11,100.0,已完成
437,1,生产-000437,437,1,1,1,1.0,2025-01-08,2025-02-25,2025-02-24,100.0,已完成
438,1,生产-000438,438,1,11,2,2.0,2025-01-08,2025-04-05,2025-04-11,100.0,已完成
439,1,生产-000439,439,2,19,2,2.0,2025-01-08,2025-03-16,2025-03-16,100.0,已完成
440,1,生产-000440,440,2,36,1,1.0,2025-01-08,2025-02-18,2025-02-19,100.0,已完成
441,1,生产-000441,441,1,27,5,5.0,2025-01-09,2025-03-17,2025-03-13,100.0,已完成
442,1,生产-000442,442,2,3,4,4.0,2025-01-09,2025-02-09,2025-02-10,100.0,已完成
443,1,生产-000443,443,2,33,4,4.0,2025-01-09,2025-04-29,2025-04-28,100.0,已完成
444,1,生产-000444,444,1,37,5,5.0,2025-01-10,2025-03-20,2025-03-27,100.0,已完成
445,1,生产-000445,445,2,35,3,3.0,2025-01-10,2025-04-17,2025-04-18,100.0,已完成
446,1,生产-000446,446,2,17,1,1.0,2025-01-10,2025-02-05,2025-02-12,100.0,已完成
447,1,生产-000447,447,2,10,1,1.0,2025-01-10,2025-04-25,2025-04-27,100.0,已完成
448,1,生产-000448,448,2,3,1,1.0,2025-01-10,2025-05-01,2025-04-30,100.0,已完成
449,1,生产-000449,449,2,1,3,3.0,2025-01-11,2025-04-18,2025-04-15,100.0,已完成
450,1,生产-000450,450,1,23,2,2.0,2025-01-12,2025-02-10,2025-02-10,100.0,已完成
451,1,生产-000451,451,2,21,2,2.0,2025-01-12,2025-04-12,2025-04-19,100.0,已完成
452,1,生产-000452,452,1,4,5,5.0,2025-01-13,2025-04-28,2025-05-03,100.0,已完成
453,1,生产-000453,453,2,16,3,3.0,2025-01-13,2025-03-16,2025-03-16,100.0,已完成
454,1,生产-000454,454,2,23,2,2.0,2025-01-13,2025-04-30,2025-05-05,100.0,已完成
455,1,生产-000455,455,1,7,2,2.0,2025-01-13,2025-04-19,2025-04-25,100.0,已完成
456,1,生产-000456,456,2,15,2,2.0,2025-01-13,2025-04-01,2025-04-06,100.0,已完成
457,1,生产-000457,457,1,5,1,1.0,2025-01-13,2025-04-01,2025-04-02,100.0,已完成
458,1,生产-000458,458,2,10,1,1.0,2025-01-14,2025-03-02,2025-02-27,100.0,已完成
459,1,生产-000459,459,2,11,2,2.0,2025-01-14,2025-03-03,2025-03-02,100.0,已完成
460,1,生产-000460,460,1,3,1,1.0,2025-01-14,2025-05-01,2025-05-07,100.0,已完成
461,1,生产-000461,461,2,39,1,1.0,2025-01-16,2025-03-17,2025-03-24,100.0,已完成
462,1,生产-000462,462,1,31,1,1.0,2025-01-16,2025-04-29,2025-05-05,100.0,已完成
463,1,生产-000463,463,1,32,3,3.0,2025-01-16,2025-04-13,2025-04-10,100.0,已完成
464,1,生产-000464,464,2,19,5,5.0,2025-01-17,2025-04-05,2025-04-04,100.0,已完成
465,1,生产-000465,465,2,30,2,2.0,2025-01-18,2025-04-01,2025-03-31,100.0,已完成
466,1,生产-000466,466,2,15,4,4.0,2025-01-18,2025-02-27,2025-02-25,100.0,已完成
467,1,生产-000467,467,2,1,2,2.0,2025-01-19,2025-04-27,2025-04-29,100.0,已完成
468,1,生产-000468,468,1,17,1,1.0,2025-01-19,2025-03-11,2025-03-09,100.0,已完成
469,1,生产-000469,469,2,36,1,1.0,2025-01-20,2025-05-05,2025-05-11,100.0,已完成
470,1,生产-000470,470,2,27,1,1.0,2025-01-20,2025-03-09,2025-03-08,100.0,已完成
471,1,生产-000471,471,1,21,1,1.0,2025-01-21,2025-02-20,2025-02-19,100.0,已完成
472,1,生产-000472,472,1,37,5,5.0,2025-01-21,2025-05-11,2025-05-13,100.0,已完成
473,1,生产-000473,473,1,8,3,3.0,2025-01-21,2025-03-17,2025-03-21,100.0,已完成
474,1,生产-000474,474,1,34,1,1.0,2025-01-22,2025-02-22,2025-02-18,100.0,已完成
475,1,生产-000475,475,2,28,2,2.0,2025-01-23,2025-05-10,2025-05-08,100.0,已完成
476,1,生产-000476,476,2,1,4,4.0,2025-01-23,2025-03-23,2025-03-26,100.0,已完成
477,1,生产-000477,477,1,23,1,1.0,2025-01-23,2025-05-11,2025-05-17,100.0,已完成
478,1,生产-000478,478,1,7,4,4.0,2025-01-23,2025-03-19,2025-03-20,100.0,已完成
479,1,生产-000479,479,2,16,1,1.0,2025-01-23,2025-03-08,2025-03-13,100.0,已完成
480,1,生产-000480,480,1,25,5,5.0,2025-01-24,2025-03-28,2025-04-01,100.0,已完成
481,1,生产-000481,481,2,28,1,1.0,2025-01-24,2025-05-09,2025-05-14,100.0,已完成
482,1,生产-000482,482,2,36,3,3.0,2025-01-25,2025-04-06,2025-04-08,100.0,已完成
483,1,生产-000483,483,2,37,2,2.0,2025-01-26,2025-04-22,2025-04-29,100.0,已完成
484,1,生产-000484,484,2,9,3,3.0,2025-01-26,2025-05-14,2025-05-11,100.0,已完成
485,1,生产-000485,485,1,18,3,3.0,2025-01-26,2025-03-13,2025-03-09,100.0,已完成
486,1,生产-000486,486,1,35,5,5.0,2025-01-26,2025-02-26,2025-02-24,100.0,已完成
487,1,生产-000487,487,2,7,3,3.0,2025-01-27,2025-04-17,2025-04-18,100.0,已完成
488,1,生产-000488,488,2,22,1,1.0,2025-01-27,2025-02-23,2025-02-22,100.0,已完成
489,1,生产-000489,489,2,10,3,3.0,2025-01-27,2025-03-04,2025-03-02,100.0,已完成
490,1,生产-000490,490,1,25,1,1.0,2025-01-29,2025-04-10,2025-04-10,100.0,已完成
491,1,生产-000491,491,2,25,5,5.0,2025-01-29,2025-05-07,2025-05-04,100.0,已完成
492,1,生产-000492,492,1,15,2,2.0,2025-01-29,2025-05-12,2025-05-19,100.0,已完成
493,1,生产-000493,493,2,22,5,5.0,2025-01-29,2025-02-24,2025-02-25,100.0,已完成
494,1,生产-000494,494,1,18,1,1.0,2025-01-30,2025-04-28,2025-04-30,100.0,已完成
495,1,生产-000495,495,1,40,2,2.0,2025-01-30,2025-03-24,2025-03-31,100.0,已完成
496,1,生产-000496,496,2,30,1,1.0,2025-01-30,2025-04-14,2025-04-20,100.0,已完成
497,1,生产-000497,497,1,2,2,2.0,2025-01-31,2025-03-05,2025-03-03,100.0,已完成
498,1,生产-000498,498,2,18,3,3.0,2025-01-31,2025-04-27,2025-04-28,100.0,已完成
499,1,生产-000499,499,2,23,5,5.0,2025-01-31,2025-03-17,2025-03-14,100.0,已完成
500,1,生产-000500,500,1,39,3,3.0,2025-02-01,2025-04-07,2025-04-11,100.0,已完成
501,1,生产-000501,501,1,36,3,3.0,2025-02-01,2025-04-14,2025-04-13,100.0,已完成
502,1,生产-000502,502,1,36,1,1.0,2025-02-02,2025-03-07,2025-03-05,100.0,已完成
503,1,生产-000503,503,1,32,4,4.0,2025-02-02,2025-04-12,2025-04-08,100.0,已完成
504,1,生产-000504,504,2,15,1,1.0,2025-02-02,2025-04-03,2025-03-30,100.0,已完成
505,1,生产-000505,505,2,34,1,1.0,2025-02-03,2025-05-08,2025-05-12,100.0,已完成
506,1,生产-000506,506,2,34,1,1.0,2025-02-03,2025-04-30,2025-04-29,100.0,已完成
507,1,生产-000507,507,1,2,1,1.0,2025-02-03,2025-04-03,2025-04-05,100.0,已完成
508,1,生产-000508,508,2,21,2,2.0,2025-02-03,2025-03-19,2025-03-18,100.0,已完成
509,1,生产-000509,509,1,17,3,3.0,2025-02-04,2025-05-03,2025-05-07,100.0,已完成
510,1,生产-000510,510,2,31,3,3.0,2025-02-04,2025-03-15,2025-03-14,100.0,已完成
511,1,生产-000511,511,2,35,2,2.0,2025-02-04,2025-03-27,2025-03-25,100.0,已完成
512,1,生产-000512,512,1,7,4,4.0,2025-02-05,2025-04-21,2025-04-19,100.0,已完成
513,1,生产-000513,513,1,10,1,1.0,2025-02-05,2025-04-18,2025-04-25,100.0,已完成
514,1,生产-000514,514,1,24,4,4.0,2025-02-05,2025-05-11,2025-05-08,100.0,已完成
515,1,生产-000515,515,1,25,1,1.0,2025-02-06,2025-03-10,2025-03-12,100.0,已完成
516,1,生产-000516,516,2,7,2,2.0,2025-02-06,2025-03-27,2025-03-26,100.0,已完成
517,1,生产-000517,517,1,30,2,2.0,2025-02-06,2025-03-15,2025-03-17,100.0,已完成
518,1,生产-000518,518,1,17,5,5.0,2025-02-07,2025-04-14,2025-04-20,100.0,已完成
519,1,生产-000519,519,2,8,1,1.0,2025-02-08,2025-05-04,2025-05-07,100.0,已完成
520,1,生产-000520,520,2,6,3,3.0,2025-02-08,2025-04-08,2025-04-13,100.0,已完成
521,1,生产-000521,521,2,5,2,2.0,2025-02-08,2025-03-21,2025-03-26,100.0,已完成
522,1,生产-000522,522,2,21,2,2.0,2025-02-08,2025-03-13,2025-03-12,100.0,已完成
523,1,生产-000523,523,2,25,1,1.0,2025-02-09,2025-04-05,2025-04-09,100.0,已完成
524,1,生产-000524,524,1,5,3,3.0,2025-02-09,2025-03-21,2025-03-23,100.0,已完成
525,1,生产-000525,525,1,12,1,1.0,2025-02-10,2025-03-14,2025-03-15,100.0,已完成
526,1,生产-000526,526,1,5,2,2.0,2025-02-11,2025-04-02,2025-04-07,100.0,已完成
527,1,生产-000527,527,1,8,5,5.0,2025-02-11,2025-04-17,2025-04-21,100.0,已完成
528,1,生产-000528,528,2,6,1,1.0,2025-02-12,2025-04-18,2025-04-14,100.0,已完成
529,1,生产-000529,529,2,10,1,1.0,2025-02-12,2025-04-28,2025-05-04,100.0,已完成
530,1,生产-000530,530,2,16,1,1.0,2025-02-12,2025-03-28,2025-03-28,100.0,已完成
531,1,生产-000531,531,1,40,3,3.0,2025-02-12,2025-04-22,2025-04-24,100.0,已完成
532,1,生产-000532,532,1,37,1,1.0,2025-02-13,2025-04-02,2025-04-02,100.0,已完成
533,1,生产-000533,533,2,20,2,2.0,2025-02-13,2025-03-31,2025-04-07,100.0,已完成
534,1,生产-000534,534,1,2,2,2.0,2025-02-13,2025-03-15,2025-03-17,100.0,已完成
535,1,生产-000535,535,1,1,4,4.0,2025-02-14,2025-06-03,2025-06-06,100.0,已完成
536,1,生产-000536,536,2,31,3,3.0,2025-02-14,2025-04-26,2025-04-28,100.0,已完成
537,1,生产-000537,537,1,38,2,2.0,2025-02-15,2025-04-14,2025-04-11,100.0,已完成
538,1,生产-000538,538,1,17,1,1.0,2025-02-15,2025-06-06,2025-06-11,100.0,已完成
539,1,生产-000539,539,1,12,2,2.0,2025-02-16,2025-05-29,2025-05-30,100.0,已完成
540,1,生产-000540,540,2,17,2,2.0,2025-02-16,2025-03-29,2025-04-02,100.0,已完成
541,1,生产-000541,541,2,39,1,1.0,2025-02-17,2025-05-07,2025-05-13,100.0,已完成
542,1,生产-000542,542,1,25,2,2.0,2025-02-18,2025-03-24,2025-03-21,100.0,已完成
543,1,生产-000543,543,1,1,3,3.0,2025-02-18,2025-04-27,2025-04-25,100.0,已完成
544,1,生产-000544,544,2,36,1,1.0,2025-02-18,2025-04-14,2025-04-12,100.0,已完成
