supplier_price_tier_id,supplier_material_id,min_qty,discount_rate,effective_from,effective_to
581,194,200,0.05,2026-01-01,2026-12-31
582,194,500,0.08,2026-01-01,2026-12-31
583,195,50,0.02,2026-01-01,2026-12-31
584,195,200,0.05,2026-01-01,2026-12-31
585,195,500,0.08,2026-01-01,2026-12-31
586,196,50,0.02,2026-01-01,2026-12-31
587,196,200,0.05,2026-01-01,2026-12-31
588,196,500,0.08,2026-01-01,2026-12-31
589,197,50,0.02,2026-01-01,2026-12-31
590,197,200,0.05,2026-01-01,2026-12-31
591,197,500,0.08,2026-01-01,2026-12-31
592,198,50,0.02,2026-01-01,2026-12-31
593,198,200,0.05,2026-01-01,2026-12-31
594,198,500,0.08,2026-01-01,2026-12-31
595,199,50,0.02,2026-01-01,2026-12-31
596,199,200,0.05,2026-01-01,2026-12-31
597,199,500,0.08,2026-01-01,2026-12-31
598,200,50,0.02,2026-01-01,2026-12-31
599,200,200,0.05,2026-01-01,2026-12-31
600,200,500,0.08,2026-01-01,2026-12-31
601,201,50,0.02,2026-01-01,2026-12-31
602,201,200,0.05,2026-01-01,2026-12-31
603,201,500,0.08,2026-01-01,2026-12-31
604,202,50,0.02,2026-01-01,2026-12-31
605,202,200,0.05,2026-01-01,2026-12-31
606,202,500,0.08,2026-01-01,2026-12-31
607,203,50,0.02,2026-01-01,2026-12-31
608,203,200,0.05,2026-01-01,2026-12-31
609,203,500,0.08,2026-01-01,2026-12-31
610,204,50,0.02,2026-01-01,2026-12-31
611,204,200,0.05,2026-01-01,2026-12-31
612,204,500,0.08,2026-01-01,2026-12-31
613,205,50,0.02,2026-01-01,2026-12-31
614,205,200,0.05,2026-01-01,2026-12-31
615,205,500,0.08,2026-01-01,2026-12-31
616,206,50,0.02,2026-01-01,2026-12-31
617,206,200,0.05,2026-01-01,2026-12-31
618,206,500,0.08,2026-01-01,2026-12-31
619,207,50,0.02,2026-01-01,2026-12-31
620,207,200,0.05,2026-01-01,2026-12-31
621,207,500,0.08,2026-01-01,2026-12-31
622,208,50,0.02,2026-01-01,2026-12-31
623,208,200,0.05,2026-01-01,2026-12-31
624,208,500,0.08,2026-01-01,2026-12-31
625,209,50,0.02,2026-01-01,2026-12-31
626,209,200,0.05,2026-01-01,2026-12-31
627,209,500,0.08,2026-01-01,2026-12-31
628,210,50,0.02,2026-01-01,2026-12-31
629,210,200,0.05,2026-01-01,2026-12-31
630,210,500,0.08,2026-01-01,2026-12-31
631,211,50,0.02,2026-01-01,2026-12-31
632,211,200,0.05,2026-01-01,2026-12-31
633,211,500,0.08,2026-01-01,2026-12-31
634,212,50,0.02,2026-01-01,2026-12-31
635,212,200,0.05,2026-01-01,2026-12-31
636,212,500,0.08,2026-01-01,2026-12-31
637,213,50,0.02,2026-01-01,2026-12-31
638,213,200,0.05,2026-01-01,2026-12-31
639,213,500,0.08,2026-01-01,2026-12-31
640,214,50,0.02,2026-01-01,2026-12-31
641,214,200,0.05,2026-01-01,2026-12-31
642,214,500,0.08,2026-01-01,2026-12-31
643,215,50,0.02,2026-01-01,2026-12-31
644,215,200,0.05,2026-01-01,2026-12-31
645,215,500,0.08,2026-01-01,2026-12-31
646,216,50,0.02,2026-01-01,2026-12-31
647,216,200,0.05,2026-01-01,2026-12-31
648,216,500,0.08,2026-01-01,2026-12-31
649,217,50,0.02,2026-01-01,2026-12-31
650,217,200,0.05,2026-01-01,2026-12-31
651,217,500,0.08,2026-01-01,2026-12-31
652,218,50,0.02,2026-01-01,2026-12-31
653,218,200,0.05,2026-01-01,2026-12-31
654,218,500,0.08,2026-01-01,2026-12-31
655,219,50,0.02,2026-01-01,2026-12-31
656,219,200,0.05,2026-01-01,2026-12-31
657,219,500,0.08,2026-01-01,2026-12-31
658,220,50,0.02,2026-01-01,2026-12-31
659,220,200,0.05,2026-01-01,2026-12-31
660,220,500,0.08,2026-01-01,2026-12-31
661,221,50,0.02,2026-01-01,2026-12-31
662,221,200,0.05,2026-01-01,2026-12-31
663,221,500,0.08,2026-01-01,2026-12-31
664,222,50,0.02,2026-01-01,2026-12-31
665,222,200,0.05,2026-01-01,2026-12-31
666,222,500,0.08,2026-01-01,2026-12-31
667,223,50,0.02,2026-01-01,2026-12-31
668,223,200,0.05,2026-01-01,2026-12-31
669,223,500,0.08,2026-01-01,2026-12-31
670,224,50,0.02,2026-01-01,2026-12-31
671,224,200,0.05,2026-01-01,2026-12-31
672,224,500,0.08,2026-01-01,2026-12-31
673,225,50,0.02,2026-01-01,2026-12-31
674,225,200,0.05,2026-01-01,2026-12-31
675,225,500,0.08,2026-01-01,2026-12-31
676,226,50,0.02,2026-01-01,2026-12-31
677,226,200,0.05,2026-01-01,2026-12-31
678,226,500,0.08,2026-01-01,2026-12-31
679,227,50,0.02,2026-01-01,2026-12-31
680,227,200,0.05,2026-01-01,2026-12-31
681,227,500,0.08,2026-01-01,2026-12-31
682,228,50,0.02,2026-01-01,2026-12-31
683,228,200,0.05,2026-01-01,2026-12-31
684,228,500,0.08,2026-01-01,2026-12-31
685,229,50,0.02,2026-01-01,2026-12-31
686,229,200,0.05,2026-01-01,2026-12-31
687,229,500,0.08,2026-01-01,2026-12-31
688,230,50,0.02,2026-01-01,2026-12-31
689,230,200,0.05,2026-01-01,2026-12-31
690,230,500,0.08,2026-01-01,2026-12-31
691,231,50,0.02,2026-01-01,2026-12-31
692,231,200,0.05,2026-01-01,2026-12-31
693,231,500,0.08,2026-01-01,2026-12-31
694,232,50,0.02,2026-01-01,2026-12-31
695,232,200,0.05,2026-01-01,2026-12-31
696,232,500,0.08,2026-01-01,2026-12-31
697,233,50,0.02,2026-01-01,2026-12-31
698,233,200,0.05,2026-01-01,2026-12-31
699,233,500,0.08,2026-01-01,2026-12-31
700,234,50,0.02,2026-01-01,2026-12-31
701,234,200,0.05,2026-01-01,2026-12-31
702,234,500,0.08,2026-01-01,2026-12-31
703,235,50,0.02,2026-01-01,2026-12-31
704,235,200,0.05,2026-01-01,2026-12-31
705,235,500,0.08,2026-01-01,2026-12-31
706,236,50,0.02,2026-01-01,2026-12-31
707,236,200,0.05,2026-01-01,2026-12-31
708,236,500,0.08,2026-01-01,2026-12-31
709,237,50,0.02,2026-01-01,2026-12-31
710,237,200,0.05,2026-01-01,2026-12-31
711,237,500,0.08,2026-01-01,2026-12-31
712,238,50,0.02,2026-01-01,2026-12-31
713,238,200,0.05,2026-01-01,2026-12-31
714,238,500,0.08,2026-01-01,2026-12-31
715,239,50,0.02,2026-01-01,2026-12-31
716,239,200,0.05,2026-01-01,2026-12-31
717,239,500,0.08,2026-01-01,2026-12-31
718,240,50,0.02,2026-01-01,2026-12-31
719,240,200,0.05,2026-01-01,2026-12-31
720,240,500,0.08,2026-01-01,2026-12-31
721,241,50,0.02,2026-01-01,2026-12-31
722,241,200,0.05,2026-01-01,2026-12-31
723,241,500,0.08,2026-01-01,2026-12-31
724,242,50,0.02,2026-01-01,2026-12-31
725,242,200,0.05,2026-01-01,2026-12-31
726,242,500,0.08,2026-01-01,2026-12-31
727,243,50,0.02,2026-01-01,2026-12-31
728,243,200,0.05,2026-01-01,2026-12-31
729,243,500,0.08,2026-01-01,2026-12-31
730,244,50,0.02,2026-01-01,2026-12-31
731,244,200,0.05,2026-01-01,2026-12-31
732,244,500,0.08,2026-01-01,2026-12-31
733,245,50,0.02,2026-01-01,2026-12-31
734,245,200,0.05,2026-01-01,2026-12-31
735,245,500,0.08,2026-01-01,2026-12-31
736,246,50,0.02,2026-01-01,2026-12-31
737,246,200,0.05,2026-01-01,2026-12-31
738,246,500,0.08,2026-01-01,2026-12-31
739,247,50,0.02,2026-01-01,2026-12-31
740,247,200,0.05,2026-01-01,2026-12-31
741,247,500,0.08,2026-01-01,2026-12-31
742,248,50,0.02,2026-01-01,2026-12-31
743,248,200,0.05,2026-01-01,2026-12-31
744,248,500,0.08,2026-01-01,2026-12-31
745,249,50,0.02,2026-01-01,2026-12-31
746,249,200,0.05,2026-01-01,2026-12-31
747,249,500,0.08,2026-01-01,2026-12-31
748,250,50,0.02,2026-01-01,2026-12-31
749,250,200,0.05,2026-01-01,2026-12-31
750,250,500,0.08,2026-01-01,2026-12-31
751,251,50,0.02,2026-01-01,2026-12-31
752,251,200,0.05,2026-01-01,2026-12-31
753,251,500,0.08,2026-01-01,2026-12-31
754,252,50,0.02,2026-01-01,2026-12-31
755,252,200,0.05,2026-01-01,2026-12-31
756,252,500,0.08,2026-01-01,2026-12-31
757,253,50,0.02,2026-01-01,2026-12-31
758,253,200,0.05,2026-01-01,2026-12-31
759,253,500,0.08,2026-01-01,2026-12-31
760,254,50,0.02,2026-01-01,2026-12-31
761,254,200,0.05,2026-01-01,2026-12-31
762,254,500,0.08,2026-01-01,2026-12-31
763,255,50,0.02,2026-01-01,2026-12-31
764,255,200,0.05,2026-01-01,2026-12-31
765,255,500,0.08,2026-01-01,2026-12-31
766,256,50,0.02,2026-01-01,2026-12-31
767,256,200,0.05,2026-01-01,2026-12-31
768,256,500,0.08,2026-01-01,2026-12-31
769,257,50,0.02,2026-01-01,2026-12-31
770,257,200,0.05,2026-01-01,2026-12-31
771,257,500,0.08,2026-01-01,2026-12-31
772,258,50,0.02,2026-01-01,2026-12-31
773,258,200,0.05,2026-01-01,2026-12-31
774,258,500,0.08,2026-01-01,2026-12-31
775,259,50,0.02,2026-01-01,2026-12-31
776,259,200,0.05,2026-01-01,2026-12-31
777,259,500,0.08,2026-01-01,2026-12-31
778,260,50,0.02,2026-01-01,2026-12-31
779,260,200,0.05,2026-01-01,2026-12-31
780,260,500,0.08,2026-01-01,2026-12-31
781,261,50,0.02,2026-01-01,2026-12-31
782,261,200,0.05,2026-01-01,2026-12-31
783,261,500,0.08,2026-01-01,2026-12-31
784,262,50,0.02,2026-01-01,2026-12-31
785,262,200,0.05,2026-01-01,2026-12-31
786,262,500,0.08,2026-01-01,2026-12-31
787,263,50,0.02,2026-01-01,2026-12-31
788,263,200,0.05,2026-01-01,2026-12-31
789,263,500,0.08,2026-01-01,2026-12-31
790,264,50,0.02,2026-01-01,2026-12-31
791,264,200,0.05,2026-01-01,2026-12-31
792,264,500,0.08,2026-01-01,2026-12-31
793,265,50,0.02,2026-01-01,2026-12-31
794,265,200,0.05,2026-01-01,2026-12-31
795,265,500,0.08,2026-01-01,2026-12-31
796,266,50,0.02,2026-01-01,2026-12-31
797,266,200,0.05,2026-01-01,2026-12-31
798,266,500,0.08,2026-01-01,2026-12-31
799,267,50,0.02,2026-01-01,2026-12-31
800,267,200,0.05,2026-01-01,2026-12-31
801,267,500,0.08,2026-01-01,2026-12-31
802,268,50,0.02,2026-01-01,2026-12-31
803,268,200,0.05,2026-01-01,2026-12-31
804,268,500,0.08,2026-01-01,2026-12-31
805,269,50,0.02,2026-01-01,2026-12-31
806,269,200,0.05,2026-01-01,2026-12-31
807,269,500,0.08,2026-01-01,2026-12-31
808,270,50,0.02,2026-01-01,2026-12-31
809,270,200,0.05,2026-01-01,2026-12-31
810,270,500,0.08,2026-01-01,2026-12-31
811,271,50,0.02,2026-01-01,2026-12-31
812,271,200,0.05,2026-01-01,2026-12-31
813,271,500,0.08,2026-01-01,2026-12-31
814,272,50,0.02,2026-01-01,2026-12-31
815,272,200,0.05,2026-01-01,2026-12-31
816,272,500,0.08,2026-01-01,2026-12-31
817,273,50,0.02,2026-01-01,2026-12-31
818,273,200,0.05,2026-01-01,2026-12-31
819,273,500,0.08,2026-01-01,2026-12-31
820,274,50,0.02,2026-01-01,2026-12-31
821,274,200,0.05,2026-01-01,2026-12-31
822,274,500,0.08,2026-01-01,2026-12-31
823,275,50,0.02,2026-01-01,2026-12-31
824,275,200,0.05,2026-01-01,2026-12-31
825,275,500,0.08,2026-01-01,2026-12-31
826,276,50,0.02,2026-01-01,2026-12-31
827,276,200,0.05,2026-01-01,2026-12-31
828,276,500,0.08,2026-01-01,2026-12-31
829,277,50,0.02,2026-01-01,2026-12-31
830,277,200,0.05,2026-01-01,2026-12-31
831,277,500,0.08,2026-01-01,2026-12-31
832,278,50,0.02,2026-01-01,2026-12-31
833,278,200,0.05,2026-01-01,2026-12-31
834,278,500,0.08,2026-01-01,2026-12-31
835,279,50,0.02,2026-01-01,2026-12-31
836,279,200,0.05,2026-01-01,2026-12-31
837,279,500,0.08,2026-01-01,2026-12-31
838,280,50,0.02,2026-01-01,2026-12-31
839,280,200,0.05,2026-01-01,2026-12-31
840,280,500,0.08,2026-01-01,2026-12-31
841,281,50,0.02,2026-01-01,2026-12-31
842,281,200,0.05,2026-01-01,2026-12-31
843,281,500,0.08,2026-01-01,2026-12-31
844,282,50,0.02,2026-01-01,2026-12-31
845,282,200,0.05,2026-01-01,2026-12-31
846,282,500,0.08,2026-01-01,2026-12-31
847,283,50,0.02,2026-01-01,2026-12-31
848,283,200,0.05,2026-01-01,2026-12-31
849,283,500,0.08,2026-01-01,2026-12-31
850,284,50,0.02,2026-01-01,2026-12-31
851,284,200,0.05,2026-01-01,2026-12-31
852,284,500,0.08,2026-01-01,2026-12-31
853,285,50,0.02,2026-01-01,2026-12-31
854,285,200,0.05,2026-01-01,2026-12-31
855,285,500,0.08,2026-01-01,2026-12-31
856,286,50,0.02,2026-01-01,2026-12-31
857,286,200,0.05,2026-01-01,2026-12-31
858,286,500,0.08,2026-01-01,2026-12-31
859,287,50,0.02,2026-01-01,2026-12-31
860,287,200,0.05,2026-01-01,2026-12-31
861,287,500,0.08,2026-01-01,2026-12-31
862,288,50,0.02,2026-01-01,2026-12-31
863,288,200,0.05,2026-01-01,2026-12-31
864,288,500,0.08,2026-01-01,2026-12-31
865,289,50,0.02,2026-01-01,2026-12-31
866,289,200,0.05,2026-01-01,2026-12-31
867,289,500,0.08,2026-01-01,2026-12-31
868,290,50,0.02,2026-01-01,2026-12-31
869,290,200,0.05,2026-01-01,2026-12-31
870,290,500,0.08,2026-01-01,2026-12-31
871,291,50,0.02,2026-01-01,2026-12-31
872,291,200,0.05,2026-01-01,2026-12-31
873,291,500,0.08,2026-01-01,2026-12-31
874,292,50,0.02,2026-01-01,2026-12-31
875,292,200,0.05,2026-01-01,2026-12-31
876,292,500,0.08,2026-01-01,2026-12-31
877,293,50,0.02,2026-01-01,2026-12-31
878,293,200,0.05,2026-01-01,2026-12-31
879,293,500,0.08,2026-01-01,2026-12-31
880,294,50,0.02,2026-01-01,2026-12-31
881,294,200,0.05,2026-01-01,2026-12-31
882,294,500,0.08,2026-01-01,2026-12-31
883,295,50,0.02,2026-01-01,2026-12-31
884,295,200,0.05,2026-01-01,2026-12-31
885,295,500,0.08,2026-01-01,2026-12-31
886,296,50,0.02,2026-01-01,2026-12-31
887,296,200,0.05,2026-01-01,2026-12-31
888,296,500,0.08,2026-01-01,2026-12-31
889,297,50,0.02,2026-01-01,2026-12-31
890,297,200,0.05,2026-01-01,2026-12-31
891,297,500,0.08,2026-01-01,2026-12-31
892,298,50,0.02,2026-01-01,2026-12-31
893,298,200,0.05,2026-01-01,2026-12-31
894,298,500,0.08,2026-01-01,2026-12-31
895,299,50,0.02,2026-01-01,2026-12-31
896,299,200,0.05,2026-01-01,2026-12-31
897,299,500,0.08,2026-01-01,2026-12-31
898,300,50,0.02,2026-01-01,2026-12-31
899,300,200,0.05,2026-01-01,2026-12-31
900,300,500,0.08,2026-01-01,2026-12-31
901,301,50,0.02,2026-01-01,2026-12-31
902,301,200,0.05,2026-01-01,2026-12-31
903,301,500,0.08,2026-01-01,2026-12-31
904,302,50,0.02,2026-01-01,2026-12-31
905,302,200,0.05,2026-01-01,2026-12-31
906,302,500,0.08,2026-01-01,2026-12-31
907,303,50,0.02,2026-01-01,2026-12-31
908,303,200,0.05,2026-01-01,2026-12-31
909,303,500,0.08,2026-01-01,2026-12-31
910,304,50,0.02,2026-01-01,2026-12-31
911,304,200,0.05,2026-01-01,2026-12-31
912,304,500,0.08,2026-01-01,2026-12-31
913,305,50,0.02,2026-01-01,2026-12-31
914,305,200,0.05,2026-01-01,2026-12-31
915,305,500,0.08,2026-01-01,2026-12-31
916,306,50,0.02,2026-01-01,2026-12-31
917,306,200,0.05,2026-01-01,2026-12-31
918,306,500,0.08,2026-01-01,2026-12-31
919,307,50,0.02,2026-01-01,2026-12-31
920,307,200,0.05,2026-01-01,2026-12-31
921,307,500,0.08,2026-01-01,2026-12-31
922,308,50,0.02,2026-01-01,2026-12-31
923,308,200,0.05,2026-01-01,2026-12-31
924,308,500,0.08,2026-01-01,2026-12-31
925,309,50,0.02,2026-01-01,2026-12-31
926,309,200,0.05,2026-01-01,2026-12-31
927,309,500,0.08,2026-01-01,2026-12-31
928,310,50,0.02,2026-01-01,2026-12-31
929,310,200,0.05,2026-01-01,2026-12-31
930,310,500,0.08,2026-01-01,2026-12-31
931,311,50,0.02,2026-01-01,2026-12-31
932,311,200,0.05,2026-01-01,2026-12-31
933,311,500,0.08,2026-01-01,2026-12-31
934,312,50,0.02,2026-01-01,2026-12-31
935,312,200,0.05,2026-01-01,2026-12-31
936,312,500,0.08,2026-01-01,2026-12-31
937,313,50,0.02,2026-01-01,2026-12-31
938,313,200,0.05,2026-01-01,2026-12-31
939,313,500,0.08,2026-01-01,2026-12-31
940,314,50,0.02,2026-01-01,2026-12-31
941,314,200,0.05,2026-01-01,2026-12-31
942,314,500,0.08,2026-01-01,2026-12-31
943,315,50,0.02,2026-01-01,2026-12-31
944,315,200,0.05,2026-01-01,2026-12-31
945,315,500,0.08,2026-01-01,2026-12-31
946,316,50,0.02,2026-01-01,2026-12-31
947,316,200,0.05,2026-01-01,2026-12-31
948,316,500,0.08,2026-01-01,2026-12-31
949,317,50,0.02,2026-01-01,2026-12-31
950,317,200,0.05,2026-01-01,2026-12-31
951,317,500,0.08,2026-01-01,2026-12-31
952,318,50,0.02,2026-01-01,2026-12-31
953,318,200,0.05,2026-01-01,2026-12-31
954,318,500,0.08,2026-01-01,2026-12-31
955,319,50,0.02,2026-01-01,2026-12-31
956,319,200,0.05,2026-01-01,2026-12-31
957,319,500,0.08,2026-01-01,2026-12-31
958,320,50,0.02,2026-01-01,2026-12-31
959,320,200,0.05,2026-01-01,2026-12-31
960,320,500,0.08,2026-01-01,2026-12-31
961,321,50,0.02,2026-01-01,2026-12-31
962,321,200,0.05,2026-01-01,2026-12-31
963,321,500,0.08,2026-01-01,2026-12-31
964,322,50,0.02,2026-01-01,2026-12-31
965,322,200,0.05,2026-01-01,2026-12-31
966,322,500,0.08,2026-01-01,2026-12-31
967,323,50,0.02,2026-01-01,2026-12-31
968,323,200,0.05,2026-01-01,2026-12-31
969,323,500,0.08,2026-01-01,2026-12-31
970,324,50,0.02,2026-01-01,2026-12-31
971,324,200,0.05,2026-01-01,2026-12-31
972,324,500,0.08,2026-01-01,2026-12-31
973,325,50,0.02,2026-01-01,2026-12-31
974,325,200,0.05,2026-01-01,2026-12-31
975,325,500,0.08,2026-01-01,2026-12-31
976,326,50,0.02,2026-01-01,2026-12-31
977,326,200,0.05,2026-01-01,2026-12-31
978,326,500,0.08,2026-01-01,2026-12-31
979,327,50,0.02,2026-01-01,2026-12-31
980,327,200,0.05,2026-01-01,2026-12-31
981,327,500,0.08,2026-01-01,2026-12-31
982,328,50,0.02,2026-01-01,2026-12-31
983,328,200,0.05,2026-01-01,2026-12-31
984,328,500,0.08,2026-01-01,2026-12-31
985,329,50,0.02,2026-01-01,2026-12-31
986,329,200,0.05,2026-01-01,2026-12-31
987,329,500,0.08,2026-01-01,2026-12-31
988,330,50,0.02,2026-01-01,2026-12-31
989,330,200,0.05,2026-01-01,2026-12-31
990,330,500,0.08,2026-01-01,2026-12-31
991,331,50,0.02,2026-01-01,2026-12-31
992,331,200,0.05,2026-01-01,2026-12-31
993,331,500,0.08,2026-01-01,2026-12-31
994,332,50,0.02,2026-01-01,2026-12-31
995,332,200,0.05,2026-01-01,2026-12-31
996,332,500,0.08,2026-01-01,2026-12-31
997,333,50,0.02,2026-01-01,2026-12-31
998,333,200,0.05,2026-01-01,2026-12-31
999,333,500,0.08,2026-01-01,2026-12-31
1000,334,50,0.02,2026-01-01,2026-12-31
1001,334,200,0.05,2026-01-01,2026-12-31
1002,334,500,0.08,2026-01-01,2026-12-31
1003,335,50,0.02,2026-01-01,2026-12-31
1004,335,200,0.05,2026-01-01,2026-12-31
1005,335,500,0.08,2026-01-01,2026-12-31
1006,336,50,0.02,2026-01-01,2026-12-31
1007,336,200,0.05,2026-01-01,2026-12-31
1008,336,500,0.08,2026-01-01,2026-12-31
1009,337,50,0.02,2026-01-01,2026-12-31
1010,337,200,0.05,2026-01-01,2026-12-31
1011,337,500,0.08,2026-01-01,2026-12-31
1012,338,50,0.02,2026-01-01,2026-12-31
1013,338,200,0.05,2026-01-01,2026-12-31
1014,338,500,0.08,2026-01-01,2026-12-31
1015,339,50,0.02,2026-01-01,2026-12-31
1016,339,200,0.05,2026-01-01,2026-12-31
1017,339,500,0.08,2026-01-01,2026-12-31
1018,340,50,0.02,2026-01-01,2026-12-31
1019,340,200,0.05,2026-01-01,2026-12-31
1020,340,500,0.08,2026-01-01,2026-12-31
1021,341,50,0.02,2026-01-01,2026-12-31
1022,341,200,0.05,2026-01-01,2026-12-31
1023,341,500,0.08,2026-01-01,2026-12-31
1024,342,50,0.02,2026-01-01,2026-12-31
1025,342,200,0.05,2026-01-01,2026-12-31
1026,342,500,0.08,2026-01-01,2026-12-31
1027,343,50,0.02,2026-01-01,2026-12-31
1028,343,200,0.05,2026-01-01,2026-12-31
1029,343,500,0.08,2026-01-01,2026-12-31
1030,344,50,0.02,2026-01-01,2026-12-31
1031,344,200,0.05,2026-01-01,2026-12-31
1032,344,500,0.08,2026-01-01,2026-12-31
1033,345,50,0.02,2026-01-01,2026-12-31
1034,345,200,0.05,2026-01-01,2026-12-31
1035,345,500,0.08,2026-01-01,2026-12-31
1036,346,50,0.02,2026-01-01,2026-12-31
1037,346,200,0.05,2026-01-01,2026-12-31
1038,346,500,0.08,2026-01-01,2026-12-31
1039,347,50,0.02,2026-01-01,2026-12-31
1040,347,200,0.05,2026-01-01,2026-12-31
1041,347,500,0.08,2026-01-01,2026-12-31
1042,348,50,0.02,2026-01-01,2026-12-31
1043,348,200,0.05,2026-01-01,2026-12-31
1044,348,500,0.08,2026-01-01,2026-12-31
1045,349,50,0.02,2026-01-01,2026-12-31
1046,349,200,0.05,2026-01-01,2026-12-31
1047,349,500,0.08,2026-01-01,2026-12-31
1048,350,50,0.02,2026-01-01,2026-12-31
1049,350,200,0.05,2026-01-01,2026-12-31
1050,350,500,0.08,2026-01-01,2026-12-31
1051,351,50,0.02,2026-01-01,2026-12-31
1052,351,200,0.05,2026-01-01,2026-12-31
1053,351,500,0.08,2026-01-01,2026-12-31
1054,352,50,0.02,2026-01-01,2026-12-31
1055,352,200,0.05,2026-01-01,2026-12-31
1056,352,500,0.08,2026-01-01,2026-12-31
1057,353,50,0.02,2026-01-01,2026-12-31
1058,353,200,0.05,2026-01-01,2026-12-31
1059,353,500,0.08,2026-01-01,2026-12-31
1060,354,50,0.02,2026-01-01,2026-12-31
1061,354,200,0.05,2026-01-01,2026-12-31
1062,354,500,0.08,2026-01-01,2026-12-31
1063,355,50,0.02,2026-01-01,2026-12-31
1064,355,200,0.05,2026-01-01,2026-12-31
1065,355,500,0.08,2026-01-01,2026-12-31
1066,356,50,0.02,2026-01-01,2026-12-31
1067,356,200,0.05,2026-01-01,2026-12-31
1068,356,500,0.08,2026-01-01,2026-12-31
1069,357,50,0.02,2026-01-01,2026-12-31
1070,357,200,0.05,2026-01-01,2026-12-31
1071,357,500,0.08,2026-01-01,2026-12-31
1072,358,50,0.02,2026-01-01,2026-12-31
1073,358,200,0.05,2026-01-01,2026-12-31
1074,358,500,0.08,2026-01-01,2026-12-31
1075,359,50,0.02,2026-01-01,2026-12-31
1076,359,200,0.05,2026-01-01,2026-12-31
1077,359,500,0.08,2026-01-01,2026-12-31
1078,360,50,0.02,2026-01-01,2026-12-31
1079,360,200,0.05,2026-01-01,2026-12-31
1080,360,500,0.08,2026-01-01,2026-12-31
1081,361,50,0.02,2026-01-01,2026-12-31
1082,361,200,0.05,2026-01-01,2026-12-31
1083,361,500,0.08,2026-01-01,2026-12-31
1084,362,50,0.02,2026-01-01,2026-12-31
1085,362,200,0.05,2026-01-01,2026-12-31
1086,362,500,0.08,2026-01-01,2026-12-31
1087,363,50,0.02,2026-01-01,2026-12-31
1088,363,200,0.05,2026-01-01,2026-12-31
1089,363,500,0.08,2026-01-01,2026-12-31
1090,364,50,0.02,2026-01-01,2026-12-31
1091,364,200,0.05,2026-01-01,2026-12-31
1092,364,500,0.08,2026-01-01,2026-12-31
1093,365,50,0.02,2026-01-01,2026-12-31
1094,365,200,0.05,2026-01-01,2026-12-31
1095,365,500,0.08,2026-01-01,2026-12-31
1096,366,50,0.02,2026-01-01,2026-12-31
1097,366,200,0.05,2026-01-01,2026-12-31
1098,366,500,0.08,2026-01-01,2026-12-31
1099,367,50,0.02,2026-01-01,2026-12-31
1100,367,200,0.05,2026-01-01,2026-12-31
1101,367,500,0.08,2026-01-01,2026-12-31
1102,368,50,0.02,2026-01-01,2026-12-31
1103,368,200,0.05,2026-01-01,2026-12-31
1104,368,500,0.08,2026-01-01,2026-12-31
1105,369,50,0.02,2026-01-01,2026-12-31
1106,369,200,0.05,2026-01-01,2026-12-31
1107,369,500,0.08,2026-01-01,2026-12-31
1108,370,50,0.02,2026-01-01,2026-12-31
1109,370,200,0.05,2026-01-01,2026-12-31
1110,370,500,0.08,2026-01-01,2026-12-31
1111,371,50,0.02,2026-01-01,2026-12-31
1112,371,200,0.05,2026-01-01,2026-12-31
1113,371,500,0.08,2026-01-01,2026-12-31
1114,372,50,0.02,2026-01-01,2026-12-31
1115,372,200,0.05,2026-01-01,2026-12-31
1116,372,500,0.08,2026-01-01,2026-12-31
1117,373,50,0.02,2026-01-01,2026-12-31
1118,373,200,0.05,2026-01-01,2026-12-31
1119,373,500,0.08,2026-01-01,2026-12-31
1120,374,50,0.02,2026-01-01,2026-12-31
1121,374,200,0.05,2026-01-01,2026-12-31
1122,374,500,0.08,2026-01-01,2026-12-31
1123,375,50,0.02,2026-01-01,2026-12-31
1124,375,200,0.05,2026-01-01,2026-12-31
1125,375,500,0.08,2026-01-01,2026-12-31
1126,376,50,0.02,2026-01-01,2026-12-31
1127,376,200,0.05,2026-01-01,2026-12-31
1128,376,500,0.08,2026-01-01,2026-12-31
1129,377,50,0.02,2026-01-01,2026-12-31
1130,377,200,0.05,2026-01-01,2026-12-31
1131,377,500,0.08,2026-01-01,2026-12-31
1132,378,50,0.02,2026-01-01,2026-12-31
1133,378,200,0.05,2026-01-01,2026-12-31
1134,378,500,0.08,2026-01-01,2026-12-31
1135,379,50,0.02,2026-01-01,2026-12-31
1136,379,200,0.05,2026-01-01,2026-12-31
1137,379,500,0.08,2026-01-01,2026-12-31
1138,380,50,0.02,2026-01-01,2026-12-31
1139,380,200,0.05,2026-01-01,2026-12-31
1140,380,500,0.08,2026-01-01,2026-12-31
1141,381,50,0.02,2026-01-01,2026-12-31
1142,381,200,0.05,2026-01-01,2026-12-31
1143,381,500,0.08,2026-01-01,2026-12-31
1144,382,50,0.02,2026-01-01,2026-12-31
1145,382,200,0.05,2026-01-01,2026-12-31
1146,382,500,0.08,2026-01-01,2026-12-31
1147,383,50,0.02,2026-01-01,2026-12-31
1148,383,200,0.05,2026-01-01,2026-12-31
1149,383,500,0.08,2026-01-01,2026-12-31
1150,384,50,0.02,2026-01-01,2026-12-31
1151,384,200,0.05,2026-01-01,2026-12-31
1152,384,500,0.08,2026-01-01,2026-12-31
1153,385,50,0.02,2026-01-01,2026-12-31
1154,385,200,0.05,2026-01-01,2026-12-31
1155,385,500,0.08,2026-01-01,2026-12-31
