purchase_order_line_id,purchase_order_id,line_no,material_id,ordered_qty,received_qty,unit_price,line_amount
597,597,1,7,134,0,3377.59,452596.5
598,598,1,36,736.4008,736.4008,33.36,24564.72
599,599,1,116,798.2932,798.2932,23.64,18867.79
600,600,1,7,6,6,3297.41,19784.46
601,601,1,83,469.1062,469.1062,8.58,4024.58
602,602,1,60,692.6771,692.6771,23.95,16588.29
603,603,1,98,560.1731,560.1731,85.64,47971.92
604,604,1,53,37,37,547.67,20263.7
605,605,1,63,131,131,3192.04,418157.68
606,606,1,78,88,0,803.55,70711.97
607,607,1,87,8,8,2802.54,22420.36
608,608,1,80,49,49,1269.45,62203.17
609,609,1,42,240.4431,240.4431,130.56,31391.39
610,610,1,116,423.436,423.436,22.26,9426.68
611,611,1,74,919.9804,919.9804,71.99,66231.16
612,612,1,66,263.0025,263.0025,111.27,29263.93
613,613,1,86,104,104,504.64,52482.77
614,614,1,98,632.634,632.634,91.19,57688.75
615,615,1,40,17,17,319.34,5428.72
616,616,1,58,276.8928,276.8928,90.97,25190.07
617,617,1,44,155.7568,155.7568,22.31,3474.36
618,618,1,56,75,75,1400.98,105073.62
619,619,1,60,985.5597,985.5597,24.27,23921.78
620,620,1,64,28,28,289.28,8099.81
621,621,1,14,140,140,602.28,84319.29
622,622,1,1,217.5392,217.5392,142.2,30933.73
623,623,1,83,800.6919,800.6919,8.7,6967.01
624,624,1,84,1150.5291,1150.5291,31.38,36103.22
625,625,1,40,42,42,358.93,15074.89
626,626,1,73,110,110,12.82,1410.75
627,627,1,91,1007.3912,1007.3912,11.06,11146.05
628,628,1,67,915.9333,915.9333,12.5,11452.56
629,629,1,92,664.3418,664.3418,22.64,15043.49
630,630,1,56,45,45,1238.13,55715.89
631,631,1,95,101,101,1871.36,189007.53
632,632,1,4,513.2901,513.2901,36.17,18568.01
633,633,1,27,623.6541,623.6541,10.12,6311.27
634,634,1,95,29,29,1762.67,51117.41
635,635,1,57,33,33,31.15,1027.8
636,636,1,104,76,76,1970.38,149749.16
637,637,1,70,126,126,209.52,26399.74
638,638,1,52,768.3138,768.3138,23.05,17712.73
639,639,1,32,26,26,909.36,23643.41
640,640,1,21,67,67,419.44,28102.76
641,641,1,74,1180.7831,1180.7831,73.27,86519.3
642,642,1,109,8,0,504.67,4037.38
643,643,1,26,926.4954,926.4954,121.11,112207.99
644,644,1,66,682.8478,682.8478,115.45,78837.38
645,645,1,24,136,136,363.25,49402.61
646,646,1,75,844.3513,844.3513,6.22,5247.91
647,647,1,1,478.8789,478.8789,134.41,64365.46
648,648,1,113,144,144,12.78,1839.69
649,649,1,109,77,77,480.89,37028.33
650,650,1,30,92,92,263.0,24196.43
651,651,1,38,151,151,335.65,50683.74
652,652,1,68,495.8345,495.8345,26.1,12939.73
653,653,1,110,158,158,751.03,118662.69
654,654,1,103,93,93,2319.44,215708.14
655,655,1,91,347.1319,347.1319,10.85,3764.66
656,656,1,48,88,88,271.32,23876.19
657,657,1,12,850.7435,850.7435,31.29,26618.18
658,658,1,108,947.9711,947.9711,35.37,33527.4
659,659,1,56,32,32,1382.79,44249.37
660,660,1,110,52,52,762.44,39646.97
661,661,1,101,84,84,238.06,19997.15
662,662,1,34,106.7676,106.7676,97.33,10391.95
663,663,1,19,1153.3231,1153.3231,5.52,6365.42
664,664,1,71,152,152,1929.44,293274.35
665,665,1,91,404.8732,0.0,11.08,4484.68
666,666,1,98,707.5572,707.5572,93.12,65887.03
667,667,1,78,19,19,822.55,15628.41
668,668,1,57,103,103,36.21,3729.6
669,669,1,4,627.5248,627.5248,33.11,20775.26
670,670,1,20,775.0893,775.0893,34.54,26769.66
671,671,1,55,58,58,818.31,47462.25
672,672,1,118,113,113,202.24,22852.56
673,673,1,73,123,123,15.06,1852.39
674,674,1,99,39.4376,39.4376,5.22,205.99
675,675,1,80,20,20,1341.2,26823.91
676,676,1,37,46,46,753.13,34643.81
677,677,1,11,423.6722,423.6722,10.61,4495.22
678,678,1,53,130,130,564.25,73352.48
679,679,1,23,25,25,1566.81,39170.13
680,680,1,22,109,109,580.25,63247.14
681,681,1,104,133,133,2019.29,268566.22
682,682,1,81,113,113,10.55,1192.05
683,683,1,105,145,145,3.19,462.15
684,684,1,66,1199.7576,1199.7576,123.36,147998.18
685,685,1,67,887.0985,887.0985,13.55,12020.09
686,686,1,79,107,107,1609.78,172246.44
687,687,1,103,95,95,2364.46,224623.28
688,688,1,100,778.358,778.358,29.78,23178.06
689,689,1,114,512.554,512.554,149.85,76803.69
690,690,1,60,860.6637,860.6637,23.96,20622.39
691,691,1,7,26,26,3396.15,88299.99
692,692,1,9,100,100,14.64,1464.12
693,693,1,60,681.7002,0.0,22.93,15632.27
694,694,1,114,851.6121,851.6121,141.03,120102.31
695,695,1,18,670.1814,670.1814,107.31,71916.06
696,696,1,28,943.4124,943.4124,45.05,42504.26
697,697,1,18,965.8483,965.8483,112.89,109039.38
698,698,1,38,10,10,365.83,3658.26
699,699,1,3,1036.8333,1036.8333,14.76,15300.63
700,700,1,17,56,56,17.27,967.31
701,701,1,23,15,15,1424.26,21363.84
702,702,1,65,149,149,17.42,2595.9
703,703,1,116,738.9848,738.9848,24.04,17761.83
704,704,1,95,125,125,1892.62,236576.99
705,705,1,109,157,157,536.52,84234.24
706,706,1,42,1164.0631,1164.0631,115.17,134059.54
707,707,1,59,830.9116,830.9116,11.79,9794.26
708,708,1,53,44,44,501.43,22062.86
709,709,1,91,155.6339,155.6339,10.56,1643.7
710,710,1,63,67,67,3110.58,208408.82
711,711,1,70,79,79,226.19,17868.92
712,712,1,56,143,143,1340.65,191712.98
713,713,1,18,487.7693,487.7693,103.53,50499.76
714,714,1,28,406.1164,406.1164,43.61,17712.57
715,715,1,100,446.437,446.437,30.61,13663.31
716,716,1,93,49,49,418.44,20503.6
717,717,1,32,77,77,980.54,75501.96
718,718,1,111,55,55,2059.82,113290.23
719,719,1,26,175.1952,175.1952,117.33,20555.85
720,720,1,21,54,54,386.8,20887.26
721,721,1,102,112,112,332.94,37289.79
722,722,1,42,302.5216,302.5216,118.75,35925.31
723,723,1,61,130,130,587.31,76350.0
724,724,1,2,356.4042,356.4042,86.32,30764.28
725,725,1,17,30,30,17.33,519.89
726,726,1,37,116,116,678.0,78647.8
727,727,1,2,784.511,784.511,90.61,71087.3
728,728,1,5,29,29,639.24,18538.04
729,729,1,54,134,134,847.68,113589.67
730,730,1,31,21,21,596.9,12534.93
731,731,1,49,16,16,31.26,500.1
732,732,1,86,67,67,567.01,37989.7
733,733,1,118,65,65,233.48,15176.24
734,734,1,20,420.5707,420.5707,37.35,15710.04
735,735,1,89,29,29,33.69,976.92
736,736,1,45,53,53,532.51,28222.79
737,737,1,36,958.9488,958.9488,32.17,30850.25
738,738,1,40,60,60,334.75,20085.25
739,739,1,6,142,142,572.66,81317.27
740,740,1,50,1141.0947,1141.0947,77.82,88797.72
741,741,1,53,116,116,535.4,62106.09
742,742,1,8,80,80,1221.72,97738.0
743,743,1,119,21,21,2913.54,61184.31
744,744,1,38,129,129,369.73,47694.65
745,745,1,3,524.8027,524.8027,13.88,7281.95
746,746,1,22,57,57,574.15,32726.75
747,747,1,64,112,0,260.99,29230.88
748,748,1,72,49,49,50.48,2473.32
749,749,1,48,151,151,284.56,42969.11
750,750,1,73,75,75,14.62,1096.13
751,751,1,14,129,129,537.72,69366.42
752,752,1,107,47.0706,47.0706,9.56,450.09
753,753,1,28,751.172,751.172,44.49,33418.67
754,754,1,2,135.3548,135.3548,82.71,11194.63
755,755,1,7,110,110,3302.74,363301.4
756,756,1,42,988.0489,988.0489,129.6,128056.0
757,757,1,58,250.8095,250.8095,91.54,22958.85
758,758,1,15,52,52,1622.14,84351.02
759,759,1,35,860.0401,860.0401,8.7,7480.63
760,760,1,75,264.6703,264.6703,7.17,1898.14
761,761,1,37,157,157,679.86,106738.3
762,762,1,17,125,125,16.36,2044.74
763,763,1,105,78,78,3.19,248.72
764,764,1,7,145,145,3310.81,480067.87
765,765,1,49,31,31,33.35,1033.77
766,766,1,8,86,86,1411.63,121399.82
767,767,1,81,64,64,10.49,671.19
768,768,1,21,58,58,438.61,25439.36
769,769,1,18,38.6945,38.6945,110.25,4266.02
770,770,1,83,438.9394,438.9394,8.82,3871.84
771,771,1,81,136,0,10.6,1441.93
772,772,1,37,8,8,753.52,6028.19
773,773,1,47,24,24,343.11,8234.55
774,774,1,70,100,100,216.66,21666.32
775,775,1,65,124,124,17.19,2132.14
776,776,1,37,12,0,748.13,8977.56
777,777,1,84,571.8634,571.8634,27.0,15441.12
778,778,1,103,35,35,2349.69,82239.12
779,779,1,20,430.6771,430.6771,32.96,14195.45
780,780,1,3,844.8943,844.8943,13.96,11792.77
781,781,1,16,16,16,1625.26,26004.17
782,782,1,3,567.7659,567.7659,12.67,7190.98
783,783,1,10,138.4845,138.4845,89.74,12427.25
784,784,1,13,121,121,747.16,90406.06
785,785,1,100,502.8082,502.8082,30.15,15161.75
786,786,1,51,354.3079,354.3079,5.75,2035.95
787,787,1,107,145.1818,145.1818,8.43,1224.4
788,788,1,82,1088.7827,1088.7827,95.89,104406.2
789,789,1,26,100.0647,100.0647,123.85,12392.54
790,790,1,30,141,141,250.6,35334.97
791,791,1,72,107,107,53.49,5723.72
792,792,1,74,982.885,982.885,81.49,80098.46
793,793,1,113,65,65,13.04,847.3
794,794,1,89,17,17,36.67,623.35
795,795,1,46,27,27,670.1,18092.73
796,796,1,35,902.2323,902.2323,8.33,7512.47
797,797,1,51,959.9268,959.9268,5.65,5422.1
798,798,1,23,71,71,1480.97,105148.68
799,799,1,19,304.337,304.337,5.09,1549.48
800,800,1,100,138.415,138.415,34.12,4722.92
801,801,1,112,68,68,1037.83,70572.36
802,802,1,25,79,79,38.36,3030.33
803,803,1,28,146.1653,146.1653,48.23,7049.23
804,804,1,115,784.7909,784.7909,12.93,10151.04
805,805,1,44,460.9799,460.9799,23.09,10646.06
806,806,1,36,346.5231,346.5231,33.97,11771.55
807,807,1,93,135,135,448.0,60479.96
808,808,1,66,897.8981,897.8981,121.93,109476.54
809,809,1,58,804.4486,804.4486,92.01,74014.26
810,810,1,18,1161.7776,1161.7776,111.51,129547.6
811,811,1,100,244.2702,244.2702,34.96,8540.07
812,812,1,68,285.1573,0.0,23.91,6818.55
813,813,1,35,1068.4879,1068.4879,9.57,10223.66
814,814,1,116,711.0639,711.0639,22.06,15686.84
815,815,1,7,75,75,3257.18,244288.45
816,816,1,23,86,86,1570.66,135076.53
817,817,1,96,49,49,927.98,45470.93
818,818,1,7,37,0,3191.42,118082.4
819,819,1,102,109,109,344.45,37544.84
820,820,1,46,139,139,600.47,83464.64
821,821,1,89,87,87,35.55,3093.18
822,822,1,54,86,86,760.71,65420.79
823,823,1,115,824.9895,824.9895,12.17,10041.79
824,824,1,61,29,29,557.81,16176.62
825,825,1,90,646.0756,646.0756,86.73,56033.41
826,826,1,76,126.7338,126.7338,29.61,3752.77
827,827,1,52,850.7726,850.7726,20.19,17174.81
828,828,1,65,112,112,15.99,1790.84
829,829,1,95,101,101,1861.69,188031.06
830,830,1,86,143,143,562.36,80418.03
831,831,1,45,86,86,569.16,48947.65
832,832,1,62,127,127,273.32,34711.64
833,833,1,118,112,112,218.24,24442.48
834,834,1,60,839.1333,839.1333,22.61,18976.98
835,835,1,2,87.8103,87.8103,91.9,8069.74
836,836,1,38,18,18,350.61,6310.96
837,837,1,59,367.7508,367.7508,11.62,4271.69
838,838,1,9,84,84,15.7,1319.09
839,839,1,13,152,152,732.27,111305.02
840,840,1,75,660.5699,660.5699,7.31,4829.8
841,841,1,65,159,159,15.72,2499.5
842,842,1,43,328.3696,328.3696,8.03,2635.5
843,843,1,88,131,131,1363.64,178636.68
844,844,1,117,75,75,355.76,26682.19
845,845,1,106,386.2906,386.2906,77.74,30029.01
846,846,1,23,139,139,1405.07,195304.64
847,847,1,89,74,74,35.43,2621.62
848,848,1,2,805.9428,805.9428,88.55,71367.59
849,849,1,103,150,150,2234.65,335197.06
850,850,1,10,716.9353,716.9353,86.82,62246.79
851,851,1,29,115,115,777.01,89356.47
852,852,1,86,36,36,568.06,20450.34
853,853,1,29,62,62,799.22,49551.46
854,854,1,53,29,29,565.51,16399.74
855,855,1,110,28,28,673.55,18859.45
856,856,1,50,1091.796,1091.796,80.16,87521.05
857,857,1,100,865.8431,865.8431,34.76,30095.36
858,858,1,6,68,68,580.48,39472.66
859,859,1,72,108,108,50.01,5400.95
860,860,1,72,115,115,51.75,5950.83
861,861,1,111,97,97,2223.69,215697.8
862,862,1,86,52,52,552.98,28755.21
863,863,1,56,123,123,1242.19,152789.25
864,864,1,75,83.2823,83.2823,6.54,544.61
865,865,1,27,921.5171,921.5171,10.84,9987.6
866,866,1,68,377.9713,377.9713,24.22,9155.07
867,867,1,112,146,146,945.21,138000.56
868,868,1,11,521.1615,521.1615,10.98,5722.37
869,869,1,75,350.4595,350.4595,6.52,2283.41
870,870,1,105,28,0,3.32,93.0
871,871,1,107,777.4255,777.4255,9.31,7236.6
872,872,1,51,1053.7589,1053.7589,5.68,5988.43
873,873,1,74,678.9262,678.9262,74.15,50340.52
874,874,1,47,11,11,295.11,3246.26
875,875,1,45,72,72,560.75,40373.82
876,876,1,93,102,102,443.12,45197.73
877,877,1,12,1054.3427,1054.3427,29.72,31332.2
878,878,1,50,370.4046,370.4046,79.47,29434.88
879,879,1,60,58.3031,58.3031,22.6,1317.73
880,880,1,59,506.7782,506.7782,11.04,5594.94
881,881,1,12,1118.4209,1118.4209,28.47,31836.89
882,882,1,64,124,124,294.38,36503.71
883,883,1,95,107,107,1794.2,191979.65
884,884,1,10,1002.4544,1002.4544,91.47,91695.78
885,885,1,81,145,145,11.75,1703.27
886,886,1,55,41,41,832.92,34149.61
887,887,1,66,92.4446,92.4446,107.65,9951.87
888,888,1,64,49,49,271.93,13324.51
889,889,1,74,479.0633,479.0633,75.17,36009.46
890,890,1,108,159.0181,159.0181,36.02,5727.41
891,891,1,60,1063.3391,1063.3391,21.47,22832.18
892,892,1,39,8,0,3080.8,24646.36
893,893,1,60,942.0719,942.0719,23.81,22432.87
894,894,1,43,1125.5191,1125.5191,7.53,8480.78
895,895,1,58,268.3842,268.3842,92.59,24849.16
896,896,1,103,23,23,2431.92,55934.05
897,897,1,47,92,92,308.77,28407.16
898,898,1,107,518.453,518.453,9.84,5099.85
899,899,1,63,116,116,3145.91,364925.26
900,900,1,25,120,120,39.86,4783.2
901,901,1,38,33,33,385.88,12734.05
902,902,1,41,112,112,19.15,2144.55
903,903,1,95,121,121,1979.04,239463.4
904,904,1,98,929.1087,929.1087,93.28,86665.3
905,905,1,96,45,45,1055.09,47478.98
906,906,1,84,1174.2161,1174.2161,31.34,36799.98
907,907,1,108,1018.7879,1018.7879,32.75,33364.58
908,908,1,83,158.8109,158.8109,7.7,1222.56
909,909,1,117,61,61,344.69,21026.27
910,910,1,34,602.6598,602.6598,108.77,65551.82
911,911,1,51,702.5952,702.5952,6.16,4326.41
912,912,1,86,137,137,509.86,69850.47
913,913,1,117,50,50,355.1,17754.87
914,914,1,22,130,130,636.44,82737.29
915,915,1,71,17,17,1887.3,32084.08
916,916,1,28,245.1919,245.1919,47.57,11663.09
917,917,1,109,7,7,484.37,3390.56
918,918,1,23,157,157,1573.0,246960.81
919,919,1,38,68,68,369.64,25135.58
920,920,1,65,148,148,16.24,2403.95
921,921,1,43,401.0118,401.0118,8.2,3290.25
922,922,1,83,407.0928,407.0928,8.72,3548.87
923,923,1,57,47,47,34.52,1622.27
924,924,1,1,125.9346,125.9346,142.56,17953.67
925,925,1,119,144,144,3328.22,479263.27
926,926,1,44,62.7287,62.7287,22.51,1412.17
927,927,1,46,18,18,613.64,11045.49
928,928,1,102,49,49,364.61,17865.86
929,929,1,41,154,154,19.56,3012.77
930,930,1,25,140,140,35.82,5014.96
931,931,1,10,1197.4202,1197.4202,93.29,111708.89
932,932,1,92,745.1582,745.1582,22.81,16997.48
933,933,1,10,982.8839,982.8839,96.09,94446.23
934,934,1,9,75,0,13.41,1005.57
935,935,1,53,91,91,569.48,51822.65
936,936,1,23,62,62,1573.96,97585.37
937,937,1,114,72.8069,72.8069,158.07,11508.55
938,938,1,99,599.8624,599.8624,5.33,3198.06
939,939,1,31,156,156,587.15,91596.15
940,940,1,50,869.709,869.709,87.08,75734.92
941,941,1,49,102,102,33.58,3425.55
942,942,1,109,90,90,538.21,48439.1
943,943,1,83,558.4003,558.4003,7.62,4253.91
944,944,1,86,31,31,522.7,16203.76
945,945,1,34,268.5893,268.5893,103.35,27759.09
946,946,1,107,68.2344,68.2344,8.49,579.52
947,947,1,18,1136.2652,1136.2652,103.97,118137.01
948,948,1,92,47.1937,0.0,23.51,1109.5
949,949,1,76,355.4722,355.4722,34.12,12128.67
950,950,1,21,65,65,387.21,25168.64
951,951,1,39,74,74,3228.31,238894.92
952,952,1,59,786.8465,786.8465,10.64,8368.85
953,953,1,117,85,85,323.66,27511.14
954,954,1,79,39,39,1468.66,57277.91
955,955,1,68,1149.503,1149.503,26.13,30033.62
956,956,1,43,197.5396,197.5396,7.53,1487.54
957,957,1,48,28,28,248.77,6965.54
958,958,1,40,134,134,315.58,42288.25
959,959,1,42,616.0363,616.0363,124.59,76749.96
960,960,1,89,126,126,35.27,4443.68
961,961,1,109,44,44,526.41,23162.02
962,962,1,35,582.5045,582.5045,8.74,5088.2
963,963,1,85,126,126,730.57,92052.17
964,964,1,62,27,27,286.17,7726.5
965,965,1,82,706.2013,706.2013,107.49,75910.74
966,966,1,62,157,157,292.02,45847.1
967,967,1,117,61,61,367.31,22406.01
968,968,1,82,737.1269,737.1269,104.63,77127.75
969,969,1,95,107,107,1740.41,186223.68
970,970,1,36,243.9976,243.9976,29.57,7215.84
971,971,1,21,22,22,430.14,9463.03
972,972,1,32,109,109,881.71,96106.08
973,973,1,11,884.2689,884.2689,10.65,9417.53
974,974,1,106,396.5378,396.5378,79.98,31715.89
975,975,1,9,140,140,15.26,2136.75
976,976,1,65,38,38,16.36,621.85
977,977,1,76,125.5787,125.5787,31.67,3976.75
978,978,1,5,61,61,638.35,38939.34
979,979,1,80,64,64,1337.73,85614.57
980,980,1,14,148,148,581.39,86046.06
981,981,1,11,649.6064,649.6064,11.31,7344.43
982,982,1,45,134,134,526.08,70494.31
983,983,1,96,22,22,1039.15,22861.36
984,984,1,21,50,50,435.05,21752.58
985,985,1,28,287.5242,287.5242,47.72,13721.32
986,986,1,42,95.1758,95.1758,117.88,11219.32
987,987,1,5,147,147,675.93,99362.31
988,988,1,53,51,51,565.87,28859.45
989,989,1,49,34,0,33.06,1124.17
990,990,1,54,134,134,725.63,97234.05
991,991,1,25,43,43,37.76,1623.56
992,992,1,34,61.1463,0.0,113.25,6924.76
993,993,1,13,65,65,660.49,42932.06
994,994,1,50,384.1854,384.1854,83.35,32022.0
995,995,1,39,142,142,3149.14,447178.25
996,996,1,92,445.3726,445.3726,21.8,9710.77
997,997,1,100,170.6358,170.6358,31.69,5407.78
998,998,1,104,31,31,2001.43,62044.23
999,999,1,50,191.6961,191.6961,77.64,14884.01
1000,1000,1,120,105,105,1340.11,140712.01
1001,1001,1,91,673.2908,673.2908,11.05,7443.16
1002,1002,1,115,332.857,332.857,13.47,4484.98
1003,1003,1,42,909.8867,909.8867,121.31,110380.33
1004,1004,1,34,224.8778,224.8778,97.47,21919.96
1005,1005,1,104,71,71,1824.78,129559.31
1006,1006,1,19,923.4941,923.4941,5.37,4961.72
1007,1007,1,22,46,46,580.51,26703.28
1008,1008,1,51,626.0162,626.0162,5.84,3654.45
1009,1009,1,66,1084.0947,1084.0947,105.93,114836.53
1010,1010,1,34,649.2716,649.2716,104.36,67756.02
1011,1011,1,64,11,11,266.24,2928.61
1012,1012,1,30,54,54,255.39,13791.01
1013,1013,1,109,75,75,466.22,34966.82
1014,1014,1,99,666.3882,666.3882,4.7,3130.02
1015,1015,1,72,12,12,53.94,647.31
1016,1016,1,26,266.5261,266.5261,121.83,32469.76
1017,1017,1,21,39,39,384.9,15011.03
1018,1018,1,119,39,39,2958.77,115392.12
1019,1019,1,21,82,82,387.78,31798.18
1020,1020,1,52,1195.6664,1195.6664,20.87,24952.15
1021,1021,1,84,657.9421,657.9421,29.37,19323.07
1022,1022,1,78,158,158,776.24,122645.15
1023,1023,1,78,25,25,862.0,21549.97
1024,1024,1,93,86,86,390.14,33551.7
1025,1025,1,84,391.6029,391.6029,30.83,12074.31
1026,1026,1,96,92,92,1053.2,96894.25
1027,1027,1,27,633.1879,633.1879,9.61,6087.96
1028,1028,1,85,127,127,779.97,99056.5
1029,1029,1,90,563.3305,563.3305,81.39,45846.74
1030,1030,1,64,25,25,293.91,7347.75
1031,1031,1,57,28,28,31.25,874.92
1032,1032,1,6,79,79,555.65,43896.66
1033,1033,1,23,56,56,1433.72,80288.49
1034,1034,1,108,262.0634,262.0634,36.36,9528.01
1035,1035,1,104,104,104,1823.93,189688.99
1036,1036,1,10,1081.0557,1081.0557,94.8,102483.81
1037,1037,1,34,385.2723,385.2723,96.08,37016.37
1038,1038,1,68,107.0467,107.0467,25.4,2719.29
1039,1039,1,94,23,23,465.72,10711.65
1040,1040,1,101,21,21,218.8,4594.72
1041,1041,1,34,198.7715,198.7715,100.23,19922.47
1042,1042,1,3,503.5182,503.5182,12.77,6428.72
1043,1043,1,44,718.219,718.219,22.49,16149.23
1044,1044,1,6,34,34,557.0,18938.01
1045,1045,1,88,36,36,1416.04,50977.5
1046,1046,1,76,423.2446,423.2446,29.52,12495.34
1047,1047,1,46,6,6,654.57,3927.43
1048,1048,1,24,39,39,341.49,13318.3
1049,1049,1,101,55,55,240.03,13201.59
1050,1050,1,94,78,78,538.53,42004.97
1051,1051,1,48,89,89,246.69,21955.06
1052,1052,1,38,22,22,387.22,8518.88
1053,1053,1,23,11,11,1496.12,16457.34
1054,1054,1,85,88,88,716.86,63084.07
1055,1055,1,20,1117.3736,1117.3736,33.57,37513.44
1056,1056,1,41,17,17,21.32,362.51
1057,1057,1,116,371.7832,371.7832,23.37,8686.87
1058,1058,1,112,128,128,968.21,123931.0
1059,1059,1,70,73,73,199.99,14599.14
1060,1060,1,2,689.8482,689.8482,91.87,63374.12
1061,1061,1,70,53,53,212.21,11247.01
1062,1062,1,9,84,84,14.59,1225.4
1063,1063,1,7,99,99,3063.42,303278.5
1064,1064,1,85,134,134,806.7,108098.4
1065,1065,1,67,752.3832,752.3832,11.53,8672.64
1066,1066,1,43,966.8573,966.8573,7.7,7443.22
1067,1067,1,108,566.7542,566.7542,33.99,19265.9
1068,1068,1,75,865.8556,865.8556,6.91,5984.3
1069,1069,1,2,281.0213,281.0213,85.7,24083.76
1070,1070,1,119,91,91,3062.54,278691.55
1071,1071,1,16,121,121,1720.25,208149.67
1072,1072,1,47,72,72,304.44,21919.4
1073,1073,1,103,62,62,2237.79,138743.22
1074,1074,1,26,863.7417,863.7417,114.07,98523.99
1075,1075,1,76,1194.1371,1194.1371,32.63,38968.07
1076,1076,1,103,101,101,2191.56,221347.45
1077,1077,1,53,49,49,517.07,25336.25
1078,1078,1,72,25,25,47.99,1199.77
1079,1079,1,85,25,25,826.93,20673.3
1080,1080,1,120,120,120,1210.98,145317.37
1081,1081,1,49,15,15,35.26,528.9
1082,1082,1,26,751.1609,751.1609,118.99,89377.0
1083,1083,1,64,152,152,284.2,43198.57
1084,1084,1,84,590.45,590.45,28.41,16772.56
1085,1085,1,89,59,59,34.35,2026.53
1086,1086,1,119,82,82,3282.45,269161.21
1087,1087,1,62,15,15,307.26,4608.93
1088,1088,1,55,73,73,731.48,53398.18
1089,1089,1,95,105,105,1806.08,189638.86
1090,1090,1,9,104,104,13.99,1454.63
1091,1091,1,44,752.4183,752.4183,20.42,15364.87
1092,1092,1,1,1165.1351,1165.1351,137.77,160525.69
1093,1093,1,119,107,107,3396.49,363424.15
1094,1094,1,43,90.8649,0.0,8.12,738.22
1095,1095,1,39,11,11,3211.66,35328.28
1096,1096,1,57,105,105,34.17,3588.14
1097,1097,1,107,484.7342,484.7342,8.48,4109.45
1098,1098,1,96,82,82,926.29,75956.11
1099,1099,1,90,870.6565,870.6565,87.28,75990.64
1100,1100,1,94,143,143,511.87,73198.06
1101,1101,1,34,588.1784,588.1784,108.79,63987.73
1102,1102,1,107,751.2544,0.0,8.86,6659.84
1103,1103,1,107,279.567,279.567,9.49,2652.23
1104,1104,1,70,136,136,196.09,26668.38
1105,1105,1,42,511.7616,511.7616,122.73,62810.9
1106,1106,1,98,470.4686,470.4686,83.71,39385.24
1107,1107,1,63,103,103,2963.93,305285.19
1108,1108,1,41,72,72,19.01,1368.43
1109,1109,1,10,672.3628,0.0,85.0,57148.97
1110,1110,1,31,36,36,607.36,21865.0
1111,1111,1,108,597.9451,597.9451,37.88,22651.6
1112,1112,1,28,220.729,220.729,44.44,9809.28
1113,1113,1,37,6,6,684.82,4108.94
1114,1114,1,41,106,106,20.38,2160.0
1115,1115,1,7,35,35,2900.45,101515.68
1116,1116,1,83,51.9247,51.9247,7.66,397.96
1117,1117,1,78,43,43,840.93,36159.98
1118,1118,1,75,273.022,273.022,7.13,1946.44
1119,1119,1,46,52,52,635.72,33057.22
1120,1120,1,93,66,66,418.24,27603.86
1121,1121,1,115,879.5276,879.5276,12.83,11287.02
1122,1122,1,89,145,145,34.63,5021.48
1123,1123,1,74,142.6864,142.6864,74.46,10623.9
1124,1124,1,44,520.8315,520.8315,21.01,10943.93
1125,1125,1,102,75,75,333.59,25018.95
1126,1126,1,22,65,65,627.36,40778.12
1127,1127,1,49,72,72,33.67,2424.52
1128,1128,1,54,50,50,733.21,36660.57
1129,1129,1,8,136,0,1440.66,195929.76
1130,1130,1,14,89,0,614.89,54725.25
1131,1131,1,4,636.7155,636.7155,35.88,22843.41
1132,1132,1,21,9,9,410.93,3698.37
1133,1133,1,4,247.7916,247.7916,34.76,8613.25
1134,1134,1,30,136,136,265.7,36134.79
1135,1135,1,23,86,86,1585.26,136332.32
1136,1136,1,116,1040.7976,1040.7976,24.01,24988.96
1137,1137,1,20,622.6267,622.6267,34.58,21532.72
1138,1138,1,119,38,38,2917.16,110852.02
1139,1139,1,113,55,55,12.33,677.94
1140,1140,1,78,135,135,747.52,100914.54
1141,1141,1,69,31,31,266.33,8256.26
1142,1142,1,52,1195.1392,1195.1392,20.07,23982.69
1143,1143,1,100,567.8251,567.8251,33.36,18941.08
1144,1144,1,81,25,25,11.22,280.41
1145,1145,1,102,12,12,341.72,4100.59
1146,1146,1,80,62,62,1430.84,88712.1
1147,1147,1,108,978.4167,978.4167,34.54,33795.99
1148,1148,1,4,953.6787,953.6787,34.4,32805.45
1149,1149,1,40,23,23,362.58,8339.34
1150,1150,1,73,46,46,14.17,652.04
1151,1151,1,113,35,35,12.32,431.31
1152,1152,1,118,62,62,233.21,14458.81
1153,1153,1,117,75,75,366.17,27462.89
1154,1154,1,52,248.9204,248.9204,22.39,5572.72
1155,1155,1,42,962.7604,962.7604,123.49,118888.42
1156,1156,1,96,109,109,1035.09,112824.35
1157,1157,1,19,738.9948,738.9948,5.09,3759.99
1158,1158,1,26,912.4314,912.4314,119.7,109214.82
1159,1159,1,74,769.5568,769.5568,76.98,59241.19
1160,1160,1,23,82,82,1623.23,133105.06
1161,1161,1,101,53,53,209.96,11127.75
1162,1162,1,92,358.6752,358.6752,21.55,7731.23
1163,1163,1,94,14,14,469.92,6578.88
1164,1164,1,89,130,130,34.76,4519.2
1165,1165,1,23,153,153,1502.04,229812.32
1166,1166,1,83,60.8861,60.8861,8.66,527.15
1167,1167,1,37,77,77,696.21,53608.01
1168,1168,1,97,87,87,22.34,1943.52
1169,1169,1,29,52,52,781.67,40647.08
1170,1170,1,7,57,57,2956.5,168520.62
