requirement_allocation_id,material_requirement_id,purchase_order_line_id,allocated_qty
1267,30370,2938,2
1268,30371,3408,4
1269,30372,3656,9.4596
1270,30373,2791,34.7699
1271,30374,2817,5.0952
1272,30375,673,7
1273,30376,264,6
1274,30377,1099,27.2512
1275,30378,535,11.4454
1276,30379,115,307.1295
1277,30380,985,287.5242
1278,30381,698,8
1279,30382,477,516.4666
1280,30383,2669,58
1281,30384,420,33
1282,30385,792,297.9418
1283,30386,264,26
1284,30387,266,29
1285,30388,1610,203.7762
1286,30389,2229,50.2993
1287,30390,1695,566.5211
1288,30391,1864,36
1289,30392,498,26
1290,30393,3325,4
1291,30394,3083,418.5215
1292,30395,3855,19
1293,30396,1437,20
1294,30397,227,12
1295,30398,1047,6
1296,30399,1096,20
1297,30400,2382,258.2124
1298,30401,3883,19
1299,30402,2580,31
1300,30403,3945,289.886
1301,30404,1718,147.4383
1302,30405,2084,34
1303,30406,180,124.7974
1304,30407,2813,9
1305,30408,87,7
1306,30409,2714,14
1307,30410,2528,6
1308,30411,1389,98.5244
1309,30412,3288,14
1310,30413,2919,110.4481
1311,30414,3817,14
1312,30415,482,57.2296
1313,30416,3855,12
1314,30417,433,11
1315,30418,3275,14
1316,30419,2343,9
1317,30420,2674,13
1318,30421,1734,13
1319,30422,1050,11
1320,30423,88,12
1321,30424,3252,12
1322,30425,649,6
1323,30426,2813,9
1324,30427,3382,61.8235
1325,30428,392,28
1326,30429,2096,21
1327,30430,3817,18
1328,30431,1382,90.532
1329,30432,1805,6
1330,30433,891,157.8708
1331,30434,3883,20
1332,30435,1986,16
1333,30436,2580,33
1334,30437,271,28
1335,30438,3724,25.0564
1336,30439,1718,254.9578
1337,30440,1882,201.9833
1338,30441,3738,9
1339,30442,1802,23
1340,30443,2220,17.455
1341,30444,3156,2
1342,30445,1053,10
1343,30446,3072,11.8445
1344,30447,3160,5
1345,30448,3056,8
1346,30449,477,70.7713
1347,30450,1484,1
1348,30451,2669,8
1349,30452,3416,6
1350,30453,1806,14.6837
1351,30454,3026,3
1352,30455,3317,9
1353,30456,1862,103.3082
1354,30457,704,6
1355,30458,256,8.033
1356,30459,1864,5
1357,30460,2321,9
1358,30461,3971,11
1359,30462,2956,9
1360,30463,1852,523.1874
1361,30464,477,554.1115
1362,30465,3708,41
1363,30466,1484,28
1364,30467,2024,40
1365,30468,2800,146.5668
1366,30469,673,19
1367,30470,266,34
1368,30471,1862,57.3407
1369,30472,2608,41
1370,30473,704,24
1371,30474,2452,84.5342
1372,30475,1864,7
1373,30476,2918,131.1507
1374,30477,3795,10
1375,30478,1852,24.2173
1376,30479,132,12
1377,30480,3072,87.1056
1378,30481,2522,13
1379,30482,2536,11
1380,30483,2362,8
1381,30484,1828,7
1382,30485,1357,75.0619
1383,30486,1099,143.9006
1384,30487,3998,15
1385,30488,1067,26.6554
1386,30489,2997,2
1387,30490,79,67.647
1388,30491,446,37.1683
1389,30492,2321,4
1390,30493,1587,4
1391,30494,2938,4
1392,30495,2006,14.5809
1393,30496,2522,5
1394,30497,2537,12.6589
1395,30498,3593,3
1396,30499,3416,3
1397,30500,2024,3
1398,30501,673,4
1399,30502,1610,4.2494
1400,30503,1862,32.678
1401,30504,1067,26.2369
1402,30505,1864,2
1403,30506,1370,4
1404,30507,2918,34.5664
1405,30508,2775,6
1406,30509,2431,23.7999
1407,30510,2321,7
1408,30511,1421,3
1409,30512,1440,44.2579
1410,30513,874,2
1411,30514,2496,7
1412,30515,2535,13.0432
1413,30516,3148,2
1414,30517,1519,7
1415,30518,1654,7
1416,30519,2997,1
1417,30520,79,9.7096
1418,30521,1370,6
1419,30522,3609,5
1420,30523,2738,2
1421,30524,3049,75.4173
1422,30525,1469,4
1423,30526,625,5
1424,30527,2525,3
1425,30528,3708,6
1426,30529,329,5
1427,30530,2817,36.2282
1428,30531,3593,4
1429,30532,2024,6
1430,30533,792,51.5386
1431,30534,1862,31.0938
1432,30535,3998,7
1433,30536,535,27.0376
1434,30537,855,2
1435,30538,1172,2
1436,30539,743,6
1437,30540,877,23.187
1438,30541,2898,61.7888
1439,30542,779,156.8447
1440,30543,2060,17
1441,30544,170,9
1442,30545,3855,12
1443,30546,1814,1
1444,30547,1805,6
1445,30548,3931,8
1446,30549,891,45.7055
1447,30550,2343,4
1448,30551,173,8
1449,30552,3390,19
1450,30553,2754,8
1451,30554,3061,98.1938
1452,30555,2823,3
1453,30556,1418,18.0159
1454,30557,1136,8.5361
1455,30558,87,12
1456,30559,1626,4
1457,30560,3706,13.694
1458,30561,3156,5
1459,30562,136,5
1460,30563,1053,7
1461,30564,1602,15.8869
1462,30565,2536,4
1463,30566,329,4
1464,30567,2791,33.0698
1465,30568,3923,2
1466,30569,264,1
1467,30570,1654,3
1468,30571,855,2
1469,30572,2838,3
1470,30573,446,69.3919
1471,30574,1626,9
1472,30575,2010,28.0765
1473,30576,985,11.6026
1474,30577,2738,14
1475,30578,1421,16
1476,30579,1440,55.7934
1477,30580,3708,6
1478,30581,2362,8
1479,30582,2817,36.2282
1480,30583,2496,9
1481,30584,2535,43.3245
1482,30585,1557,13
1483,30586,1099,77.3732
1484,30587,2399,10
1485,30588,1067,133.7619
1486,30589,1413,14
1487,30590,1419,35.7457
1488,30591,2918,266.1771
1489,30592,3795,19
1490,30593,1852,49.5405
1491,30594,132,22
1492,30595,3072,175.7649
1493,30596,2522,27
1494,30597,2536,20
1495,30598,2362,8
1496,30599,1828,13
1497,30600,1357,152.2454
1498,30601,1099,293.5657
1499,30602,3998,30
1500,30603,1067,53.9741
1501,30604,2997,3
1502,30605,79,138.5127
1503,30606,2220,118.3573
1504,30607,3800,22
1505,30608,3160,12
1506,30609,2792,230.1216
1507,30610,2006,116.6235
1508,30611,1484,5
1509,30612,1181,91.7519
1510,30613,2362,5
1511,30614,3416,3
1512,30615,420,4
1513,30616,673,16
1514,30617,3317,11
1515,30618,266,11
1516,30619,1557,17
1517,30620,2452,143.1026
1518,30621,1695,28.0906
1519,30622,1172,16
1520,30623,1370,14
1521,30624,2918,98.5561
1522,30625,2938,19
1523,30626,1484,14
1524,30627,2536,10
1525,30628,420,13
1526,30629,2535,119.0873
1527,30630,1806,87.6348
1528,30631,792,111.3915
1529,30632,1610,175.3551
1530,30633,1228,48.291
1531,30634,3090,28.1547
1532,30635,2452,131.2628
1533,30636,3173,18
1534,30637,2997,18
1535,30638,2775,10
1536,30639,2220,121.7277
1537,30640,3156,16
1538,30641,3072,206.7667
1539,30642,2938,15
1540,30643,2792,68.3727
1541,30644,1469,18
1542,30645,1484,18
1543,30646,2496,9
1544,30647,667,11
1545,30648,266,17
1546,30649,1721,19
1547,30650,3812,19
1548,30651,53,15
1549,30652,3173,19
1550,30653,2997,9
1551,30654,855,10
1552,30655,2775,11
1553,30656,2956,47
1554,30657,1266,151.2303
1555,30658,3056,28
1556,30659,1421,64
1557,30660,2938,19
1558,30661,3408,39
1559,30662,3656,95.392
1560,30663,2791,344.8385
1561,30664,2817,36.2282
1562,30665,673,59
1563,30666,264,42
1564,30667,1099,254.2758
1565,30668,535,109.2083
1566,30669,2371,31
1567,30670,2439,12
1568,30671,333,312.547
1569,30672,1782,150.2949
1570,30673,227,6
1571,30674,1814,4
1572,30675,1217,7
1573,30676,2580,36
1574,30677,1784,4
1575,30678,3900,210.1714
1576,30679,1708,188.7372
1577,30680,1882,247.1443
1578,30681,1724,36
1579,30682,1418,308.6762
1580,30683,2714,10
1581,30684,3033,297.7281
1582,30685,1437,29
1583,30686,3254,122.963
1584,30687,3021,290.6107
1585,30688,3275,23
1586,30689,3883,30
1587,30690,3031,26
1588,30691,70,110.3988
1589,30692,232,49.5874
1590,30693,3804,214.4677
1591,30694,3061,217.9354
1592,30695,1882,201.0951
1593,30696,2813,30
1594,30697,1418,234.2491
1595,30698,814,20.1429
1596,30699,632,56.1509
1597,30700,2371,5
1598,30701,333,8.1394
1599,30702,1840,4
1600,30703,2919,41.6735
1601,30704,2487,6
1602,30705,1217,4
1603,30706,2893,4
1604,30707,1399,3
1605,30708,2692,27.5192
1606,30709,1930,53.7451
1607,30710,2084,7
1608,30711,1882,10.905
1609,30712,649,1
1610,30713,814,21.8469
1611,30714,3706,61.1918
1612,30715,226,13
1613,30716,2792,54.7519
1614,30717,1843,89.912
1615,30718,2817,36.2282
1616,30719,2496,9
1617,30720,3416,7
1618,30721,1357,108.2011
1619,30722,1862,106.0153
1620,30723,3812,12
1621,30724,704,17
1622,30725,3173,12
1623,30726,2838,4
1624,30727,1419,17.1932
1625,30728,79,92.6984
1626,30729,743,9
1627,30730,3795,7
1628,30731,2226,10
1629,30732,1852,135.2123
1630,30733,1440,9.7772
1631,30734,2525,2
1632,30735,874,2
1633,30736,2536,1
1634,30737,2024,12
1635,30738,673,2
1636,30739,3214,40.8483
1637,30740,3720,49.1562
1638,30741,1067,16.0606
1639,30742,3207,6
1640,30743,1634,80.936
1641,30744,743,3
1642,30745,2775,15
1643,30746,2220,284.7833
1644,30747,3156,35
1645,30748,3072,422.5734
1646,30749,226,32
1647,30750,2792,153.4231
1648,30751,1469,31
1649,30752,1484,30
1650,30753,2496,9
1651,30754,2779,22
1652,30755,266,34
1653,30756,1721,32
1654,30757,3812,29
1655,30758,53,32
1656,30759,3173,33
1657,30760,3450,15
1658,30761,855,22
1659,30762,2321,3
1660,30763,3971,1
1661,30764,2226,1
1662,30765,1852,23.78
1663,30766,477,16.6117
1664,30767,117,2
1665,30768,1484,3
1666,30769,2024,2
1667,30770,2800,3.1953
1668,30771,673,1
1669,30772,266,2
1670,30773,1862,2.433
1671,30774,2608,4
1672,30775,704,2
1673,30776,2452,2.0948
1674,30777,1864,1
1675,30778,2775,3
1676,30779,2226,12
1677,30780,633,38.4919
1678,30781,3056,8
1679,30782,1421,17
1680,30783,226,5
1681,30784,776,10
1682,30785,3656,23.9233
1683,30786,2791,87.5774
1684,30787,2817,14.6344
1685,30788,673,16
1686,30789,264,11
1687,30790,1099,63.442
1688,30791,535,28.0333
1689,30792,2775,6
1690,30793,818,14
1691,30794,136,24
1692,30795,132,19
1693,30796,257,12
1694,30797,2738,20
1695,30798,1440,39.1236
1696,30799,477,208.3825
1697,30800,2525,3
1698,30801,1484,6
1699,30802,1602,184.8098
1700,30803,1181,94.1148
1701,30804,329,6
1702,30805,3026,21
1703,30806,3923,16
1704,30807,792,73.3515
1705,30808,3317,11
1706,30809,1634,186.9088
1707,30810,743,4
1708,30811,818,15
1709,30812,697,51.8314
1710,30813,2738,5
1711,30814,874,4
1712,30815,329,11
1713,30816,2791,119.9472
1714,30817,2496,5
1715,30818,3416,10
1716,30819,2007,3
1717,30820,1806,74.6737
1718,30821,1828,6
1719,30822,2779,7
1720,30823,3651,2
1721,30824,3998,15
1722,30825,1695,23.1109
1723,30826,3720,111.9725
1724,30827,1864,11
1725,30828,743,5
1726,30829,1370,10
1727,30830,2775,1
1728,30831,2220,17.2315
1729,30832,1852,3.9503
1730,30833,3800,1
1731,30834,3056,1
1732,30835,3186,1
1733,30836,117,4
1734,30837,1484,2
1735,30838,3071,4
1736,30839,2024,2
1737,30840,3026,3
1738,30841,3923,2
1739,30842,673,2
1740,30843,3214,10.3584
1741,30844,1557,2
1742,30845,1610,13.2965
1743,30846,2608,2
1744,30847,1695,20.3007
1745,30848,3023,208.904
1746,30849,3033,407.165
1747,30850,3690,6
1748,30851,722,302.5216
1749,30852,3931,40
1750,30853,3031,41
1751,30854,3945,192.706
1752,30855,491,17
1753,30856,3786,19
1754,30857,70,110.3988
1755,30858,232,33.8989
1756,30859,3027,406.9116
1757,30860,3738,26
1758,30861,3795,5
1759,30862,3800,42
1760,30863,3609,30
1761,30864,3160,44
1762,30865,3056,47
1763,30866,698,10
1764,30867,678,10
1765,30868,2791,38.2168
1766,30869,2817,36.2282
1767,30870,3593,11
1768,30871,3416,48
1769,30872,2024,27
1770,30873,3651,25
1771,30874,1099,488.4281
1772,30875,1254,50
1773,30876,1458,24
1774,30877,855,28
1775,30878,1419,35.7457
1776,30879,2427,23
1777,30880,2371,3
1778,30881,877,83.2749
1779,30882,333,146.052
1780,30883,722,190.2932
1781,30884,227,27
1782,30885,891,58.3143
1783,30886,2580,20
1784,30887,652,147.9187
1785,30888,3061,242.9681
1786,30889,2084,23
1787,30890,1193,29
1788,30891,649,25
1789,30892,632,255.6635
1790,30893,2096,4
1791,30894,865,63.8207
1792,30895,3325,20
1793,30896,482,305.1043
1794,30897,1782,128.5271
1795,30898,2487,25
1796,30899,3727,178.3079
1797,30900,2489,294.0056
1798,30901,2138,19
1799,30902,232,66.5503
1800,30903,1930,72.0846
1801,30904,3804,20.8243
1802,30905,2823,20
1803,30906,3634,19
1804,30907,2084,13
1805,30908,3291,108.9691
1806,30909,3738,16
1807,30910,3382,61.8235
1808,30911,632,215.7159
1809,30912,3325,24
1810,30913,2145,10
1811,30914,1047,6
1812,30915,3727,204.584
1813,30916,3931,7
1814,30917,3021,138.3228
1815,30918,1531,43.1494
1816,30919,70,110.3988
1817,30920,2754,9
1818,30921,3061,54.873
1819,30922,2084,16
1820,30923,2174,22
1821,30924,2598,45.491
1822,30925,814,191.6434
1823,30926,3795,2
1824,30927,3800,7
1825,30928,3609,10
1826,30929,3160,7
1827,30930,3056,8
1828,30931,698,6
1829,30932,678,2
1830,30933,2791,5.4261
1831,30934,2817,36.2282
1832,30935,2388,9
1833,30936,3416,8
1834,30937,2024,5
1835,30938,3651,5
1836,30939,1099,67.6162
1837,30940,1254,8
1838,30941,1458,5
1839,30942,855,7
1840,30943,1419,35.7457
1841,30944,2371,3
1842,30945,170,21
1843,30946,498,33
1844,30947,1821,22
1845,30948,2884,24
1846,30949,3690,18
1847,30950,3931,6
1848,30951,3021,19.361
1849,30952,1756,288.8283
1850,30953,3883,31
1851,30954,1986,25
1852,30955,2580,14
1853,30956,173,13
1854,30957,1930,245.8898
1855,30958,3623,26
1856,30959,1570,16
1857,30960,2813,22
1858,30961,2598,278.4664
1859,30962,3288,3
1860,30963,779,53.8848
1861,30964,3325,11
1862,30965,2145,9
1863,30966,989,14
1864,30967,1784,6
1865,30968,2692,113.4945
1866,30969,3900,109.0562
1867,30970,491,5
1868,30971,2058,6
1869,30972,202,16
1870,30973,2084,16
1871,30974,1708,133.7146
1872,30975,2689,6
1873,30976,2714,6
1874,30977,2427,9
1875,30978,3048,32.7308
1876,30979,3325,3
1877,30980,1814,2
1878,30981,1096,3
1879,30982,3021,48.722
1880,30983,3275,3
1881,30984,1986,5
1882,30985,3031,1
1883,30986,652,19.9909
1884,30987,1399,3
1885,30988,2343,2
1886,30989,173,1
1887,30990,2084,4
1888,30991,3027,4.5312
1889,30992,1708,32.6286
1890,30993,3738,5
1891,30994,2714,2
1892,30995,1802,4
1893,30996,3706,17.9516
1894,30997,1587,2
1895,30998,136,2
1896,30999,2792,2.6193
1897,31000,1440,6.2775
1898,31001,1469,2
1899,31002,3186,2
1900,31003,1865,3
1901,31004,673,1
1902,31005,1357,20.7421
1903,31006,264,5
1904,31007,1334,48.2642
1905,31008,1458,4
1906,31009,3173,2
1907,31010,2838,3
1908,31011,3382,39.3805
1909,31012,3129,8
1910,31013,779,16.5197
1911,31014,3033,6.8701
1912,31015,3325,9
1913,31016,2827,9
1914,31017,1782,67.9375
1915,31018,1047,3
1916,31019,2893,7
1917,31020,1756,73.3071
1918,31021,3275,9
1919,31022,1531,27.2676
1920,31023,2058,7
1921,31024,1930,44.5361
1922,31025,1193,6
1923,31026,1882,77.1571
1924,31027,2689,9
1925,31028,2598,25.286
1926,31029,3033,146.6813
1927,31030,1437,14
1928,31031,3254,60.6023
1929,31032,3021,141.5324
1930,31033,3275,12
1931,31034,3883,15
1932,31035,3031,14
1933,31036,70,110.3988
1934,31037,232,24.1693
1935,31038,3804,104.8363
1936,31039,1162,106.3407
1937,31040,1882,97.7633
1938,31041,2813,15
1939,31042,1418,114.3623
1940,31043,814,9.8076
1941,31044,446,48.2983
1942,31045,1448,1
1943,31046,2220,42.7126
1944,31047,2431,14.1044
1945,31048,2321,2
1946,31049,2738,2
1947,31050,776,3
1948,31051,957,1
1949,31052,2967,13.9312
1950,31054,1828,1
1951,31055,673,2
1952,31057,266,4
1953,31058,2608,4
1954,31059,1254,1
1955,31060,1419,35.7457
1956,31061,1864,1
1957,31062,632,13.7695
1958,31063,2827,9
1959,31064,662,74.2907
1960,31065,1437,2
1961,31066,1047,6
1962,31067,1756,144.0486
1963,31068,891,81.135
1964,31069,2580,18
1965,31070,3031,14
1966,31071,1531,46.7161
1967,31072,232,66.5503
1968,31073,2813,16
1969,31074,814,45.0179
1970,31075,2371,25
1971,31076,1389,179.0628
1972,31077,2158,274.002
1973,31078,3048,302.6369
1974,31079,779,210.3002
1975,31080,204,33
1976,31081,2884,23
1977,31082,482,113.7448
1978,31083,2487,10
1979,31084,2037,313.5563
1980,31085,1399,11
1981,31086,1117,14
1982,31087,491,16
1983,31088,173,28
1984,31089,3634,39
1985,31090,1882,323.7987
1986,31091,2813,11
1987,31092,1389,201.5295
1988,31093,2158,266.1428
1989,31094,333,248.0093
1990,31095,1821,24
1991,31096,1782,67.0311
1992,31097,3155,44
1993,31098,2893,9
1994,31099,1756,117.8497
1995,31100,3786,22
1996,31101,70,110.3988
1997,31102,202,21
1998,31103,173,18
1999,31104,2689,8
2000,31105,2598,363.5847
2001,31106,2775,40
2002,31107,2220,216.4228
2003,31108,1852,565.2827
2004,31109,3072,365.1859
2005,31110,2911,484.0622
2006,31111,957,28
2007,31112,2536,65
2008,31113,3071,44
2009,31114,3214,192.9095
2010,31115,3758,589.8989
2011,31116,1654,35
2012,31117,2581,35
2013,31118,53,21
2014,31119,2838,61
2015,31120,1370,11
2016,31121,1389,119.4892
2017,31122,2158,93.8404
2018,31123,333,85.4378
2019,31124,1821,9
2020,31125,1782,23.2441
2021,31126,3155,16
2022,31127,2893,3
2023,31128,1756,40.9276
2024,31129,3786,8
2025,31130,70,103.8725
2026,31131,202,8
2027,31132,173,7
2028,31133,2689,3
2029,31134,2598,125.2992
2030,31135,3033,185.0447
2031,31136,1437,18
2032,31137,3254,71.2867
2033,31138,3021,180.7516
2034,31139,3275,15
2035,31140,3883,18
2036,31141,3031,18
2037,31142,70,110.3988
2038,31143,232,32.0855
2039,31144,409,142.1259
2040,31145,1162,138.7962
2041,31146,1882,132.1692
2042,31147,2813,20
2043,31148,1418,146.5368
2044,31149,814,12.3648
2045,31150,2918,185.165
2046,31151,2775,22
2047,31152,2431,101.4542
2048,31153,2321,9
2049,31154,1421,9
2050,31155,1440,55.7934
2051,31156,874,8
2052,31157,1595,25
2053,31158,2535,60.8609
2054,31159,3148,7
2055,31160,3693,26
2056,31161,1654,31
2057,31162,3450,3
2058,31163,79,48.7177
2059,31164,1370,23
2060,31165,877,63.0201
2061,31166,1635,5
2062,31167,482,60.1167
2063,31168,1091,110.5322
2064,31169,1756,73.1494
2065,31170,3275,5
2066,31171,2944,8
2067,31172,2692,104.8629
2068,31173,1162,86.0442
2069,31174,1050,8
2070,31175,3634,20
2071,31176,3252,10
2072,31177,2613,4
2073,31178,2683,16.2676
2074,31179,814,94.4607
2075,31180,3961,11
2076,31181,632,120.4684
2077,31182,1635,25
2078,31183,989,22
2079,31184,1217,10
2080,31185,3031,18
2081,31186,2216,104.361
2082,31187,652,70.6105
2083,31188,3945,136.4425
2084,31189,70,110.3988
2085,31190,409,50.7917
2086,31191,603,49.6061
2087,31192,3291,101.9994
2088,31193,3252,25
2089,31194,3925,26
2090,31195,2528,11
2091,31196,1483,41
2092,31197,865,146.5224
2093,31198,2884,25
2094,31199,2827,52
2095,31200,1635,17
2096,31201,2145,37
2097,31202,3727,85.9647
2098,31203,3021,312.993
2099,31204,1756,51.7136
2100,31205,1784,18
2101,31206,491,37
2102,31207,1930,226.5272
2103,31208,180,101.3683
2104,31209,446,185.9209
2105,31210,2775,16
2106,31211,2431,235.5238
2107,31212,3706,244.1576
2108,31213,3072,83.3997
2109,31214,2738,18
2110,31215,738,8
2111,31216,2006,123.8466
2112,31217,1843,222.1714
2113,31218,117,18
2114,31219,2967,137.5405
2115,31220,2536,10
2116,31221,1865,6
2117,31222,2388,9
2118,31223,1806,187.1878
2119,31224,3214,77.7442
2120,31225,2107,5
2121,31226,264,11
2122,31227,3090,150.1678
2123,31228,855,7
2124,31229,2918,507.688
2125,31230,3795,39
2126,31231,1852,103.1786
2127,31232,132,44
2128,31233,3072,367.9713
2129,31234,957,28
2130,31235,2536,42
2131,31236,3351,48
2132,31237,1828,15
2133,31238,3241,317.7023
2134,31239,1099,615.9173
2135,31240,3998,60
2136,31241,1067,112.8699
2137,31242,3450,6
2138,31243,79,257.5964
2139,31244,3288,3
2140,31245,779,55.7763
2141,31246,3325,12
2142,31247,2145,10
2143,31248,989,14
2144,31249,1784,6
2145,31250,2692,118.1878
2146,31251,3900,111.4101
2147,31252,491,5
2148,31253,2058,6
2149,31254,202,17
2150,31255,2084,16
2151,31256,1708,138.3336
2152,31257,2689,6
2153,31258,3961,6
2154,31259,446,80.8407
2155,31260,1626,9
2156,31261,2010,33.0797
2157,31262,2911,20.2358
2158,31263,2738,15
2159,31264,1421,19
2160,31265,1636,142.8168
2161,31266,117,9
2162,31267,3351,17
2163,31268,2817,36.2282
2164,31269,1595,25
2165,31270,2535,53.8962
2166,31271,2369,21
2167,31272,1099,95.2207
2168,31273,2581,16
2169,31274,1067,198.9368
2170,31275,1151,15
2171,31276,1419,35.7457
2172,31277,3033,229.1875
2173,31278,1437,20
2174,31279,3254,68.7029
2175,31280,3021,223.1086
2176,31281,3275,15
2177,31282,3318,23
2178,31283,3031,20
2179,31284,70,110.3988
2180,31285,232,37.9142
2181,31286,409,121.0923
2182,31287,1162,137.5969
2183,31288,1882,113.1638
2184,31289,2813,17
2185,31290,1418,136.4143
2186,31291,814,13.2171
2187,31292,3795,8
2188,31293,2220,89.4849
2189,31294,2431,45.4433
2190,31295,3311,132.7378
2191,31296,2010,33.2303
2192,31297,136,9
2193,31298,3056,11
2194,31299,2792,22.4041
2195,31300,957,3
2196,31301,786,183.7891
2197,31302,1828,3
2198,31303,2779,9
2199,31304,264,4
2200,31305,3651,17
2201,31306,704,7
2202,31307,1067,117.995
2203,31308,855,4
2204,31309,818,1
2205,31310,3311,18.6631
2206,31311,2738,1
2207,31312,874,1
2208,31314,2791,52.8149
2209,31315,1595,3
2210,31316,1575,4
2211,31317,2007,1
2212,31318,1806,5.9521
2213,31319,1828,2
2214,31320,2779,2
2215,31321,3651,1
2216,31323,1695,7.4542
2217,31324,1102,7.4711
2218,31325,1864,1
2219,31326,743,2
2220,31328,446,310.5902
2221,31329,1448,8
2222,31330,2220,202.6677
2223,31331,2431,85.8175
2224,31332,2321,9
2225,31333,2738,10
2226,31334,776,12
2227,31335,957,5
2228,31336,2967,162.9561
2229,31337,2024,29
2230,31338,1828,15
2231,31339,673,10
2232,31340,2107,8
2233,31341,266,23
2234,31342,2608,33
2235,31343,1254,10
2236,31344,1419,35.7457
2237,31345,1864,5
2238,31346,2528,16
2239,31347,783,138.4845
2240,31348,3288,39
2241,31349,2919,110.4481
2242,31350,1635,36
2243,31351,482,162.5912
2244,31352,3855,30
2245,31353,989,30
2246,31354,3275,38
2247,31355,1117,24
2248,31356,3786,42
2249,31357,1734,35
2250,31358,1050,31
2251,31359,88,35
2252,31360,3252,32
2253,31361,3925,17
2254,31362,2813,24
2255,31363,2528,9
2256,31364,783,138.4845
2257,31365,3288,21
2258,31366,2919,110.4481
2259,31367,1635,20
2260,31368,482,87.8942
2261,31369,3855,17
2262,31370,989,16
2263,31371,3275,20
2264,31372,1117,13
2265,31373,3786,23
2266,31374,1734,19
2267,31375,1050,18
2268,31376,88,18
2269,31377,3252,18
2270,31378,3925,9
2271,31379,2813,12
2272,31380,3023,289.4254
2273,31381,3033,586.2918
2274,31382,3690,8
2275,31383,706,483.773
2276,31384,3931,59
2277,31385,3031,54
2278,31386,3945,279.2294
2279,31387,491,24
2280,31388,3786,27
2281,31389,70,110.3988
2282,31390,232,46.7891
2283,31391,3027,560.0546
2284,31392,3738,36
2285,31393,2775,5
2286,31394,2220,77.4032
2287,31395,3156,11
2288,31396,3072,112.0504
2289,31397,2517,10
2290,31398,2792,42.4351
2291,31399,1469,8
2292,31400,1484,9
2293,31401,1595,10
2294,31402,2779,7
2295,31403,3586,12
2296,31404,1721,10
2297,31405,1606,9
2298,31406,53,9
2299,31407,3173,9
2300,31408,3450,5
2301,31409,855,7
2302,31410,2220,166.1959
2303,31411,2431,117.2355
2304,31412,1852,116.0008
2305,31413,3160,10
2306,31414,1636,30.9847
2307,31415,1906,20
2308,31416,3351,4
2309,31417,219,53.3181
2310,31418,3586,10
2311,31419,3758,136.3575
2312,31420,3693,10
2313,31421,3651,9
2314,31422,3824,4
2315,31423,1419,35.7457
2316,31424,1626,7
2317,31425,3706,41.3939
2318,31426,3156,11
2319,31427,136,12
2320,31428,257,12
2321,31429,2967,31.5619
2322,31430,2536,11
2323,31431,3071,9
2324,31432,2791,64.8713
2325,31433,1630,5
2326,31434,264,2
2327,31435,1654,7
2328,31436,855,7
2329,31437,2838,10
2330,31438,1987,772.7191
2331,31439,3706,158.4194
2332,31440,2812,173.7589
2333,31441,3749,95.8901
2334,31442,776,5
2335,31443,1469,12
2336,31444,117,7
2337,31445,2536,21
2338,31446,2791,130.2738
2339,31447,3026,7
2340,31448,2779,18
2341,31449,264,11
2342,31450,2369,12
2343,31451,3651,23
2344,31452,855,7
2345,31453,2500,163.8752
2346,31454,1626,9
2347,31455,3706,183.2431
2348,31456,3156,45
2349,31457,136,49
2350,31458,257,41
2351,31459,2967,135.5645
2352,31460,2536,48
2353,31461,3071,34
2354,31462,2791,297.2154
2355,31463,1630,18
2356,31464,264,7
2357,31465,1654,26
2358,31466,855,27
2359,31467,2838,41
2360,31468,1736,280.1359
2361,31469,2321,9
2362,31470,1587,30
2363,31471,2517,28
2364,31472,2006,113.471
2365,31473,957,28
2366,31474,3762,219.394
2367,31475,2388,9
2368,31476,1575,23
2369,31477,2024,44
2370,31478,673,40
2371,31479,3758,33.265
2372,31480,1862,342.6076
2373,31481,1067,279.8329
2374,31482,1864,13
2375,31483,1370,32
2376,31484,3382,61.8235
2377,31485,1269,7
2378,31486,877,66.6825
2379,31487,1483,6
2380,31488,3255,96.4282
2381,31489,2884,11
2382,31490,2724,9.3595
2383,31491,989,11
2384,31492,2893,4
2385,31493,2944,12
2386,31494,3909,11
2387,31495,2138,11
2388,31496,3786,13
2389,31497,1162,49.2961
2390,31498,2084,7
2391,31499,2174,3
2392,31500,3252,9
2393,31501,3738,4
2394,31502,1474,3
2395,31503,2010,33.2303
2396,31504,2738,12
2397,31505,776,10
2398,31506,3293,15
2399,31507,673,6
2400,31508,3241,120.0554
2401,31509,3214,113.5107
2402,31510,2828,5
2403,31511,2369,6
2404,31512,3693,17
2405,31513,1276,16
2406,31514,1102,141.1663
2407,31515,3824,6
2408,31516,743,6
2409,31517,2918,132.4575
2410,31518,1587,3
2411,31519,2338,50.3925
2412,31520,2738,11
2413,31521,2792,144.1343
2414,31522,1636,65.5228
2415,31523,957,14
2416,31524,3656,108.5526
2417,31525,2800,141.0381
2418,31526,2107,13
2419,31527,2299,144.2412
2420,31528,1099,37.4313
2421,31529,1228,15.0473
2422,31530,2608,11
2423,31531,704,15
2424,31532,1276,10
2425,31533,2452,62.1244
2426,31534,1864,10
2427,31535,1448,22
2428,31536,3795,26
2429,31537,2220,99.6246
2430,31538,3971,13
2431,31539,2777,13
2432,31540,295,180.8491
2433,31541,3656,85.6135
2434,31542,2195,10
2435,31543,2024,12
2436,31544,3214,226.4537
2437,31545,2369,32
2438,31546,2055,3
2439,31547,535,151.7064
2440,31548,1102,209.3799
