supplier_score_id,supplier_id,month,price_score,delivery_score,quality_score,response_score,stability_score,total_score,supplier_grade
377,16,2024-09-01,91.19,83.8,86.35,79.63,71.78,84.66,B
378,16,2024-10-01,94.73,76.12,88.22,67.61,92.21,84.56,B
379,16,2024-11-01,88.56,80.73,88.17,77.09,76.95,83.81,B
380,16,2024-12-01,98.29,71.47,82.58,84.91,91.04,84.25,B
381,16,2025-01-01,99.77,72.35,86.99,79.19,76.32,83.95,B
382,16,2025-02-01,92.06,79.82,90.07,70.39,81.76,84.69,B
383,16,2025-03-01,93.99,79.54,90.02,85.53,71.93,85.61,B
384,16,2025-04-01,96.68,79.72,88.29,83.24,97.19,88.2,B
385,16,2025-05-01,95.12,77.91,84.39,78.39,75.55,83.64,B
386,16,2025-06-01,94.72,83.67,90.05,97.44,83.17,89.35,B
387,16,2025-07-01,94.84,76.5,82.73,66.64,88.19,82.82,B
388,16,2025-08-01,92.51,82.32,82.85,76.37,92.89,85.46,B
389,16,2025-09-01,96.87,74.95,83.83,90.53,96.13,86.32,B
390,16,2025-10-01,93.61,79.06,83.67,96.18,76.19,85.28,B
391,16,2025-11-01,95.73,76.69,90.0,86.23,92.12,87.27,B
392,16,2025-12-01,91.77,75.35,83.59,68.53,93.96,82.69,B
393,16,2026-01-01,90.48,77.7,88.99,97.86,75.34,85.5,B
394,16,2026-02-01,91.06,77.47,82.63,69.16,80.41,81.62,B
395,16,2026-03-01,92.92,72.06,82.55,82.27,82.71,81.98,B
396,16,2026-04-01,92.52,75.05,82.31,85.23,95.5,84.3,B
397,16,2026-05-01,89.57,73.98,87.53,75.39,88.2,82.83,B
398,16,2026-06-01,95.52,75.06,85.82,97.85,81.18,85.76,B
399,16,2026-07-01,100,81.28,84.9,69.44,92.12,86.76,B
400,16,2026-08-01,89.26,78.27,82.59,75.78,70.07,81.03,B
401,17,2024-08-01,71.66,74.81,98.26,68.71,92.61,81.06,B
402,17,2024-09-01,76.53,68.53,94.14,83.25,89.45,80.5,B
403,17,2024-10-01,72.02,66.12,98.03,76.81,93.27,79.36,C
404,17,2024-11-01,78.1,67.61,98.6,72.86,87.39,80.48,B
405,17,2024-12-01,77.16,71.93,96.97,87.7,96.61,83.54,B
406,17,2025-01-01,80.63,70.28,92.91,68.92,85.47,79.91,C
407,17,2025-02-01,80.78,72.7,97.52,91.1,77.26,83.22,B
408,17,2025-03-01,72.78,67.61,92.02,82.19,76.39,77.34,C
409,17,2025-04-01,72.67,71.62,93.51,95.04,85.39,81.07,B
410,17,2025-05-01,75.15,64.87,95.87,95.73,88.05,80.6,B
411,17,2025-06-01,72.53,74.02,97.59,82.22,89.08,81.86,B
412,17,2025-07-01,70.26,75.71,95.92,70.92,77.97,79.15,C
413,17,2025-08-01,77.53,65.0,98.5,68.18,96.47,79.97,C
414,17,2025-09-01,73.49,65.39,96.82,94.71,74.02,79.07,C
415,17,2025-10-01,76.3,76.05,98.92,66.5,94.53,82.72,B
416,17,2025-11-01,74.52,67.7,99.35,80.58,84.9,80.33,B
417,17,2025-12-01,71.73,66.28,93.26,96.23,87.62,79.51,C
418,17,2026-01-01,77.79,74.13,98.03,67.99,90.72,82.06,B
419,17,2026-02-01,78.11,67.65,95.0,87.46,85.11,80.83,B
420,17,2026-03-01,74.88,73.23,95.9,96.08,86.3,82.9,B
421,17,2026-04-01,71.69,70.15,96.32,94.37,84.04,80.89,B
422,17,2026-05-01,74.91,69.07,94.93,75.27,78.13,78.52,C
423,17,2026-06-01,80.24,70.94,95.61,83.46,89.71,82.56,B
424,17,2026-07-01,74.89,69.48,93.16,68.69,91.39,78.86,C
425,17,2026-08-01,74.75,72.33,91.71,93.87,76.94,80.39,B
426,18,2024-08-01,83.73,92.43,92.73,75.33,71.23,86.5,B
427,18,2024-09-01,75.65,93.05,91.17,88.86,97.76,88.28,B
428,18,2024-10-01,77.8,96.52,93.99,93.74,88.18,90.09,A
429,18,2024-11-01,79.62,88.21,89.85,80.48,83.38,85.22,B
430,18,2024-12-01,78.54,91.06,93.4,86.88,84.96,87.48,B
431,18,2025-01-01,75.35,91.7,89.42,89.36,87.78,86.42,B
432,18,2025-02-01,82.0,88.74,88.99,68.57,85.86,84.81,B
433,18,2025-03-01,77.28,89.94,92.78,73.29,75.95,84.42,B
434,18,2025-04-01,78.09,89.1,86.96,87.5,95.72,86.31,B
435,18,2025-05-01,79.43,90.87,90.71,87.63,83.59,86.92,B
436,18,2025-06-01,77.64,95.71,88.57,89.82,91.93,88.44,B
437,18,2025-07-01,84.29,97.21,92.81,91.46,76.78,90.26,A
438,18,2025-08-01,83.2,87.04,94.29,79.43,92.56,87.69,B
439,18,2025-09-01,77.17,90.1,86.8,88.77,85.26,85.42,B
440,18,2025-10-01,75.38,94.87,86.91,82.86,78.29,85.15,B
441,18,2025-11-01,84.02,89.55,90.91,96.53,72.18,87.47,B
442,18,2025-12-01,81.8,85.69,89.28,72.21,85.37,84.23,B
443,18,2026-01-01,81.59,85.19,94.57,65.11,76.82,83.79,B
444,18,2026-02-01,83.97,92.47,94.51,94.93,90.05,90.86,A
445,18,2026-03-01,79.23,89.04,88.68,92.92,70.33,85.02,B
446,18,2026-04-01,74.18,96.95,88.44,91.18,88.16,87.67,B
447,18,2026-05-01,83.64,94.37,92.26,96.61,93.1,91.26,A
448,18,2026-06-01,81.81,85.22,94.67,93.27,95.88,88.6,B
449,18,2026-07-01,72.43,92.57,89.15,79.13,86.51,84.73,B
450,18,2026-08-01,82.93,90.1,87.76,65.09,95.47,85.76,B
451,19,2024-08-01,91.02,77.18,96.25,79.53,74.33,85.36,B
452,19,2024-09-01,97.27,80.25,90.18,91.79,90.48,89.17,B
453,19,2024-10-01,96.54,80.0,93.24,94.46,96.44,90.54,A
454,19,2024-11-01,95.27,79.86,88.63,77.23,97.67,87.42,B
455,19,2024-12-01,91.77,71.81,92.0,66.17,78.43,81.94,B
456,19,2025-01-01,93.82,72.15,94.97,89.13,73.42,85.1,B
457,19,2025-02-01,92.86,71.61,96.1,73.39,79.32,83.99,B
458,19,2025-03-01,94.36,71.56,94.64,95.63,94.45,87.72,B
459,19,2025-04-01,95.47,71.4,92.27,66.34,78.44,82.83,B
460,19,2025-05-01,90.71,77.03,93.11,94.28,83.92,86.88,B
461,19,2025-06-01,95.78,68.86,93.09,79.41,81.96,84.01,B
462,19,2025-07-01,100,70.2,96.37,97.21,79.73,87.85,B
463,19,2025-08-01,96.23,68.57,92.79,90.92,88.64,85.78,B
464,19,2025-09-01,94.27,67.76,95.99,78.22,74.7,83.18,B
465,19,2025-10-01,99.17,75.47,94.01,89.67,74.33,87.33,B
466,19,2025-11-01,96.42,67.43,94.5,97.26,71.42,84.83,B
467,19,2025-12-01,91.25,67.97,91.98,92.08,71.33,82.54,B
468,19,2026-01-01,97.08,76.19,93.87,69.65,86.4,86.2,B
469,19,2026-02-01,93.72,69.48,92.14,88.15,78.75,84.0,B
470,19,2026-03-01,93.45,72.89,92.41,80.94,91.58,85.58,B
471,19,2026-04-01,90.75,78.26,92.24,80.79,72.52,84.56,B
472,19,2026-05-01,97.84,73.88,88.59,92.34,72.08,85.22,B
473,19,2026-06-01,91.26,68.89,92.76,95.75,86.26,84.87,B
474,19,2026-07-01,100,68.49,89.47,65.89,88.78,83.38,B
475,19,2026-08-01,91.54,71.82,93.7,74.81,70.51,82.39,B
476,20,2024-08-01,72.67,95.78,81.57,88.42,88.73,85.01,B
477,20,2024-09-01,67.42,85.97,84.8,87.57,73.54,79.96,C
478,20,2024-10-01,65.25,95.22,83.64,68.91,80.67,80.75,B
479,20,2024-11-01,68.82,94.48,85.88,76.82,78.13,82.51,B
480,20,2024-12-01,67.22,86.07,82.8,90.08,92.48,81.58,B
481,20,2025-01-01,75.38,96.99,79.81,96.45,96.01,87.14,B
482,20,2025-02-01,69.97,96.48,86.75,89.71,74.61,84.56,B
483,20,2025-03-01,68.21,95.38,86.95,74.3,88.34,83.67,B
484,20,2025-04-01,68.82,90.23,82.93,65.05,70.96,78.61,C
485,20,2025-05-01,66.74,90.31,83.34,75.91,93.08,81.51,B
486,20,2025-06-01,64.82,85.98,81.19,89.55,91.31,80.38,B
487,20,2025-07-01,65.4,94.62,85.5,84.49,95.99,84.16,B
488,20,2025-08-01,64.81,92.23,79.97,86.92,97.72,82.33,B
489,20,2025-09-01,70.36,94.62,79.76,80.78,95.09,83.5,B
490,20,2025-10-01,75.43,94.2,82.42,70.86,86.14,83.42,B
491,20,2025-11-01,73.09,92.27,86.16,80.46,75.11,83.05,B
492,20,2025-12-01,64.63,92.73,83.6,89.41,92.2,83.03,B
493,20,2026-01-01,65.32,91.76,86.17,68.74,81.31,80.4,B
494,20,2026-02-01,71.77,93.65,80.77,87.26,90.79,84.03,B
495,20,2026-03-01,73.75,97.64,84.54,79.73,78.23,84.66,B
496,20,2026-04-01,65.65,90.5,84.48,97.01,87.98,83.19,B
497,20,2026-05-01,73.97,94.51,85.68,85.57,97.97,86.62,B
498,20,2026-06-01,74.5,89.57,80.86,71.24,71.18,79.95,C
499,20,2026-07-01,72.32,92.04,86.33,65.45,84.75,82.3,B
500,20,2026-08-01,66.97,95.91,85.44,95.19,81.62,84.56,B
501,21,2024-08-01,74.86,87.84,91.31,86.99,86.42,85.24,B
502,21,2024-09-01,72.1,88.01,87.92,95.74,74.84,83.46,B
503,21,2024-10-01,75.7,90.08,87.68,72.15,90.56,84.14,B
504,21,2024-11-01,77.49,89.89,94.89,66.33,72.25,83.92,B
505,21,2024-12-01,68.55,89.91,87.92,77.94,80.33,81.92,B
506,21,2025-01-01,67.24,91.92,91.93,80.91,80.08,83.47,B
507,21,2025-02-01,67.03,88.11,92.64,75.21,86.99,82.57,B
508,21,2025-03-01,69.61,88.71,87.29,68.81,85.5,81.27,B
509,21,2025-04-01,73.99,98.12,93.02,91.68,82.77,88.64,B
510,21,2025-05-01,68.39,88.8,93.75,82.07,82.24,83.61,B
511,21,2025-06-01,66.62,91.85,90.95,94.17,81.63,84.53,B
512,21,2025-07-01,66.72,98.37,93.08,65.12,85.2,84.49,B
513,21,2025-08-01,76.76,99.61,89.74,80.37,81.04,87.65,B
514,21,2025-09-01,75.33,99.43,92.24,76.79,72.24,86.63,B
515,21,2025-10-01,77.66,100,87.45,75.63,92.59,88.1,B
516,21,2025-11-01,71.3,90.47,91.63,76.26,97.11,85.21,B
517,21,2025-12-01,68.84,94.71,92.46,80.35,82.27,85.0,B
518,21,2026-01-01,66.01,99.27,92.79,73.16,76.48,84.45,B
519,21,2026-02-01,67.15,88.07,93.0,71.92,85.21,82.17,B
520,21,2026-03-01,71.16,90.62,90.37,76.88,77.23,82.98,B
521,21,2026-04-01,73.09,89.46,87.53,88.81,82.18,84.09,B
522,21,2026-05-01,74.7,94.89,87.75,77.71,74.77,84.33,B
523,21,2026-06-01,77.22,92.29,87.64,84.21,76.03,84.93,B
524,21,2026-07-01,67.5,92.86,93.74,70.22,87.77,83.97,B
525,21,2026-08-01,67.51,90.48,93.69,78.15,71.05,82.37,B
526,22,2024-08-01,83.62,93.13,91.27,71.16,71.01,85.88,B
527,22,2024-09-01,83.54,90.44,90.67,96.06,88.2,89.11,B
528,22,2024-10-01,85.31,91.77,92.64,69.16,80.47,86.98,B
529,22,2024-11-01,80.14,95.49,94.02,82.96,74.89,87.97,B
530,22,2024-12-01,90.53,91.29,89.83,85.95,75.69,88.64,B
531,22,2025-01-01,83.64,91.76,97.0,89.04,82.72,89.86,B
532,22,2025-02-01,82.72,87.7,94.4,81.01,78.4,86.53,B
533,22,2025-03-01,82.8,98.69,92.4,86.52,81.94,90.25,A
534,22,2025-04-01,88.71,93.18,93.34,70.4,95.98,90.1,A
535,22,2025-05-01,91.21,89.19,96.65,76.31,86.88,90.04,A
536,22,2025-06-01,83.19,98.25,94.53,88.92,80.97,90.89,A
537,22,2025-07-01,86.75,89.89,91.88,93.44,73.67,88.33,B
538,22,2025-08-01,87.52,90.42,95.57,80.28,85.62,89.49,B
539,22,2025-09-01,83.06,87.32,91.33,94.82,93.01,88.58,B
540,22,2025-10-01,86.32,95.58,94.08,96.94,91.73,92.64,A
541,22,2025-11-01,80.35,87.62,92.31,95.92,94.08,88.45,B
542,22,2025-12-01,87.07,85.93,91.5,76.73,82.24,86.32,B
543,22,2026-01-01,84.93,92.05,95.75,81.2,70.85,87.99,B
544,22,2026-02-01,83.62,87.88,93.51,92.93,89.37,88.88,B
545,22,2026-03-01,88.44,91.8,90.48,87.69,86.54,89.69,B
546,22,2026-04-01,90.45,90.43,90.79,73.05,70.37,86.78,B
547,22,2026-05-01,85.23,85.91,89.54,74.04,82.05,85.07,B
548,22,2026-06-01,86.64,93.95,92.77,96.25,90.11,91.67,A
549,22,2026-07-01,91.31,92.97,97.03,95.95,92.96,93.87,A
550,22,2026-08-01,86.78,97.57,93.98,87.73,94.86,92.72,A
551,23,2024-08-01,84.45,84.36,95.01,71.14,71.49,84.44,B
552,23,2024-09-01,84.72,80.55,97.27,76.57,88.29,86.15,B
553,23,2024-10-01,83.89,89.72,95.36,91.5,77.26,88.6,B
554,23,2024-11-01,81.04,85.57,100,93.18,88.07,89.05,B
555,23,2024-12-01,77.88,86.42,96.64,68.29,81.65,84.55,B
556,23,2025-01-01,77.8,83.83,99.72,80.53,95.3,87.11,B
557,23,2025-02-01,78.19,87.82,94.38,73.45,97.27,86.56,B
558,23,2025-03-01,81.2,84.77,100,66.08,80.2,85.36,B
559,23,2025-04-01,78.09,83.58,97.47,76.82,95.75,86.22,B
560,23,2025-05-01,86.33,86.35,99.54,91.44,85.05,90.02,A
561,23,2025-06-01,83.69,82.1,99.11,74.8,70.72,84.88,B
562,23,2025-07-01,84.7,89.32,97.68,89.98,90.96,90.49,A
563,23,2025-08-01,81.94,88.18,99.96,77.84,82.79,87.99,B
564,23,2025-09-01,76.23,79.61,95.61,83.6,90.53,84.25,B
565,23,2025-10-01,85.63,77.08,95.24,68.49,75.91,82.78,B
566,23,2025-11-01,76.16,88.5,100,65.67,80.18,85.17,B
567,23,2025-12-01,75.34,88.55,100,85.39,73.62,86.3,B
568,23,2026-01-01,85.62,82.25,99.01,72.55,74.53,85.54,B
569,23,2026-02-01,74.87,77.53,100,75.74,86.56,83.21,B
570,23,2026-03-01,79.61,81.0,96.11,83.11,97.59,86.3,B
571,23,2026-04-01,85.45,83.21,100,82.89,88.14,88.43,B
572,23,2026-05-01,82.76,79.01,99.95,88.66,70.05,85.25,B
573,23,2026-06-01,85.05,80.83,95.8,75.87,92.99,86.35,B
574,23,2026-07-01,84.54,83.06,95.04,66.29,93.28,85.77,B
575,23,2026-08-01,85.2,79.13,97.48,65.35,95.78,85.52,B
576,24,2024-08-01,68.09,75.94,93.34,84.96,87.5,80.39,B
577,24,2024-09-01,71.71,75.74,94.31,90.12,80.8,81.32,B
578,24,2024-10-01,74.35,82.57,93.72,74.72,78.76,82.14,B
579,24,2024-11-01,65.87,71.93,96.34,81.51,74.83,77.76,C
580,24,2024-12-01,68.49,74.2,95.77,75.34,75.77,78.44,C
581,24,2025-01-01,76.09,72.96,96.72,97.01,83.6,83.15,B
582,24,2025-02-01,75.39,75.09,97.39,81.0,74.89,81.31,B
583,24,2025-03-01,74.54,70.87,96.5,80.84,74.43,79.55,C
584,24,2025-04-01,69.59,78.01,96.78,85.26,83.94,81.92,B
585,24,2025-05-01,70.64,77.98,98.31,80.8,97.15,83.43,B
586,24,2025-06-01,68.18,73.19,96.65,95.93,93.71,82.13,B
587,24,2025-07-01,77.21,73.68,95.73,95.58,88.57,83.75,B
588,24,2025-08-01,70.03,74.78,100,67.85,96.14,81.34,B
589,24,2025-09-01,71.46,78.8,94.75,71.62,75.06,79.86,C
590,24,2025-10-01,72.7,73.54,100,91.12,85.49,82.9,B
591,24,2025-11-01,68.32,78.01,100,79.08,94.11,82.8,B
592,24,2025-12-01,72.22,82.68,93.83,73.83,92.84,82.98,B
593,24,2026-01-01,69.67,75.65,95.59,81.16,84.73,80.6,B
594,24,2026-02-01,71.38,78.24,100,86.12,81.61,83.09,B
595,24,2026-03-01,68.61,81.75,100,84.21,94.69,84.57,B
596,24,2026-04-01,72.67,77.28,98.43,65.66,85.33,81.06,B
597,24,2026-05-01,76.36,80.63,96.98,84.26,81.85,84.13,B
598,24,2026-06-01,74.94,81.57,98.42,72.61,71.47,82.22,B
599,24,2026-07-01,73.38,82.11,98.6,67.39,97.49,84.12,B
600,24,2026-08-01,69.39,71.11,94.42,85.16,77.26,78.53,C
601,25,2024-08-01,87.2,88.95,91.91,65.48,77.95,85.81,B
602,25,2024-09-01,87.93,90.6,86.94,74.89,91.93,87.58,B
603,25,2024-10-01,95.05,97.2,86.64,85.22,71.01,90.21,A
604,25,2024-11-01,92.3,100,89.35,80.34,76.86,91.13,A
605,25,2024-12-01,92.02,95.11,90.83,93.32,78.17,91.39,A
606,25,2025-01-01,88.76,90.37,85.89,94.87,77.93,88.05,B
607,25,2025-02-01,89.74,93.41,89.18,94.33,91.53,91.34,A
608,25,2025-03-01,92.27,88.84,89.97,84.77,89.84,89.67,B
609,25,2025-04-01,88.4,100,91.48,71.74,73.06,89.45,B
610,25,2025-05-01,93.21,90.52,89.24,74.23,70.49,87.24,B
611,25,2025-06-01,88.67,100,93.75,87.76,96.63,94.04,A
612,25,2025-07-01,90.76,89.15,92.84,78.88,72.61,87.79,B
613,25,2025-08-01,89.37,97.93,87.33,97.01,74.82,90.74,A
614,25,2025-09-01,89.73,93.92,88.33,78.16,94.31,89.94,B
615,25,2025-10-01,94.25,100,89.63,73.61,79.79,91.31,A
616,25,2025-11-01,84.96,92.52,93.84,65.95,73.65,86.42,B
617,25,2025-12-01,93.56,94.92,89.69,68.77,75.51,88.72,B
618,25,2026-01-01,94.67,90.98,91.03,84.97,91.55,91.37,A
619,25,2026-02-01,90.53,95.18,92.82,85.18,87.48,91.66,A
620,25,2026-03-01,94.07,92.18,86.85,68.5,96.69,89.4,B
621,25,2026-04-01,92.63,92.72,88.51,81.99,82.65,89.57,B
622,25,2026-05-01,91.85,99.6,91.97,73.51,76.44,90.83,A
623,25,2026-06-01,88.34,91.07,88.04,97.37,78.47,89.0,B
624,25,2026-07-01,89.21,98.42,89.96,79.45,81.66,90.43,A
625,25,2026-08-01,84.95,93.63,89.92,82.22,73.9,87.42,B
626,26,2024-08-01,82.71,97.15,89.43,69.53,95.23,88.66,B
627,26,2024-09-01,83.36,96.64,89.19,87.23,87.51,89.6,B
628,26,2024-10-01,80.4,91.55,93.26,86.05,75.46,87.03,B
629,26,2024-11-01,77.43,91.21,89.73,67.72,81.01,84.02,B
630,26,2024-12-01,82.06,90.64,87.37,92.25,77.27,86.5,B
631,26,2025-01-01,77.27,91.36,94.59,69.81,95.87,86.94,B
632,26,2025-02-01,75.55,95.99,88.03,95.12,89.87,88.19,B
633,26,2025-03-01,72.55,91.61,90.13,77.13,85.35,84.4,B
634,26,2025-04-01,73.88,93.69,94.81,96.16,72.48,87.14,B
635,26,2025-05-01,73.95,100,94.35,85.35,79.2,88.53,B
636,26,2025-06-01,81.8,93.18,94.86,94.79,70.54,88.65,B
637,26,2025-07-01,77.95,97.34,92.79,65.53,79.79,86.42,B
638,26,2025-08-01,82.0,90.59,92.62,71.71,85.63,86.57,B
639,26,2025-09-01,72.69,100,92.76,86.99,94.99,89.56,B
640,26,2025-10-01,76.24,91.82,88.9,93.16,70.9,85.24,B
641,26,2025-11-01,80.36,100,90.58,96.83,73.85,89.8,B
642,26,2025-12-01,82.9,98.55,93.49,76.25,79.3,89.22,B
643,26,2026-01-01,83.6,98.77,88.09,66.96,92.67,88.52,B
644,26,2026-02-01,81.38,90.35,92.24,96.87,75.62,87.76,B
645,26,2026-03-01,79.8,100,89.59,89.42,79.71,89.26,B
646,26,2026-04-01,78.88,92.85,94.82,88.36,78.74,87.99,B
647,26,2026-05-01,76.53,95.78,88.91,94.17,81.22,87.63,B
648,26,2026-06-01,83.47,98.33,94.83,66.53,71.1,87.83,B
649,26,2026-07-01,74.64,94.07,91.04,65.37,84.93,84.67,B
650,26,2026-08-01,79.62,90.08,90.5,77.84,75.12,84.85,B
651,27,2024-08-01,80.47,96.31,90.38,81.15,93.74,89.09,B
652,27,2024-09-01,73.84,97.94,93.26,84.39,82.87,87.88,B
653,27,2024-10-01,71.62,86.6,98.14,69.46,73.09,82.67,B
654,27,2024-11-01,71.91,96.75,94.69,66.37,84.73,85.79,B
655,27,2024-12-01,80.85,86.66,93.32,65.35,84.66,84.54,B
656,27,2025-01-01,74.44,93.28,90.67,89.83,97.68,88.01,B
657,27,2025-02-01,81.26,90.52,95.04,96.11,85.16,89.36,B
658,27,2025-03-01,76.56,93.24,95.0,87.96,73.67,87.03,B
659,27,2025-04-01,76.49,94.49,90.45,96.84,76.17,87.38,B
660,27,2025-05-01,80.31,93.55,94.9,71.79,79.15,86.96,B
661,27,2025-06-01,75.56,98.53,91.15,72.82,76.11,86.13,B
662,27,2025-07-01,73.23,96.05,94.87,92.52,96.13,89.7,B
663,27,2025-08-01,80.93,87.82,93.96,93.45,90.8,88.49,B
664,27,2025-09-01,74.76,86.21,96.96,94.13,76.87,85.89,B
665,27,2025-10-01,70.22,86.5,91.86,87.79,79.1,83.16,B
666,27,2025-11-01,74.21,86.02,96.59,65.92,93.35,84.43,B
667,27,2025-12-01,72.72,90.81,94.36,87.09,77.15,85.43,B
668,27,2026-01-01,73.19,90.61,95.39,86.24,87.02,86.66,B
669,27,2026-02-01,74.5,97.93,91.61,92.87,73.54,87.55,B
670,27,2026-03-01,76.23,94.27,91.85,81.0,94.01,87.8,B
671,27,2026-04-01,80.38,90.17,96.55,90.86,85.62,88.93,B
672,27,2026-05-01,70.75,94.15,92.98,91.9,70.8,85.45,B
673,27,2026-06-01,79.95,90.81,96.04,95.08,88.04,89.55,B
674,27,2026-07-01,76.11,96.26,93.69,71.25,90.19,87.47,B
675,27,2026-08-01,77.12,92.68,90.91,85.89,84.17,86.82,B
676,28,2024-08-01,73.3,71.97,89.09,86.6,94.18,80.27,B
677,28,2024-09-01,79.43,70.41,86.86,79.52,73.94,78.04,C
678,28,2024-10-01,80.13,81.41,90.86,82.45,71.47,82.56,B
679,28,2024-11-01,73.13,70.72,86.36,86.95,94.89,79.27,C
680,28,2024-12-01,74.67,78.5,86.87,68.46,79.27,78.71,C
681,28,2025-01-01,72.12,79.35,89.31,71.6,76.03,78.93,C
682,28,2025-02-01,78.28,74.62,89.15,88.33,74.82,80.56,B
683,28,2025-03-01,76.04,75.89,88.36,74.43,73.42,78.65,C
684,28,2025-04-01,80.98,80.11,91.2,79.35,86.88,83.7,B
685,28,2025-05-01,75.73,73.18,91.66,88.02,77.9,80.39,B
686,28,2025-06-01,77.01,71.67,91.49,72.15,92.23,80.06,B
687,28,2025-07-01,74.74,70.26,89.26,79.45,83.45,78.37,C
688,28,2025-08-01,78.65,77.69,88.52,79.93,86.02,81.69,B
689,28,2025-09-01,81.26,78.24,86.92,94.14,71.07,82.04,B
690,28,2025-10-01,80.9,75.89,83.8,85.24,93.86,81.85,B
691,28,2025-11-01,73.86,73.36,84.1,91.71,87.61,79.43,C
692,28,2025-12-01,78.75,78.74,85.51,97.25,79.4,82.35,B
693,28,2026-01-01,72.91,80.26,84.66,71.86,92.09,79.87,C
694,28,2026-02-01,81.15,79.92,90.55,94.29,78.57,84.19,B
695,28,2026-03-01,82.04,71.53,88.0,89.41,92.48,82.16,B
696,28,2026-04-01,71.83,80.45,90.1,94.83,80.06,82.11,B
697,28,2026-05-01,80.15,73.77,84.81,66.12,86.02,78.58,C
698,28,2026-06-01,77.23,74.79,86.13,70.51,70.43,77.37,C
699,28,2026-07-01,78.0,75.9,87.48,96.66,91.36,82.94,B
700,28,2026-08-01,75.97,74.63,86.92,87.44,78.75,79.73,C
701,29,2024-08-01,84.4,87.99,97.22,91.79,83.91,89.37,B
702,29,2024-09-01,77.47,87.93,98.34,85.12,84.61,87.31,B
703,29,2024-10-01,79.09,90.62,96.6,76.58,85.19,87.29,B
704,29,2024-11-01,79.96,95.06,96.65,88.28,88.02,90.3,A
705,29,2024-12-01,82.4,93.91,90.93,65.14,84.96,86.51,B
706,29,2025-01-01,84.21,92.29,97.51,81.73,80.7,89.36,B
707,29,2025-02-01,80.8,87.19,92.57,88.0,77.45,86.04,B
708,29,2025-03-01,84.55,87.29,97.1,94.72,84.56,89.53,B
709,29,2025-04-01,78.14,98.61,97.32,86.93,94.24,91.57,A
710,29,2025-05-01,81.66,87.79,97.4,66.68,96.3,87.4,B
711,29,2025-06-01,82.7,87.31,94.89,73.25,95.99,87.51,B
712,29,2025-07-01,75.6,89.81,96.47,79.81,88.15,86.76,B
713,29,2025-08-01,82.77,96.34,91.72,65.83,80.94,87.2,B
714,29,2025-09-01,75.51,91.71,96.3,96.25,85.52,88.64,B
715,29,2025-10-01,85.61,92.23,91.46,71.68,93.84,88.49,B
716,29,2025-11-01,82.11,87.45,94.5,73.94,81.13,85.9,B
717,29,2025-12-01,80.33,98.56,94.27,91.18,85.79,90.92,A
718,29,2026-01-01,78.04,97.69,96.11,81.76,83.35,89.36,B
719,29,2026-02-01,83.45,96.43,92.93,79.71,72.55,88.25,B
720,29,2026-03-01,77.72,90.2,91.48,93.35,71.39,85.84,B
721,29,2026-04-01,84.74,96.16,97.83,91.96,96.89,93.38,A
722,29,2026-05-01,83.54,86.84,98.67,68.18,86.71,87.09,B
723,29,2026-06-01,82.01,92.27,92.42,75.35,94.36,88.26,B
724,29,2026-07-01,84.33,90.12,97.62,78.73,70.22,87.42,B
725,29,2026-08-01,82.22,92.73,93.72,77.81,92.78,88.86,B
726,30,2024-08-01,80.59,88.19,89.27,85.91,80.84,85.6,B
727,30,2024-09-01,80.34,89.12,90.94,79.82,81.37,85.67,B
728,30,2024-10-01,79.63,91.24,88.45,92.69,85.71,87.23,B
729,30,2024-11-01,83.23,93.53,91.58,79.36,82.97,88.0,B
730,30,2024-12-01,75.54,86.79,84.45,71.63,91.91,82.39,B
731,30,2025-01-01,83.7,85.63,89.13,78.32,96.5,86.38,B
732,30,2025-02-01,79.97,90.64,87.61,82.32,88.61,86.18,B
733,30,2025-03-01,74.77,90.25,89.76,89.35,86.62,85.8,B
734,30,2025-04-01,81.85,86.02,89.25,82.1,80.44,84.84,B
735,30,2025-05-01,75.17,92.95,90.67,80.22,80.61,85.43,B
736,30,2025-06-01,80.98,91.09,86.35,85.8,89.32,86.67,B
737,30,2025-07-01,76.88,90.75,89.18,91.05,83.51,86.2,B
738,30,2025-08-01,84.4,84.29,84.61,92.61,82.91,85.09,B
739,30,2025-09-01,72.96,83.46,89.5,91.58,94.65,84.28,B
740,30,2025-10-01,76.5,83.76,85.6,68.54,83.33,80.84,B
741,30,2025-11-01,78.26,84.59,91.04,71.92,81.03,83.0,B
742,30,2025-12-01,75.09,92.79,88.47,76.74,80.55,84.46,B
743,30,2026-01-01,81.05,84.3,89.98,83.76,82.56,84.68,B
744,30,2026-02-01,77.19,84.18,87.15,90.49,78.74,83.26,B
745,30,2026-03-01,76.22,91.33,90.92,87.59,72.7,85.21,B
746,30,2026-04-01,77.55,82.02,88.47,75.94,85.16,82.22,B
747,30,2026-05-01,73.7,84.76,91.46,88.8,85.29,84.13,B
748,30,2026-06-01,78.86,90.08,91.07,96.01,87.8,87.89,B
749,30,2026-07-01,76.42,81.9,85.04,94.33,92.31,83.6,B
750,30,2026-08-01,78.71,88.45,88.45,91.37,77.37,85.2,B
751,31,2024-08-01,79.16,88.44,87.76,97.06,74.0,85.37,B
752,31,2024-09-01,88.37,100,89.14,92.96,86.87,92.36,A
753,31,2024-10-01,86.32,96.93,85.49,73.87,79.46,87.37,B
754,31,2024-11-01,83.92,95.24,90.15,74.88,91.24,88.7,B
