payment_id,payment_code,customer_id,payment_date,payment_amount,payment_method
496,回款-000496,65,2025-08-23,188785.9,银行转账
497,回款-000497,26,2025-08-17,995208.76,承兑汇票
498,回款-000498,19,2025-10-19,1030048.52,银行转账
499,回款-000499,39,2025-07-24,852758.1,承兑汇票
500,回款-000500,49,2025-06-14,594300.24,银行转账
501,回款-000501,3,2025-09-06,537094.8,承兑汇票
502,回款-000502,54,2025-10-03,223460.57,承兑汇票
503,回款-000503,56,2025-08-16,165335.08,承兑汇票
504,回款-000504,60,2025-07-10,165296.32,承兑汇票
505,回款-000505,66,2025-08-16,234926.88,银行转账
506,回款-000506,15,2025-09-10,468731.56,承兑汇票
507,回款-000507,74,2025-09-04,261132.74,银行转账
508,回款-000508,62,2025-08-23,354324.42,银行转账
509,回款-000509,50,2025-07-24,974127.36,银行转账
510,回款-000510,67,2025-11-27,654687.36,承兑汇票
511,回款-000511,44,2025-08-14,482474.34,银行转账
512,回款-000512,64,2025-08-27,977773.52,银行转账
513,回款-000513,42,2025-09-13,958890.52,承兑汇票
514,回款-000514,58,2025-08-26,614299.02,银行转账
515,回款-000515,39,2025-08-31,195645.14,银行转账
516,回款-000516,15,2025-09-29,179082.41,承兑汇票
517,回款-000517,1,2025-07-24,664603.2,承兑汇票
518,回款-000518,50,2025-09-11,987337.64,银行转账
519,回款-000519,52,2025-10-30,202074.43,银行转账
520,回款-000520,3,2025-08-30,140499.97,承兑汇票
521,回款-000521,10,2025-11-01,197711.97,承兑汇票
522,回款-000522,63,2025-08-30,497614.56,承兑汇票
523,回款-000523,31,2025-10-05,973839.28,银行转账
524,回款-000524,63,2025-09-18,210232.14,承兑汇票
525,回款-000525,35,2025-09-13,767910.45,承兑汇票
526,回款-000526,54,2025-09-21,106361.64,银行转账
527,回款-000527,36,2025-09-30,304188.09,银行转账
528,回款-000528,60,2025-09-09,335653.54,承兑汇票
529,回款-000529,61,2025-09-22,804192.85,承兑汇票
530,回款-000530,4,2025-08-20,976067.08,承兑汇票
531,回款-000531,30,2025-11-04,159242.26,银行转账
532,回款-000532,50,2025-07-14,935346.72,承兑汇票
533,回款-000533,24,2025-08-19,466464.62,承兑汇票
534,回款-000534,55,2025-10-21,659506.35,承兑汇票
535,回款-000535,70,2025-10-14,239946.98,银行转账
536,回款-000536,77,2025-08-19,613562.94,银行转账
537,回款-000537,65,2025-07-11,734740.67,银行转账
538,回款-000538,52,2025-10-11,641261.7,承兑汇票
539,回款-000539,80,2025-10-13,332767.14,承兑汇票
540,回款-000540,49,2025-08-29,252414.43,承兑汇票
541,回款-000541,64,2025-07-14,996393.68,银行转账
542,回款-000542,70,2025-10-05,214974.61,银行转账
543,回款-000543,12,2025-10-25,503544.5,承兑汇票
544,回款-000544,8,2025-10-07,591574.05,银行转账
545,回款-000545,21,2025-07-19,556904.8,承兑汇票
546,回款-000546,52,2025-11-17,260648.18,承兑汇票
547,回款-000547,13,2025-12-03,257665.63,银行转账
548,回款-000548,71,2025-12-10,175721.77,银行转账
549,回款-000549,53,2025-11-13,487978.14,承兑汇票
550,回款-000550,19,2025-09-21,379628.4,承兑汇票
551,回款-000551,28,2025-07-20,318605.9,承兑汇票
552,回款-000552,44,2025-09-02,664681.08,银行转账
553,回款-000553,56,2025-11-29,523109.38,承兑汇票
554,回款-000554,71,2025-09-19,822555.46,银行转账
555,回款-000555,17,2025-10-06,654098.1,承兑汇票
556,回款-000556,27,2025-09-02,197388.34,银行转账
557,回款-000557,22,2025-08-14,168163.87,银行转账
558,回款-000558,10,2025-09-08,337593.36,承兑汇票
559,回款-000559,74,2025-08-06,1962016.95,银行转账
560,回款-000560,60,2025-09-04,202937.94,承兑汇票
561,回款-000561,5,2025-10-12,905694.65,承兑汇票
562,回款-000562,39,2025-07-19,214026.14,承兑汇票
563,回款-000563,19,2025-10-29,166643.19,承兑汇票
564,回款-000564,62,2025-09-19,563298.33,承兑汇票
565,回款-000565,73,2025-09-16,234854.57,承兑汇票
566,回款-000566,57,2025-09-20,173890.36,银行转账
567,回款-000567,2,2025-08-21,237541.92,银行转账
568,回款-000568,22,2025-10-25,174815.62,银行转账
569,回款-000569,77,2025-09-06,186682.11,银行转账
570,回款-000570,34,2025-09-06,170273.41,承兑汇票
571,回款-000571,8,2025-09-02,218978.64,银行转账
572,回款-000572,39,2025-09-18,157386.66,承兑汇票
573,回款-000573,28,2025-09-22,1248406.6,承兑汇票
574,回款-000574,29,2025-09-21,331127.22,银行转账
575,回款-000575,40,2025-10-21,474633.04,银行转账
576,回款-000576,57,2025-10-10,400162.48,承兑汇票
577,回款-000577,11,2025-08-06,562789.15,承兑汇票
578,回款-000578,56,2025-10-02,1092292.12,承兑汇票
579,回款-000579,12,2025-10-14,164791.68,银行转账
580,回款-000580,56,2025-11-08,643539.18,银行转账
581,回款-000581,29,2025-09-12,218278.8,承兑汇票
582,回款-000582,46,2025-09-07,687332.28,承兑汇票
583,回款-000583,77,2025-10-12,527891.44,银行转账
584,回款-000584,67,2025-10-03,256134.28,承兑汇票
585,回款-000585,36,2025-10-16,847478.22,银行转账
586,回款-000586,8,2025-09-30,157139.19,承兑汇票
587,回款-000587,36,2025-10-25,428500.02,银行转账
588,回款-000588,12,2025-09-26,220949.14,银行转账
589,回款-000589,31,2025-12-12,263985.94,承兑汇票
590,回款-000590,64,2025-08-16,415331.07,承兑汇票
591,回款-000591,52,2025-11-19,260047.94,承兑汇票
592,回款-000592,37,2025-09-04,840166.05,承兑汇票
593,回款-000593,34,2025-07-31,344620.75,银行转账
594,回款-000594,39,2025-08-26,584472.58,承兑汇票
595,回款-000595,54,2025-10-30,811407.5,承兑汇票
596,回款-000596,9,2025-09-09,344633.84,银行转账
597,回款-000597,68,2025-11-06,477266.1,银行转账
598,回款-000598,37,2025-10-10,717680.88,银行转账
599,回款-000599,30,2025-11-30,935369.88,银行转账
600,回款-000600,10,2025-08-28,117821.3,银行转账
601,回款-000601,55,2025-08-27,192273.41,承兑汇票
602,回款-000602,75,2025-08-21,625587.38,承兑汇票
603,回款-000603,79,2025-12-18,910395.75,承兑汇票
604,回款-000604,50,2025-09-04,408926.81,银行转账
605,回款-000605,8,2025-10-20,1296412.62,银行转账
606,回款-000606,32,2025-10-10,114214.37,银行转账
607,回款-000607,2,2025-08-30,291839.35,银行转账
608,回款-000608,71,2025-10-27,110855.44,银行转账
609,回款-000609,70,2025-12-10,411047.46,银行转账
610,回款-000610,56,2025-11-24,406269.92,银行转账
611,回款-000611,18,2025-09-14,364150.5,承兑汇票
612,回款-000612,16,2025-11-10,252661.0,银行转账
613,回款-000613,77,2025-09-20,72727.34,银行转账
614,回款-000614,10,2025-09-14,593617.65,银行转账
615,回款-000615,5,2025-11-11,190619.06,银行转账
616,回款-000616,54,2025-09-04,175075.93,银行转账
617,回款-000617,72,2025-09-15,367098.98,承兑汇票
618,回款-000618,3,2025-10-06,240037.18,承兑汇票
619,回款-000619,76,2025-08-11,561001.23,银行转账
620,回款-000620,2,2025-10-18,177707.11,银行转账
621,回款-000621,76,2025-10-20,157958.99,银行转账
622,回款-000622,46,2025-10-02,717346.32,银行转账
623,回款-000623,16,2025-09-08,1454308.75,银行转账
624,回款-000624,54,2025-08-27,470450.46,银行转账
625,回款-000625,40,2025-10-26,316837.54,承兑汇票
626,回款-000626,25,2025-09-11,271974.76,承兑汇票
627,回款-000627,16,2025-11-23,837529.8,银行转账
628,回款-000628,63,2025-10-13,118253.24,承兑汇票
629,回款-000629,5,2025-12-08,122871.16,银行转账
630,回款-000630,75,2025-10-15,347761.04,银行转账
631,回款-000631,73,2025-11-02,817741.5,银行转账
632,回款-000632,24,2025-09-18,182622.22,银行转账
633,回款-000633,20,2025-10-25,346398.64,银行转账
634,回款-000634,34,2025-09-09,142712.23,承兑汇票
635,回款-000635,19,2025-11-30,257115.12,承兑汇票
636,回款-000636,57,2025-10-01,218182.83,承兑汇票
637,回款-000637,69,2025-10-12,714285.3,银行转账
638,回款-000638,67,2025-12-14,1303071.05,银行转账
639,回款-000639,7,2025-10-12,435822.58,银行转账
640,回款-000640,15,2025-10-31,188629.5,银行转账
641,回款-000641,38,2025-10-03,252147.78,银行转账
642,回款-000642,11,2025-09-24,287814.4,承兑汇票
643,回款-000643,15,2025-12-06,478414.8,承兑汇票
644,回款-000644,71,2025-10-26,181094.02,银行转账
645,回款-000645,42,2025-11-28,621716.86,承兑汇票
646,回款-000646,78,2025-09-13,239421.54,银行转账
647,回款-000647,34,2025-09-06,218884.01,承兑汇票
648,回款-000648,36,2025-11-22,195775.94,承兑汇票
649,回款-000649,45,2025-12-11,345421.66,承兑汇票
650,回款-000650,16,2025-11-14,951820.88,承兑汇票
651,回款-000651,19,2025-12-03,389156.02,银行转账
652,回款-000652,13,2026-01-08,57990.1,承兑汇票
653,回款-000653,66,2025-11-12,1180873.55,承兑汇票
654,回款-000654,8,2025-10-13,593958.98,银行转账
655,回款-000655,21,2025-07-26,131203.15,承兑汇票
656,回款-000656,64,2025-09-24,429725.7,银行转账
657,回款-000657,9,2025-11-28,1233014.31,承兑汇票
658,回款-000658,16,2026-01-02,638125.85,银行转账
659,回款-000659,33,2025-11-20,168656.96,银行转账
660,回款-000660,42,2025-11-20,276087.36,承兑汇票
661,回款-000661,9,2025-11-18,403247.76,承兑汇票
662,回款-000662,73,2025-10-05,529074.64,承兑汇票
663,回款-000663,72,2025-08-11,234700.06,承兑汇票
664,回款-000664,16,2025-11-08,686576.28,银行转账
665,回款-000665,38,2025-10-08,349355.28,承兑汇票
666,回款-000666,66,2025-11-22,148345.89,承兑汇票
667,回款-000667,18,2025-11-21,208312.8,承兑汇票
668,回款-000668,7,2025-12-26,1819461.0,银行转账
669,回款-000669,68,2025-12-27,608359.26,银行转账
670,回款-000670,50,2025-12-22,571132.86,银行转账
671,回款-000671,40,2025-10-22,1204540.9,承兑汇票
672,回款-000672,80,2025-10-30,1149170.45,承兑汇票
673,回款-000673,48,2025-11-28,607206.0,承兑汇票
674,回款-000674,16,2026-01-09,1236425.55,银行转账
675,回款-000675,23,2025-11-27,231780.66,承兑汇票
676,回款-000676,27,2025-11-09,864332.24,承兑汇票
677,回款-000677,30,2026-01-01,310987.18,承兑汇票
678,回款-000678,47,2025-12-23,859933.12,银行转账
679,回款-000679,28,2025-08-25,484829.36,承兑汇票
680,回款-000680,28,2025-10-26,703773.04,银行转账
681,回款-000681,31,2026-02-05,291763.8,银行转账
682,回款-000682,7,2025-12-04,913148.3,银行转账
683,回款-000683,24,2025-08-21,518718.36,银行转账
684,回款-000684,57,2025-10-13,184420.58,承兑汇票
685,回款-000685,13,2025-12-15,1055165.75,承兑汇票
686,回款-000686,53,2025-11-27,118705.16,银行转账
687,回款-000687,72,2025-10-10,619944.96,承兑汇票
688,回款-000688,28,2025-09-24,681820.86,承兑汇票
689,回款-000689,50,2025-11-20,219807.62,银行转账
690,回款-000690,26,2025-10-22,563626.77,承兑汇票
691,回款-000691,16,2025-10-12,214846.47,承兑汇票
692,回款-000692,29,2025-12-07,160341.76,承兑汇票
693,回款-000693,21,2025-11-01,528250.68,承兑汇票
694,回款-000694,58,2025-12-20,618067.74,承兑汇票
695,回款-000695,19,2025-12-19,144249.4,承兑汇票
696,回款-000696,35,2026-01-20,1156557.84,银行转账
697,回款-000697,71,2026-01-08,1188775.16,银行转账
698,回款-000698,57,2026-01-02,673585.52,承兑汇票
699,回款-000699,37,2025-11-01,114943.48,承兑汇票
700,回款-000700,5,2026-01-28,168398.46,银行转账
701,回款-000701,18,2025-11-17,310304.63,银行转账
702,回款-000702,52,2025-12-12,707749.92,银行转账
703,回款-000703,59,2025-11-28,242280.2,银行转账
704,回款-000704,48,2026-02-01,381245.97,承兑汇票
705,回款-000705,12,2025-12-09,209673.16,承兑汇票
706,回款-000706,61,2025-10-30,538923.06,承兑汇票
707,回款-000707,22,2025-12-22,613289.4,银行转账
708,回款-000708,55,2025-11-29,497056.06,承兑汇票
709,回款-000709,32,2025-12-20,1486017.2,承兑汇票
710,回款-000710,49,2025-12-12,552785.94,承兑汇票
711,回款-000711,30,2025-12-16,261109.89,银行转账
712,回款-000712,27,2025-11-15,494711.54,承兑汇票
713,回款-000713,2,2025-11-15,181070.9,承兑汇票
714,回款-000714,8,2025-12-17,306408.07,承兑汇票
715,回款-000715,45,2025-12-16,474214.88,银行转账
716,回款-000716,48,2026-01-07,232014.44,银行转账
717,回款-000717,14,2025-08-22,357101.43,承兑汇票
718,回款-000718,41,2025-10-02,265860.85,承兑汇票
719,回款-000719,1,2025-12-23,355421.94,银行转账
720,回款-000720,56,2025-12-13,182060.13,承兑汇票
721,回款-000721,33,2025-12-21,321769.52,银行转账
722,回款-000722,74,2025-11-26,737986.68,银行转账
723,回款-000723,56,2025-11-27,169864.65,承兑汇票
724,回款-000724,10,2025-12-11,206975.39,承兑汇票
725,回款-000725,19,2025-12-29,175149.88,银行转账
726,回款-000726,13,2025-12-22,301063.79,银行转账
727,回款-000727,49,2025-12-14,583766.44,银行转账
728,回款-000728,2,2025-10-23,157377.82,银行转账
729,回款-000729,59,2026-01-18,326014.92,承兑汇票
730,回款-000730,31,2025-12-24,226074.39,承兑汇票
731,回款-000731,59,2025-11-22,703987.52,承兑汇票
732,回款-000732,50,2026-01-26,210000.78,银行转账
733,回款-000733,61,2025-11-23,931629.65,承兑汇票
734,回款-000734,49,2025-12-07,475504.46,银行转账
735,回款-000735,45,2025-12-20,370570.76,承兑汇票
736,回款-000736,3,2026-01-22,145458.06,银行转账
737,回款-000737,18,2025-10-26,1177417.8,银行转账
738,回款-000738,19,2026-01-20,182104.67,银行转账
739,回款-000739,46,2025-10-28,348967.46,承兑汇票
740,回款-000740,45,2025-12-12,183652.74,承兑汇票
741,回款-000741,70,2025-11-14,288735.0,承兑汇票
742,回款-000742,28,2025-12-10,207427.19,承兑汇票
743,回款-000743,14,2025-11-04,200891.04,银行转账
744,回款-000744,13,2025-12-20,1032376.4,承兑汇票
745,回款-000745,67,2026-01-20,396707.06,承兑汇票
746,回款-000746,61,2026-01-27,79871.41,银行转账
747,回款-000747,66,2025-10-07,344343.52,银行转账
748,回款-000748,20,2025-10-12,391626.44,承兑汇票
749,回款-000749,79,2026-01-26,183633.06,银行转账
750,回款-000750,36,2025-12-22,392086.96,银行转账
751,回款-000751,11,2025-11-21,227030.63,承兑汇票
752,回款-000752,31,2025-12-21,1019066.92,银行转账
753,回款-000753,35,2025-12-12,1059842.34,银行转账
754,回款-000754,72,2025-12-03,819707.6,银行转账
755,回款-000755,18,2025-11-21,144519.59,承兑汇票
756,回款-000756,80,2026-02-05,365307.3,承兑汇票
757,回款-000757,27,2025-12-26,793052.3,承兑汇票
758,回款-000758,59,2026-02-11,1967460.3,承兑汇票
759,回款-000759,16,2025-12-23,825018.84,承兑汇票
760,回款-000760,32,2026-01-18,1030547.65,承兑汇票
761,回款-000761,49,2025-12-18,240728.45,银行转账
762,回款-000762,77,2025-11-12,774455.92,银行转账
763,回款-000763,24,2025-10-20,798560.4,承兑汇票
764,回款-000764,35,2026-01-11,340415.01,承兑汇票
765,回款-000765,37,2025-12-22,541680.27,银行转账
766,回款-000766,53,2025-12-30,283357.43,承兑汇票
767,回款-000767,22,2026-03-03,937795.28,承兑汇票
768,回款-000768,51,2025-12-12,512772.57,承兑汇票
769,回款-000769,78,2025-11-17,124053.62,银行转账
770,回款-000770,13,2026-01-27,180000.85,银行转账
771,回款-000771,63,2026-01-18,420106.54,银行转账
772,回款-000772,39,2025-11-03,408423.86,银行转账
773,回款-000773,68,2026-02-17,171562.31,承兑汇票
774,回款-000774,8,2026-01-22,244645.33,银行转账
775,回款-000775,54,2025-12-30,1115816.05,承兑汇票
776,回款-000776,67,2026-01-08,177981.83,承兑汇票
777,回款-000777,76,2026-01-13,203035.46,银行转账
778,回款-000778,1,2025-11-10,110414.86,承兑汇票
779,回款-000779,37,2025-12-23,231327.05,银行转账
780,回款-000780,34,2025-11-25,485262.2,银行转账
781,回款-000781,11,2025-10-09,1054467.25,承兑汇票
782,回款-000782,34,2025-10-09,135911.7,承兑汇票
783,回款-000783,36,2025-12-21,824927.92,银行转账
784,回款-000784,14,2025-12-31,951291.25,承兑汇票
785,回款-000785,38,2025-12-29,203958.45,承兑汇票
786,回款-000786,59,2025-12-20,1385311.15,承兑汇票
787,回款-000787,11,2025-12-10,161236.3,银行转账
788,回款-000788,70,2025-12-15,158000.73,承兑汇票
789,回款-000789,75,2026-01-11,653104.88,承兑汇票
790,回款-000790,29,2025-11-08,549086.56,银行转账
791,回款-000791,29,2025-12-23,181982.74,承兑汇票
792,回款-000792,65,2025-10-31,144190.02,承兑汇票
793,回款-000793,28,2025-12-03,280518.98,银行转账
794,回款-000794,38,2025-12-13,415578.22,承兑汇票
795,回款-000795,27,2025-10-22,947576.35,银行转账
796,回款-000796,29,2026-01-16,1574039.9,承兑汇票
797,回款-000797,66,2025-12-04,1584052.32,承兑汇票
798,回款-000798,2,2025-12-04,631199.76,承兑汇票
799,回款-000799,66,2025-11-24,731739.96,银行转账
800,回款-000800,80,2025-12-22,233891.98,银行转账
801,回款-000801,69,2025-11-25,307424.52,承兑汇票
802,回款-000802,1,2025-12-18,442302.56,承兑汇票
803,回款-000803,26,2026-01-01,523577.08,承兑汇票
804,回款-000804,21,2026-02-02,727152.87,银行转账
805,回款-000805,27,2026-01-03,340443.95,银行转账
806,回款-000806,60,2025-12-21,904974.8,银行转账
807,回款-000807,36,2025-12-23,456741.52,银行转账
808,回款-000808,3,2026-01-26,341030.73,银行转账
809,回款-000809,40,2025-12-10,401391.55,承兑汇票
810,回款-000810,12,2025-12-20,174740.79,承兑汇票
811,回款-000811,74,2026-02-21,181641.2,承兑汇票
812,回款-000812,64,2026-01-23,773565.99,承兑汇票
813,回款-000813,79,2026-03-17,406896.72,承兑汇票
814,回款-000814,41,2025-11-12,271275.68,承兑汇票
815,回款-000815,62,2025-11-02,240897.35,银行转账
816,回款-000816,73,2025-11-20,584783.88,银行转账
817,回款-000817,73,2025-12-04,116831.17,承兑汇票
818,回款-000818,27,2026-02-01,373442.78,承兑汇票
819,回款-000819,50,2026-02-01,207488.93,银行转账
820,回款-000820,62,2025-12-06,305507.24,银行转账
821,回款-000821,7,2026-01-26,1176666.45,承兑汇票
822,回款-000822,40,2025-12-18,1162792.83,银行转账
823,回款-000823,38,2025-11-07,235542.56,承兑汇票
824,回款-000824,1,2026-01-03,856555.71,承兑汇票
825,回款-000825,64,2025-11-19,127151.98,承兑汇票
826,回款-000826,37,2025-12-13,712893.12,银行转账
827,回款-000827,76,2025-12-07,670319.04,承兑汇票
828,回款-000828,61,2026-01-14,888783.54,承兑汇票
829,回款-000829,62,2026-02-03,1235412.05,承兑汇票
830,回款-000830,45,2026-02-14,165359.63,承兑汇票
831,回款-000831,3,2026-02-06,116412.64,银行转账
832,回款-000832,13,2026-03-07,1051585.4,承兑汇票
833,回款-000833,4,2025-12-29,376833.12,承兑汇票
834,回款-000834,73,2025-12-26,189080.68,银行转账
835,回款-000835,38,2025-11-28,1391489.4,银行转账
836,回款-000836,2,2026-02-12,610296.3,银行转账
837,回款-000837,48,2026-01-26,211433.47,银行转账
838,回款-000838,12,2025-11-24,356409.87,银行转账
839,回款-000839,64,2025-11-13,196576.74,银行转账
840,回款-000840,7,2026-01-17,526410.62,承兑汇票
841,回款-000841,36,2025-12-06,1025873.96,承兑汇票
842,回款-000842,70,2026-02-10,272848.07,承兑汇票
843,回款-000843,39,2026-02-05,925693.7,承兑汇票
844,回款-000844,42,2026-03-18,756150.58,承兑汇票
845,回款-000845,61,2026-01-30,304826.99,银行转账
846,回款-000846,65,2026-02-02,451892.82,承兑汇票
847,回款-000847,45,2026-04-13,329028.16,承兑汇票
848,回款-000848,26,2026-01-01,711952.84,承兑汇票
849,回款-000849,5,2026-03-09,165754.8,承兑汇票
850,回款-000850,7,2026-02-12,797740.18,承兑汇票
851,回款-000851,32,2026-02-17,303309.95,银行转账
852,回款-000852,74,2025-11-30,496208.97,承兑汇票
853,回款-000853,2,2026-01-08,188289.34,承兑汇票
854,回款-000854,15,2026-02-13,103938.21,银行转账
855,回款-000855,1,2026-03-01,933285.3,银行转账
856,回款-000856,74,2026-01-13,738454.68,承兑汇票
857,回款-000857,58,2025-12-22,192276.06,承兑汇票
858,回款-000858,10,2026-01-19,145889.94,承兑汇票
859,回款-000859,2,2026-01-16,979886.12,银行转账
860,回款-000860,48,2026-02-26,329657.72,银行转账
861,回款-000861,61,2026-03-15,324594.2,承兑汇票
862,回款-000862,69,2026-01-28,483821.24,承兑汇票
863,回款-000863,53,2026-03-02,384898.56,银行转账
864,回款-000864,36,2025-12-28,316558.78,银行转账
865,回款-000865,66,2025-12-23,197293.19,承兑汇票
866,回款-000866,65,2026-02-13,333381.56,银行转账
867,回款-000867,44,2025-12-14,1289275.8,承兑汇票
868,回款-000868,8,2026-01-21,153880.95,承兑汇票
869,回款-000869,78,2026-02-14,1227560.5,银行转账
870,回款-000870,13,2026-02-13,77562.09,银行转账
871,回款-000871,33,2026-01-25,314086.9,银行转账
872,回款-000872,1,2025-12-23,142346.64,承兑汇票
873,回款-000873,21,2025-12-12,463779.92,银行转账
874,回款-000874,55,2026-03-16,210357.04,银行转账
875,回款-000875,43,2025-12-18,464879.22,银行转账
876,回款-000876,38,2025-12-30,288736.44,承兑汇票
877,回款-000877,47,2026-01-06,285816.71,承兑汇票
878,回款-000878,66,2026-02-14,280787.38,承兑汇票
879,回款-000879,76,2026-03-12,167788.21,银行转账
880,回款-000880,80,2026-02-03,129429.66,承兑汇票
881,回款-000881,46,2026-02-05,174746.74,银行转账
882,回款-000882,50,2026-03-13,381810.62,银行转账
883,回款-000883,7,2026-01-25,317585.68,承兑汇票
884,回款-000884,38,2026-01-21,584686.4,承兑汇票
885,回款-000885,37,2026-01-18,237744.09,承兑汇票
886,回款-000886,2,2026-03-05,259657.43,银行转账
887,回款-000887,42,2026-01-07,930999.36,银行转账
888,回款-000888,33,2026-02-14,240247.75,承兑汇票
889,回款-000889,6,2026-01-22,251858.03,银行转账
890,回款-000890,30,2026-03-15,221904.8,银行转账
891,回款-000891,22,2026-02-26,255285.27,银行转账
892,回款-000892,64,2026-01-13,112373.59,银行转账
893,回款-000893,7,2026-03-13,400298.13,承兑汇票
894,回款-000894,63,2026-03-17,425679.7,银行转账
895,回款-000895,34,2025-12-29,884884.45,承兑汇票
896,回款-000896,1,2025-12-19,161808.08,银行转账
897,回款-000897,64,2026-02-12,364921.8,承兑汇票
898,回款-000898,57,2026-03-14,968300.5,银行转账
899,回款-000899,25,2025-11-09,737272.96,承兑汇票
900,回款-000900,68,2026-04-21,341311.34,承兑汇票
901,回款-000901,14,2026-02-22,963027.8,银行转账
902,回款-000902,60,2026-03-11,449575.56,承兑汇票
903,回款-000903,69,2025-11-27,347649.66,银行转账
904,回款-000904,44,2026-02-17,238650.66,承兑汇票
905,回款-000905,54,2026-03-02,1495701.84,承兑汇票
906,回款-000906,19,2026-05-14,264097.04,银行转账
907,回款-000907,22,2026-02-21,457199.16,银行转账
908,回款-000908,58,2026-03-04,407508.76,银行转账
909,回款-000909,79,2026-03-03,197089.5,承兑汇票
910,回款-000910,45,2026-03-02,1039930.08,承兑汇票
911,回款-000911,72,2026-02-27,192101.44,银行转账
912,回款-000912,12,2026-02-16,155206.81,承兑汇票
913,回款-000913,58,2026-02-27,476414.66,承兑汇票
914,回款-000914,61,2026-01-28,2090445.95,银行转账
915,回款-000915,32,2026-04-07,115273.92,承兑汇票
916,回款-000916,79,2026-03-15,402829.76,银行转账
917,回款-000917,44,2026-01-03,743628.72,银行转账
918,回款-000918,21,2026-01-20,102444.24,银行转账
919,回款-000919,14,2026-01-30,387653.15,银行转账
920,回款-000920,1,2026-03-31,137444.86,承兑汇票
921,回款-000921,74,2026-04-09,848957.08,银行转账
922,回款-000922,58,2026-03-24,228988.62,银行转账
923,回款-000923,80,2026-05-18,611862.65,银行转账
924,回款-000924,26,2026-01-14,219201.4,银行转账
925,回款-000925,18,2026-03-06,369244.0,银行转账
926,回款-000926,80,2026-04-10,165933.74,银行转账
927,回款-000927,78,2026-02-01,768735.48,银行转账
928,回款-000928,1,2026-03-11,125816.92,银行转账
929,回款-000929,13,2026-03-26,202001.5,承兑汇票
930,回款-000930,40,2026-02-16,769032.24,银行转账
931,回款-000931,25,2026-03-22,211112.51,承兑汇票
932,回款-000932,27,2026-01-13,245304.8,承兑汇票
933,回款-000933,46,2026-01-18,225621.51,银行转账
934,回款-000934,75,2026-03-12,638273.2,承兑汇票
935,回款-000935,71,2026-04-18,864651.32,承兑汇票
936,回款-000936,58,2026-03-17,701585.64,银行转账
937,回款-000937,31,2026-04-19,508967.7,承兑汇票
938,回款-000938,2,2026-01-27,801858.09,银行转账
939,回款-000939,29,2026-01-30,212482.89,承兑汇票
940,回款-000940,34,2026-01-28,605067.08,银行转账
941,回款-000941,62,2026-04-25,372205.34,银行转账
942,回款-000942,47,2026-02-18,144825.98,承兑汇票
943,回款-000943,41,2026-04-17,112811.24,银行转账
944,回款-000944,54,2026-02-04,514349.82,银行转账
945,回款-000945,50,2026-04-06,589506.04,银行转账
946,回款-000946,32,2026-03-07,210296.57,承兑汇票
947,回款-000947,9,2026-01-15,769606.12,承兑汇票
948,回款-000948,34,2026-03-06,167585.27,银行转账
949,回款-000949,13,2026-03-17,274113.5,承兑汇票
950,回款-000950,52,2026-02-20,156075.17,银行转账
951,回款-000951,52,2026-03-26,241394.31,承兑汇票
952,回款-000952,37,2026-01-23,256960.71,承兑汇票
953,回款-000953,17,2026-02-11,556941.04,承兑汇票
954,回款-000954,69,2026-01-03,747865.36,承兑汇票
955,回款-000955,30,2026-04-06,187733.85,银行转账
956,回款-000956,41,2026-04-12,709792.41,银行转账
957,回款-000957,44,2026-03-10,239399.98,银行转账
958,回款-000958,32,2026-03-15,435392.7,承兑汇票
959,回款-000959,27,2026-03-14,709640.54,承兑汇票
960,回款-000960,76,2025-12-30,308151.88,银行转账
961,回款-000961,63,2026-03-25,218306.34,银行转账
962,回款-000962,52,2026-05-25,1062482.84,承兑汇票
963,回款-000963,44,2026-03-03,328162.69,银行转账
964,回款-000964,5,2026-05-22,100825.08,承兑汇票
965,回款-000965,59,2026-04-25,339173.66,银行转账
966,回款-000966,61,2026-04-10,153039.55,银行转账
967,回款-000967,10,2026-04-28,82662.27,承兑汇票
968,回款-000968,4,2026-02-27,543953.49,银行转账
969,回款-000969,41,2026-01-28,170235.76,银行转账
970,回款-000970,27,2026-03-07,193702.66,承兑汇票
971,回款-000971,51,2026-02-14,274893.39,承兑汇票
972,回款-000972,59,2026-04-10,258518.46,承兑汇票
973,回款-000973,2,2026-03-05,591836.6,承兑汇票
974,回款-000974,65,2026-01-31,574771.24,银行转账
975,回款-000975,61,2026-04-25,208478.65,承兑汇票
976,回款-000976,78,2026-02-25,661562.94,承兑汇票
977,回款-000977,10,2026-02-21,1103940.48,承兑汇票
978,回款-000978,79,2026-05-08,607470.22,银行转账
979,回款-000979,64,2026-03-13,922904.4,银行转账
980,回款-000980,6,2026-04-16,709986.64,承兑汇票
981,回款-000981,21,2026-01-21,205517.85,银行转账
982,回款-000982,27,2026-04-21,410388.2,银行转账
983,回款-000983,58,2026-02-19,179604.65,银行转账
984,回款-000984,39,2026-03-21,228854.66,银行转账
985,回款-000985,11,2026-03-11,507375.94,银行转账
986,回款-000986,28,2026-03-05,1121932.72,银行转账
987,回款-000987,59,2026-05-07,294661.05,承兑汇票
988,回款-000988,2,2026-01-28,871021.8,银行转账
989,回款-000989,7,2026-04-21,309743.89,承兑汇票
990,回款-000990,50,2026-02-26,1013706.3,承兑汇票
991,回款-000991,70,2026-05-20,381958.88,承兑汇票
