quality_inspection_id,inspection_code,inspection_type,supplier_id,material_id,production_order_id,inspection_date,inspected_qty,accepted_qty,rejected_qty,result,defect_type
1205,来料检验-001205,来料检验,43,16,,2026-05-27,25,25,0,合格,
1206,来料检验-001206,来料检验,3,70,,2025-07-07,115,115,0,合格,
1207,来料检验-001207,来料检验,41,53,,2025-03-21,92,92,0,合格,
1208,来料检验-001208,来料检验,5,38,,2025-12-23,140,140,0,合格,
1209,来料检验-001209,来料检验,25,41,,2024-12-01,28,28,0,合格,
1210,来料检验-001210,来料检验,26,109,,2025-01-25,101,101,0,合格,
1211,来料检验-001211,来料检验,11,79,,2024-11-20,157,157,0,合格,
1212,来料检验-001212,来料检验,25,114,,2025-07-02,575.2828,575.2828,0.0,合格,
1213,来料检验-001213,来料检验,49,83,,2025-01-04,841.5597,841.5597,0.0,合格,
1214,来料检验-001214,来料检验,19,81,,2025-02-21,154,154,0,合格,
1215,来料检验-001215,来料检验,33,54,,2025-12-04,58,58,0,合格,
1216,来料检验-001216,来料检验,48,22,,2025-06-24,22,22,0,合格,
1217,来料检验-001217,来料检验,36,106,,2025-07-05,132.2607,132.2607,0.0,合格,
1218,来料检验-001218,来料检验,50,39,,2025-09-18,125,125,0,合格,
1219,来料检验-001219,来料检验,48,98,,2025-12-03,434.5884,434.5884,0.0,合格,
1220,来料检验-001220,来料检验,35,96,,2026-06-26,59,59,0,合格,
1221,来料检验-001221,来料检验,46,114,,2024-10-01,929.2203,929.2203,0.0,合格,
1222,来料检验-001222,来料检验,11,30,,2026-01-08,103,103,0,合格,
1223,来料检验-001223,来料检验,13,108,,2025-05-28,555.7597,503.3798,52.3799,不合格,表面缺陷
1224,来料检验-001224,来料检验,33,28,,2026-04-15,1163.7639,1163.7639,0.0,合格,
1225,来料检验-001225,来料检验,21,87,,2026-04-25,102,102,0,合格,
1226,来料检验-001226,来料检验,31,92,,2025-12-30,755.7638,755.7638,0.0,合格,
1227,来料检验-001227,来料检验,25,41,,2025-01-04,109,109,0,合格,
1228,来料检验-001228,来料检验,6,88,,2026-07-23,41,41,0,合格,
1229,来料检验-001229,来料检验,42,78,,2025-01-06,36,36,0,合格,
1230,来料检验-001230,来料检验,4,117,,2025-06-05,56,56,0,合格,
1231,来料检验-001231,来料检验,41,27,,2026-06-19,894.0445,894.0445,0.0,合格,
1232,来料检验-001232,来料检验,32,71,,2026-03-22,111,111,0,合格,
1233,来料检验-001233,来料检验,16,2,,2026-07-21,475.7973,475.7973,0.0,合格,
1234,来料检验-001234,来料检验,14,5,,2026-07-21,48,48,0,合格,
1235,来料检验-001235,来料检验,39,97,,2026-04-25,73,73,0,合格,
1236,来料检验-001236,来料检验,9,77,,2024-09-20,53,53,0,合格,
1237,来料检验-001237,来料检验,35,17,,2025-10-12,133,133,0,合格,
1238,来料检验-001238,来料检验,31,18,,2025-09-12,369.7075,369.7075,0.0,合格,
1239,来料检验-001239,来料检验,1,26,,2026-08-05,692.7716,692.7716,0.0,合格,
1240,来料检验-001240,来料检验,25,101,,2025-06-21,89,89,0,合格,
1241,来料检验-001241,来料检验,42,43,,2026-03-05,274.9459,274.9459,0.0,合格,
1242,来料检验-001242,来料检验,49,75,,2025-09-08,698.0024,646.4258,51.5766,不合格,性能不达标
1243,来料检验-001243,来料检验,33,6,,2025-02-05,12,12,0,合格,
1244,来料检验-001244,来料检验,45,45,,2026-02-01,19,19,0,合格,
1245,来料检验-001245,来料检验,34,23,,2026-02-02,138,138,0,合格,
1246,来料检验-001246,来料检验,19,7,,2025-04-20,26,26,0,合格,
1247,来料检验-001247,来料检验,31,73,,2025-01-26,135,135,0,合格,
1248,来料检验-001248,来料检验,40,102,,2025-08-08,104,104,0,合格,
1249,来料检验-001249,来料检验,11,73,,2024-10-31,147,147,0,合格,
1250,来料检验-001250,来料检验,13,98,,2025-12-09,61.1037,61.1037,0.0,合格,
1251,来料检验-001251,来料检验,22,115,,2026-02-06,198.8528,198.8528,0.0,合格,
1252,来料检验-001252,来料检验,18,19,,2026-05-18,961.063,961.063,0.0,合格,
1253,来料检验-001253,来料检验,24,99,,2026-01-29,134.2067,134.2067,0.0,合格,
1254,来料检验-001254,来料检验,18,95,,2025-04-09,90,90,0,合格,
1255,来料检验-001255,来料检验,25,64,,2025-01-12,19,19,0,合格,
1256,来料检验-001256,来料检验,3,48,,2025-10-28,18,18,0,合格,
1257,来料检验-001257,来料检验,22,120,,2025-08-08,66,66,0,合格,
1258,来料检验-001258,来料检验,3,105,,2026-01-01,109,109,0,合格,
1259,来料检验-001259,来料检验,43,110,,2025-02-02,80,80,0,合格,
1260,来料检验-001260,来料检验,26,34,,2025-12-27,316.8131,316.8131,0.0,合格,
1261,来料检验-001261,来料检验,13,58,,2025-04-03,1038.7623,1038.7623,0.0,合格,
1262,来料检验-001262,来料检验,46,114,,2025-06-14,206.8572,206.8572,0.0,合格,
1263,来料检验-001263,来料检验,33,47,,2025-10-14,83,76,7,不合格,尺寸超差
1264,来料检验-001264,来料检验,39,97,,2024-11-10,34,34,0,合格,
1265,来料检验-001265,来料检验,14,71,,2026-04-20,101,101,0,合格,
1266,来料检验-001266,来料检验,3,65,,2025-11-21,120,120,0,合格,
1267,来料检验-001267,来料检验,9,62,,2025-01-24,65,65,0,合格,
1268,来料检验-001268,来料检验,9,62,,2024-11-05,32,32,0,合格,
1269,来料检验-001269,来料检验,32,29,,2025-01-23,138,138,0,合格,
1270,来料检验-001270,来料检验,45,47,,2024-12-01,67,67,0,合格,
1271,来料检验-001271,来料检验,44,32,,2025-07-01,107,95,12,不合格,表面缺陷
1272,来料检验-001272,来料检验,40,68,,2026-01-30,496.0548,496.0548,0.0,合格,
1273,来料检验-001273,来料检验,49,28,,2026-06-05,515.6024,499.2238,16.3786,不合格,表面缺陷
1274,来料检验-001274,来料检验,46,20,,2024-10-19,245.2579,245.2579,0.0,合格,
1275,来料检验-001275,来料检验,37,53,,2025-08-30,17,17,0,合格,
1276,来料检验-001276,来料检验,38,8,,2025-08-14,110,110,0,合格,
1277,来料检验-001277,来料检验,24,42,,2025-08-10,808.611,808.611,0.0,合格,
1278,来料检验-001278,来料检验,15,118,,2026-03-18,153,153,0,合格,
1279,来料检验-001279,来料检验,22,57,,2025-10-18,22,22,0,合格,
1280,来料检验-001280,来料检验,48,101,,2024-10-23,108,108,0,合格,
1281,来料检验-001281,来料检验,12,109,,2026-05-19,120,120,0,合格,
1282,来料检验-001282,来料检验,26,34,,2025-11-01,160.7673,160.7673,0.0,合格,
1283,来料检验-001283,来料检验,4,79,,2024-11-28,117,117,0,合格,
1284,来料检验-001284,来料检验,14,33,,2026-02-13,97,97,0,合格,
1285,来料检验-001285,来料检验,33,46,,2025-03-23,52,52,0,合格,
1286,来料检验-001286,来料检验,25,64,,2024-08-27,147,147,0,合格,
1287,来料检验-001287,来料检验,5,4,,2024-11-21,1015.1374,1015.1374,0.0,合格,
1288,来料检验-001288,来料检验,48,22,,2025-06-09,100,100,0,合格,
1289,来料检验-001289,来料检验,4,79,,2026-05-25,10,10,0,合格,
1290,来料检验-001290,来料检验,13,91,,2026-02-18,557.4374,557.4374,0.0,合格,
1291,来料检验-001291,来料检验,5,116,,2025-07-13,352.2477,352.2477,0.0,合格,
1292,来料检验-001292,来料检验,44,28,,2025-07-10,800.5723,800.5723,0.0,合格,
1293,来料检验-001293,来料检验,36,42,,2025-07-20,254.4166,230.6162,23.8004,不合格,尺寸超差
1294,来料检验-001294,来料检验,37,103,,2026-04-06,150,150,0,合格,
1295,来料检验-001295,来料检验,40,38,,2026-05-16,20,18,2,不合格,性能不达标
1296,来料检验-001296,来料检验,36,106,,2025-09-09,681.7991,681.7991,0.0,合格,
1297,来料检验-001297,来料检验,50,20,,2025-03-05,552.231,552.231,0.0,合格,
1298,来料检验-001298,来料检验,6,82,,2026-06-18,851.3358,851.3358,0.0,合格,
1299,来料检验-001299,来料检验,37,37,,2024-10-29,23,23,0,合格,
1300,来料检验-001300,来料检验,6,88,,2025-04-03,107,107,0,合格,
1301,来料检验-001301,来料检验,15,118,,2026-05-02,141,141,0,合格,
1302,来料检验-001302,来料检验,18,95,,2026-01-19,54,54,0,合格,
1303,来料检验-001303,来料检验,2,35,,2025-03-28,124.0478,124.0478,0.0,合格,
1304,来料检验-001304,来料检验,41,27,,2026-06-29,528.6628,528.6628,0.0,合格,
1305,来料检验-001305,来料检验,43,110,,2024-10-30,149,149,0,合格,
1306,来料检验-001306,来料检验,28,56,,2024-11-02,82,82,0,合格,
1307,来料检验-001307,来料检验,28,110,,2024-12-17,60,60,0,合格,
1308,来料检验-001308,来料检验,6,93,,2024-11-28,60,60,0,合格,
1309,来料检验-001309,来料检验,3,70,,2025-09-21,70,70,0,合格,
1310,来料检验-001310,来料检验,43,113,,2024-08-28,19,19,0,合格,
1311,来料检验-001311,来料检验,13,91,,2024-11-19,1075.5958,1075.5958,0.0,合格,
1312,来料检验-001312,来料检验,19,19,,2025-05-22,644.8714,644.8714,0.0,合格,
1313,来料检验-001313,来料检验,44,57,,2024-12-03,110,110,0,合格,
1314,来料检验-001314,来料检验,18,11,,2025-11-10,1022.0854,1022.0854,0.0,合格,
1315,来料检验-001315,来料检验,35,104,,2026-03-15,147,147,0,合格,
1316,来料检验-001316,来料检验,8,4,,2025-04-23,1029.6273,1029.6273,0.0,合格,
1317,来料检验-001317,来料检验,22,68,,2026-06-17,930.1291,930.1291,0.0,合格,
1318,来料检验-001318,来料检验,2,28,,2025-05-06,1124.7465,1124.7465,0.0,合格,
1319,来料检验-001319,来料检验,29,37,,2026-03-25,106,106,0,合格,
1320,来料检验-001320,来料检验,50,10,,2025-11-01,576.6105,576.6105,0.0,合格,
1321,来料检验-001321,来料检验,9,75,,2026-06-13,321.3943,321.3943,0.0,合格,
1322,来料检验-001322,来料检验,31,92,,2025-10-05,1109.0563,1109.0563,0.0,合格,
1323,来料检验-001323,来料检验,23,83,,2025-05-03,312.9151,312.9151,0.0,合格,
1324,来料检验-001324,来料检验,7,76,,2024-11-10,195.5388,195.5388,0.0,合格,
1325,来料检验-001325,来料检验,16,2,,2025-05-22,910.2523,910.2523,0.0,合格,
1326,来料检验-001326,来料检验,29,15,,2025-11-17,94,94,0,合格,
1327,来料检验-001327,来料检验,49,66,,2025-03-13,63.6147,63.6147,0.0,合格,
1328,来料检验-001328,来料检验,49,83,,2026-07-31,735.7764,735.7764,0.0,合格,
1329,来料检验-001329,来料检验,5,116,,2026-03-15,669.777,669.777,0.0,合格,
1330,来料检验-001330,来料检验,35,24,,2024-12-31,109,109,0,合格,
1331,来料检验-001331,来料检验,5,88,,2026-01-10,141,141,0,合格,
1332,来料检验-001332,来料检验,25,25,,2025-07-29,122,122,0,合格,
1333,来料检验-001333,来料检验,31,79,,2025-11-03,31,31,0,合格,
1334,来料检验-001334,来料检验,22,120,,2026-06-21,90,90,0,合格,
1335,来料检验-001335,来料检验,8,2,,2025-06-07,316.2842,316.2842,0.0,合格,
1336,来料检验-001336,来料检验,47,15,,2025-01-02,156,156,0,合格,
1337,来料检验-001337,来料检验,41,110,,2025-01-08,25,25,0,合格,
1338,来料检验-001338,来料检验,36,64,,2025-04-23,72,72,0,合格,
1339,来料检验-001339,来料检验,41,77,,2025-12-28,51,51,0,合格,
1340,来料检验-001340,来料检验,34,95,,2026-02-03,105,105,0,合格,
1341,来料检验-001341,来料检验,39,113,,2025-05-04,100,100,0,合格,
1342,来料检验-001342,来料检验,24,88,,2025-05-24,155,155,0,合格,
1343,来料检验-001343,来料检验,33,85,,2025-07-13,34,34,0,合格,
1344,来料检验-001344,来料检验,43,36,,2025-11-13,406.8258,406.8258,0.0,合格,
1345,来料检验-001345,来料检验,29,43,,2026-04-25,782.2186,782.2186,0.0,合格,
1346,来料检验-001346,来料检验,34,87,,2025-12-15,82,82,0,合格,
1347,来料检验-001347,来料检验,45,4,,2024-10-14,861.8225,861.8225,0.0,合格,
1348,来料检验-001348,来料检验,33,85,,2024-08-29,152,152,0,合格,
1349,来料检验-001349,来料检验,10,39,,2024-09-27,157,157,0,合格,
1350,来料检验-001350,来料检验,5,4,,2025-10-04,483.5264,483.5264,0.0,合格,
1351,来料检验-001351,来料检验,13,17,,2025-08-14,59,59,0,合格,
1352,来料检验-001352,来料检验,50,10,,2026-06-22,201.5295,201.5295,0.0,合格,
1353,来料检验-001353,来料检验,26,109,,2024-08-27,22,22,0,合格,
1354,来料检验-001354,来料检验,39,92,,2026-01-31,967.6277,967.6277,0.0,合格,
1355,来料检验-001355,来料检验,21,120,,2025-03-31,81,81,0,合格,
1356,来料检验-001356,来料检验,1,118,,2025-12-03,149,149,0,合格,
1357,来料检验-001357,来料检验,2,35,,2026-06-01,287.0451,287.0451,0.0,合格,
1358,来料检验-001358,来料检验,30,31,,2026-04-17,13,13,0,合格,
1359,来料检验-001359,来料检验,44,12,,2025-06-13,976.28,921.3082,54.9718,不合格,尺寸超差
1360,来料检验-001360,来料检验,28,32,,2026-02-12,67,67,0,合格,
1361,来料检验-001361,来料检验,15,81,,2025-03-04,20,20,0,合格,
1362,来料检验-001362,来料检验,32,71,,2026-07-11,115,115,0,合格,
1363,来料检验-001363,来料检验,37,103,,2025-09-11,37,37,0,合格,
1364,来料检验-001364,来料检验,1,61,,2026-01-01,19,19,0,合格,
1365,来料检验-001365,来料检验,9,114,,2026-01-15,834.7609,834.7609,0.0,合格,
1366,来料检验-001366,来料检验,28,85,,2025-10-07,79,79,0,合格,
1367,来料检验-001367,来料检验,26,84,,2025-01-01,40.2651,40.2651,0.0,合格,
1368,来料检验-001368,来料检验,42,43,,2024-11-26,354.4724,354.4724,0.0,合格,
1369,来料检验-001369,来料检验,10,22,,2026-01-20,152,152,0,合格,
1370,来料检验-001370,来料检验,1,118,,2026-04-26,9,9,0,合格,
1371,来料检验-001371,来料检验,23,59,,2026-01-03,274.4521,274.4521,0.0,合格,
1372,来料检验-001372,来料检验,14,8,,2025-09-29,31,31,0,合格,
1373,来料检验-001373,来料检验,3,3,,2025-09-14,144.7127,144.7127,0.0,合格,
1374,来料检验-001374,来料检验,23,42,,2024-08-28,536.9006,536.9006,0.0,合格,
1375,来料检验-001375,来料检验,32,23,,2026-02-14,103,103,0,合格,
1376,来料检验-001376,来料检验,39,113,,2026-06-15,48,48,0,合格,
1377,来料检验-001377,来料检验,39,78,,2026-05-12,57,57,0,合格,
1378,来料检验-001378,来料检验,7,49,,2025-09-28,13,13,0,合格,
1379,来料检验-001379,来料检验,27,26,,2026-04-27,79.9457,79.9457,0.0,合格,
1380,来料检验-001380,来料检验,38,8,,2025-06-27,109,109,0,合格,
1381,来料检验-001381,来料检验,9,114,,2026-07-15,904.2119,904.2119,0.0,合格,
1382,来料检验-001382,来料检验,22,115,,2026-05-29,35.7457,35.7457,0.0,合格,
1383,来料检验-001383,来料检验,44,67,,2025-12-19,561.1043,561.1043,0.0,合格,
1384,来料检验-001384,来料检验,23,32,,2026-05-31,157,157,0,合格,
1385,来料检验-001385,来料检验,43,36,,2024-12-10,437.4079,437.4079,0.0,合格,
1386,来料检验-001386,来料检验,17,62,,2025-01-04,119,119,0,合格,
1387,来料检验-001387,来料检验,42,10,,2025-08-13,433.5672,433.5672,0.0,合格,
1388,来料检验-001388,来料检验,5,108,,2025-08-11,922.0345,922.0345,0.0,合格,
1389,来料检验-001389,来料检验,17,112,,2025-07-06,129,129,0,合格,
1390,来料检验-001390,来料检验,3,65,,2025-05-03,106,106,0,合格,
1391,来料检验-001391,来料检验,14,98,,2025-05-16,661.014,661.014,0.0,合格,
1392,来料检验-001392,来料检验,15,119,,2025-10-17,61,61,0,合格,
1393,来料检验-001393,来料检验,14,5,,2025-05-14,63,63,0,合格,
1394,来料检验-001394,来料检验,3,48,,2024-11-10,87,87,0,合格,
1395,来料检验-001395,来料检验,49,40,,2024-11-17,106,106,0,合格,
1396,来料检验-001396,来料检验,34,41,,2026-03-04,6,6,0,合格,
1397,来料检验-001397,来料检验,36,87,,2024-09-23,11,11,0,合格,
1398,来料检验-001398,来料检验,7,76,,2024-10-24,545.657,545.657,0.0,合格,
1399,来料检验-001399,来料检验,49,40,,2026-07-06,57,57,0,合格,
1400,来料检验-001400,来料检验,32,88,,2025-12-18,72,72,0,合格,
1401,来料检验-001401,来料检验,33,36,,2026-06-08,55.7934,55.7934,0.0,合格,
1402,来料检验-001402,来料检验,40,102,,2026-01-25,64,64,0,合格,
1403,来料检验-001403,来料检验,48,18,,2024-12-22,1042.2117,1042.2117,0.0,合格,
1404,来料检验-001404,来料检验,22,57,,2024-11-01,114,114,0,合格,
1405,来料检验-001405,来料检验,19,1,,2025-12-14,891.0698,891.0698,0.0,合格,
1406,来料检验-001406,来料检验,3,70,,2025-03-13,50,50,0,合格,
1407,来料检验-001407,来料检验,13,108,,2024-10-06,138.268,138.268,0.0,合格,
1408,来料检验-001408,来料检验,14,5,,2026-03-20,77,77,0,合格,
1409,来料检验-001409,来料检验,1,1,,2026-01-04,52.5211,52.5211,0.0,合格,
1410,来料检验-001410,来料检验,5,108,,2025-04-04,1063.9275,1063.9275,0.0,合格,
1411,来料检验-001411,来料检验,19,37,,2025-07-18,152,152,0,合格,
1412,来料检验-001412,来料检验,18,55,,2025-02-13,58,58,0,合格,
1413,来料检验-001413,来料检验,34,45,,2026-03-11,9,9,0,合格,
1414,来料检验-001414,来料检验,15,23,,2024-09-17,54,54,0,合格,
1415,来料检验-001415,来料检验,36,64,,2026-02-25,46,40,6,不合格,表面缺陷
1416,来料检验-001416,来料检验,39,48,,2024-11-27,114,114,0,合格,
1417,来料检验-001417,来料检验,33,65,,2025-08-01,116,116,0,合格,
1418,来料检验-001418,来料检验,37,103,,2026-06-06,24,24,0,合格,
1419,来料检验-001419,来料检验,41,53,,2026-02-24,38,38,0,合格,
1420,来料检验-001420,来料检验,40,9,,2025-01-17,66,66,0,合格,
1421,来料检验-001421,来料检验,31,79,,2025-08-21,146,146,0,合格,
1422,来料检验-001422,来料检验,2,109,,2025-11-19,9,9,0,合格,
1423,来料检验-001423,来料检验,10,90,,2025-07-26,101.8179,101.8179,0.0,合格,
1424,来料检验-001424,来料检验,17,58,,2025-08-06,121.3302,121.3302,0.0,合格,
1425,来料检验-001425,来料检验,33,112,,2025-10-03,47,47,0,合格,
1426,来料检验-001426,来料检验,13,2,,2025-11-28,282.6395,282.6395,0.0,合格,
1427,来料检验-001427,来料检验,30,14,,2024-12-05,115,115,0,合格,
1428,来料检验-001428,来料检验,3,33,,2025-10-06,80,80,0,合格,
1429,来料检验-001429,来料检验,5,39,,2026-06-01,75,75,0,合格,
1430,来料检验-001430,来料检验,11,12,,2025-09-30,245.7013,245.7013,0.0,合格,
1431,来料检验-001431,来料检验,42,78,,2025-06-25,42,42,0,合格,
1432,来料检验-001432,来料检验,11,30,,2025-06-08,29,29,0,合格,
1433,来料检验-001433,来料检验,7,16,,2026-08-05,160,160,0,合格,
1434,来料检验-001434,来料检验,43,113,,2025-12-27,125,125,0,合格,
1435,来料检验-001435,来料检验,21,80,,2024-09-30,76,76,0,合格,
1436,来料检验-001436,来料检验,11,38,,2024-10-27,154,154,0,合格,
1437,来料检验-001437,来料检验,5,13,,2024-09-11,91,91,0,合格,
1438,来料检验-001438,来料检验,18,19,,2026-03-22,763.6511,763.6511,0.0,合格,
1439,来料检验-001439,来料检验,42,102,,2025-09-01,76,76,0,合格,
1440,来料检验-001440,来料检验,32,88,,2025-06-01,109,109,0,合格,
1441,来料检验-001441,来料检验,48,22,,2025-05-06,34,34,0,合格,
1442,来料检验-001442,来料检验,7,49,,2026-06-15,31,31,0,合格,
1443,来料检验-001443,来料检验,4,79,,2025-04-17,138,138,0,合格,
1444,来料检验-001444,来料检验,36,7,,2025-04-17,127,127,0,合格,
1445,来料检验-001445,来料检验,9,114,,2025-06-23,795.8006,795.8006,0.0,合格,
1446,来料检验-001446,来料检验,26,34,,2025-11-02,1040.8037,1040.8037,0.0,合格,
1447,来料检验-001447,来料检验,35,82,,2026-02-06,41.5748,41.5748,0.0,合格,
1448,来料检验-001448,来料检验,26,35,,2026-01-20,861.6957,861.6957,0.0,合格,
1449,来料检验-001449,来料检验,44,67,,2025-10-09,139.2963,139.2963,0.0,合格,
1450,来料检验-001450,来料检验,14,71,,2024-10-10,96,96,0,合格,
1451,来料检验-001451,来料检验,7,49,,2026-04-17,159,159,0,合格,
1452,来料检验-001452,来料检验,46,54,,2025-06-13,124,124,0,合格,
1453,来料检验-001453,来料检验,26,39,,2025-01-10,93,93,0,合格,
1454,来料检验-001454,来料检验,23,32,,2025-12-17,149,149,0,合格,
1455,来料检验-001455,来料检验,47,69,,2026-02-02,149,149,0,合格,
1456,来料检验-001456,来料检验,8,17,,2025-03-30,148,148,0,合格,
1457,来料检验-001457,来料检验,22,92,,2026-05-02,1126.6206,1126.6206,0.0,合格,
1458,来料检验-001458,来料检验,47,29,,2025-12-18,74,74,0,合格,
1459,来料检验-001459,来料检验,17,58,,2025-04-04,835.8536,835.8536,0.0,合格,
1460,来料检验-001460,来料检验,49,83,,2025-09-26,611.0772,611.0772,0.0,合格,
1461,来料检验-001461,来料检验,27,6,,2024-09-29,48,48,0,合格,
1462,来料检验-001462,来料检验,4,15,,2025-03-08,148,148,0,合格,
1463,来料检验-001463,来料检验,39,92,,2026-05-17,479.014,479.014,0.0,合格,
1464,来料检验-001464,来料检验,39,115,,2025-03-15,538.1495,538.1495,0.0,合格,
1465,来料检验-001465,来料检验,30,96,,2026-04-21,74,74,0,合格,
1466,来料检验-001466,来料检验,30,31,,2025-06-28,126,126,0,合格,
1467,来料检验-001467,来料检验,36,42,,2025-05-26,146.0584,146.0584,0.0,合格,
1468,来料检验-001468,来料检验,11,63,,2026-03-16,94,94,0,合格,
1469,来料检验-001469,来料检验,50,10,,2024-10-29,822.6373,822.6373,0.0,合格,
1470,来料检验-001470,来料检验,34,106,,2024-12-29,87.4602,87.4602,0.0,合格,
1471,来料检验-001471,来料检验,7,76,,2025-01-25,239.9032,239.9032,0.0,合格,
1472,来料检验-001472,来料检验,24,34,,2025-09-26,356.9026,356.9026,0.0,合格,
1473,来料检验-001473,来料检验,33,54,,2025-05-21,122,122,0,合格,
1474,来料检验-001474,来料检验,36,95,,2025-06-20,58,58,0,合格,
1475,来料检验-001475,来料检验,25,64,,2024-10-30,25,25,0,合格,
1476,来料检验-001476,来料检验,34,85,,2025-03-28,153,153,0,合格,
1477,来料检验-001477,来料检验,42,85,,2026-06-13,159,159,0,合格,
1478,来料检验-001478,来料检验,36,87,,2024-09-19,105,105,0,合格,
1479,来料检验-001479,来料检验,46,24,,2025-04-06,142,142,0,合格,
1480,来料检验-001480,来料检验,45,15,,2026-02-11,39,39,0,合格,
1481,来料检验-001481,来料检验,14,56,,2026-05-31,143,143,0,合格,
1482,来料检验-001482,来料检验,21,77,,2025-11-15,84,84,0,合格,
1483,来料检验-001483,来料检验,46,24,,2025-12-06,23,23,0,合格,
1484,来料检验-001484,来料检验,44,105,,2025-06-20,140,140,0,合格,
1485,来料检验-001485,来料检验,24,34,,2026-01-24,1163.5874,1163.5874,0.0,合格,
1486,来料检验-001486,来料检验,24,53,,2025-05-01,61,61,0,合格,
1487,来料检验-001487,来料检验,14,5,,2025-06-04,102,102,0,合格,
1488,来料检验-001488,来料检验,37,53,,2025-05-11,131,131,0,合格,
1489,来料检验-001489,来料检验,17,67,,2026-06-13,832.7137,832.7137,0.0,合格,
1490,来料检验-001490,来料检验,27,59,,2025-11-10,862.5579,862.5579,0.0,合格,
1491,来料检验-001491,来料检验,1,51,,2025-10-23,164.6285,164.6285,0.0,合格,
1492,来料检验-001492,来料检验,40,24,,2026-05-04,122,122,0,合格,
1493,来料检验-001493,来料检验,9,83,,2026-05-26,1039.0536,1039.0536,0.0,合格,
1494,来料检验-001494,来料检验,25,101,,2025-10-31,53,53,0,合格,
1495,来料检验-001495,来料检验,12,84,,2025-06-20,844.7389,844.7389,0.0,合格,
1496,来料检验-001496,来料检验,10,90,,2024-11-19,366.6786,366.6786,0.0,合格,
1497,来料检验-001497,来料检验,8,43,,2025-01-07,636.022,636.022,0.0,合格,
1498,来料检验-001498,来料检验,9,100,,2025-01-12,1117.7743,1117.7743,0.0,合格,
1499,来料检验-001499,来料检验,13,65,,2025-04-09,137,137,0,合格,
1500,来料检验-001500,来料检验,20,91,,2025-08-21,238.3128,238.3128,0.0,合格,
1501,来料检验-001501,来料检验,50,116,,2025-05-31,1091.1941,1091.1941,0.0,合格,
1502,来料检验-001502,来料检验,40,68,,2024-10-27,919.499,919.499,0.0,合格,
1503,来料检验-001503,来料检验,40,7,,2025-09-24,72,72,0,合格,
1504,来料检验-001504,来料检验,7,104,,2026-01-22,87,87,0,合格,
1505,来料检验-001505,来料检验,49,40,,2024-09-26,150,150,0,合格,
1506,来料检验-001506,来料检验,3,23,,2026-04-27,43,43,0,合格,
1507,来料检验-001507,来料检验,30,14,,2026-05-05,137,137,0,合格,
1508,来料检验-001508,来料检验,39,29,,2025-06-10,22,22,0,合格,
1509,来料检验-001509,来料检验,42,78,,2026-05-13,61,61,0,合格,
1510,来料检验-001510,来料检验,17,67,,2026-05-05,471.0923,471.0923,0.0,合格,
1511,来料检验-001511,来料检验,26,35,,2024-12-06,1122.102,1122.102,0.0,合格,
1512,来料检验-001512,来料检验,21,77,,2025-04-30,68,68,0,合格,
1513,来料检验-001513,来料检验,33,28,,2026-03-25,950.1241,950.1241,0.0,合格,
1514,来料检验-001514,来料检验,25,73,,2025-08-30,152,152,0,合格,
1515,来料检验-001515,来料检验,1,81,,2026-06-22,105,105,0,合格,
1516,来料检验-001516,来料检验,44,105,,2026-07-25,153,153,0,合格,
1517,来料检验-001517,来料检验,31,73,,2025-10-21,75,75,0,合格,
1518,来料检验-001518,来料检验,38,67,,2025-01-01,841.684,841.684,0.0,合格,
1519,来料检验-001519,来料检验,18,50,,2024-12-01,906.8242,906.8242,0.0,合格,
1520,来料检验-001520,来料检验,41,115,,2025-08-28,757.1375,757.1375,0.0,合格,
1521,来料检验-001521,来料检验,10,14,,2024-12-09,111,111,0,合格,
1522,来料检验-001522,来料检验,37,37,,2025-06-25,16,16,0,合格,
1523,来料检验-001523,来料检验,35,36,,2026-04-01,502.1238,502.1238,0.0,合格,
1524,来料检验-001524,来料检验,22,92,,2025-01-27,101.6951,101.6951,0.0,合格,
1525,来料检验-001525,来料检验,23,32,,2025-01-09,13,13,0,合格,
1526,来料检验-001526,来料检验,10,9,,2025-08-15,45,45,0,合格,
1527,来料检验-001527,来料检验,18,49,,2025-02-24,111,111,0,合格,
1528,来料检验-001528,来料检验,37,103,,2026-05-11,146,146,0,合格,
1529,来料检验-001529,来料检验,17,59,,2025-09-24,930.2378,930.2378,0.0,合格,
1530,来料检验-001530,来料检验,3,48,,2024-08-30,13,13,0,合格,
1531,来料检验-001531,来料检验,45,47,,2026-04-07,13,13,0,合格,
1532,来料检验-001532,来料检验,43,36,,2025-05-24,1009.2349,1009.2349,0.0,合格,
1533,来料检验-001533,来料检验,10,14,,2026-01-11,88,88,0,合格,
1534,来料检验-001534,来料检验,48,31,,2025-09-26,34,34,0,合格,
1535,来料检验-001535,来料检验,13,98,,2024-10-06,524.0931,524.0931,0.0,合格,
1536,来料检验-001536,来料检验,19,19,,2025-10-23,42.849,42.849,0.0,合格,
1537,来料检验-001537,来料检验,24,21,,2026-04-20,106,106,0,合格,
1538,来料检验-001538,来料检验,40,97,,2025-01-02,24,24,0,合格,
1539,来料检验-001539,来料检验,17,18,,2025-04-03,919.9058,919.9058,0.0,合格,
1540,来料检验-001540,来料检验,24,44,,2025-01-29,710.8043,710.8043,0.0,合格,
1541,来料检验-001541,来料检验,49,68,,2024-10-15,607.6892,607.6892,0.0,合格,
