order_cost_snapshot_id,sales_order_id,snapshot_date,material_cost,labor_cost,outsource_cost,overhead_cost,logistics_cost,total_cost,sales_revenue,gross_profit,gross_margin_rate,cost_type
456,456,2025-04-05,232323.4,28698.1,38932.06,36564.34,6781.38,343299.28,491271.37,147972.09,0.3012,实际
457,457,2025-04-05,121051.43,33999.86,7534.95,23883.92,3214.66,189684.82,241827.88,52143.06,0.2156,实际
458,458,2025-03-06,199415.52,20034.91,28343.91,39448.86,5693.99,292937.19,362049.87,69112.68,0.1909,实际
459,459,2025-03-07,183449.92,32420.38,7733.3,40338.08,4779.58,268721.26,349447.46,80726.2,0.231,实际
460,460,2025-05-05,63504.03,26439.8,18388.81,15090.74,2047.32,125470.7,164428.04,38957.34,0.2369,实际
461,461,2025-03-21,84678.75,34260.53,34993.7,19918.93,2991.81,176843.72,225145.09,48301.37,0.2145,实际
462,462,2025-05-03,135381.15,37262.51,23741.5,33738.97,3978.07,234102.2,290544.59,56442.39,0.1943,实际
463,463,2025-04-17,387035.04,28797.39,56380.74,94678.74,11085.39,577977.3,839381.75,261404.45,0.3114,实际
464,464,2025-04-09,405710.1,107304.65,18001.35,64252.95,10592.8,605861.85,864320.8,258458.95,0.299,实际
465,465,2025-04-05,222820.36,31312.72,42895.24,49544.32,6642.88,353215.52,449427.79,96212.27,0.2141,实际
466,466,2025-03-03,464646.8,57396.2,77864.12,73128.68,13562.76,686598.56,912591.93,225993.37,0.2476,实际
467,467,2025-05-01,345931.34,73346.26,58873.56,64311.34,10120.12,552582.62,827194.53,274611.91,0.332,实际
468,468,2025-03-15,142017.38,7536.24,28158.39,26319.15,4254.39,208285.56,296633.48,88347.92,0.2978,实际
469,469,2025-05-09,47414.67,35988.8,10155.51,18599.52,1439.25,113597.76,150409.13,36811.37,0.2447,实际
470,470,2025-03-13,71340.64,36366.85,29778.64,25269.95,2527.98,165284.07,219305.08,54021.01,0.2463,实际
471,471,2025-02-24,83239.14,17968.22,8307.57,17971.4,2288.67,129775.0,185752.55,55977.55,0.3014,实际
472,472,2025-05-15,572897.5,70878.35,78043.65,104808.2,16273.55,842901.25,1186485.56,343584.31,0.2896,实际
473,473,2025-03-21,249805.29,71546.79,19292.25,71228.73,6727.44,418600.5,557506.59,138906.09,0.2492,实际
474,474,2025-02-26,109967.99,32426.15,23687.61,27287.23,3341.39,196710.36,278446.74,81736.38,0.2935,实际
475,475,2025-05-14,129596.26,75748.54,20858.7,37549.78,3761.38,267514.66,388291.76,120777.1,0.311,实际
476,476,2025-03-27,691862.68,146692.52,117747.12,128622.68,20240.24,1105165.24,1447292.76,342127.52,0.2364,实际
477,477,2025-05-15,72454.19,23676.9,19716.24,15963.76,2304.26,134115.35,197183.86,63068.51,0.3198,实际
478,478,2025-03-23,410460.92,128410.48,47898.56,107437.56,11459.0,705666.52,947192.31,241525.79,0.255,实际
479,479,2025-03-12,72204.91,37477.63,11448.11,23499.35,2091.33,146721.32,208608.97,61887.65,0.2967,实际
480,480,2025-04-01,537577.8,64926.35,93084.75,100790.85,15766.55,812146.25,1227956.43,415810.18,0.3386,实际
481,481,2025-05-13,64798.13,37874.27,10429.35,18774.89,1880.69,133757.33,172708.63,38951.3,0.2255,实际
482,482,2025-04-10,142244.01,107966.4,30466.53,55798.56,4317.75,340793.28,442042.55,101249.27,0.229,实际
483,483,2025-04-26,229159.0,28351.34,31217.46,41923.28,6509.42,337160.5,473250.55,136090.05,0.2876,实际
484,484,2025-05-18,364908.06,65513.1,92490.24,93914.88,11434.95,628261.26,804194.94,175933.68,0.2188,实际
485,485,2025-03-17,459415.11,64467.51,25312.14,71944.5,12118.17,633257.46,927509.36,294251.9,0.3172,实际
486,486,2025-03-02,482933.5,58239.95,130666.3,100574.4,15340.0,787754.15,1186991.44,399237.29,0.3363,实际
487,487,2025-04-21,307845.69,96307.86,35923.92,80578.17,8594.25,529249.89,732830.88,203580.99,0.2778,实际
488,488,2025-02-27,79789.0,32686.21,11430.09,18313.2,2280.48,144498.98,197574.26,53075.28,0.2686,实际
489,489,2025-03-08,598246.56,60104.73,85031.73,118346.58,17081.97,878811.57,1081657.47,202845.9,0.1875,实际
490,490,2025-04-14,107515.56,12985.27,18616.95,20158.17,3153.31,162429.25,201554.25,39125.0,0.1941,实际
491,491,2025-05-11,537577.8,64926.35,93084.75,100790.85,15766.55,812146.25,1134131.19,321984.94,0.2839,实际
492,492,2025-05-16,232323.4,28698.1,38932.06,36564.34,6781.38,343299.28,512666.63,169367.35,0.3304,实际
493,493,2025-02-28,398945.0,163431.05,57150.45,91566.0,11402.4,722494.9,960338.18,237843.28,0.2477,实际
494,494,2025-05-02,153138.37,21489.17,8437.38,23981.5,4039.39,211085.82,277230.53,66144.71,0.2386,实际
495,495,2025-03-28,200711.54,62883.94,62629.14,54055.42,6583.52,386863.56,536714.02,149850.46,0.2792,实际
496,496,2025-04-18,111410.18,15656.36,21447.62,24772.16,3321.44,176607.76,266436.46,89828.7,0.3371,实际
497,497,2025-03-09,92468.06,67191.14,53803.14,37398.6,3656.78,254517.7,314673.67,60155.97,0.1912,实际
498,498,2025-05-01,459415.11,64467.51,25312.14,71944.5,12118.17,633257.46,843175.25,209917.79,0.249,实际
499,499,2025-03-21,362270.95,118384.5,98581.2,79818.8,11521.3,670576.75,893118.46,222541.71,0.2492,实际
500,500,2025-04-11,254036.25,102781.59,104981.1,59756.79,8975.43,530531.16,745739.23,215208.07,0.2886,实际
501,501,2025-04-18,142244.01,107966.4,30466.53,55798.56,4317.75,340793.28,436812.16,96018.88,0.2198,实际
502,502,2025-03-11,47414.67,35988.8,10155.51,18599.52,1439.25,113597.76,138837.99,25240.23,0.1818,实际
503,503,2025-04-16,516046.72,38396.52,75174.32,126238.32,14780.52,770636.4,948129.2,177492.8,0.1872,实际
504,504,2025-04-07,116161.7,14349.05,19466.03,18282.17,3390.69,171649.64,238371.48,66721.84,0.2799,实际
505,505,2025-05-12,109967.99,32426.15,23687.61,27287.23,3341.39,196710.36,284101.77,87391.41,0.3076,实际
506,506,2025-05-04,109967.99,32426.15,23687.61,27287.23,3341.39,196710.36,288375.04,91664.68,0.3179,实际
507,507,2025-04-07,46234.03,33595.57,26901.57,18699.3,1828.39,127258.85,158255.96,30997.11,0.1959,实际
508,508,2025-03-23,166478.28,35936.44,16615.14,35942.8,4577.34,259550.0,334565.2,75015.2,0.2242,实际
509,509,2025-05-07,426052.14,22608.72,84475.17,78957.45,12763.17,624856.68,938215.33,313358.65,0.334,实际
510,510,2025-03-19,406143.45,111787.53,71224.5,101216.91,11934.21,702306.6,967063.19,264756.59,0.2738,实际
511,511,2025-03-31,193173.4,23295.98,52266.52,40229.76,6136.0,315101.66,401169.5,86067.84,0.2145,实际
512,512,2025-04-25,410460.92,128410.48,47898.56,107437.56,11459.0,705666.52,923030.34,217363.82,0.2355,实际
513,513,2025-04-22,199415.52,20034.91,28343.91,39448.86,5693.99,292937.19,393592.13,100654.94,0.2557,实际
514,514,2025-05-15,144001.04,129856.84,22827.12,58773.28,4170.72,359629.0,496192.54,136563.54,0.2752,实际
515,515,2025-03-14,107515.56,12985.27,18616.95,20158.17,3153.31,162429.25,241319.04,78889.79,0.3269,实际
516,516,2025-03-31,205230.46,64205.24,23949.28,53718.78,5729.5,352833.26,439665.1,86831.84,0.1975,实际
517,517,2025-03-19,222820.36,31312.72,42895.24,49544.32,6642.88,353215.52,443914.82,90699.3,0.2043,实际
518,518,2025-04-18,710086.9,37681.2,140791.95,131595.75,21271.95,1041427.8,1502230.76,460802.96,0.3067,实际
519,519,2025-05-08,83268.43,23848.93,6430.75,23742.91,2242.48,139533.5,180063.75,40530.25,0.2251,实际
520,520,2025-04-12,241850.52,75849.15,9803.88,39758.94,6291.36,373553.85,494535.36,120981.51,0.2446,实际
521,521,2025-03-25,242102.86,67999.72,15069.9,47767.84,6429.32,379369.64,549835.78,170466.14,0.31,实际
522,522,2025-03-17,166478.28,35936.44,16615.14,35942.8,4577.34,259550.0,352588.96,93038.96,0.2639,实际
523,523,2025-04-09,107515.56,12985.27,18616.95,20158.17,3153.31,162429.25,208209.25,45780.0,0.2199,实际
524,524,2025-03-25,363154.29,101999.58,22604.85,71651.76,9643.98,569054.46,808583.49,239529.03,0.2962,实际
525,525,2025-03-18,60104.08,23126.86,7258.5,18170.28,1684.06,110343.78,164363.76,54019.98,0.3287,实际
526,526,2025-04-06,242102.86,67999.72,15069.9,47767.84,6429.32,379369.64,464929.13,85559.49,0.184,实际
527,527,2025-04-21,416342.15,119244.65,32153.75,118714.55,11212.4,697667.5,1011601.17,313933.67,0.3103,实际
528,528,2025-04-22,80616.84,25283.05,3267.96,13252.98,2097.12,124517.95,175735.96,51218.01,0.2914,实际
529,529,2025-05-02,199415.52,20034.91,28343.91,39448.86,5693.99,292937.19,393501.55,100564.36,0.2556,实际
530,530,2025-04-01,72204.91,37477.63,11448.11,23499.35,2091.33,146721.32,213408.32,66687.0,0.3125,实际
531,531,2025-04-26,301067.31,94325.91,93943.71,81083.13,9875.28,580295.34,864446.94,284151.6,0.3287,实际
532,532,2025-04-06,114579.5,14175.67,15608.73,20961.64,3254.71,168580.25,249510.7,80930.45,0.3244,实际
533,533,2025-04-04,208444.3,38274.0,62033.74,56347.24,6761.96,371861.24,544448.18,172586.94,0.317,实际
534,534,2025-03-19,92468.06,67191.14,53803.14,37398.6,3656.78,254517.7,381535.1,127017.4,0.3329,实际
535,535,2025-06-07,691862.68,146692.52,117747.12,128622.68,20240.24,1105165.24,1630296.26,525131.02,0.3221,实际
536,536,2025-04-30,406143.45,111787.53,71224.5,101216.91,11934.21,702306.6,1026283.58,323976.98,0.3157,实际
537,537,2025-04-18,221931.86,48597.04,35796.78,58048.72,6443.22,370817.62,503793.66,132976.04,0.2639,实际
538,538,2025-06-10,142017.38,7536.24,28158.39,26319.15,4254.39,208285.56,279295.26,71009.7,0.2542,实际
539,539,2025-06-02,120208.16,46253.72,14517.0,36340.56,3368.12,220687.56,315328.3,94640.74,0.3001,实际
540,540,2025-04-02,284034.76,15072.48,56316.78,52638.3,8508.78,416571.12,513939.99,97368.87,0.1895,实际
541,541,2025-05-11,84678.75,34260.53,34993.7,19918.93,2991.81,176843.72,252759.44,75915.72,0.3003,实际
542,542,2025-03-28,215031.12,25970.54,37233.9,40316.34,6306.62,324858.5,474744.29,149885.79,0.3157,实际
543,543,2025-05-01,518897.01,110019.39,88310.34,96467.01,15180.18,828873.93,1241415.19,412541.26,0.3323,实际
544,544,2025-04-18,47414.67,35988.8,10155.51,18599.52,1439.25,113597.76,139993.56,26395.8,0.1886,实际
545,545,2025-05-01,104654.27,11633.15,23443.71,25850.26,3202.45,168783.84,227924.64,59140.8,0.2595,实际
546,546,2025-05-07,79789.0,32686.21,11430.09,18313.2,2280.48,144498.98,212772.09,68273.11,0.3209,实际
547,547,2025-06-01,363154.29,101999.58,22604.85,71651.76,9643.98,569054.46,756281.19,187226.73,0.2476,实际
548,548,2025-04-27,242102.86,67999.72,15069.9,47767.84,6429.32,379369.64,545966.56,166596.92,0.3051,实际
549,549,2025-05-25,103494.89,29445.48,23216.03,30950.2,3167.77,190274.38,242414.88,52140.5,0.2151,实际
550,550,2025-04-05,190512.09,79319.4,55166.43,45272.22,6141.96,376412.1,527634.69,151222.59,0.2866,实际
551,551,2025-05-15,159644.49,112592.73,97199.1,72631.17,6421.08,448488.6,606049.36,157560.76,0.26,实际
552,552,2025-04-06,107515.56,12985.27,18616.95,20158.17,3153.31,162429.25,208158.04,45728.79,0.2197,实际
553,553,2025-04-23,159715.01,15627.64,17365.19,36267.61,4427.0,233402.45,329657.28,96254.83,0.292,实际
554,554,2025-04-28,78106.98,13042.4,26694.36,22696.7,2620.03,143160.48,198064.16,54903.68,0.2772,实际
555,555,2025-04-06,258023.36,19198.26,37587.16,63119.16,7390.26,385318.2,534329.61,149011.41,0.2789,实际
556,556,2025-03-29,110965.93,24298.52,17898.39,29024.36,3221.61,185408.81,261653.41,76244.6,0.2914,实际
557,557,2025-06-05,423393.75,171302.65,174968.5,99594.65,14959.05,884218.6,1237376.84,353158.24,0.2854,实际
558,558,2025-05-12,183449.92,32420.38,7733.3,40338.08,4779.58,268721.26,370392.56,101671.3,0.2745,实际
559,559,2025-05-21,114579.5,14175.67,15608.73,20961.64,3254.71,168580.25,228366.71,59786.46,0.2618,实际
560,560,2025-05-24,92468.06,67191.14,53803.14,37398.6,3656.78,254517.7,367127.07,112609.37,0.3067,实际
561,561,2025-04-28,102615.23,32102.62,11974.64,26859.39,2864.75,176416.63,226675.44,50258.81,0.2217,实际
562,562,2025-04-04,142017.38,7536.24,28158.39,26319.15,4254.39,208285.56,301541.02,93255.46,0.3093,实际
563,563,2025-05-24,200711.54,62883.94,62629.14,54055.42,6583.52,386863.56,507894.69,121031.13,0.2383,实际
564,564,2025-05-02,231170.15,167977.85,134507.85,93496.5,9141.95,636294.25,896573.83,260279.58,0.2903,实际
565,565,2025-03-30,36000.26,32464.21,5706.78,14693.32,1042.68,89907.25,131368.75,41461.5,0.3156,实际
566,566,2025-06-02,142017.38,7536.24,28158.39,26319.15,4254.39,208285.56,293445.56,85160.0,0.2902,实际
567,567,2025-04-21,79853.22,12134.97,27781.49,20061.42,2690.87,142521.96,193241.19,50719.23,0.2625,实际
568,568,2025-05-22,190512.09,79319.4,55166.43,45272.22,6141.96,376412.1,488663.72,112251.62,0.2297,实际
569,569,2025-04-15,72454.19,23676.9,19716.24,15963.76,2304.26,134115.35,191680.6,57565.25,0.3003,实际
570,570,2025-04-26,83268.43,23848.93,6430.75,23742.91,2242.48,139533.5,208530.13,68996.63,0.3309,实际
571,571,2025-04-22,96586.7,11647.99,26133.26,20114.88,3068.0,157550.83,227503.44,69952.61,0.3075,实际
572,572,2025-05-06,200711.54,62883.94,62629.14,54055.42,6583.52,386863.56,541084.64,154221.08,0.285,实际
573,573,2025-05-06,219935.98,64852.3,47375.22,54574.46,6682.78,393420.72,528899.16,135478.44,0.2562,实际
574,574,2025-05-25,180001.3,162321.05,28533.9,73466.6,5213.4,449536.25,623539.97,174003.72,0.2791,实际
575,575,2025-04-05,254016.12,105759.2,73555.24,60362.96,8189.28,501882.8,656167.44,154284.64,0.2351,实际
576,576,2025-06-22,80616.84,25283.05,3267.96,13252.98,2097.12,124517.95,162192.22,37674.27,0.2323,实际
577,577,2025-06-01,386346.8,46591.96,104533.04,80459.52,12272.0,630203.32,814916.28,184712.96,0.2267,实际
578,578,2025-05-22,214021.92,109100.55,89335.92,75809.85,7583.94,495852.21,713737.64,217885.43,0.3053,实际
579,579,2025-04-22,239559.66,36404.91,83344.47,60184.26,8072.61,427565.88,613089.6,185523.72,0.3026,实际
580,580,2025-05-23,216614.73,112432.89,34344.33,70498.05,6273.99,440163.96,556350.45,116186.49,0.2088,实际
581,581,2025-06-06,63504.03,26439.8,18388.81,15090.74,2047.32,125470.7,162365.63,36894.93,0.2272,实际
582,582,2025-04-29,399266.1,60674.85,138907.45,100307.1,13454.35,712609.8,1076063.72,363453.92,0.3378,实际
583,583,2025-04-12,612553.48,85956.68,33749.52,95926.0,16157.56,844343.28,1186018.62,341675.34,0.2881,实际
584,584,2025-04-27,109967.99,32426.15,23687.61,27287.23,3341.39,196710.36,268361.88,71651.52,0.267,实际
585,585,2025-06-03,72000.52,64928.42,11413.56,29386.64,2085.36,179814.5,244367.55,64553.05,0.2642,实际
586,586,2025-04-08,172965.67,36673.13,29436.78,32155.67,5060.06,276291.31,348702.52,72411.21,0.2077,实际
587,587,2025-05-25,72204.91,37477.63,11448.11,23499.35,2091.33,146721.32,186160.98,39439.66,0.2119,实际
588,588,2025-04-23,121051.43,33999.86,7534.95,23883.92,3214.66,189684.82,249852.79,60167.97,0.2408,实际
589,589,2025-06-06,91724.96,16210.19,3866.65,20169.04,2389.79,134360.63,191252.95,56892.32,0.2975,实际
590,590,2025-06-03,144409.82,74955.26,22896.22,46998.7,4182.66,293442.64,396211.72,102769.08,0.2594,实际
591,591,2025-04-12,116161.7,14349.05,19466.03,18282.17,3390.69,171649.64,216974.48,45324.84,0.2089,实际
592,592,2025-04-08,79789.0,32686.21,11430.09,18313.2,2280.48,144498.98,197284.85,52785.87,0.2676,实际
593,593,2025-05-15,96586.7,11647.99,26133.26,20114.88,3068.0,157550.83,223551.75,66000.92,0.2952,实际
594,594,2025-06-12,64798.13,37874.27,10429.35,18774.89,1880.69,133757.33,190463.59,56706.26,0.2977,实际
595,595,2025-05-30,135381.15,37262.51,23741.5,33738.97,3978.07,234102.2,312169.75,78067.55,0.2501,实际
596,596,2025-05-28,237073.35,179944.0,50777.55,92997.6,7196.25,567988.8,827101.88,259113.08,0.3133,实际
597,597,2025-06-09,127008.06,52879.6,36777.62,30181.48,4094.64,250941.4,309399.1,58457.7,0.1889,实际
598,598,2025-06-01,241850.52,75849.15,9803.88,39758.94,6291.36,373553.85,543420.44,169866.59,0.3126,实际
599,599,2025-06-24,129011.68,9599.13,18793.58,31559.58,3695.13,192659.1,273427.62,80768.52,0.2954,实际
600,600,2025-06-26,53214.83,37530.91,32399.7,24210.39,2140.36,149496.2,225279.97,75783.77,0.3364,实际
601,601,2025-05-29,289816.76,94707.6,78864.96,63855.04,9217.04,536461.4,713350.94,176889.54,0.248,实际
602,602,2025-06-19,254036.25,102781.59,104981.1,59756.79,8975.43,530531.16,772038.98,241507.82,0.3128,实际
603,603,2025-06-01,645058.4,47995.65,93967.9,157797.9,18475.65,963295.5,1204684.01,241388.51,0.2004,实际
604,604,2025-05-19,156213.96,26084.8,53388.72,45393.4,5240.06,286320.96,377571.8,91250.84,0.2417,实际
605,605,2025-06-15,484205.72,135999.44,30139.8,95535.68,12858.64,758739.28,995208.75,236469.47,0.2376,实际
606,606,2025-06-12,338715.0,137042.12,139974.8,79675.72,11967.24,707374.88,1030048.54,322673.66,0.3133,实际
607,607,2025-04-29,301067.31,94325.91,93943.71,81083.13,9875.28,580295.34,852758.09,272462.75,0.3195,实际
608,608,2025-04-21,691862.68,146692.52,117747.12,128622.68,20240.24,1105165.24,1621483.68,516318.44,0.3184,实际
609,609,2025-04-14,270762.3,74525.02,47483.0,67477.94,7956.14,468204.4,594300.23,126095.83,0.2122,实际
610,610,2025-07-07,159644.49,112592.73,97199.1,72631.17,6421.08,448488.6,671368.49,222879.89,0.332,实际
611,611,2025-06-23,111410.18,15656.36,21447.62,24772.16,3321.44,176607.76,223460.57,46852.81,0.2097,实际
612,612,2025-04-28,60104.08,23126.86,7258.5,18170.28,1684.06,110343.78,165335.08,54991.3,0.3326,实际
613,613,2025-04-29,159715.01,15627.64,17365.19,36267.61,4427.0,233402.45,330592.64,97190.19,0.294,实际
614,614,2025-04-23,319430.02,31255.28,34730.38,72535.22,8854.0,466804.9,685571.33,218766.43,0.3191,实际
615,615,2025-06-14,96586.7,11647.99,26133.26,20114.88,3068.0,157550.83,234926.88,77376.05,0.3294,实际
616,616,2025-06-06,222820.36,31312.72,42895.24,49544.32,6642.88,353215.52,468731.56,115516.04,0.2464,实际
617,617,2025-05-20,111410.18,15656.36,21447.62,24772.16,3321.44,176607.76,261132.74,84524.98,0.3237,实际
618,618,2025-06-08,159706.44,24269.94,55562.98,40122.84,5381.74,285043.92,354324.42,69280.5,0.1955,实际
619,619,2025-05-03,416888.6,76548.0,124067.48,112694.48,13523.92,743722.48,974127.34,230404.86,0.2365,实际
620,620,2025-07-03,285362.56,145467.4,119114.56,101079.8,10111.92,661136.28,818359.19,157222.91,0.1921,实际
621,621,2025-07-05,241850.52,75849.15,9803.88,39758.94,6291.36,373553.85,482474.34,108920.49,0.2258,实际
622,622,2025-06-21,401423.08,125767.88,125258.28,108110.84,13167.04,773727.12,977773.53,204046.41,0.2087,实际
623,623,2025-07-03,416888.6,76548.0,124067.48,112694.48,13523.92,743722.48,958890.52,215168.04,0.2244,实际
624,624,2025-05-16,270762.3,74525.02,47483.0,67477.94,7956.14,468204.4,614299.03,146094.63,0.2378,实际
625,625,2025-06-01,580808.5,71745.25,97330.15,91410.85,16953.45,858248.2,1194689.87,336441.67,0.2816,实际
626,626,2025-05-22,64798.13,37874.27,10429.35,18774.89,1880.69,133757.33,195645.14,61887.81,0.3163,实际
627,627,2025-06-21,91724.96,16210.19,3866.65,20169.04,2389.79,134360.63,179082.41,44721.78,0.2497,实际
628,628,2025-04-26,366899.84,64840.76,15466.6,80676.16,9559.16,537442.52,664603.21,127160.69,0.1913,实际
629,629,2025-06-13,501778.85,157209.85,156572.85,135138.55,16458.8,967158.9,1234172.06,267013.16,0.2164,实际
630,630,2025-06-03,83268.43,23848.93,6430.75,23742.91,2242.48,139533.5,202074.43,62540.93,0.3095,实际
631,631,2025-06-23,80616.84,25283.05,3267.96,13252.98,2097.12,124517.95,175624.96,51107.01,0.291,实际
632,632,2025-04-28,232323.4,28698.1,38932.06,36564.34,6781.38,343299.28,498377.13,155077.85,0.3112,实际
633,633,2025-06-12,91724.96,16210.19,3866.65,20169.04,2389.79,134360.63,197711.97,63351.34,0.3204,实际
634,634,2025-05-19,258023.36,19198.26,37587.16,63119.16,7390.26,385318.2,497614.55,112296.35,0.2257,实际
635,635,2025-07-02,439871.96,129704.6,94750.44,109148.92,13365.56,786841.44,973839.27,186997.83,0.192,实际
636,636,2025-06-10,72204.91,37477.63,11448.11,23499.35,2091.33,146721.32,210232.14,63510.82,0.3021,实际
637,637,2025-05-06,348485.1,43047.15,58398.09,54846.51,10172.07,514948.92,767910.44,252961.52,0.3294,实际
638,638,2025-07-13,79789.0,32686.21,11430.09,18313.2,2280.48,144498.98,212723.27,68224.29,0.3207,实际
639,639,2025-06-20,153138.37,21489.17,8437.38,23981.5,4039.39,211085.82,304188.09,93102.27,0.3061,实际
640,640,2025-07-19,162284.04,42921.86,7200.54,25701.18,4237.12,242344.74,335653.55,93308.81,0.278,实际
641,641,2025-06-11,676905.75,186312.55,118707.5,168694.85,19890.35,1170511.0,1608385.7,437874.7,0.2722,实际
642,642,2025-05-27,416888.6,76548.0,124067.48,112694.48,13523.92,743722.48,976067.07,232344.59,0.238,实际
643,643,2025-05-12,153138.37,21489.17,8437.38,23981.5,4039.39,211085.82,273585.95,62500.13,0.2284,实际
644,644,2025-06-20,83268.43,23848.93,6430.75,23742.91,2242.48,139533.5,199052.82,59519.32,0.299,实际
645,645,2025-05-02,430062.24,51941.08,74467.8,80632.68,12613.24,649717.0,935346.72,285629.72,0.3054,实际
646,646,2025-06-18,193173.4,23295.98,52266.52,40229.76,6136.0,315101.66,466464.62,151362.96,0.3245,实际
647,647,2025-07-18,322546.68,38955.81,55850.85,60474.51,9459.93,487287.75,659506.35,172218.6,0.2611,实际
648,648,2025-07-12,110965.93,24298.52,17898.39,29024.36,3221.61,185408.81,239946.98,54538.17,0.2273,实际
649,649,2025-07-04,219935.98,64852.3,47375.22,54574.46,6682.78,393420.72,508134.9,114714.18,0.2258,实际
650,650,2025-05-05,322546.68,38955.81,55850.85,60474.51,9459.93,487287.75,613562.95,126275.2,0.2058,实际
651,651,2025-07-24,215031.12,25970.54,37233.9,40316.34,6306.62,324858.5,473323.78,148465.28,0.3137,实际
652,652,2025-05-23,445640.72,62625.44,85790.48,99088.64,13285.76,706431.04,918425.86,211994.82,0.2308,实际
653,653,2025-06-24,638860.04,62510.56,69460.76,145070.44,17708.0,933609.8,1282523.39,348913.59,0.2721,实际
654,654,2025-06-23,135381.15,37262.51,23741.5,33738.97,3978.07,234102.2,332767.14,98664.94,0.2965,实际
655,655,2025-06-22,518897.01,110019.39,88310.34,96467.01,15180.18,828873.93,1218050.61,389176.68,0.3195,实际
656,656,2025-05-21,161233.68,50566.1,6535.92,26505.96,4194.24,249035.9,315518.05,66482.15,0.2107,实际
657,657,2025-05-15,557050.9,78281.8,107238.1,123860.8,16607.2,883038.8,1245492.12,362453.32,0.291,实际
658,658,2025-07-27,107515.56,12985.27,18616.95,20158.17,3153.31,162429.25,214974.61,52545.36,0.2444,实际
659,659,2025-07-16,169357.5,68521.06,69987.4,39837.86,5983.62,353687.44,503544.5,149857.06,0.2976,实际
660,660,2025-06-22,572897.5,70878.35,78043.65,104808.2,16273.55,842901.25,1183148.08,340246.83,0.2876,实际
661,661,2025-06-17,240416.32,92507.44,29034.0,72681.12,6736.24,441375.12,556904.82,115529.7,0.2074,实际
662,662,2025-07-14,121051.43,33999.86,7534.95,23883.92,3214.66,189684.82,260648.18,70963.36,0.2723,实际
663,663,2025-07-23,129011.68,9599.13,18793.58,31559.58,3695.13,192659.1,257665.63,65006.53,0.2523,实际
664,664,2025-07-25,72454.19,23676.9,19716.24,15963.76,2304.26,134115.35,175721.77,41606.42,0.2368,实际
665,665,2025-07-17,206989.78,58890.96,46432.06,61900.4,6335.54,380548.76,487978.15,107429.39,0.2202,实际
666,666,2025-06-12,166536.86,47697.86,12861.5,47485.82,4484.96,279067.0,379628.39,100561.39,0.2649,实际
667,667,2025-05-29,120208.16,46253.72,14517.0,36340.56,3368.12,220687.56,318605.9,97918.34,0.3073,实际
668,668,2025-06-27,334230.54,46969.08,64342.86,74316.48,9964.32,529823.28,664681.08,134857.8,0.2029,实际
669,669,2025-07-25,243272.04,43675.4,61660.16,62609.92,7623.3,418840.84,523109.38,104268.54,0.1993,实际
670,670,2025-05-17,410460.92,128410.48,47898.56,107437.56,11459.0,705666.52,1028194.3,322527.78,0.3137,实际
671,671,2025-07-14,322546.68,38955.81,55850.85,60474.51,9459.93,487287.75,654098.09,166810.34,0.255,实际
672,672,2025-05-21,72204.91,37477.63,11448.11,23499.35,2091.33,146721.32,197388.34,50667.02,0.2567,实际
673,673,2025-05-14,91724.96,16210.19,3866.65,20169.04,2389.79,134360.63,168163.87,33803.24,0.201,实际
674,674,2025-05-27,127008.06,52879.6,36777.62,30181.48,4094.64,250941.4,337593.35,86651.95,0.2567,实际
675,675,2025-05-29,864828.35,183365.65,147183.9,160778.35,25300.3,1381456.55,1962016.95,580560.4,0.2959,实际
676,676,2025-07-02,79789.0,32686.21,11430.09,18313.2,2280.48,144498.98,202937.94,58438.96,0.288,实际
677,677,2025-06-22,399266.1,60674.85,138907.45,100307.1,13454.35,712609.8,905694.67,193084.87,0.2132,实际
678,678,2025-05-18,53214.83,37530.91,32399.7,24210.39,2140.36,149496.2,214026.14,64529.94,0.3015,实际
679,679,2025-07-08,72454.19,23676.9,19716.24,15963.76,2304.26,134115.35,166643.19,32527.84,0.1952,实际
680,680,2025-06-28,239367.0,98058.63,34290.27,54939.6,6841.44,433496.94,563298.32,129801.38,0.2304,实际
681,681,2025-06-17,107515.56,12985.27,18616.95,20158.17,3153.31,162429.25,234854.57,72425.32,0.3084,实际
682,682,2025-06-12,129596.26,75748.54,20858.7,37549.78,3761.38,267514.66,347780.71,80266.05,0.2308,实际
683,683,2025-05-31,71340.64,36366.85,29778.64,25269.95,2527.98,165284.07,237541.92,72257.85,0.3042,实际
684,684,2025-06-29,107515.56,12985.27,18616.95,20158.17,3153.31,162429.25,218519.53,56090.28,0.2567,实际
685,685,2025-06-17,144908.38,47353.8,39432.48,31927.52,4608.52,268230.7,373364.22,105133.52,0.2816,实际
686,686,2025-07-15,153138.37,21489.17,8437.38,23981.5,4039.39,211085.82,311009.52,99923.7,0.3213,实际
687,687,2025-07-05,91724.96,16210.19,3866.65,20169.04,2389.79,134360.63,170273.41,35912.78,0.2109,实际
688,688,2025-07-09,144409.82,74955.26,22896.22,46998.7,4182.66,293442.64,436710.08,143267.44,0.3281,实际
689,689,2025-06-01,53214.83,37530.91,32399.7,24210.39,2140.36,149496.2,218978.64,69482.44,0.3173,实际
690,690,2025-07-14,83268.43,23848.93,6430.75,23742.91,2242.48,139533.5,196733.32,57199.82,0.2907,实际
