production_operation_id,production_order_id,operation_no,operation_name,planned_hours,actual_hours,status
987,247,3,整机装配,35.2861,33.0184,已完成
988,247,4,调试检验,35.2861,37.4306,已完成
989,248,1,机械加工,88.218,96.1704,已完成
990,248,2,电气装配,88.218,97.5831,已完成
991,248,3,整机装配,88.218,77.4775,已完成
992,248,4,调试检验,88.218,81.1559,已完成
993,249,1,机械加工,20.4789,20.6979,已完成
994,249,2,电气装配,20.4789,20.289,已完成
995,249,3,整机装配,20.4789,23.6708,已完成
996,249,4,调试检验,20.4789,20.8886,已完成
997,250,1,机械加工,87.2354,97.1047,已完成
998,250,2,电气装配,87.2354,91.1874,已完成
999,250,3,整机装配,87.2354,80.5391,已完成
1000,250,4,调试检验,87.2354,88.5186,已完成
1001,251,1,机械加工,101.9862,108.3262,已完成
1002,251,2,电气装配,101.9862,109.3969,已完成
1003,251,3,整机装配,101.9862,96.0518,已完成
1004,251,4,调试检验,101.9862,106.4388,已完成
1005,252,1,机械加工,31.6118,30.8526,已完成
1006,252,2,电气装配,31.6118,35.0286,已完成
1007,252,3,整机装配,31.6118,26.941,已完成
1008,252,4,调试检验,31.6118,35.3101,已完成
1009,253,1,机械加工,32.9755,33.8634,已完成
1010,253,2,电气装配,32.9755,36.0174,已完成
1011,253,3,整机装配,32.9755,35.5173,已完成
1012,253,4,调试检验,32.9755,36.7566,已完成
1013,254,1,机械加工,52.0027,51.6949,已完成
1014,254,2,电气装配,52.0027,56.2125,已完成
1015,254,3,整机装配,52.0027,47.0612,已完成
1016,254,4,调试检验,52.0027,48.5346,已完成
1017,255,1,机械加工,26.0846,28.6864,已完成
1018,255,2,电气装配,26.0846,28.1572,已完成
1019,255,3,整机装配,26.0846,24.794,已完成
1020,255,4,调试检验,26.0846,28.2625,已完成
1021,256,1,机械加工,26.0846,25.657,已完成
1022,256,2,电气装配,26.0846,26.9411,已完成
1023,256,3,整机装配,26.0846,23.8117,已完成
1024,256,4,调试检验,26.0846,27.1582,已完成
1025,257,1,机械加工,93.0993,107.1806,已完成
1026,257,2,电气装配,93.0993,90.1398,已完成
1027,257,3,整机装配,93.0993,83.1194,已完成
1028,257,4,调试检验,93.0993,96.8852,已完成
1029,258,1,机械加工,88.8212,81.3408,已完成
1030,258,2,电气装配,88.8212,83.7281,已完成
1031,258,3,整机装配,88.8212,103.8528,已完成
1032,258,4,调试检验,88.8212,86.3843,已完成
1033,259,1,机械加工,99.6553,96.9666,已完成
1034,259,2,电气装配,99.6553,86.1161,已完成
1035,259,3,整机装配,99.6553,95.2347,已完成
1036,259,4,调试检验,99.6553,92.6616,已完成
1037,260,1,机械加工,64.3394,56.1989,已完成
1038,260,2,电气装配,64.3394,65.1911,已完成
1039,260,3,整机装配,64.3394,58.4756,已完成
1040,260,4,调试检验,64.3394,64.7557,已完成
1041,261,1,机械加工,97.7957,83.346,已完成
1042,261,2,电气装配,97.7957,105.5725,已完成
1043,261,3,整机装配,97.7957,87.7772,已完成
1044,261,4,调试检验,97.7957,114.1826,已完成
1045,262,1,机械加工,101.2568,100.0519,已完成
1046,262,2,电气装配,101.2568,108.5648,已完成
1047,262,3,整机装配,101.2568,114.4961,已完成
1048,262,4,调试检验,101.2568,95.0337,已完成
1049,263,1,机械加工,32.9755,31.671,已完成
1050,263,2,电气装配,32.9755,33.3008,已完成
1051,263,3,整机装配,32.9755,28.6635,已完成
1052,263,4,调试检验,32.9755,36.5403,已完成
1053,264,1,机械加工,26.0846,25.6608,已完成
1054,264,2,电气装配,26.0846,25.1288,已完成
1055,264,3,整机装配,26.0846,28.3237,已完成
1056,264,4,调试检验,26.0846,24.0284,已完成
1057,265,1,机械加工,58.3945,63.8144,已完成
1058,265,2,电气装配,58.3945,63.3098,已完成
1059,265,3,整机装配,58.3945,57.3236,已完成
1060,265,4,调试检验,58.3945,61.1459,已完成
1061,266,1,机械加工,88.8212,88.3392,已完成
1062,266,2,电气装配,88.8212,84.3114,已完成
1063,266,3,整机装配,88.8212,80.5328,已完成
1064,266,4,调试检验,88.8212,82.9002,已完成
1065,267,1,机械加工,38.5209,33.1695,已完成
1066,267,2,电气装配,38.5209,42.9889,已完成
1067,267,3,整机装配,38.5209,36.8176,已完成
1068,267,4,调试检验,38.5209,38.767,已完成
1069,268,1,机械加工,98.823,115.8524,已完成
1070,268,2,电气装配,98.823,93.116,已完成
1071,268,3,整机装配,98.823,109.0915,已完成
1072,268,4,调试检验,98.823,95.6334,已完成
1073,269,1,机械加工,88.1145,95.7446,已完成
1074,269,2,电气装配,88.1145,83.1338,已完成
1075,269,3,整机装配,88.1145,76.6204,已完成
1076,269,4,调试检验,88.1145,75.5046,已完成
1077,270,1,机械加工,88.8212,82.3966,已完成
1078,270,2,电气装配,88.8212,77.0756,已完成
1079,270,3,整机装配,88.8212,96.0813,已完成
1080,270,4,调试检验,88.8212,90.761,已完成
1081,271,1,机械加工,59.3416,53.2162,已完成
1082,271,2,电气装配,59.3416,56.146,已完成
1083,271,3,整机装配,59.3416,53.9645,已完成
1084,271,4,调试检验,59.3416,58.5862,已完成
1085,272,1,机械加工,20.4789,18.7355,已完成
1086,272,2,电气装配,20.4789,21.9291,已完成
1087,272,3,整机装配,20.4789,23.1173,已完成
1088,272,4,调试检验,20.4789,21.2027,已完成
1089,273,1,机械加工,99.6553,92.6032,已完成
1090,273,2,电气装配,99.6553,103.1001,已完成
1091,273,3,整机装配,99.6553,114.8503,已完成
1092,273,4,调试检验,99.6553,113.8009,已完成
1093,274,1,机械加工,64.8069,74.334,已完成
1094,274,2,电气装配,64.8069,55.6968,已完成
1095,274,3,整机装配,64.8069,74.305,已完成
1096,274,4,调试检验,64.8069,72.3404,已完成
1097,275,1,机械加工,97.7957,92.2197,已完成
1098,275,2,电气装配,97.7957,100.6798,已完成
1099,275,3,整机装配,97.7957,95.0938,已完成
1100,275,4,调试检验,97.7957,88.4169,已完成
1101,276,1,机械加工,85.4401,78.2069,已完成
1102,276,2,电气装配,85.4401,100.534,已完成
1103,276,3,整机装配,85.4401,89.8208,已完成
1104,276,4,调试检验,85.4401,84.7644,已完成
1105,277,1,机械加工,80.0149,83.9384,已完成
1106,277,2,电气装配,80.0149,81.2613,已完成
1107,277,3,整机装配,80.0149,79.521,已完成
1108,277,4,调试检验,80.0149,87.9459,已完成
1109,278,1,机械加工,35.4413,33.1793,已完成
1110,278,2,电气装配,35.4413,39.2483,已完成
1111,278,3,整机装配,35.4413,38.0366,已完成
1112,278,4,调试检验,35.4413,39.9048,已完成
1113,279,1,机械加工,38.992,45.6831,已完成
1114,279,2,电气装配,38.992,33.3913,已完成
1115,279,3,整机装配,38.992,34.4541,已完成
1116,279,4,调试检验,38.992,40.4546,已完成
1117,280,1,机械加工,68.704,68.1047,已完成
1118,280,2,电气装配,68.704,73.5323,已完成
1119,280,3,整机装配,68.704,79.2668,已完成
1120,280,4,调试检验,68.704,58.9254,已完成
1121,281,1,机械加工,87.2354,86.81,已完成
1122,281,2,电气装配,87.2354,90.1397,已完成
1123,281,3,整机装配,87.2354,79.1934,已完成
1124,281,4,调试检验,87.2354,97.7048,已完成
1125,282,1,机械加工,44.0494,39.4308,已完成
1126,282,2,电气装配,44.0494,40.3746,已完成
1127,282,3,整机装配,44.0494,40.6032,已完成
1128,282,4,调试检验,44.0494,48.19,已完成
1129,283,1,机械加工,101.2568,92.0403,已完成
1130,283,2,电气装配,101.2568,102.7196,已完成
1131,283,3,整机装配,101.2568,107.7223,已完成
1132,283,4,调试检验,101.2568,116.8288,已完成
1133,284,1,机械加工,48.8267,44.1465,已完成
1134,284,2,电气装配,48.8267,48.9841,已完成
1135,284,3,整机装配,48.8267,50.4256,已完成
1136,284,4,调试检验,48.8267,54.6208,已完成
1137,285,1,机械加工,20.4789,18.0477,已完成
1138,285,2,电气装配,20.4789,21.234,已完成
1139,285,3,整机装配,20.4789,18.0866,已完成
1140,285,4,调试检验,20.4789,22.8975,已完成
1141,286,1,机械加工,48.8267,41.8264,已完成
1142,286,2,电气装配,48.8267,50.6594,已完成
1143,286,3,整机装配,48.8267,50.3375,已完成
1144,286,4,调试检验,48.8267,45.2019,已完成
1145,287,1,机械加工,58.3945,67.697,已完成
1146,287,2,电气装配,58.3945,57.2704,已完成
1147,287,3,整机装配,58.3945,54.5383,已完成
1148,287,4,调试检验,58.3945,63.6088,已完成
1149,288,1,机械加工,64.3394,74.7983,已完成
1150,288,2,电气装配,64.3394,66.9489,已完成
1151,288,3,整机装配,64.3394,62.6207,已完成
1152,288,4,调试检验,64.3394,75.8203,已完成
1153,289,1,机械加工,38.5209,44.6479,已完成
1154,289,2,电气装配,38.5209,39.9171,已完成
1155,289,3,整机装配,38.5209,39.0646,已完成
1156,289,4,调试检验,38.5209,41.1998,已完成
1157,290,1,机械加工,102.9192,94.4839,已完成
1158,290,2,电气装配,102.9192,103.8594,已完成
1159,290,3,整机装配,102.9192,103.2869,已完成
1160,290,4,调试检验,102.9192,103.6195,已完成
1161,291,1,机械加工,35.4413,40.274,已完成
1162,291,2,电气装配,35.4413,36.4792,已完成
1163,291,3,整机装配,35.4413,38.3336,已完成
1164,291,4,调试检验,35.4413,31.628,已完成
1165,292,1,机械加工,32.9755,32.6674,已完成
1166,292,2,电气装配,32.9755,37.7687,已完成
1167,292,3,整机装配,32.9755,34.5257,已完成
1168,292,4,调试检验,32.9755,28.1325,已完成
1169,293,1,机械加工,59.3416,56.5608,已完成
1170,293,2,电气装配,59.3416,59.9088,已完成
1171,293,3,整机装配,59.3416,64.6476,已完成
1172,293,4,调试检验,59.3416,61.1395,已完成
1173,294,1,机械加工,31.6118,30.786,已完成
1174,294,2,电气装配,31.6118,33.1667,已完成
1175,294,3,整机装配,31.6118,30.7429,已完成
1176,294,4,调试检验,31.6118,34.8039,已完成
1177,295,1,机械加工,35.4413,38.8142,已完成
1178,295,2,电气装配,35.4413,30.423,已完成
1179,295,3,整机装配,35.4413,41.2098,已完成
1180,295,4,调试检验,35.4413,38.0383,已完成
1181,296,1,机械加工,66.0286,66.2811,已完成
1182,296,2,电气装配,66.0286,67.6428,已完成
1183,296,3,整机装配,66.0286,74.8518,已完成
1184,296,4,调试检验,66.0286,69.3052,已完成
1185,297,1,机械加工,42.5445,49.9255,已完成
1186,297,2,电气装配,42.5445,45.6989,已完成
1187,297,3,整机装配,42.5445,43.2587,已完成
1188,297,4,调试检验,42.5445,45.1614,已完成
1189,298,1,机械加工,88.218,99.1408,已完成
1190,298,2,电气装配,88.218,83.4005,已完成
1191,298,3,整机装配,88.218,91.5993,已完成
1192,298,4,调试检验,88.218,81.0583,已完成
1193,299,1,机械加工,42.4664,42.0236,已完成
1194,299,2,电气装配,42.4664,42.8499,已完成
1195,299,3,整机装配,42.4664,37.893,已完成
1196,299,4,调试检验,42.4664,48.4749,已完成
1197,300,1,机械加工,20.4789,21.1722,已完成
1198,300,2,电气装配,20.4789,21.6149,已完成
1199,300,3,整机装配,20.4789,21.6593,已完成
1200,300,4,调试检验,20.4789,18.3489,已完成
1201,301,1,机械加工,71.8473,68.2809,已完成
1202,301,2,电气装配,71.8473,70.4458,已完成
1203,301,3,整机装配,71.8473,74.2424,已完成
1204,301,4,调试检验,71.8473,66.7319,已完成
1205,302,1,机械加工,97.7957,111.8167,已完成
1206,302,2,电气装配,97.7957,98.3506,已完成
1207,302,3,整机装配,97.7957,103.0912,已完成
1208,302,4,调试检验,97.7957,112.7743,已完成
1209,303,1,机械加工,97.7957,85.3148,已完成
1210,303,2,电气装配,97.7957,97.9111,已完成
1211,303,3,整机装配,97.7957,110.4427,已完成
1212,303,4,调试检验,97.7957,90.1945,已完成
1213,304,1,机械加工,62.8447,70.1088,已完成
1214,304,2,电气装配,62.8447,60.7358,已完成
1215,304,3,整机装配,62.8447,67.2885,已完成
1216,304,4,调试检验,62.8447,63.3085,已完成
1217,305,1,机械加工,64.3394,63.2641,已完成
1218,305,2,电气装配,64.3394,59.4447,已完成
1219,305,3,整机装配,64.3394,66.748,已完成
1220,305,4,调试检验,64.3394,70.961,已完成
1221,306,1,机械加工,54.4427,49.6213,已完成
1222,306,2,电气装配,54.4427,63.5999,已完成
1223,306,3,整机装配,54.4427,48.8033,已完成
1224,306,4,调试检验,54.4427,59.554,已完成
1225,307,1,机械加工,85.4401,89.8735,已完成
1226,307,2,电气装配,85.4401,97.3099,已完成
1227,307,3,整机装配,85.4401,82.1421,已完成
1228,307,4,调试检验,85.4401,85.1813,已完成
1229,308,1,机械加工,88.8212,84.5317,已完成
1230,308,2,电气装配,88.8212,82.8336,已完成
1231,308,3,整机装配,88.8212,81.6502,已完成
1232,308,4,调试检验,88.8212,84.3587,已完成
1233,309,1,机械加工,88.218,102.0924,已完成
1234,309,2,电气装配,88.218,87.068,已完成
1235,309,3,整机装配,88.218,84.0738,已完成
1236,309,4,调试检验,88.218,92.1639,已完成
1237,310,1,机械加工,68.704,76.5774,已完成
1238,310,2,电气装配,68.704,72.0827,已完成
1239,310,3,整机装配,68.704,78.4917,已完成
1240,310,4,调试检验,68.704,76.7154,已完成
1241,311,1,机械加工,85.4401,81.5416,已完成
1242,311,2,电气装配,85.4401,78.3362,已完成
1243,311,3,整机装配,85.4401,82.0652,已完成
1244,311,4,调试检验,85.4401,91.4627,已完成
1245,312,1,机械加工,87.2354,75.6322,已完成
1246,312,2,电气装配,87.2354,97.6637,已完成
1247,312,3,整机装配,87.2354,92.3719,已完成
1248,312,4,调试检验,87.2354,80.1658,已完成
1249,313,1,机械加工,102.9192,103.0533,已完成
1250,313,2,电气装配,102.9192,91.2327,已完成
1251,313,3,整机装配,102.9192,121.1749,已完成
1252,313,4,调试检验,102.9192,102.8924,已完成
1253,314,1,机械加工,59.3416,69.8371,已完成
1254,314,2,电气装配,59.3416,63.9953,已完成
1255,314,3,整机装配,59.3416,56.5142,已完成
1256,314,4,调试检验,59.3416,59.5284,已完成
1257,315,1,机械加工,58.3178,50.2548,已完成
1258,315,2,电气装配,58.3178,64.6836,已完成
1259,315,3,整机装配,58.3178,55.4223,已完成
1260,315,4,调试检验,58.3178,58.6725,已完成
1261,316,1,机械加工,64.8069,68.578,已完成
1262,316,2,电气装配,64.8069,64.7595,已完成
1263,316,3,整机装配,64.8069,65.527,已完成
1264,316,4,调试检验,64.8069,61.1617,已完成
1265,317,1,机械加工,48.8267,42.3803,已完成
1266,317,2,电气装配,48.8267,48.7249,已完成
1267,317,3,整机装配,48.8267,41.6376,已完成
1268,317,4,调试检验,48.8267,51.084,已完成
1269,318,1,机械加工,62.8447,69.0178,已完成
1270,318,2,电气装配,62.8447,65.568,已完成
1271,318,3,整机装配,62.8447,59.2728,已完成
1272,318,4,调试检验,62.8447,65.5972,已完成
1273,319,1,机械加工,101.8414,104.9026,已完成
1274,319,2,电气装配,101.8414,108.9548,已完成
1275,319,3,整机装配,101.8414,109.2776,已完成
1276,319,4,调试检验,101.8414,119.3173,已完成
1277,320,1,机械加工,20.4789,21.7556,已完成
1278,320,2,电气装配,20.4789,22.1023,已完成
1279,320,3,整机装配,20.4789,17.9098,已完成
1280,320,4,调试检验,20.4789,21.6279,已完成
1281,321,1,机械加工,64.8069,65.5236,已完成
1282,321,2,电气装配,64.8069,62.9099,已完成
1283,321,3,整机装配,64.8069,68.5009,已完成
1284,321,4,调试检验,64.8069,64.4432,已完成
1285,322,1,机械加工,64.8069,65.5709,已完成
1286,322,2,电气装配,64.8069,64.2539,已完成
1287,322,3,整机装配,64.8069,68.4564,已完成
1288,322,4,调试检验,64.8069,69.2902,已完成
1289,323,1,机械加工,98.823,92.2776,已完成
1290,323,2,电气装配,98.823,115.5044,已完成
1291,323,3,整机装配,98.823,85.2711,已完成
1292,323,4,调试检验,98.823,96.5523,已完成
1293,324,1,机械加工,32.9755,35.0071,已完成
1294,324,2,电气装配,32.9755,32.8473,已完成
1295,324,3,整机装配,32.9755,32.254,已完成
1296,324,4,调试检验,32.9755,35.2257,已完成
1297,325,1,机械加工,44.0494,38.8437,已完成
1298,325,2,电气装配,44.0494,51.7042,已完成
1299,325,3,整机装配,44.0494,47.7908,已完成
1300,325,4,调试检验,44.0494,46.5763,已完成
1301,326,1,机械加工,59.3416,57.0239,已完成
1302,326,2,电气装配,59.3416,58.4864,已完成
1303,326,3,整机装配,59.3416,60.4476,已完成
1304,326,4,调试检验,59.3416,67.7803,已完成
1305,327,1,机械加工,52.0027,49.0281,已完成
1306,327,2,电气装配,52.0027,54.5043,已完成
1307,327,3,整机装配,52.0027,51.466,已完成
1308,327,4,调试检验,52.0027,54.6219,已完成
1309,328,1,机械加工,44.0494,47.6525,已完成
1310,328,2,电气装配,44.0494,37.9606,已完成
1311,328,3,整机装配,44.0494,43.9599,已完成
1312,328,4,调试检验,44.0494,46.3675,已完成
1313,329,1,机械加工,32.9755,32.1193,已完成
1314,329,2,电气装配,32.9755,35.5479,已完成
1315,329,3,整机装配,32.9755,33.2274,已完成
1316,329,4,调试检验,32.9755,32.6912,已完成
1317,330,1,机械加工,92.3909,98.1428,已完成
1318,330,2,电气装配,92.3909,100.6854,已完成
1319,330,3,整机装配,92.3909,102.8874,已完成
1320,330,4,调试检验,92.3909,104.8604,已完成
1321,331,1,机械加工,48.8267,52.2347,已完成
1322,331,2,电气装配,48.8267,43.1484,已完成
1323,331,3,整机装配,48.8267,45.0264,已完成
1324,331,4,调试检验,48.8267,43.5254,已完成
1325,332,1,机械加工,97.7957,90.7471,已完成
1326,332,2,电气装配,97.7957,106.8075,已完成
1327,332,3,整机装配,97.7957,92.5258,已完成
1328,332,4,调试检验,97.7957,105.9974,已完成
1329,333,1,机械加工,68.704,61.4778,已完成
1330,333,2,电气装配,68.704,74.9714,已完成
1331,333,3,整机装配,68.704,59.805,已完成
1332,333,4,调试检验,68.704,73.1974,已完成
1333,334,1,机械加工,38.992,40.9125,已完成
1334,334,2,电气装配,38.992,41.0283,已完成
1335,334,3,整机装配,38.992,42.8834,已完成
1336,334,4,调试检验,38.992,37.7166,已完成
1337,335,1,机械加工,101.9862,110.5402,已完成
1338,335,2,电气装配,101.9862,93.2384,已完成
1339,335,3,整机装配,101.9862,100.7059,已完成
1340,335,4,调试检验,101.9862,111.9496,已完成
1341,336,1,机械加工,42.5445,40.2174,已完成
1342,336,2,电气装配,42.5445,42.3345,已完成
1343,336,3,整机装配,42.5445,43.5728,已完成
1344,336,4,调试检验,42.5445,41.5952,已完成
1345,337,1,机械加工,101.8414,93.2045,已完成
1346,337,2,电气装配,101.8414,111.9465,已完成
1347,337,3,整机装配,101.8414,108.1295,已完成
1348,337,4,调试检验,101.8414,88.2892,已完成
1349,338,1,机械加工,66.0286,62.9053,已完成
1350,338,2,电气装配,66.0286,64.743,已完成
1351,338,3,整机装配,66.0286,60.7361,已完成
1352,338,4,调试检验,66.0286,64.4986,已完成
1353,339,1,机械加工,88.8212,104.6239,已完成
1354,339,2,电气装配,88.8212,96.4512,已完成
1355,339,3,整机装配,88.8212,83.8541,已完成
1356,339,4,调试检验,88.8212,93.577,已完成
1357,340,1,机械加工,42.4664,41.8965,已完成
1358,340,2,电气装配,42.4664,47.9573,已完成
1359,340,3,整机装配,42.4664,46.0499,已完成
1360,340,4,调试检验,42.4664,48.2982,已完成
1361,341,1,机械加工,26.0846,22.2174,已完成
1362,341,2,电气装配,26.0846,29.5106,已完成
1363,341,3,整机装配,26.0846,25.4678,已完成
1364,341,4,调试检验,26.0846,24.1879,已完成
1365,342,1,机械加工,48.8267,46.822,已完成
1366,342,2,电气装配,48.8267,52.581,已完成
1367,342,3,整机装配,48.8267,57.4176,已完成
1368,342,4,调试检验,48.8267,55.7008,已完成
1369,343,1,机械加工,42.5445,40.1367,已完成
1370,343,2,电气装配,42.5445,38.73,已完成
1371,343,3,整机装配,42.5445,38.9408,已完成
1372,343,4,调试检验,42.5445,45.0124,已完成
1373,344,1,机械加工,54.4427,59.0484,已完成
1374,344,2,电气装配,54.4427,61.8495,已完成
1375,344,3,整机装配,54.4427,51.8933,已完成
1376,344,4,调试检验,54.4427,56.4234,已完成
1377,345,1,机械加工,59.3416,63.606,已完成
1378,345,2,电气装配,59.3416,63.8433,已完成
1379,345,3,整机装配,59.3416,57.4549,已完成
1380,345,4,调试检验,59.3416,62.2318,已完成
1381,346,1,机械加工,20.4789,22.0729,已完成
1382,346,2,电气装配,20.4789,20.1738,已完成
1383,346,3,整机装配,20.4789,24.063,已完成
1384,346,4,调试检验,20.4789,18.2062,已完成
1385,347,1,机械加工,38.992,38.3789,已完成
1386,347,2,电气装配,38.992,39.8233,已完成
1387,347,3,整机装配,38.992,36.4258,已完成
1388,347,4,调试检验,38.992,40.2166,已完成
1389,348,1,机械加工,38.5209,33.5968,已完成
1390,348,2,电气装配,38.5209,35.0014,已完成
1391,348,3,整机装配,38.5209,38.8103,已完成
1392,348,4,调试检验,38.5209,32.8764,已完成
1393,349,1,机械加工,35.4413,41.0967,已完成
1394,349,2,电气装配,35.4413,36.2561,已完成
1395,349,3,整机装配,35.4413,33.1853,已完成
1396,349,4,调试检验,35.4413,32.9365,已完成
1397,350,1,机械加工,101.2568,116.9769,已完成
1398,350,2,电气装配,101.2568,101.4865,已完成
1399,350,3,整机装配,101.2568,98.0827,已完成
1400,350,4,调试检验,101.2568,105.4707,已完成
1401,351,1,机械加工,31.6118,32.6599,已完成
1402,351,2,电气装配,31.6118,30.7416,已完成
1403,351,3,整机装配,31.6118,31.9919,已完成
1404,351,4,调试检验,31.6118,27.3022,已完成
1405,352,1,机械加工,58.3945,65.0991,已完成
1406,352,2,电气装配,58.3945,68.5106,已完成
1407,352,3,整机装配,58.3945,58.2994,已完成
1408,352,4,调试检验,58.3945,65.7892,已完成
1409,353,1,机械加工,102.9192,110.7418,已完成
1410,353,2,电气装配,102.9192,121.2093,已完成
1411,353,3,整机装配,102.9192,106.2637,已完成
1412,353,4,调试检验,102.9192,114.2126,已完成
1413,354,1,机械加工,32.9755,28.4092,已完成
1414,354,2,电气装配,32.9755,31.7648,已完成
1415,354,3,整机装配,32.9755,38.0849,已完成
1416,354,4,调试检验,32.9755,31.9996,已完成
1417,355,1,机械加工,52.0027,46.3697,已完成
1418,355,2,电气装配,52.0027,49.1976,已完成
1419,355,3,整机装配,52.0027,47.453,已完成
1420,355,4,调试检验,52.0027,49.3049,已完成
1421,356,1,机械加工,31.6118,36.0157,已完成
1422,356,2,电气装配,31.6118,28.5536,已完成
1423,356,3,整机装配,31.6118,35.096,已完成
1424,356,4,调试检验,31.6118,30.0797,已完成
1425,357,1,机械加工,80.0149,92.2512,已完成
1426,357,2,电气装配,80.0149,74.9702,已完成
1427,357,3,整机装配,80.0149,78.8751,已完成
1428,357,4,调试检验,80.0149,87.6719,已完成
1429,358,1,机械加工,98.823,107.2285,已完成
1430,358,2,电气装配,98.823,103.1045,已完成
1431,358,3,整机装配,98.823,85.9638,已完成
1432,358,4,调试检验,98.823,112.8335,已完成
1433,359,1,机械加工,62.8447,70.3171,已完成
1434,359,2,电气装配,62.8447,71.2029,已完成
1435,359,3,整机装配,62.8447,61.5706,已完成
1436,359,4,调试检验,62.8447,61.3154,已完成
1437,360,1,机械加工,88.8212,90.6494,已完成
1438,360,2,电气装配,88.8212,98.082,已完成
1439,360,3,整机装配,88.8212,84.6588,已完成
1440,360,4,调试检验,88.8212,81.7636,已完成
1441,361,1,机械加工,26.0846,26.116,已完成
1442,361,2,电气装配,26.0846,26.8099,已完成
1443,361,3,整机装配,26.0846,26.4621,已完成
1444,361,4,调试检验,26.0846,26.9287,已完成
1445,362,1,机械加工,31.6522,31.6406,已完成
1446,362,2,电气装配,31.6522,29.3265,已完成
1447,362,3,整机装配,31.6522,33.6779,已完成
1448,362,4,调试检验,31.6522,31.0958,已完成
1449,363,1,机械加工,101.8414,95.2085,已完成
1450,363,2,电气装配,101.8414,91.139,已完成
1451,363,3,整机装配,101.8414,119.9306,已完成
1452,363,4,调试检验,101.8414,115.9001,已完成
1453,364,1,机械加工,102.9192,90.9442,已完成
1454,364,2,电气装配,102.9192,108.6935,已完成
1455,364,3,整机装配,102.9192,116.9411,已完成
1456,364,4,调试检验,102.9192,91.1357,已完成
1457,365,1,机械加工,99.6553,89.3804,已完成
1458,365,2,电气装配,99.6553,105.625,已完成
1459,365,3,整机装配,99.6553,115.3663,已完成
1460,365,4,调试检验,99.6553,102.7046,已完成
1461,366,1,机械加工,58.3178,66.3956,已完成
1462,366,2,电气装配,58.3178,63.4567,已完成
1463,366,3,整机装配,58.3178,51.0048,已完成
1464,366,4,调试检验,58.3178,50.9636,已完成
1465,367,1,机械加工,42.4664,43.4354,已完成
1466,367,2,电气装配,42.4664,39.0532,已完成
1467,367,3,整机装配,42.4664,40.4785,已完成
1468,367,4,调试检验,42.4664,49.6576,已完成
1469,368,1,机械加工,64.3394,64.4175,已完成
1470,368,2,电气装配,64.3394,62.5218,已完成
1471,368,3,整机装配,64.3394,65.3779,已完成
1472,368,4,调试检验,64.3394,54.7273,已完成
1473,369,1,机械加工,68.704,62.6005,已完成
1474,369,2,电气装配,68.704,68.9421,已完成
1475,369,3,整机装配,68.704,79.3941,已完成
1476,369,4,调试检验,68.704,70.1572,已完成
1477,370,1,机械加工,101.2568,103.3178,已完成
1478,370,2,电气装配,101.2568,97.0989,已完成
1479,370,3,整机装配,101.2568,104.6351,已完成
1480,370,4,调试检验,101.2568,106.8506,已完成
1481,371,1,机械加工,98.823,94.5966,已完成
1482,371,2,电气装配,98.823,85.3169,已完成
1483,371,3,整机装配,98.823,103.1442,已完成
1484,371,4,调试检验,98.823,94.3955,已完成
1485,372,1,机械加工,88.8212,79.4582,已完成
1486,372,2,电气装配,88.8212,104.766,已完成
1487,372,3,整机装配,88.8212,88.6116,已完成
1488,372,4,调试检验,88.8212,80.4358,已完成
1489,373,1,机械加工,66.0286,72.9561,已完成
1490,373,2,电气装配,66.0286,77.6602,已完成
1491,373,3,整机装配,66.0286,64.7826,已完成
1492,373,4,调试检验,66.0286,74.0869,已完成
1493,374,1,机械加工,102.9192,91.733,已完成
1494,374,2,电气装配,102.9192,92.1014,已完成
1495,374,3,整机装配,102.9192,95.933,已完成
1496,374,4,调试检验,102.9192,112.854,已完成
1497,375,1,机械加工,31.6522,33.9998,已完成
1498,375,2,电气装配,31.6522,27.6607,已完成
1499,375,3,整机装配,31.6522,30.3988,已完成
1500,375,4,调试检验,31.6522,36.7525,已完成
1501,376,1,机械加工,99.6553,105.5242,已完成
1502,376,2,电气装配,99.6553,106.2215,已完成
1503,376,3,整机装配,99.6553,95.6409,已完成
1504,376,4,调试检验,99.6553,95.3699,已完成
1505,377,1,机械加工,35.2861,40.7284,已完成
1506,377,2,电气装配,35.2861,37.3391,已完成
1507,377,3,整机装配,35.2861,36.6209,已完成
1508,377,4,调试检验,35.2861,37.9874,已完成
1509,378,1,机械加工,101.9862,101.9341,已完成
1510,378,2,电气装配,101.9862,120.145,已完成
1511,378,3,整机装配,101.9862,96.1745,已完成
1512,378,4,调试检验,101.9862,96.756,已完成
1513,379,1,机械加工,32.9755,34.6793,已完成
1514,379,2,电气装配,32.9755,30.8407,已完成
1515,379,3,整机装配,32.9755,29.4361,已完成
1516,379,4,调试检验,32.9755,31.4726,已完成
1517,380,1,机械加工,44.0494,48.828,已完成
1518,380,2,电气装配,44.0494,41.7513,已完成
1519,380,3,整机装配,44.0494,40.9167,已完成
1520,380,4,调试检验,44.0494,45.661,已完成
1521,381,1,机械加工,66.0286,62.4121,已完成
1522,381,2,电气装配,66.0286,63.605,已完成
1523,381,3,整机装配,66.0286,70.5039,已完成
1524,381,4,调试检验,66.0286,58.8968,已完成
1525,382,1,机械加工,66.0286,74.4702,已完成
1526,382,2,电气装配,66.0286,67.0151,已完成
1527,382,3,整机装配,66.0286,68.9483,已完成
