purchase_order_id,company_id,purchase_order_code,supplier_id,plant_id,order_date,promised_delivery_date,expected_delivery_date,status,buyer_id,currency,order_amount,source_system
812,1,采购-000812,1,1,2026-07-03,2026-08-06,2026-08-06,在途,23,CNY,6818.55,ERP
813,1,采购-000813,44,1,2026-05-05,2026-05-14,2026-05-14,已完成,24,CNY,10223.66,ERP
814,1,采购-000814,5,2,2026-06-16,2026-07-07,2026-07-07,已完成,25,CNY,15686.84,ERP
815,1,采购-000815,36,2,2025-07-06,2025-08-01,2025-08-03,已完成,26,CNY,244288.45,ERP
816,1,采购-000816,3,1,2026-07-16,2026-07-24,2026-08-04,已完成,21,CNY,135076.53,ERP
817,1,采购-000817,18,2,2025-01-11,2025-01-14,2025-01-14,已完成,22,CNY,45470.93,ERP
818,1,采购-000818,36,1,2026-07-22,2026-08-17,2026-08-17,在途,23,CNY,118082.4,ERP
819,1,采购-000819,12,1,2026-01-01,2026-01-06,2026-01-06,已完成,24,CNY,37544.84,ERP
820,1,采购-000820,18,1,2025-03-07,2025-04-04,2025-04-04,已完成,25,CNY,83464.64,ERP
821,1,采购-000821,47,1,2025-01-23,2025-02-07,2025-02-07,已完成,26,CNY,3093.18,ERP
822,1,采购-000822,9,2,2025-07-26,2025-08-26,2025-08-26,已完成,21,CNY,65420.79,ERP
823,1,采购-000823,19,1,2024-12-13,2025-01-16,2025-01-16,已完成,22,CNY,10041.79,ERP
824,1,采购-000824,19,1,2024-11-03,2024-12-03,2024-12-09,已完成,23,CNY,16176.62,ERP
825,1,采购-000825,31,1,2024-11-28,2024-12-04,2024-12-04,已完成,24,CNY,56033.41,ERP
826,1,采购-000826,22,1,2025-03-31,2025-04-28,2025-04-28,已完成,25,CNY,3752.77,ERP
827,1,采购-000827,34,1,2025-03-02,2025-04-03,2025-04-03,已完成,26,CNY,17174.81,ERP
828,1,采购-000828,13,1,2025-07-13,2025-08-10,2025-08-10,已完成,21,CNY,1790.84,ERP
829,1,采购-000829,28,2,2025-04-25,2025-05-05,2025-05-05,已完成,22,CNY,188031.06,ERP
830,1,采购-000830,24,2,2024-10-24,2024-11-19,2024-11-19,已完成,23,CNY,80418.03,ERP
831,1,采购-000831,46,1,2025-12-05,2025-12-20,2025-12-20,已完成,24,CNY,48947.65,ERP
832,1,采购-000832,8,2,2025-07-07,2025-07-19,2025-07-19,已完成,25,CNY,34711.64,ERP
833,1,采购-000833,1,1,2025-01-26,2025-02-25,2025-02-25,已完成,26,CNY,24442.48,ERP
834,1,采购-000834,42,2,2025-10-16,2025-11-02,2025-11-02,已完成,21,CNY,18976.98,ERP
835,1,采购-000835,3,1,2025-12-27,2026-01-21,2026-01-21,已完成,22,CNY,8069.74,ERP
836,1,采购-000836,5,1,2025-12-01,2025-12-16,2025-12-16,已完成,23,CNY,6310.96,ERP
837,1,采购-000837,22,2,2024-11-12,2024-12-20,2024-12-20,已完成,24,CNY,4271.69,ERP
838,1,采购-000838,12,1,2025-08-31,2025-09-10,2025-09-10,已完成,25,CNY,1319.09,ERP
839,1,采购-000839,5,1,2024-11-19,2024-12-04,2024-12-04,已完成,26,CNY,111305.02,ERP
840,1,采购-000840,14,2,2024-12-02,2025-01-01,2025-01-01,已完成,21,CNY,4829.8,ERP
841,1,采购-000841,15,2,2026-04-21,2026-05-18,2026-05-18,已完成,22,CNY,2499.5,ERP
842,1,采购-000842,42,2,2025-06-06,2025-07-17,2025-07-17,已完成,23,CNY,2635.5,ERP
843,1,采购-000843,6,2,2026-01-07,2026-01-13,2026-01-13,已完成,24,CNY,178636.68,ERP
844,1,采购-000844,4,1,2024-09-19,2024-10-03,2024-10-03,已完成,25,CNY,26682.19,ERP
845,1,采购-000845,21,1,2026-04-21,2026-05-24,2026-05-24,已完成,26,CNY,30029.01,ERP
846,1,采购-000846,15,2,2025-06-16,2025-06-28,2025-06-28,已完成,21,CNY,195304.64,ERP
847,1,采购-000847,37,1,2025-08-23,2025-09-06,2025-09-06,已完成,22,CNY,2621.62,ERP
848,1,采购-000848,8,2,2024-11-20,2024-12-22,2024-12-22,已完成,23,CNY,71367.59,ERP
849,1,采购-000849,37,1,2024-11-30,2024-12-18,2024-12-18,已完成,24,CNY,335197.06,ERP
850,1,采购-000850,6,1,2025-04-21,2025-05-18,2025-05-18,已完成,25,CNY,62246.79,ERP
851,1,采购-000851,39,2,2025-10-16,2025-11-22,2025-12-03,已完成,26,CNY,89356.47,ERP
852,1,采购-000852,44,2,2025-01-28,2025-02-18,2025-02-18,已完成,21,CNY,20450.34,ERP
853,1,采购-000853,8,1,2024-11-07,2024-12-04,2024-12-04,已完成,22,CNY,49551.46,ERP
854,1,采购-000854,41,2,2024-09-24,2024-10-05,2024-10-05,已完成,23,CNY,16399.74,ERP
855,1,采购-000855,28,1,2026-05-13,2026-06-15,2026-06-30,已完成,24,CNY,18859.45,ERP
856,1,采购-000856,5,1,2025-01-18,2025-01-26,2025-01-26,已完成,25,CNY,87521.05,ERP
857,1,采购-000857,25,1,2024-08-16,2024-09-16,2024-09-16,已完成,26,CNY,30095.36,ERP
858,1,采购-000858,3,2,2024-12-24,2025-01-08,2025-01-08,已完成,21,CNY,39472.66,ERP
859,1,采购-000859,20,2,2025-06-14,2025-07-22,2025-07-22,已完成,22,CNY,5400.95,ERP
860,1,采购-000860,33,1,2025-02-18,2025-03-30,2025-03-30,已完成,23,CNY,5950.83,ERP
861,1,采购-000861,40,2,2025-06-19,2025-07-24,2025-07-24,已完成,24,CNY,215697.8,ERP
862,1,采购-000862,47,1,2024-10-09,2024-10-30,2024-11-13,已完成,25,CNY,28755.21,ERP
863,1,采购-000863,10,1,2024-12-31,2025-01-08,2025-01-08,已完成,26,CNY,152789.25,ERP
864,1,采购-000864,35,2,2025-01-03,2025-02-04,2025-02-04,已完成,21,CNY,544.61,ERP
865,1,采购-000865,41,2,2026-04-08,2026-05-01,2026-05-01,已完成,22,CNY,9987.6,ERP
866,1,采购-000866,22,1,2026-03-24,2026-04-25,2026-04-25,已完成,23,CNY,9155.07,ERP
867,1,采购-000867,49,1,2026-01-18,2026-02-21,2026-02-21,已完成,24,CNY,138000.56,ERP
868,1,采购-000868,34,2,2025-06-11,2025-06-29,2025-06-29,已完成,25,CNY,5722.37,ERP
869,1,采购-000869,39,2,2025-06-08,2025-07-12,2025-07-12,已完成,26,CNY,2283.41,ERP
870,1,采购-000870,28,1,2026-07-19,2026-08-13,2026-08-13,在途,21,CNY,93.0,ERP
871,1,采购-000871,27,1,2025-07-19,2025-08-17,2025-08-17,已完成,22,CNY,7236.6,ERP
872,1,采购-000872,44,1,2024-09-01,2024-10-06,2024-10-06,已完成,23,CNY,5988.43,ERP
873,1,采购-000873,34,2,2026-03-19,2026-04-13,2026-04-13,已完成,24,CNY,50340.52,ERP
874,1,采购-000874,45,1,2026-04-29,2026-05-13,2026-05-13,已完成,25,CNY,3246.26,ERP
875,1,采购-000875,45,2,2024-11-11,2024-11-27,2024-11-27,已完成,26,CNY,40373.82,ERP
876,1,采购-000876,6,1,2025-12-25,2026-01-15,2026-01-15,已完成,21,CNY,45197.73,ERP
877,1,采购-000877,42,2,2026-05-14,2026-06-08,2026-06-08,已完成,22,CNY,31332.2,ERP
878,1,采购-000878,12,1,2026-02-20,2026-02-23,2026-02-25,已完成,23,CNY,29434.88,ERP
879,1,采购-000879,42,1,2024-12-03,2024-12-20,2024-12-20,已完成,24,CNY,1317.73,ERP
880,1,采购-000880,23,2,2024-08-10,2024-09-20,2024-09-20,已完成,25,CNY,5594.94,ERP
881,1,采购-000881,1,1,2025-10-10,2025-11-03,2025-11-03,已完成,26,CNY,31836.89,ERP
882,1,采购-000882,25,1,2025-05-27,2025-06-19,2025-06-19,已完成,21,CNY,36503.71,ERP
883,1,采购-000883,45,2,2025-08-30,2025-09-02,2025-09-02,已完成,22,CNY,191979.65,ERP
884,1,采购-000884,50,2,2024-08-22,2024-09-19,2024-09-19,已完成,23,CNY,91695.78,ERP
885,1,采购-000885,47,1,2025-05-27,2025-06-24,2025-06-28,已完成,24,CNY,1703.27,ERP
886,1,采购-000886,18,1,2025-02-10,2025-03-14,2025-03-14,已完成,25,CNY,34149.61,ERP
887,1,采购-000887,6,1,2025-08-27,2025-09-28,2025-09-28,已完成,26,CNY,9951.87,ERP
888,1,采购-000888,25,1,2025-12-15,2026-01-07,2026-01-07,已完成,21,CNY,13324.51,ERP
889,1,采购-000889,29,2,2024-08-19,2024-09-14,2024-09-14,已完成,22,CNY,36009.46,ERP
890,1,采购-000890,43,1,2024-10-01,2024-10-31,2024-10-31,已完成,23,CNY,5727.41,ERP
891,1,采购-000891,42,2,2026-06-30,2026-07-17,2026-07-17,已完成,24,CNY,22832.18,ERP
892,1,采购-000892,13,2,2026-07-17,2026-08-05,2026-08-18,在途,25,CNY,24646.36,ERP
893,1,采购-000893,42,1,2024-09-13,2024-09-30,2024-09-30,已完成,26,CNY,22432.87,ERP
894,1,采购-000894,29,1,2026-01-07,2026-02-17,2026-02-17,已完成,21,CNY,8480.78,ERP
895,1,采购-000895,13,1,2024-12-26,2025-01-28,2025-01-28,已完成,22,CNY,24849.16,ERP
896,1,采购-000896,19,2,2025-06-24,2025-07-11,2025-07-11,已完成,23,CNY,55934.05,ERP
897,1,采购-000897,33,1,2025-02-23,2025-03-07,2025-03-07,已完成,24,CNY,28407.16,ERP
898,1,采购-000898,43,2,2026-01-13,2026-02-06,2026-02-06,已完成,25,CNY,5099.85,ERP
899,1,采购-000899,11,2,2025-01-22,2025-02-09,2025-02-09,已完成,26,CNY,364925.26,ERP
900,1,采购-000900,26,1,2025-06-17,2025-06-22,2025-07-03,已完成,21,CNY,4783.2,ERP
901,1,采购-000901,11,2,2025-12-19,2026-01-05,2026-01-05,已完成,22,CNY,12734.05,ERP
902,1,采购-000902,49,1,2025-07-12,2025-08-09,2025-08-09,已完成,23,CNY,2144.55,ERP
903,1,采购-000903,34,1,2024-11-29,2024-12-02,2024-12-02,已完成,24,CNY,239463.4,ERP
904,1,采购-000904,14,1,2026-02-11,2026-02-27,2026-02-27,已完成,25,CNY,86665.3,ERP
905,1,采购-000905,44,1,2024-12-30,2025-01-05,2025-01-05,已完成,26,CNY,47478.98,ERP
906,1,采购-000906,46,1,2026-02-14,2026-03-15,2026-03-15,已完成,21,CNY,36799.98,ERP
907,1,采购-000907,5,2,2025-08-12,2025-09-04,2025-09-04,已完成,22,CNY,33364.58,ERP
908,1,采购-000908,49,1,2025-09-24,2025-10-25,2025-10-25,已完成,23,CNY,1222.56,ERP
909,1,采购-000909,37,1,2025-06-06,2025-06-17,2025-06-17,已完成,24,CNY,21026.27,ERP
910,1,采购-000910,26,1,2024-12-17,2025-01-17,2025-01-17,已完成,25,CNY,65551.82,ERP
911,1,采购-000911,26,2,2024-10-18,2024-11-24,2024-11-24,已完成,26,CNY,4326.41,ERP
912,1,采购-000912,47,1,2026-04-01,2026-04-22,2026-04-22,已完成,21,CNY,69850.47,ERP
913,1,采购-000913,25,2,2025-02-03,2025-02-12,2025-02-14,已完成,22,CNY,17754.87,ERP
914,1,采购-000914,48,1,2025-06-23,2025-07-17,2025-07-17,已完成,23,CNY,82737.29,ERP
915,1,采购-000915,42,1,2025-01-28,2025-03-05,2025-03-08,已完成,24,CNY,32084.08,ERP
916,1,采购-000916,44,1,2025-01-17,2025-02-11,2025-02-11,已完成,25,CNY,11663.09,ERP
917,1,采购-000917,26,2,2025-11-07,2025-11-25,2025-11-25,已完成,26,CNY,3390.56,ERP
918,1,采购-000918,42,1,2025-08-13,2025-08-22,2025-08-22,已完成,21,CNY,246960.81,ERP
919,1,采购-000919,11,2,2025-11-12,2025-11-29,2025-11-29,已完成,22,CNY,25135.58,ERP
920,1,采购-000920,33,1,2025-10-12,2025-11-04,2025-11-04,已完成,23,CNY,2403.95,ERP
921,1,采购-000921,29,1,2026-06-02,2026-07-13,2026-07-13,已完成,24,CNY,3290.25,ERP
922,1,采购-000922,23,2,2025-06-06,2025-07-18,2025-07-18,已完成,25,CNY,3548.87,ERP
923,1,采购-000923,37,1,2025-06-05,2025-06-10,2025-06-10,已完成,26,CNY,1622.27,ERP
924,1,采购-000924,19,1,2025-10-03,2025-10-22,2025-10-22,已完成,21,CNY,17953.67,ERP
925,1,采购-000925,33,1,2024-09-29,2024-10-21,2024-10-21,已完成,22,CNY,479263.27,ERP
926,1,采购-000926,6,2,2025-11-12,2025-12-01,2025-12-01,已完成,23,CNY,1412.17,ERP
927,1,采购-000927,5,1,2024-11-19,2024-12-20,2024-12-20,已完成,24,CNY,11045.49,ERP
928,1,采购-000928,12,2,2025-09-11,2025-09-16,2025-09-16,已完成,25,CNY,17865.86,ERP
929,1,采购-000929,25,2,2025-06-28,2025-07-22,2025-07-22,已完成,26,CNY,3012.77,ERP
930,1,采购-000930,46,1,2026-03-29,2026-04-11,2026-04-11,已完成,21,CNY,5014.96,ERP
931,1,采购-000931,50,1,2025-10-14,2025-11-11,2025-11-11,已完成,22,CNY,111708.89,ERP
932,1,采购-000932,31,2,2025-10-26,2025-11-27,2025-11-27,已完成,23,CNY,16997.48,ERP
933,1,采购-000933,6,2,2026-01-01,2026-01-28,2026-01-28,已完成,24,CNY,94446.23,ERP
934,1,采购-000934,49,2,2026-08-04,2026-08-16,2026-08-16,在途,25,CNY,1005.57,ERP
935,1,采购-000935,37,1,2026-03-13,2026-04-04,2026-04-04,已完成,26,CNY,51822.65,ERP
936,1,采购-000936,32,1,2025-06-01,2025-06-09,2025-06-09,已完成,21,CNY,97585.37,ERP
937,1,采购-000937,22,2,2025-12-17,2026-01-23,2026-01-23,已完成,22,CNY,11508.55,ERP
938,1,采购-000938,31,2,2025-09-16,2025-10-16,2025-10-16,已完成,23,CNY,3198.06,ERP
939,1,采购-000939,9,2,2025-06-01,2025-07-04,2025-07-04,已完成,24,CNY,91596.15,ERP
940,1,采购-000940,22,1,2025-11-20,2025-11-26,2025-11-26,已完成,25,CNY,75734.92,ERP
941,1,采购-000941,30,1,2025-10-24,2025-11-23,2025-11-23,已完成,26,CNY,3425.55,ERP
942,1,采购-000942,26,1,2025-02-28,2025-03-18,2025-03-18,已完成,21,CNY,48439.1,ERP
943,1,采购-000943,49,1,2025-04-22,2025-05-23,2025-05-23,已完成,22,CNY,4253.91,ERP
944,1,采购-000944,47,2,2024-08-30,2024-09-20,2024-09-20,已完成,23,CNY,16203.76,ERP
945,1,采购-000945,8,1,2024-11-06,2024-12-03,2024-12-08,已完成,24,CNY,27759.09,ERP
946,1,采购-000946,33,1,2024-08-18,2024-09-18,2024-09-22,已完成,25,CNY,579.52,ERP
947,1,采购-000947,31,2,2025-01-08,2025-01-12,2025-01-12,已完成,26,CNY,118137.01,ERP
948,1,采购-000948,39,1,2026-07-25,2026-08-31,2026-08-31,在途,21,CNY,1109.5,ERP
949,1,采购-000949,10,1,2024-12-11,2025-01-12,2025-01-22,已完成,22,CNY,12128.67,ERP
950,1,采购-000950,24,2,2025-10-16,2025-11-05,2025-11-05,已完成,23,CNY,25168.64,ERP
951,1,采购-000951,13,1,2025-01-14,2025-02-02,2025-02-02,已完成,24,CNY,238894.92,ERP
952,1,采购-000952,27,1,2024-11-10,2024-12-12,2024-12-12,已完成,25,CNY,8368.85,ERP
953,1,采购-000953,28,1,2024-10-02,2024-10-14,2024-10-14,已完成,26,CNY,27511.14,ERP
954,1,采购-000954,48,1,2024-08-31,2024-09-24,2024-09-24,已完成,21,CNY,57277.91,ERP
955,1,采购-000955,40,2,2025-08-20,2025-09-27,2025-09-27,已完成,22,CNY,30033.62,ERP
956,1,采购-000956,29,2,2025-03-04,2025-04-14,2025-04-14,已完成,23,CNY,1487.54,ERP
957,1,采购-000957,23,1,2026-06-18,2026-07-09,2026-07-09,已完成,24,CNY,6965.54,ERP
958,1,采购-000958,9,1,2026-05-11,2026-05-20,2026-05-20,已完成,25,CNY,42288.25,ERP
959,1,采购-000959,19,2,2026-01-21,2026-02-03,2026-02-03,已完成,26,CNY,76749.96,ERP
960,1,采购-000960,47,2,2025-04-24,2025-05-09,2025-05-09,已完成,21,CNY,4443.68,ERP
961,1,采购-000961,12,2,2025-08-25,2025-09-09,2025-09-09,已完成,22,CNY,23162.02,ERP
962,1,采购-000962,14,2,2024-11-29,2024-12-10,2024-12-10,已完成,23,CNY,5088.2,ERP
963,1,采购-000963,27,1,2026-01-03,2026-01-25,2026-01-25,已完成,24,CNY,92052.17,ERP
964,1,采购-000964,27,1,2026-07-03,2026-07-13,2026-07-13,已完成,25,CNY,7726.5,ERP
965,1,采购-000965,16,1,2026-01-25,2026-02-02,2026-02-02,已完成,26,CNY,75910.74,ERP
966,1,采购-000966,27,1,2026-01-23,2026-02-02,2026-02-02,已完成,21,CNY,45847.1,ERP
967,1,采购-000967,28,1,2025-08-02,2025-08-14,2025-08-14,已完成,22,CNY,22406.01,ERP
968,1,采购-000968,37,1,2026-03-26,2026-04-08,2026-04-08,已完成,23,CNY,77127.75,ERP
969,1,采购-000969,18,2,2025-01-28,2025-02-04,2025-02-04,已完成,24,CNY,186223.68,ERP
970,1,采购-000970,35,2,2026-02-25,2026-03-12,2026-03-12,已完成,25,CNY,7215.84,ERP
971,1,采购-000971,24,1,2025-12-29,2026-01-18,2026-01-18,已完成,26,CNY,9463.03,ERP
972,1,采购-000972,46,2,2025-08-08,2025-09-08,2025-09-08,已完成,21,CNY,96106.08,ERP
973,1,采购-000973,44,1,2025-03-31,2025-04-27,2025-04-27,已完成,22,CNY,9417.53,ERP
974,1,采购-000974,34,1,2025-03-08,2025-04-04,2025-04-04,已完成,23,CNY,31715.89,ERP
975,1,采购-000975,33,2,2025-05-24,2025-05-31,2025-05-31,已完成,24,CNY,2136.75,ERP
976,1,采购-000976,15,1,2025-11-14,2025-12-11,2025-12-11,已完成,25,CNY,621.85,ERP
977,1,采购-000977,7,1,2025-01-28,2025-03-02,2025-03-02,已完成,26,CNY,3976.75,ERP
978,1,采购-000978,28,1,2026-01-08,2026-01-25,2026-01-25,已完成,21,CNY,38939.34,ERP
979,1,采购-000979,13,2,2025-11-06,2025-12-04,2025-12-04,已完成,22,CNY,85614.57,ERP
980,1,采购-000980,36,1,2026-02-07,2026-03-20,2026-03-20,已完成,23,CNY,86046.06,ERP
981,1,采购-000981,34,1,2025-12-25,2026-01-12,2026-01-12,已完成,24,CNY,7344.43,ERP
982,1,采购-000982,8,1,2025-02-27,2025-03-16,2025-03-16,已完成,25,CNY,70494.31,ERP
983,1,采购-000983,13,2,2024-11-01,2024-11-13,2024-11-13,已完成,26,CNY,22861.36,ERP
984,1,采购-000984,11,2,2024-11-24,2024-12-15,2024-12-15,已完成,21,CNY,21752.58,ERP
985,1,采购-000985,49,1,2026-05-26,2026-06-17,2026-06-17,已完成,22,CNY,13721.32,ERP
986,1,采购-000986,24,2,2024-09-02,2024-09-13,2024-09-13,已完成,23,CNY,11219.32,ERP
987,1,采购-000987,9,1,2025-05-24,2025-06-16,2025-06-16,已完成,24,CNY,99362.31,ERP
988,1,采购-000988,37,1,2025-11-23,2025-12-15,2025-12-15,已完成,25,CNY,28859.45,ERP
989,1,采购-000989,4,2,2026-07-15,2026-08-10,2026-08-10,在途,26,CNY,1124.17,ERP
990,1,采购-000990,46,1,2025-04-10,2025-05-18,2025-05-18,已完成,21,CNY,97234.05,ERP
991,1,采购-000991,25,1,2025-04-16,2025-04-26,2025-05-10,已完成,22,CNY,1623.56,ERP
992,1,采购-000992,26,2,2026-07-31,2026-08-31,2026-08-31,在途,23,CNY,6924.76,ERP
993,1,采购-000993,20,2,2024-12-22,2025-01-04,2025-01-04,已完成,24,CNY,42932.06,ERP
994,1,采购-000994,22,2,2026-02-01,2026-02-07,2026-02-07,已完成,25,CNY,32022.0,ERP
995,1,采购-000995,26,2,2025-12-22,2025-12-31,2025-12-31,已完成,26,CNY,447178.25,ERP
996,1,采购-000996,22,2,2026-01-06,2026-02-13,2026-02-27,已完成,21,CNY,9710.77,ERP
997,1,采购-000997,36,2,2024-10-31,2024-12-02,2024-12-10,已完成,22,CNY,5407.78,ERP
998,1,采购-000998,30,2,2026-03-11,2026-03-23,2026-03-23,已完成,23,CNY,62044.23,ERP
999,1,采购-000999,11,2,2025-07-25,2025-07-28,2025-07-28,已完成,24,CNY,14884.01,ERP
1000,1,采购-001000,34,1,2025-04-02,2025-05-02,2025-05-02,已完成,25,CNY,140712.01,ERP
1001,1,采购-001001,20,2,2025-09-13,2025-10-04,2025-10-04,已完成,26,CNY,7443.16,ERP
1002,1,采购-001002,22,1,2025-02-18,2025-03-18,2025-03-18,已完成,21,CNY,4484.98,ERP
1003,1,采购-001003,24,1,2025-08-27,2025-09-07,2025-09-07,已完成,22,CNY,110380.33,ERP
1004,1,采购-001004,8,2,2024-09-17,2024-10-14,2024-10-14,已完成,23,CNY,21919.96,ERP
1005,1,采购-001005,35,1,2024-10-28,2024-11-17,2024-11-17,已完成,24,CNY,129559.31,ERP
1006,1,采购-001006,48,1,2025-02-20,2025-03-20,2025-03-20,已完成,25,CNY,4961.72,ERP
1007,1,采购-001007,50,2,2025-10-06,2025-11-01,2025-11-01,已完成,26,CNY,26703.28,ERP
1008,1,采购-001008,26,1,2025-12-22,2026-01-28,2026-01-28,已完成,21,CNY,3654.45,ERP
1009,1,采购-001009,43,1,2024-11-21,2024-12-22,2024-12-22,已完成,22,CNY,114836.53,ERP
1010,1,采购-001010,26,2,2026-01-11,2026-02-11,2026-02-11,已完成,23,CNY,67756.02,ERP
1011,1,采购-001011,24,2,2025-01-13,2025-02-10,2025-02-10,已完成,24,CNY,2928.61,ERP
1012,1,采购-001012,11,1,2026-03-27,2026-04-02,2026-04-02,已完成,25,CNY,13791.01,ERP
1013,1,采购-001013,2,1,2025-12-03,2025-12-19,2025-12-19,已完成,26,CNY,34966.82,ERP
1014,1,采购-001014,24,2,2024-09-12,2024-10-13,2024-10-13,已完成,21,CNY,3130.02,ERP
1015,1,采购-001015,2,2,2025-01-22,2025-02-27,2025-02-27,已完成,22,CNY,647.31,ERP
1016,1,采购-001016,22,1,2025-03-16,2025-04-08,2025-04-08,已完成,23,CNY,32469.76,ERP
1017,1,采购-001017,24,2,2026-07-09,2026-07-29,2026-07-29,已完成,24,CNY,15011.03,ERP
1018,1,采购-001018,33,2,2024-08-22,2024-09-13,2024-09-13,已完成,25,CNY,115392.12,ERP
1019,1,采购-001019,24,1,2024-09-13,2024-10-03,2024-10-03,已完成,26,CNY,31798.18,ERP
1020,1,采购-001020,3,1,2025-07-29,2025-08-28,2025-08-28,已完成,21,CNY,24952.15,ERP
1021,1,采购-001021,46,1,2025-11-07,2025-12-06,2025-12-06,已完成,22,CNY,19323.07,ERP
1022,1,采购-001022,42,2,2026-03-24,2026-04-07,2026-04-07,已完成,23,CNY,122645.15,ERP
1023,1,采购-001023,7,2,2025-04-22,2025-05-13,2025-05-13,已完成,24,CNY,21549.97,ERP
1024,1,采购-001024,35,1,2024-08-03,2024-08-13,2024-08-13,已完成,25,CNY,33551.7,ERP
1025,1,采购-001025,41,2,2026-02-12,2026-03-23,2026-03-23,已完成,26,CNY,12074.31,ERP
1026,1,采购-001026,35,1,2024-08-21,2024-08-29,2024-08-29,已完成,21,CNY,96894.25,ERP
1027,1,采购-001027,7,1,2026-02-27,2026-03-18,2026-03-18,已完成,22,CNY,6087.96,ERP
1028,1,采购-001028,28,1,2024-12-11,2024-12-30,2024-12-30,已完成,23,CNY,99056.5,ERP
1029,1,采购-001029,10,1,2024-10-15,2024-10-27,2024-10-27,已完成,24,CNY,45846.74,ERP
1030,1,采购-001030,24,2,2026-02-04,2026-03-04,2026-03-04,已完成,25,CNY,7347.75,ERP
1031,1,采购-001031,18,1,2026-04-17,2026-05-01,2026-05-01,已完成,26,CNY,874.92,ERP
1032,1,采购-001032,33,1,2025-10-23,2025-10-30,2025-10-30,已完成,21,CNY,43896.66,ERP
1033,1,采购-001033,32,2,2024-10-29,2024-11-06,2024-11-06,已完成,22,CNY,80288.49,ERP
1034,1,采购-001034,5,1,2025-08-24,2025-09-16,2025-09-16,已完成,23,CNY,9528.01,ERP
1035,1,采购-001035,45,2,2025-12-01,2025-12-15,2025-12-15,已完成,24,CNY,189688.99,ERP
1036,1,采购-001036,50,1,2026-01-09,2026-02-06,2026-02-06,已完成,25,CNY,102483.81,ERP
1037,1,采购-001037,24,2,2025-03-08,2025-04-10,2025-04-10,已完成,26,CNY,37016.37,ERP
1038,1,采购-001038,22,2,2024-11-18,2024-12-20,2024-12-20,已完成,21,CNY,2719.29,ERP
1039,1,采购-001039,32,1,2025-08-03,2025-09-04,2025-09-04,已完成,22,CNY,10711.65,ERP
1040,1,采购-001040,41,1,2025-05-08,2025-05-25,2025-05-25,已完成,23,CNY,4594.72,ERP
1041,1,采购-001041,24,1,2026-04-26,2026-05-29,2026-05-29,已完成,24,CNY,19922.47,ERP
1042,1,采购-001042,3,1,2025-04-23,2025-05-02,2025-05-02,已完成,25,CNY,6428.72,ERP
1043,1,采购-001043,6,1,2025-08-11,2025-08-30,2025-08-30,已完成,26,CNY,16149.23,ERP
1044,1,采购-001044,47,2,2025-01-23,2025-01-29,2025-01-29,已完成,21,CNY,18938.01,ERP
1045,1,采购-001045,6,1,2025-04-21,2025-04-27,2025-04-27,已完成,22,CNY,50977.5,ERP
1046,1,采购-001046,10,2,2026-02-16,2026-03-20,2026-03-20,已完成,23,CNY,12495.34,ERP
1047,1,采购-001047,5,2,2026-05-09,2026-06-09,2026-06-12,已完成,24,CNY,3927.43,ERP
1048,1,采购-001048,40,2,2024-09-22,2024-10-15,2024-10-15,已完成,25,CNY,13318.3,ERP
1049,1,采购-001049,34,1,2025-06-06,2025-06-19,2025-06-19,已完成,26,CNY,13201.59,ERP
1050,1,采购-001050,5,2,2026-06-17,2026-07-20,2026-07-20,已完成,21,CNY,42004.97,ERP
1051,1,采购-001051,23,2,2024-08-06,2024-08-27,2024-08-27,已完成,22,CNY,21955.06,ERP
1052,1,采购-001052,40,2,2025-11-26,2025-12-21,2025-12-21,已完成,23,CNY,8518.88,ERP
1053,1,采购-001053,34,1,2026-04-24,2026-05-05,2026-05-05,已完成,24,CNY,16457.34,ERP
1054,1,采购-001054,34,2,2026-03-24,2026-04-19,2026-04-19,已完成,25,CNY,63084.07,ERP
1055,1,采购-001055,48,1,2025-12-04,2025-12-17,2025-12-28,已完成,26,CNY,37513.44,ERP
1056,1,采购-001056,3,1,2025-01-17,2025-02-14,2025-02-14,已完成,21,CNY,362.51,ERP
1057,1,采购-001057,15,1,2025-04-25,2025-05-15,2025-05-15,已完成,22,CNY,8686.87,ERP
1058,1,采购-001058,17,1,2025-01-10,2025-02-10,2025-02-10,已完成,23,CNY,123931.0,ERP
1059,1,采购-001059,29,2,2024-08-10,2024-08-29,2024-08-29,已完成,24,CNY,14599.14,ERP
1060,1,采购-001060,16,1,2025-03-30,2025-04-26,2025-04-26,已完成,25,CNY,63374.12,ERP
1061,1,采购-001061,16,2,2025-03-06,2025-03-21,2025-03-21,已完成,26,CNY,11247.01,ERP
1062,1,采购-001062,40,1,2024-09-06,2024-09-16,2024-09-16,已完成,21,CNY,1225.4,ERP
1063,1,采购-001063,19,1,2025-01-16,2025-02-07,2025-02-07,已完成,22,CNY,303278.5,ERP
1064,1,采购-001064,33,2,2025-11-25,2025-12-18,2025-12-18,已完成,23,CNY,108098.4,ERP
1065,1,采购-001065,44,2,2026-01-24,2026-02-08,2026-02-08,已完成,24,CNY,8672.64,ERP
1066,1,采购-001066,42,2,2025-06-03,2025-07-14,2025-07-14,已完成,25,CNY,7443.22,ERP
1067,1,采购-001067,13,1,2026-05-22,2026-06-13,2026-06-19,已完成,26,CNY,19265.9,ERP
