shipment_id,shipment_code,sales_order_id,customer_id,plant_id,shipment_date,shipment_amount,status
462,发货-000462,462,41,1,2025-05-07,290544.59,已发货
463,发货-000463,463,25,1,2025-04-23,839381.76,已发货
464,发货-000464,464,24,2,2025-04-13,864320.8,已发货
465,发货-000465,465,64,2,2025-04-01,449427.8,已发货
466,发货-000466,466,72,2,2025-03-09,912591.92,已发货
467,发货-000467,467,23,2,2025-05-04,827194.54,已发货
468,发货-000468,468,46,1,2025-03-11,296633.48,已发货
469,发货-000469,469,38,2,2025-05-11,150409.13,已发货
470,发货-000470,470,13,2,2025-03-16,219305.08,已发货
471,发货-000471,471,29,1,2025-03-03,185752.55,已发货
472,发货-000472,472,50,1,2025-05-21,1186485.55,已发货
473,发货-000473,473,22,1,2025-03-25,557506.59,已发货
474,发货-000474,474,68,1,2025-02-23,278446.74,已发货
475,发货-000475,475,67,2,2025-05-19,388291.76,已发货
476,发货-000476,476,75,2,2025-03-24,1447292.76,已发货
477,发货-000477,477,4,1,2025-05-16,197183.86,已发货
478,发货-000478,478,8,1,2025-03-26,947192.32,已发货
479,发货-000479,479,29,2,2025-03-18,208608.97,已发货
480,发货-000480,480,72,1,2025-04-08,1227956.45,已发货
481,发货-000481,481,45,2,2025-05-17,172708.63,已发货
482,发货-000482,482,51,2,2025-04-17,442042.56,已发货
483,发货-000483,483,24,2,2025-04-28,473250.56,已发货
484,发货-000484,484,79,2,2025-05-15,804194.94,已发货
485,发货-000485,485,34,1,2025-03-21,927509.37,已发货
486,发货-000486,486,40,1,2025-02-28,1186991.45,已发货
487,发货-000487,487,10,2,2025-04-23,732830.88,已发货
488,发货-000488,488,51,2,2025-03-06,197574.26,已发货
489,发货-000489,489,2,2,2025-03-06,1081657.47,已发货
490,发货-000490,490,36,1,2025-04-13,201554.25,已发货
491,发货-000491,491,78,2,2025-05-11,1134131.2,已发货
492,发货-000492,492,13,1,2025-05-18,512666.64,已发货
493,发货-000493,493,64,2,2025-03-02,960338.2,已发货
494,发货-000494,494,3,1,2025-05-02,277230.53,已发货
495,发货-000495,495,53,1,2025-03-30,536714.02,已发货
496,发货-000496,496,3,2,2025-04-15,266436.46,已发货
497,发货-000497,497,11,1,2025-03-13,314673.68,已发货
498,发货-000498,498,75,2,2025-05-01,843175.26,已发货
499,发货-000499,499,49,2,2025-03-25,893118.45,已发货
500,发货-000500,500,39,1,2025-04-08,745739.22,已发货
501,发货-000501,501,10,1,2025-04-23,436812.15,已发货
502,发货-000502,502,32,1,2025-03-12,138837.99,已发货
503,发货-000503,503,79,1,2025-04-21,948129.2,已发货
504,发货-000504,504,2,2,2025-04-12,238371.48,已发货
505,发货-000505,505,29,2,2025-05-13,284101.77,已发货
506,发货-000506,506,8,2,2025-05-06,288375.04,已发货
507,发货-000507,507,7,1,2025-04-09,158255.96,已发货
508,发货-000508,508,73,2,2025-03-26,334565.2,已发货
509,发货-000509,509,36,1,2025-05-10,938215.32,已发货
510,发货-000510,510,59,2,2025-03-15,967063.2,已发货
511,发货-000511,511,55,2,2025-04-01,401169.5,已发货
512,发货-000512,512,13,1,2025-04-21,923030.32,已发货
513,发货-000513,513,13,1,2025-04-23,393592.13,已发货
514,发货-000514,514,51,1,2025-05-15,496192.56,已发货
515,发货-000515,515,16,1,2025-03-16,241319.04,已发货
516,发货-000516,516,79,2,2025-04-03,439665.1,已发货
517,发货-000517,517,33,1,2025-03-24,443914.82,已发货
518,发货-000518,518,18,1,2025-04-20,1502230.75,已发货
519,发货-000519,519,75,2,2025-05-06,180063.75,已发货
520,发货-000520,520,72,2,2025-04-13,494535.36,已发货
521,发货-000521,521,14,2,2025-03-24,549835.78,已发货
522,发货-000522,522,10,2,2025-03-19,352588.96,已发货
523,发货-000523,523,34,2,2025-04-07,208209.25,已发货
524,发货-000524,524,67,1,2025-03-21,808583.49,已发货
525,发货-000525,525,64,1,2025-03-14,164363.76,已发货
526,发货-000526,526,55,1,2025-04-03,464929.14,已发货
527,发货-000527,527,11,1,2025-04-21,1011601.15,已发货
528,发货-000528,528,39,2,2025-04-27,175735.96,已发货
529,发货-000529,529,24,2,2025-05-07,393501.55,已发货
530,发货-000530,530,7,2,2025-04-01,213408.32,已发货
531,发货-000531,531,41,1,2025-04-25,864446.94,已发货
532,发货-000532,532,21,1,2025-04-02,249510.7,已发货
533,发货-000533,533,71,2,2025-04-10,544448.18,已发货
534,发货-000534,534,20,1,2025-03-20,381535.1,已发货
535,发货-000535,535,26,1,2025-06-04,1630296.28,已发货
536,发货-000536,536,19,2,2025-04-28,1026283.59,已发货
537,发货-000537,537,78,1,2025-04-17,503793.66,已发货
538,发货-000538,538,78,1,2025-06-14,279295.26,已发货
539,发货-000539,539,40,1,2025-06-06,315328.3,已发货
540,发货-000540,540,45,2,2025-04-07,513940.0,已发货
541,发货-000541,541,39,2,2025-05-11,252759.44,已发货
542,发货-000542,542,45,1,2025-04-02,474744.28,已发货
543,发货-000543,543,75,1,2025-04-29,1241415.18,已发货
544,发货-000544,544,49,2,2025-04-23,139993.56,已发货
545,发货-000545,545,74,1,2025-05-03,227924.64,已发货
546,发货-000546,546,51,1,2025-05-04,212772.09,已发货
547,发货-000547,547,56,2,2025-06-01,756281.19,已发货
548,发货-000548,548,19,2,2025-05-01,545966.56,已发货
549,发货-000549,549,71,2,2025-05-22,242414.88,已发货
550,发货-000550,550,55,1,2025-04-06,527634.69,已发货
551,发货-000551,551,5,2,2025-05-22,606049.35,已发货
552,发货-000552,552,63,1,2025-04-08,208158.04,已发货
553,发货-000553,553,69,2,2025-04-28,329657.28,已发货
554,发货-000554,554,17,1,2025-04-30,198064.16,已发货
555,发货-000555,555,32,1,2025-04-13,534329.6,已发货
556,发货-000556,556,38,1,2025-04-04,261653.41,已发货
557,发货-000557,557,70,2,2025-06-05,1237376.85,已发货
558,发货-000558,558,12,2,2025-05-19,370392.56,已发货
559,发货-000559,559,8,2,2025-05-21,228366.71,已发货
560,发货-000560,560,53,1,2025-05-31,367127.06,已发货
561,发货-000561,561,19,1,2025-04-25,226675.44,已发货
562,发货-000562,562,57,1,2025-04-04,301541.02,已发货
563,发货-000563,563,66,2,2025-05-21,507894.7,已发货
564,发货-000564,564,24,2,2025-04-30,896573.85,已发货
565,发货-000565,565,18,1,2025-03-31,131368.75,已发货
566,发货-000566,566,59,1,2025-06-08,293445.56,已发货
567,发货-000567,567,34,1,2025-04-21,193241.19,已发货
568,发货-000568,568,63,1,2025-05-22,488663.73,已发货
569,发货-000569,569,44,2,2025-04-12,191680.6,已发货
570,发货-000570,570,49,2,2025-04-27,208530.13,已发货
571,发货-000571,571,77,1,2025-04-21,227503.44,已发货
572,发货-000572,572,45,2,2025-05-07,541084.64,已发货
573,发货-000573,573,47,1,2025-05-13,528899.16,已发货
574,发货-000574,574,79,1,2025-05-26,623539.95,已发货
575,发货-000575,575,8,1,2025-04-06,656167.44,已发货
576,发货-000576,576,57,1,2025-06-22,162192.22,已发货
577,发货-000577,577,17,1,2025-06-03,814916.28,已发货
578,发货-000578,578,75,2,2025-05-27,713737.65,已发货
579,发货-000579,579,37,2,2025-04-23,613089.6,已发货
580,发货-000580,580,8,2,2025-05-24,556350.45,已发货
581,发货-000581,581,7,2,2025-06-13,162365.63,已发货
582,发货-000582,582,53,1,2025-04-27,1076063.7,已发货
583,发货-000583,583,29,2,2025-04-15,1186018.64,已发货
584,发货-000584,584,49,1,2025-04-26,268361.88,已发货
585,发货-000585,585,4,1,2025-06-06,244367.54,已发货
586,发货-000586,586,28,1,2025-04-10,348702.52,已发货
587,发货-000587,587,18,2,2025-05-26,186160.98,已发货
588,发货-000588,588,37,2,2025-04-24,249852.79,已发货
589,发货-000589,589,5,2,2025-06-04,191252.95,已发货
590,发货-000590,590,75,2,2025-06-03,396211.72,已发货
591,发货-000591,591,47,2,2025-04-09,216974.48,已发货
592,发货-000592,592,75,1,2025-04-07,197284.85,已发货
593,发货-000593,593,19,1,2025-05-22,223551.75,已发货
594,发货-000594,594,19,2,2025-06-14,190463.59,已发货
595,发货-000595,595,80,1,2025-06-05,312169.75,已发货
596,发货-000596,596,59,1,2025-05-26,827101.9,已发货
597,发货-000597,597,60,1,2025-06-15,309399.1,已发货
598,发货-000598,598,10,1,2025-05-29,543420.45,已发货
599,发货-000599,599,10,2,2025-06-23,273427.62,已发货
600,发货-000600,600,17,2,2025-06-26,225279.97,已发货
601,发货-000601,601,37,1,2025-05-28,713350.92,已发货
602,发货-000602,602,51,2,2025-06-25,772038.99,已发货
603,发货-000603,603,57,1,2025-06-02,1204684.0,已发货
604,发货-000604,604,65,1,2025-05-18,377571.8,已发货
605,发货-000605,605,26,1,2025-06-11,995208.76,已发货
606,发货-000606,606,19,1,2025-06-19,1030048.52,已发货
607,发货-000607,607,39,2,2025-05-03,852758.1,已发货
608,发货-000608,608,2,1,2025-04-22,1621483.68,已发货
609,发货-000609,609,49,1,2025-04-10,594300.24,已发货
610,发货-000610,610,3,2,2025-07-07,671368.5,已发货
611,发货-000611,611,54,2,2025-06-27,223460.57,已发货
612,发货-000612,612,56,2,2025-05-05,165335.08,已发货
613,发货-000613,613,60,1,2025-04-28,330592.64,已发货
614,发货-000614,614,77,2,2025-04-30,685571.34,已发货
615,发货-000615,615,66,2,2025-06-19,234926.88,已发货
616,发货-000616,616,15,1,2025-06-03,468731.56,已发货
617,发货-000617,617,74,1,2025-05-23,261132.74,已发货
618,发货-000618,618,62,1,2025-06-13,354324.42,已发货
619,发货-000619,619,50,1,2025-05-06,974127.36,已发货
620,发货-000620,620,67,1,2025-07-05,818359.2,已发货
621,发货-000621,621,44,1,2025-07-08,482474.34,已发货
622,发货-000622,622,64,2,2025-06-24,977773.52,已发货
623,发货-000623,623,42,1,2025-07-08,958890.52,已发货
624,发货-000624,624,58,1,2025-05-21,614299.02,已发货
625,发货-000625,625,35,1,2025-06-01,1194689.85,已发货
626,发货-000626,626,39,1,2025-05-24,195645.14,已发货
627,发货-000627,627,15,1,2025-06-27,179082.41,已发货
628,发货-000628,628,1,1,2025-04-24,664603.2,已发货
629,发货-000629,629,50,2,2025-06-10,1234172.05,已发货
630,发货-000630,630,52,2,2025-06-04,202074.43,已发货
631,发货-000631,631,3,2,2025-06-23,175624.96,已发货
632,发货-000632,632,3,2,2025-05-02,498377.12,已发货
633,发货-000633,633,10,1,2025-06-18,197711.97,已发货
634,发货-000634,634,63,1,2025-05-25,497614.56,已发货
635,发货-000635,635,31,2,2025-06-28,973839.28,已发货
636,发货-000636,636,63,1,2025-06-11,210232.14,已发货
637,发货-000637,637,35,1,2025-05-12,767910.45,已发货
638,发货-000638,638,54,2,2025-07-16,212723.27,已发货
639,发货-000639,639,36,1,2025-06-23,304188.09,已发货
640,发货-000640,640,60,1,2025-07-20,335653.54,已发货
641,发货-000641,641,61,1,2025-06-12,1608385.7,已发货
642,发货-000642,642,4,2,2025-05-29,976067.08,已发货
643,发货-000643,643,31,1,2025-05-19,273585.95,已发货
644,发货-000644,644,30,1,2025-06-26,199052.82,已发货
645,发货-000645,645,50,1,2025-05-03,935346.72,已发货
646,发货-000646,646,24,1,2025-06-14,466464.62,已发货
647,发货-000647,647,55,1,2025-07-25,659506.35,已发货
648,发货-000648,648,70,1,2025-07-10,239946.98,已发货
649,发货-000649,649,63,2,2025-07-04,508134.9,已发货
650,发货-000650,650,77,1,2025-05-12,613562.94,已发货
651,发货-000651,651,22,2,2025-07-29,473323.78,已发货
652,发货-000652,652,65,2,2025-05-22,918425.84,已发货
653,发货-000653,653,52,1,2025-06-28,1282523.4,已发货
654,发货-000654,654,80,1,2025-06-21,332767.14,已发货
655,发货-000655,655,26,2,2025-06-27,1218050.61,已发货
656,发货-000656,656,49,2,2025-05-28,315518.04,已发货
657,发货-000657,657,64,2,2025-05-11,1245492.1,已发货
658,发货-000658,658,70,1,2025-07-25,214974.61,已发货
659,发货-000659,659,12,2,2025-07-14,503544.5,已发货
660,发货-000660,660,8,2,2025-06-19,1183148.1,已发货
661,发货-000661,661,21,1,2025-06-24,556904.8,已发货
662,发货-000662,662,52,1,2025-07-17,260648.18,已发货
663,发货-000663,663,13,2,2025-07-27,257665.63,已发货
664,发货-000664,664,71,1,2025-07-29,175721.77,已发货
665,发货-000665,665,53,1,2025-07-22,487978.14,已发货
666,发货-000666,666,19,2,2025-06-09,379628.4,已发货
667,发货-000667,667,28,2,2025-05-31,318605.9,已发货
668,发货-000668,668,44,1,2025-06-23,664681.08,已发货
669,发货-000669,669,56,1,2025-07-29,523109.38,已发货
670,发货-000670,670,71,1,2025-05-23,1028194.32,已发货
671,发货-000671,671,17,1,2025-07-19,654098.1,已发货
672,发货-000672,672,27,2,2025-05-22,197388.34,已发货
673,发货-000673,673,22,1,2025-05-12,168163.87,已发货
674,发货-000674,674,10,2,2025-05-30,337593.36,已发货
675,发货-000675,675,74,2,2025-06-03,1962016.95,已发货
676,发货-000676,676,60,1,2025-06-30,202937.94,已发货
677,发货-000677,677,5,1,2025-06-22,905694.65,已发货
678,发货-000678,678,39,2,2025-05-20,214026.14,已发货
679,发货-000679,679,19,1,2025-07-11,166643.19,已发货
680,发货-000680,680,62,1,2025-07-03,563298.33,已发货
681,发货-000681,681,73,1,2025-06-17,234854.57,已发货
682,发货-000682,682,57,1,2025-06-19,347780.72,已发货
683,发货-000683,683,2,1,2025-05-28,237541.92,已发货
684,发货-000684,684,22,2,2025-06-25,218519.53,已发货
685,发货-000685,685,77,1,2025-06-17,373364.22,已发货
686,发货-000686,686,77,1,2025-07-19,311009.52,已发货
687,发货-000687,687,34,2,2025-07-01,170273.41,已发货
688,发货-000688,688,30,1,2025-07-05,436710.08,已发货
689,发货-000689,689,8,1,2025-06-01,218978.64,已发货
690,发货-000690,690,39,1,2025-07-14,196733.32,已发货
691,发货-000691,691,28,1,2025-07-05,1248406.6,已发货
692,发货-000692,692,29,2,2025-07-03,331127.22,已发货
693,发货-000693,693,40,2,2025-08-11,949266.08,已发货
694,发货-000694,694,57,2,2025-07-08,400162.48,已发货
695,发货-000695,695,11,1,2025-06-06,562789.15,已发货
696,发货-000696,696,56,1,2025-06-30,1092292.12,已发货
697,发货-000697,697,12,1,2025-07-13,164791.68,已发货
698,发货-000698,698,56,1,2025-06-22,643539.18,已发货
699,发货-000699,699,29,1,2025-06-20,218278.8,已发货
700,发货-000700,700,46,1,2025-07-27,859165.35,已发货
701,发货-000701,701,77,1,2025-07-13,1055782.88,已发货
702,发货-000702,702,67,2,2025-05-21,256134.28,已发货
703,发货-000703,703,36,1,2025-08-08,847478.22,已发货
704,发货-000704,704,8,1,2025-06-22,157139.19,已发货
705,发货-000705,705,36,2,2025-08-06,428500.02,已发货
706,发货-000706,706,76,2,2025-08-10,555172.08,已发货
707,发货-000707,707,12,2,2025-06-22,220949.14,已发货
708,发货-000708,708,31,1,2025-08-08,263985.94,已发货
709,发货-000709,709,64,1,2025-06-08,830662.14,已发货
710,发货-000710,710,52,1,2025-07-22,260047.94,已发货
711,发货-000711,711,37,2,2025-07-17,840166.05,已发货
712,发货-000712,712,34,1,2025-06-15,344620.75,已发货
713,发货-000713,713,39,1,2025-06-23,584472.58,已发货
714,发货-000714,714,54,2,2025-07-28,811407.5,已发货
715,发货-000715,715,9,1,2025-07-20,344633.84,已发货
716,发货-000716,716,68,2,2025-08-09,477266.1,已发货
717,发货-000717,717,37,1,2025-08-05,717680.88,已发货
718,发货-000718,718,30,2,2025-08-05,1169212.35,已发货
719,发货-000719,719,10,2,2025-05-27,235642.6,已发货
720,发货-000720,720,55,1,2025-06-18,192273.41,已发货
721,发货-000721,721,1,2,2025-08-03,759813.48,已发货
722,发货-000722,722,24,2,2025-07-08,218161.58,已发货
723,发货-000723,723,75,1,2025-06-06,625587.38,已发货
724,发货-000724,724,79,2,2025-08-10,910395.75,已发货
725,发货-000725,725,50,1,2025-06-05,408926.81,已发货
726,发货-000726,726,8,1,2025-06-27,1296412.62,已发货
727,发货-000727,727,32,1,2025-06-01,228428.73,已发货
728,发货-000728,728,7,2,2025-06-06,249572.58,已发货
729,发货-000729,729,2,1,2025-06-18,291839.35,已发货
730,发货-000730,730,57,1,2025-06-22,618005.91,已发货
731,发货-000731,731,79,2,2025-06-04,417088.46,已发货
732,发货-000732,732,77,2,2025-08-12,288723.2,已发货
733,发货-000733,733,71,2,2025-07-29,221710.87,已发货
734,发货-000734,734,48,1,2025-06-20,359703.29,已发货
735,发货-000735,735,26,1,2025-08-22,579759.8,已发货
736,发货-000736,736,70,1,2025-08-20,411047.46,已发货
737,发货-000737,737,56,1,2025-08-12,406269.92,已发货
738,发货-000738,738,18,2,2025-07-14,364150.5,已发货
739,发货-000739,739,16,1,2025-08-05,252661.0,已发货
740,发货-000740,740,77,1,2025-08-05,145454.68,已发货
741,发货-000741,741,21,2,2025-07-25,288036.17,已发货
742,发货-000742,742,10,1,2025-06-06,593617.65,已发货
743,发货-000743,743,8,2,2025-08-14,242637.19,已发货
744,发货-000744,744,5,1,2025-08-04,190619.06,已发货
745,发货-000745,745,54,1,2025-06-23,350151.85,已发货
746,发货-000746,746,72,1,2025-07-17,367098.98,已发货
747,发货-000747,747,3,2,2025-07-18,240037.18,已发货
748,发货-000748,748,76,2,2025-06-18,561001.23,已发货
749,发货-000749,749,2,1,2025-07-15,222133.89,已发货
750,发货-000750,750,76,2,2025-08-21,157958.99,已发货
751,发货-000751,751,46,2,2025-07-27,717346.32,已发货
752,发货-000752,752,16,1,2025-06-15,1454308.75,已发货
753,发货-000753,753,46,2,2025-08-26,559494.93,已发货
754,发货-000754,754,54,2,2025-06-22,470450.46,已发货
755,发货-000755,755,40,1,2025-08-28,316837.54,已发货
756,发货-000756,756,68,1,2025-07-18,2143718.45,已发货
757,发货-000757,757,25,1,2025-08-07,543949.52,已发货
758,发货-000758,758,16,1,2025-08-14,837529.8,已发货
759,发货-000759,759,63,1,2025-07-12,236506.48,已发货
760,发货-000760,760,23,2,2025-07-08,1305661.85,已发货
761,发货-000761,761,5,2,2025-08-30,245742.31,已发货
762,发货-000762,762,75,2,2025-08-13,347761.04,已发货
763,发货-000763,763,73,1,2025-08-03,817741.5,已发货
764,发货-000764,764,24,2,2025-08-02,182622.22,已发货
765,发货-000765,765,20,1,2025-08-22,346398.64,已发货
766,发货-000766,766,34,1,2025-08-10,142712.23,已发货
767,发货-000767,767,35,1,2025-07-04,508877.5,已发货
768,发货-000768,768,19,1,2025-08-25,257115.12,已发货
769,发货-000769,769,57,2,2025-07-19,218182.83,已发货
770,发货-000770,770,69,1,2025-08-02,714285.3,已发货
771,发货-000771,771,67,1,2025-08-09,1303071.05,已发货
772,发货-000772,772,7,1,2025-06-10,435822.58,已发货
773,发货-000773,773,56,1,2025-06-26,858231.05,已发货
774,发货-000774,774,15,2,2025-07-02,188629.5,已发货
775,发货-000775,775,38,1,2025-08-08,252147.78,已发货
776,发货-000776,776,11,2,2025-07-23,287814.4,已发货
777,发货-000777,777,15,1,2025-07-18,478414.8,已发货
778,发货-000778,778,39,2,2025-07-07,124155.73,已发货
779,发货-000779,779,71,1,2025-07-02,181094.02,已发货
780,发货-000780,780,42,1,2025-08-10,621716.86,已发货
781,发货-000781,781,77,2,2025-07-30,1410255.35,已发货
782,发货-000782,782,78,2,2025-07-13,478843.08,已发货
783,发货-000783,783,34,1,2025-07-02,218884.01,已发货
784,发货-000784,784,36,1,2025-08-31,195775.94,已发货
785,发货-000785,785,45,2,2025-09-01,345421.66,已发货
786,发货-000786,786,16,2,2025-06-21,951820.88,已发货
787,发货-000787,787,19,1,2025-08-19,486445.02,已发货
788,发货-000788,788,13,2,2025-08-22,115980.2,已发货
789,发货-000789,789,66,1,2025-08-20,1180873.55,已发货
790,发货-000790,790,8,1,2025-07-16,593958.98,已发货
791,发货-000791,791,21,1,2025-06-24,262406.3,已发货
792,发货-000792,792,51,2,2025-09-11,711080.1,已发货
793,发货-000793,793,64,1,2025-06-22,429725.7,已发货
794,发货-000794,794,13,1,2025-06-19,458731.38,已发货
795,发货-000795,795,9,2,2025-09-02,1233014.31,已发货
796,发货-000796,796,16,1,2025-08-26,797657.31,已发货
797,发货-000797,797,63,1,2025-08-19,984072.8,已发货
798,发货-000798,798,62,1,2025-06-29,453136.46,已发货
799,发货-000799,799,54,2,2025-09-05,490413.69,已发货
800,发货-000800,800,33,2,2025-08-04,337313.92,已发货
801,发货-000801,801,42,2,2025-08-28,276087.36,已发货
802,发货-000802,802,9,2,2025-09-14,403247.76,已发货
803,发货-000803,803,73,1,2025-08-06,529074.64,已发货
804,发货-000804,804,72,1,2025-07-02,234700.06,已发货
805,发货-000805,805,16,1,2025-08-06,686576.28,已发货
806,发货-000806,806,74,2,2025-08-26,244810.76,已发货
807,发货-000807,807,38,2,2025-08-14,436694.1,已发货
808,发货-000808,808,66,1,2025-09-22,185432.36,已发货
809,发货-000809,809,18,2,2025-09-04,416625.6,已发货
810,发货-000810,810,7,2,2025-09-13,1819461.0,已发货
811,发货-000811,811,68,1,2025-09-18,608359.26,已发货
812,发货-000812,812,50,1,2025-09-06,571132.86,已发货
813,发货-000813,813,36,2,2025-09-02,1123666.64,已发货
814,发货-000814,814,40,1,2025-08-03,1204540.9,已发货
815,发货-000815,815,80,1,2025-07-19,1149170.45,已发货
816,发货-000816,816,48,1,2025-07-29,607206.0,已发货
817,发货-000817,817,4,2,2025-07-06,540720.9,已发货
818,发货-000818,818,16,1,2025-09-09,1236425.55,已发货
819,发货-000819,819,64,1,2025-08-04,1249190.0,已发货
820,发货-000820,820,23,2,2025-08-14,463561.32,已发货
821,发货-000821,821,27,2,2025-09-12,864332.24,已发货
822,发货-000822,822,30,1,2025-09-19,310987.18,已发货
823,发货-000823,823,47,1,2025-09-19,859933.12,已发货
824,发货-000824,824,31,1,2025-07-03,1119392.12,已发货
825,发货-000825,825,28,1,2025-07-29,484829.36,已发货
826,发货-000826,826,12,2,2025-07-04,222604.62,已发货
827,发货-000827,827,28,1,2025-09-09,1407546.08,已发货
828,发货-000828,828,31,2,2025-09-16,291763.8,已发货
829,发货-000829,829,7,2,2025-08-19,913148.3,已发货
830,发货-000830,830,24,2,2025-07-01,518718.36,已发货
831,发货-000831,831,57,2,2025-07-05,184420.58,已发货
832,发货-000832,832,13,2,2025-08-14,1055165.75,已发货
833,发货-000833,833,53,2,2025-08-03,237410.31,已发货
834,发货-000834,834,72,1,2025-08-08,619944.96,已发货
835,发货-000835,835,28,2,2025-07-20,681820.86,已发货
836,发货-000836,836,50,1,2025-09-07,219807.62,已发货
837,发货-000837,837,26,2,2025-07-16,563626.77,已发货
838,发货-000838,838,16,1,2025-07-06,214846.47,已发货
839,发货-000839,839,29,1,2025-09-18,160341.76,已发货
840,发货-000840,840,21,1,2025-09-17,528250.68,已发货
841,发货-000841,841,58,1,2025-09-28,618067.74,已发货
842,发货-000842,842,19,1,2025-08-13,144249.4,已发货
843,发货-000843,843,35,2,2025-09-09,1156557.84,已发货
844,发货-000844,844,71,1,2025-08-30,1188775.16,已发货
845,发货-000845,845,57,1,2025-09-19,673585.52,已发货
846,发货-000846,846,37,1,2025-09-26,114943.48,已发货
847,发货-000847,847,5,2,2025-09-25,210498.07,已发货
848,发货-000848,848,18,1,2025-08-22,620609.25,已发货
849,发货-000849,849,52,1,2025-08-30,707749.92,已发货
850,发货-000850,850,59,2,2025-07-21,242280.2,已发货
851,发货-000851,851,55,2,2025-09-27,247812.64,已发货
852,发货-000852,852,2,2,2025-07-10,236610.09,已发货
853,发货-000853,853,48,1,2025-09-22,381245.97,已发货
854,发货-000854,854,12,2,2025-09-04,262091.45,已发货
855,发货-000855,855,61,2,2025-08-08,538923.06,已发货
856,发货-000856,856,22,2,2025-08-21,613289.4,已发货
857,发货-000857,857,55,2,2025-08-18,497056.06,已发货
858,发货-000858,858,32,2,2025-08-05,1486017.2,已发货
859,发货-000859,859,49,1,2025-09-14,552785.94,已发货
860,发货-000860,860,30,2,2025-09-15,261109.89,已发货
861,发货-000861,861,27,1,2025-09-12,494711.54,已发货
862,发货-000862,862,2,1,2025-09-01,181070.9,已发货
863,发货-000863,863,8,1,2025-09-14,306408.07,已发货
864,发货-000864,864,45,2,2025-08-26,474214.88,已发货
865,发货-000865,865,48,1,2025-08-30,232014.44,已发货
866,发货-000866,866,14,2,2025-07-14,357101.43,已发货
867,发货-000867,867,41,1,2025-07-19,265860.85,已发货
868,发货-000868,868,22,1,2025-08-15,616808.07,已发货
869,发货-000869,869,1,1,2025-10-08,355421.94,已发货
870,发货-000870,870,56,2,2025-08-13,182060.13,已发货
871,发货-000871,871,33,2,2025-09-24,321769.52,已发货
872,发货-000872,872,74,2,2025-09-02,737986.68,已发货
873,发货-000873,873,25,2,2025-09-30,286431.56,已发货
874,发货-000874,874,56,2,2025-08-20,169864.65,已发货
875,发货-000875,875,10,1,2025-08-23,206975.39,已发货
876,发货-000876,876,19,2,2025-09-14,218937.35,已发货
877,发货-000877,877,13,1,2025-08-18,301063.79,已发货
878,发货-000878,878,49,2,2025-09-10,583766.44,已发货
879,发货-000879,879,2,2,2025-08-30,314755.64,已发货
880,发货-000880,880,59,2,2025-09-27,326014.92,已发货
881,发货-000881,881,31,2,2025-08-06,226074.39,已发货
882,发货-000882,882,44,2,2025-08-06,165828.64,已发货
883,发货-000883,883,59,1,2025-08-02,703987.52,已发货
884,发货-000884,884,6,1,2025-10-16,514911.09,已发货
885,发货-000885,885,50,1,2025-10-13,210000.78,已发货
886,发货-000886,886,61,1,2025-09-11,931629.65,已发货
887,发货-000887,887,49,1,2025-08-27,951008.91,已发货
888,发货-000888,888,21,1,2025-09-18,782747.97,已发货
889,发货-000889,889,45,2,2025-09-05,370570.76,已发货
890,发货-000890,890,3,2,2025-10-11,145458.06,已发货
891,发货-000891,891,18,1,2025-09-06,1177417.8,已发货
892,发货-000892,892,19,2,2025-09-25,182104.67,已发货
893,发货-000893,893,46,1,2025-08-22,348967.46,已发货
894,发货-000894,894,2,1,2025-07-23,183844.72,已发货
895,发货-000895,895,56,1,2025-09-16,234151.36,已发货
896,发货-000896,896,50,1,2025-09-28,240391.69,已发货
897,发货-000897,897,45,1,2025-08-12,183652.74,已发货
898,发货-000898,898,70,2,2025-07-25,288735.0,已发货
899,发货-000899,899,38,1,2025-09-08,190021.42,已发货
900,发货-000900,900,28,2,2025-09-12,207427.19,已发货
901,发货-000901,901,14,2,2025-08-19,200891.04,已发货
902,发货-000902,902,13,2,2025-09-04,1032376.4,已发货
903,发货-000903,903,67,2,2025-09-16,495883.82,已发货
904,发货-000904,904,61,1,2025-10-11,159742.82,已发货
905,发货-000905,905,66,2,2025-08-07,344343.52,已发货
906,发货-000906,906,20,2,2025-08-09,391626.44,已发货
907,发货-000907,907,48,1,2025-09-11,589521.32,已发货
908,发货-000908,908,79,1,2025-10-05,183633.06,已发货
909,发货-000909,909,36,2,2025-10-20,392086.96,已发货
910,发货-000910,910,11,1,2025-09-30,227030.63,已发货
911,发货-000911,911,31,1,2025-09-04,1019066.92,已发货
912,发货-000912,912,35,2,2025-08-22,1059842.34,已发货
913,发货-000913,913,72,1,2025-10-09,819707.6,已发货
914,发货-000914,914,18,2,2025-10-01,144519.59,已发货
915,发货-000915,915,80,1,2025-10-17,365307.3,已发货
916,发货-000916,916,27,1,2025-10-12,793052.3,已发货
917,发货-000917,917,37,2,2025-08-06,497683.26,已发货
918,发货-000918,918,59,1,2025-10-27,1967460.3,已发货
919,发货-000919,919,16,1,2025-08-17,825018.84,已发货
920,发货-000920,920,32,1,2025-09-25,1030547.65,已发货
921,发货-000921,921,49,2,2025-09-27,240728.45,已发货
922,发货-000922,922,77,1,2025-08-26,774455.92,已发货
923,发货-000923,923,24,2,2025-08-11,798560.4,已发货
924,发货-000924,924,35,1,2025-08-18,340415.01,已发货
