invoice_id,invoice_code,customer_id,sales_order_id,shipment_id,invoice_date,due_date,invoice_amount,status
375,发票-000375,48,410,410,2025-04-26,2025-07-25,185263.73,已开票
376,发票-000376,37,411,411,2025-03-31,2025-04-30,133046.84,已开票
377,发票-000377,4,412,412,2025-03-03,2025-04-17,517509.75,已开票
378,发票-000378,28,413,413,2025-02-13,2025-03-15,379753.5,已开票
379,发票-000379,15,414,414,2025-04-30,2025-07-29,1126819.4,已开票
380,发票-000380,21,415,415,2025-04-06,2025-05-06,768836.16,已开票
381,发票-000381,62,416,416,2025-04-10,2025-05-25,673487.92,已开票
382,发票-000382,22,417,417,2025-04-03,2025-07-02,183010.46,已开票
383,发票-000383,41,419,419,2025-02-25,2025-04-26,795008.64,已开票
384,发票-000384,11,420,420,2025-04-03,2025-05-03,523397.67,已开票
385,发票-000385,5,422,422,2025-02-27,2025-05-28,306470.42,已开票
386,发票-000386,32,423,423,2025-03-25,2025-06-23,202226.89,已开票
387,发票-000387,35,424,424,2025-03-12,2025-06-10,933434.32,已开票
388,发票-000388,15,425,425,2025-03-25,2025-06-23,318347.76,已开票
389,发票-000389,75,426,426,2025-04-18,2025-06-02,425087.66,已开票
390,发票-000390,12,427,427,2025-03-27,2025-05-26,352450.14,已开票
391,发票-000391,5,429,429,2025-03-27,2025-06-25,247372.64,已开票
392,发票-000392,12,431,431,2025-04-14,2025-06-13,856682.49,已开票
393,发票-000393,52,432,432,2025-03-02,2025-05-31,237534.02,已开票
394,发票-000394,5,433,433,2025-04-10,2025-07-09,657403.44,已开票
395,发票-000395,64,434,434,2025-04-03,2025-05-18,329522.98,已开票
396,发票-000396,29,435,435,2025-04-02,2025-05-17,868549.88,已开票
397,发票-000397,13,436,436,2025-05-01,2025-07-30,989290.32,已开票
398,发票-000398,79,437,437,2025-03-20,2025-06-18,348433.86,已开票
399,发票-000399,3,438,438,2025-05-08,2025-07-07,395736.8,已开票
400,发票-000400,30,439,439,2025-04-07,2025-07-06,333985.02,已开票
401,发票-000401,40,440,440,2025-03-04,2025-04-18,168674.46,已开票
402,发票-000402,53,442,442,2025-02-24,2025-04-25,687384.36,已开票
403,发票-000403,39,443,443,2025-05-23,2025-07-07,1316208.32,已开票
404,发票-000404,70,444,444,2025-04-02,2025-06-01,1144192.95,已开票
405,发票-000405,77,445,445,2025-04-30,2025-06-14,584220.09,已开票
406,发票-000406,21,446,446,2025-03-06,2025-04-05,305301.36,已开票
407,发票-000407,51,447,447,2025-05-11,2025-06-25,385042.9,已开票
408,发票-000408,50,448,448,2025-05-11,2025-07-10,180829.3,已开票
409,发票-000409,43,449,449,2025-05-20,2025-06-19,1186468.35,已开票
410,发票-000410,10,450,450,2025-02-21,2025-05-22,390840.5,已开票
411,发票-000411,80,451,451,2025-05-17,2025-08-15,328343.0,已开票
412,发票-000412,76,452,452,2025-05-13,2025-06-27,1078373.3,已开票
413,发票-000413,7,453,453,2025-04-08,2025-07-07,655887.93,已开票
414,发票-000414,35,454,454,2025-05-30,2025-08-28,399559.06,已开票
415,发票-000415,25,455,455,2025-05-13,2025-06-12,520899.98,已开票
416,发票-000416,80,456,456,2025-05-01,2025-07-30,491271.38,已开票
417,发票-000417,52,457,457,2025-04-07,2025-07-06,241827.88,已开票
418,发票-000418,45,458,458,2025-03-19,2025-06-17,362049.87,已开票
419,发票-000419,10,459,459,2025-03-15,2025-06-13,349447.46,已开票
420,发票-000420,8,460,460,2025-05-29,2025-07-28,164428.04,已开票
421,发票-000421,21,461,461,2025-04-02,2025-05-02,225145.09,已开票
422,发票-000422,41,462,462,2025-05-23,2025-07-22,290544.59,已开票
423,发票-000423,25,463,463,2025-05-03,2025-06-02,839381.76,已开票
424,发票-000424,24,464,464,2025-04-22,2025-05-22,864320.8,已开票
425,发票-000425,64,465,465,2025-04-04,2025-05-19,449427.8,已开票
426,发票-000426,72,466,466,2025-03-31,2025-04-30,912591.92,已开票
427,发票-000427,23,467,467,2025-05-21,2025-08-19,827194.54,已开票
428,发票-000428,46,468,468,2025-03-15,2025-04-29,296633.48,已开票
429,发票-000429,38,469,469,2025-05-15,2025-06-29,150409.13,已开票
430,发票-000430,13,470,470,2025-04-05,2025-07-04,219305.08,已开票
431,发票-000431,29,471,471,2025-03-28,2025-05-12,185752.55,已开票
432,发票-000432,50,472,472,2025-05-27,2025-07-26,1186485.55,已开票
433,发票-000433,22,473,473,2025-04-11,2025-07-10,557506.59,已开票
434,发票-000434,68,474,474,2025-03-18,2025-06-16,278446.74,已开票
435,发票-000435,67,475,475,2025-06-09,2025-09-07,388291.76,已开票
436,发票-000436,75,476,476,2025-04-15,2025-05-30,1447292.76,已开票
437,发票-000437,4,477,477,2025-05-18,2025-07-02,197183.86,已开票
438,发票-000438,8,478,478,2025-04-04,2025-06-03,947192.32,已开票
439,发票-000439,72,480,480,2025-04-13,2025-05-13,1227956.45,已开票
440,发票-000440,45,481,481,2025-06-05,2025-09-03,172708.63,已开票
441,发票-000441,51,482,482,2025-04-28,2025-06-12,442042.56,已开票
442,发票-000442,24,483,483,2025-05-18,2025-06-17,473250.56,已开票
443,发票-000443,79,484,484,2025-05-28,2025-08-26,804194.94,已开票
444,发票-000444,34,485,485,2025-04-13,2025-05-13,927509.37,已开票
445,发票-000445,40,486,486,2025-03-17,2025-05-01,1186991.45,已开票
446,发票-000446,10,487,487,2025-05-07,2025-08-05,732830.88,已开票
447,发票-000447,51,488,488,2025-03-14,2025-04-28,197574.26,已开票
448,发票-000448,2,489,489,2025-03-13,2025-04-27,1081657.47,已开票
449,发票-000449,36,490,490,2025-04-30,2025-06-29,201554.25,已开票
450,发票-000450,78,491,491,2025-05-30,2025-07-14,1134131.2,已开票
451,发票-000451,13,492,492,2025-06-09,2025-09-07,512666.64,已开票
452,发票-000452,64,493,493,2025-03-06,2025-04-20,960338.2,已开票
453,发票-000453,3,494,494,2025-05-22,2025-07-21,277230.53,已开票
454,发票-000454,53,495,495,2025-04-02,2025-06-01,536714.02,已开票
455,发票-000455,3,496,496,2025-04-29,2025-06-28,266436.46,已开票
456,发票-000456,11,497,497,2025-03-19,2025-04-18,314673.68,已开票
457,发票-000457,49,499,499,2025-04-04,2025-06-03,893118.45,已开票
458,发票-000458,39,500,500,2025-04-26,2025-06-10,745739.22,已开票
459,发票-000459,10,501,501,2025-05-02,2025-07-31,436812.15,已开票
460,发票-000460,32,502,502,2025-03-29,2025-06-27,138837.99,已开票
461,发票-000461,79,503,503,2025-05-15,2025-08-13,948129.2,已开票
462,发票-000462,2,504,504,2025-05-02,2025-06-16,238371.48,已开票
463,发票-000463,29,505,505,2025-05-24,2025-07-08,284101.77,已开票
464,发票-000464,8,506,506,2025-05-26,2025-07-25,288375.04,已开票
465,发票-000465,7,507,507,2025-04-28,2025-07-27,158255.96,已开票
466,发票-000466,73,508,508,2025-03-30,2025-05-14,334565.2,已开票
467,发票-000467,36,509,509,2025-06-03,2025-08-02,938215.32,已开票
468,发票-000468,59,510,510,2025-03-18,2025-06-16,967063.2,已开票
469,发票-000469,55,511,511,2025-04-08,2025-06-07,401169.5,已开票
470,发票-000470,13,512,512,2025-05-03,2025-08-01,923030.32,已开票
471,发票-000471,13,513,513,2025-05-11,2025-08-09,393592.13,已开票
472,发票-000472,51,514,514,2025-05-23,2025-07-07,496192.56,已开票
473,发票-000473,16,515,515,2025-04-06,2025-07-05,241319.04,已开票
474,发票-000474,79,516,516,2025-04-17,2025-07-16,439665.1,已开票
475,发票-000475,33,517,517,2025-04-10,2025-06-09,443914.82,已开票
476,发票-000476,18,518,518,2025-05-04,2025-06-03,1502230.75,已开票
477,发票-000477,75,519,519,2025-05-26,2025-07-10,180063.75,已开票
478,发票-000478,72,520,520,2025-04-24,2025-05-24,494535.36,已开票
479,发票-000479,14,521,521,2025-04-11,2025-05-11,549835.78,已开票
480,发票-000480,10,522,522,2025-04-11,2025-07-10,352588.96,已开票
481,发票-000481,34,523,523,2025-04-10,2025-05-10,208209.25,已开票
482,发票-000482,67,524,524,2025-04-08,2025-07-07,808583.49,已开票
483,发票-000483,64,525,525,2025-03-28,2025-05-12,164363.76,已开票
484,发票-000484,11,527,527,2025-05-09,2025-06-08,1011601.15,已开票
485,发票-000485,39,528,528,2025-05-18,2025-07-02,175735.96,已开票
486,发票-000486,7,530,530,2025-04-17,2025-07-16,213408.32,已开票
487,发票-000487,41,531,531,2025-05-08,2025-07-07,864446.94,已开票
488,发票-000488,21,532,532,2025-04-19,2025-05-19,249510.7,已开票
489,发票-000489,71,533,533,2025-04-15,2025-07-14,544448.18,已开票
490,发票-000490,20,534,534,2025-03-26,2025-05-10,381535.1,已开票
491,发票-000491,26,535,535,2025-06-25,2025-08-09,1630296.28,已开票
492,发票-000492,19,536,536,2025-05-20,2025-08-18,1026283.59,已开票
493,发票-000493,78,537,537,2025-05-09,2025-06-23,503793.66,已开票
494,发票-000494,78,538,538,2025-07-09,2025-08-23,279295.26,已开票
495,发票-000495,40,539,539,2025-06-10,2025-07-25,315328.3,已开票
496,发票-000496,45,540,540,2025-04-28,2025-07-27,513940.0,已开票
497,发票-000497,39,541,541,2025-06-01,2025-07-16,252759.44,已开票
498,发票-000498,45,542,542,2025-04-19,2025-07-18,474744.28,已开票
499,发票-000499,49,544,544,2025-05-13,2025-07-12,139993.56,已开票
500,发票-000500,74,545,545,2025-05-07,2025-07-06,227924.64,已开票
501,发票-000501,51,546,546,2025-05-22,2025-07-06,212772.09,已开票
502,发票-000502,56,547,547,2025-06-05,2025-09-03,756281.19,已开票
503,发票-000503,19,548,548,2025-05-08,2025-08-06,545966.56,已开票
504,发票-000504,71,549,549,2025-06-15,2025-09-13,242414.88,已开票
505,发票-000505,55,550,550,2025-04-27,2025-06-26,527634.69,已开票
506,发票-000506,5,551,551,2025-05-27,2025-08-25,606049.35,已开票
507,发票-000507,63,552,552,2025-04-13,2025-06-12,208158.04,已开票
508,发票-000508,69,553,553,2025-05-05,2025-06-19,329657.28,已开票
509,发票-000509,17,554,554,2025-05-04,2025-06-18,198064.16,已开票
510,发票-000510,32,555,555,2025-05-07,2025-08-05,534329.6,已开票
511,发票-000511,38,556,556,2025-04-29,2025-06-13,261653.41,已开票
512,发票-000512,70,557,557,2025-06-28,2025-08-27,1237376.85,已开票
513,发票-000513,12,558,558,2025-06-09,2025-08-08,370392.56,已开票
514,发票-000514,8,559,559,2025-06-04,2025-08-03,228366.71,已开票
515,发票-000515,53,560,560,2025-06-03,2025-08-02,367127.06,已开票
516,发票-000516,19,561,561,2025-05-19,2025-08-17,226675.44,已开票
517,发票-000517,57,562,562,2025-04-29,2025-06-28,301541.02,已开票
518,发票-000518,66,563,563,2025-06-04,2025-07-19,507894.7,已开票
519,发票-000519,24,564,564,2025-05-10,2025-06-09,896573.85,已开票
520,发票-000520,18,565,565,2025-04-14,2025-05-14,131368.75,已开票
521,发票-000521,59,566,566,2025-07-03,2025-10-01,293445.56,已开票
522,发票-000522,34,567,567,2025-05-10,2025-06-09,193241.19,已开票
523,发票-000523,63,568,568,2025-05-27,2025-07-26,488663.73,已开票
524,发票-000524,44,569,569,2025-04-18,2025-05-18,191680.6,已开票
525,发票-000525,49,570,570,2025-05-02,2025-07-01,208530.13,已开票
526,发票-000526,77,571,571,2025-04-25,2025-06-09,227503.44,已开票
527,发票-000527,45,572,572,2025-06-01,2025-08-30,541084.64,已开票
528,发票-000528,47,573,573,2025-05-24,2025-07-23,528899.16,已开票
529,发票-000529,8,575,575,2025-04-26,2025-06-25,656167.44,已开票
530,发票-000530,57,576,576,2025-07-11,2025-09-09,162192.22,已开票
531,发票-000531,17,577,577,2025-06-05,2025-07-20,814916.28,已开票
532,发票-000532,75,578,578,2025-06-17,2025-08-01,713737.65,已开票
533,发票-000533,37,579,579,2025-05-07,2025-06-06,613089.6,已开票
534,发票-000534,8,580,580,2025-05-30,2025-07-29,556350.45,已开票
535,发票-000535,7,581,581,2025-06-20,2025-09-18,162365.63,已开票
536,发票-000536,53,582,582,2025-05-05,2025-07-04,1076063.7,已开票
537,发票-000537,29,583,583,2025-05-08,2025-06-22,1186018.64,已开票
538,发票-000538,49,584,584,2025-05-08,2025-07-07,268361.88,已开票
539,发票-000539,4,585,585,2025-06-23,2025-08-07,244367.54,已开票
540,发票-000540,28,586,586,2025-04-13,2025-05-13,348702.52,已开票
541,发票-000541,18,587,587,2025-06-04,2025-07-04,186160.98,已开票
542,发票-000542,37,588,588,2025-05-15,2025-06-14,249852.79,已开票
543,发票-000543,5,589,589,2025-06-19,2025-09-17,191252.95,已开票
544,发票-000544,75,590,590,2025-06-14,2025-07-29,396211.72,已开票
545,发票-000545,47,591,591,2025-04-17,2025-06-16,216974.48,已开票
546,发票-000546,75,592,592,2025-04-25,2025-06-09,197284.85,已开票
547,发票-000547,19,593,593,2025-05-25,2025-08-23,223551.75,已开票
548,发票-000548,19,594,594,2025-06-29,2025-09-27,190463.59,已开票
549,发票-000549,80,595,595,2025-06-23,2025-09-21,312169.75,已开票
550,发票-000550,60,597,597,2025-06-19,2025-08-03,309399.1,已开票
551,发票-000551,10,598,598,2025-06-19,2025-09-17,543420.45,已开票
552,发票-000552,10,599,599,2025-07-09,2025-10-07,273427.62,已开票
553,发票-000553,17,600,600,2025-07-21,2025-09-04,225279.97,已开票
554,发票-000554,37,601,601,2025-06-04,2025-07-04,713350.92,已开票
555,发票-000555,51,602,602,2025-07-02,2025-08-16,772038.99,已开票
556,发票-000556,57,603,603,2025-06-06,2025-08-05,1204684.0,已开票
557,发票-000557,65,604,604,2025-06-04,2025-07-19,377571.8,已开票
558,发票-000558,26,605,605,2025-06-25,2025-08-09,995208.76,已开票
559,发票-000559,19,606,606,2025-07-06,2025-10-04,1030048.52,已开票
560,发票-000560,39,607,607,2025-05-22,2025-07-06,852758.1,已开票
561,发票-000561,49,609,609,2025-04-16,2025-06-15,594300.24,已开票
562,发票-000562,3,610,610,2025-07-15,2025-09-13,671368.5,已开票
563,发票-000563,54,611,611,2025-07-04,2025-09-02,223460.57,已开票
564,发票-000564,56,612,612,2025-05-22,2025-08-20,165335.08,已开票
565,发票-000565,60,613,613,2025-04-30,2025-06-14,330592.64,已开票
566,发票-000566,77,614,614,2025-05-19,2025-07-03,685571.34,已开票
567,发票-000567,66,615,615,2025-07-08,2025-08-22,234926.88,已开票
568,发票-000568,15,616,616,2025-06-10,2025-09-08,468731.56,已开票
569,发票-000569,74,617,617,2025-06-12,2025-08-11,261132.74,已开票
570,发票-000570,62,618,618,2025-06-20,2025-08-04,354324.42,已开票
571,发票-000571,50,619,619,2025-05-12,2025-07-11,974127.36,已开票
572,发票-000572,67,620,620,2025-07-27,2025-10-25,818359.2,已开票
573,发票-000573,44,621,621,2025-07-13,2025-08-12,482474.34,已开票
574,发票-000574,64,622,622,2025-07-01,2025-08-15,977773.52,已开票
575,发票-000575,42,623,623,2025-07-23,2025-09-21,958890.52,已开票
576,发票-000576,58,624,624,2025-06-13,2025-08-12,614299.02,已开票
577,发票-000577,35,625,625,2025-06-15,2025-09-13,1194689.85,已开票
578,发票-000578,39,626,626,2025-06-12,2025-07-27,195645.14,已开票
579,发票-000579,15,627,627,2025-07-10,2025-10-08,179082.41,已开票
580,发票-000580,1,628,628,2025-05-13,2025-06-27,664603.2,已开票
581,发票-000581,50,629,629,2025-07-03,2025-09-01,1234172.05,已开票
582,发票-000582,52,630,630,2025-06-29,2025-09-27,202074.43,已开票
583,发票-000583,3,631,631,2025-07-07,2025-09-05,175624.96,已开票
584,发票-000584,10,633,633,2025-07-04,2025-10-02,197711.97,已开票
585,发票-000585,63,634,634,2025-05-30,2025-07-29,497614.56,已开票
586,发票-000586,31,635,635,2025-07-12,2025-10-10,973839.28,已开票
587,发票-000587,63,636,636,2025-06-23,2025-08-22,210232.14,已开票
588,发票-000588,35,637,637,2025-05-22,2025-08-20,767910.45,已开票
589,发票-000589,54,638,638,2025-08-01,2025-09-30,212723.27,已开票
590,发票-000590,36,639,639,2025-07-17,2025-09-15,304188.09,已开票
591,发票-000591,60,640,640,2025-08-03,2025-09-17,335653.54,已开票
592,发票-000592,61,641,641,2025-07-01,2025-08-30,1608385.7,已开票
593,发票-000593,4,642,642,2025-06-05,2025-07-20,976067.08,已开票
594,发票-000594,31,643,643,2025-06-12,2025-09-10,273585.95,已开票
595,发票-000595,30,644,644,2025-07-19,2025-10-17,199052.82,已开票
596,发票-000596,50,645,645,2025-05-17,2025-07-16,935346.72,已开票
597,发票-000597,24,646,646,2025-06-19,2025-07-19,466464.62,已开票
598,发票-000598,55,647,647,2025-08-08,2025-10-07,659506.35,已开票
599,发票-000599,70,648,648,2025-07-12,2025-09-10,239946.98,已开票
600,发票-000600,63,649,649,2025-07-18,2025-09-16,508134.9,已开票
601,发票-000601,77,650,650,2025-06-01,2025-07-16,613562.94,已开票
602,发票-000602,22,651,651,2025-08-01,2025-10-30,473323.78,已开票
603,发票-000603,65,652,652,2025-05-29,2025-07-13,918425.84,已开票
604,发票-000604,52,653,653,2025-07-08,2025-10-06,1282523.4,已开票
605,发票-000605,80,654,654,2025-07-08,2025-10-06,332767.14,已开票
606,发票-000606,49,656,656,2025-06-07,2025-08-06,315518.04,已开票
607,发票-000607,64,657,657,2025-05-18,2025-07-02,1245492.1,已开票
608,发票-000608,70,658,658,2025-08-08,2025-10-07,214974.61,已开票
609,发票-000609,12,659,659,2025-07-28,2025-09-26,503544.5,已开票
610,发票-000610,8,660,660,2025-07-07,2025-09-05,1183148.1,已开票
611,发票-000611,21,661,661,2025-06-29,2025-07-29,556904.8,已开票
612,发票-000612,52,662,662,2025-07-19,2025-10-17,260648.18,已开票
613,发票-000613,13,663,663,2025-08-19,2025-11-17,257665.63,已开票
614,发票-000614,71,664,664,2025-08-11,2025-11-09,175721.77,已开票
615,发票-000615,53,665,665,2025-08-16,2025-10-15,487978.14,已开票
616,发票-000616,19,666,666,2025-06-25,2025-09-23,379628.4,已开票
617,发票-000617,28,667,667,2025-06-07,2025-07-07,318605.9,已开票
618,发票-000618,44,668,668,2025-07-02,2025-08-01,664681.08,已开票
619,发票-000619,56,669,669,2025-08-02,2025-10-31,523109.38,已开票
620,发票-000620,71,670,670,2025-05-30,2025-08-28,1028194.32,已开票
621,发票-000621,17,671,671,2025-07-21,2025-09-04,654098.1,已开票
622,发票-000622,27,672,672,2025-06-14,2025-07-29,197388.34,已开票
623,发票-000623,22,673,673,2025-05-16,2025-08-14,168163.87,已开票
624,发票-000624,10,674,674,2025-06-12,2025-09-10,337593.36,已开票
625,发票-000625,74,675,675,2025-06-14,2025-08-13,1962016.95,已开票
626,发票-000626,60,676,676,2025-07-08,2025-08-22,202937.94,已开票
627,发票-000627,5,677,677,2025-07-10,2025-10-08,905694.65,已开票
628,发票-000628,39,678,678,2025-06-11,2025-07-26,214026.14,已开票
629,发票-000629,19,679,679,2025-07-26,2025-10-24,166643.19,已开票
630,发票-000630,62,680,680,2025-07-08,2025-08-22,563298.33,已开票
631,发票-000631,73,681,681,2025-07-10,2025-08-24,234854.57,已开票
632,发票-000632,57,682,682,2025-07-13,2025-09-11,347780.72,已开票
633,发票-000633,2,683,683,2025-06-15,2025-07-30,237541.92,已开票
634,发票-000634,22,684,684,2025-07-12,2025-10-10,218519.53,已开票
635,发票-000635,77,685,685,2025-07-10,2025-08-24,373364.22,已开票
636,发票-000636,34,687,687,2025-07-12,2025-08-11,170273.41,已开票
637,发票-000637,8,689,689,2025-06-22,2025-08-21,218978.64,已开票
638,发票-000638,39,690,690,2025-07-26,2025-09-09,196733.32,已开票
639,发票-000639,28,691,691,2025-07-20,2025-08-19,1248406.6,已开票
640,发票-000640,29,692,692,2025-07-15,2025-08-29,331127.22,已开票
641,发票-000641,40,693,693,2025-08-13,2025-09-27,949266.08,已开票
642,发票-000642,57,694,694,2025-07-24,2025-09-22,400162.48,已开票
643,发票-000643,11,695,695,2025-06-12,2025-07-12,562789.15,已开票
644,发票-000644,56,696,696,2025-07-07,2025-10-05,1092292.12,已开票
645,发票-000645,12,697,697,2025-08-02,2025-10-01,164791.68,已开票
646,发票-000646,56,698,698,2025-07-10,2025-10-08,643539.18,已开票
647,发票-000647,29,699,699,2025-07-07,2025-08-21,218278.8,已开票
648,发票-000648,46,700,700,2025-07-31,2025-09-14,859165.35,已开票
649,发票-000649,77,701,701,2025-07-25,2025-09-08,1055782.88,已开票
650,发票-000650,67,702,702,2025-06-03,2025-09-01,256134.28,已开票
651,发票-000651,36,703,703,2025-08-23,2025-10-22,847478.22,已开票
652,发票-000652,8,704,704,2025-07-03,2025-09-01,157139.19,已开票
653,发票-000653,36,705,705,2025-08-14,2025-10-13,428500.02,已开票
654,发票-000654,76,706,706,2025-09-03,2025-10-18,555172.08,已开票
655,发票-000655,12,707,707,2025-07-10,2025-09-08,220949.14,已开票
656,发票-000656,31,708,708,2025-09-02,2025-12-01,263985.94,已开票
657,发票-000657,64,709,709,2025-06-14,2025-07-29,830662.14,已开票
658,发票-000658,52,710,710,2025-08-05,2025-11-03,260047.94,已开票
659,发票-000659,37,711,711,2025-08-02,2025-09-01,840166.05,已开票
660,发票-000660,34,712,712,2025-06-19,2025-07-19,344620.75,已开票
661,发票-000661,39,713,713,2025-07-07,2025-08-21,584472.58,已开票
662,发票-000662,54,714,714,2025-08-14,2025-10-13,811407.5,已开票
663,发票-000663,9,715,715,2025-07-28,2025-09-11,344633.84,已开票
664,发票-000664,68,716,716,2025-08-18,2025-11-16,477266.1,已开票
665,发票-000665,37,717,717,2025-08-13,2025-09-12,717680.88,已开票
666,发票-000666,30,718,718,2025-08-09,2025-11-07,1169212.35,已开票
667,发票-000667,10,719,719,2025-06-01,2025-08-30,235642.6,已开票
668,发票-000668,55,720,720,2025-06-24,2025-08-23,192273.41,已开票
669,发票-000669,1,721,721,2025-08-26,2025-10-10,759813.48,已开票
670,发票-000670,75,723,723,2025-06-19,2025-08-03,625587.38,已开票
671,发票-000671,79,724,724,2025-08-21,2025-11-19,910395.75,已开票
672,发票-000672,50,725,725,2025-06-14,2025-08-13,408926.81,已开票
673,发票-000673,8,726,726,2025-07-17,2025-09-15,1296412.62,已开票
674,发票-000674,32,727,727,2025-06-26,2025-09-24,228428.73,已开票
675,发票-000675,2,729,729,2025-07-09,2025-08-23,291839.35,已开票
676,发票-000676,57,730,730,2025-07-06,2025-09-04,618005.91,已开票
677,发票-000677,71,733,733,2025-08-08,2025-11-06,221710.87,已开票
678,发票-000678,70,736,736,2025-09-10,2025-11-09,411047.46,已开票
679,发票-000679,56,737,737,2025-08-31,2025-11-29,406269.92,已开票
680,发票-000680,18,738,738,2025-07-18,2025-08-17,364150.5,已开票
681,发票-000681,16,739,739,2025-08-14,2025-11-12,252661.0,已开票
682,发票-000682,77,740,740,2025-08-13,2025-09-27,145454.68,已开票
683,发票-000683,21,741,741,2025-07-29,2025-08-28,288036.17,已开票
684,发票-000684,10,742,742,2025-06-25,2025-09-23,593617.65,已开票
685,发票-000685,8,743,743,2025-09-02,2025-11-01,242637.19,已开票
686,发票-000686,5,744,744,2025-08-07,2025-11-05,190619.06,已开票
687,发票-000687,54,745,745,2025-07-04,2025-09-02,350151.85,已开票
688,发票-000688,72,746,746,2025-08-02,2025-09-01,367098.98,已开票
689,发票-000689,3,747,747,2025-08-02,2025-10-01,240037.18,已开票
690,发票-000690,76,748,748,2025-06-28,2025-08-12,561001.23,已开票
691,发票-000691,2,749,749,2025-08-06,2025-09-20,222133.89,已开票
692,发票-000692,76,750,750,2025-09-15,2025-10-30,157958.99,已开票
693,发票-000693,46,751,751,2025-08-18,2025-10-02,717346.32,已开票
694,发票-000694,16,752,752,2025-06-17,2025-09-15,1454308.75,已开票
695,发票-000695,54,754,754,2025-07-02,2025-08-31,470450.46,已开票
696,发票-000696,40,755,755,2025-09-16,2025-10-31,316837.54,已开票
697,发票-000697,68,756,756,2025-08-05,2025-11-03,2143718.45,已开票
698,发票-000698,25,757,757,2025-08-14,2025-09-13,543949.52,已开票
699,发票-000699,16,758,758,2025-08-28,2025-11-26,837529.8,已开票
700,发票-000700,63,759,759,2025-07-15,2025-09-13,236506.48,已开票
701,发票-000701,23,760,760,2025-07-29,2025-10-27,1305661.85,已开票
702,发票-000702,5,761,761,2025-09-14,2025-12-13,245742.31,已开票
703,发票-000703,75,762,762,2025-08-16,2025-09-30,347761.04,已开票
704,发票-000704,73,763,763,2025-08-20,2025-10-04,817741.5,已开票
705,发票-000705,24,764,764,2025-08-07,2025-09-06,182622.22,已开票
706,发票-000706,20,765,765,2025-08-31,2025-10-15,346398.64,已开票
707,发票-000707,34,766,766,2025-08-19,2025-09-18,142712.23,已开票
708,发票-000708,35,767,767,2025-07-08,2025-10-06,508877.5,已开票
709,发票-000709,19,768,768,2025-09-07,2025-12-06,257115.12,已开票
710,发票-000710,57,769,769,2025-07-22,2025-09-20,218182.83,已开票
711,发票-000711,69,770,770,2025-08-13,2025-09-27,714285.3,已开票
712,发票-000712,67,771,771,2025-08-26,2025-11-24,1303071.05,已开票
713,发票-000713,7,772,772,2025-06-18,2025-09-16,435822.58,已开票
714,发票-000714,15,774,774,2025-07-06,2025-10-04,188629.5,已开票
715,发票-000715,38,775,775,2025-08-12,2025-09-26,252147.78,已开票
716,发票-000716,11,776,776,2025-08-02,2025-09-01,287814.4,已开票
717,发票-000717,15,777,777,2025-08-11,2025-11-09,478414.8,已开票
718,发票-000718,71,779,779,2025-07-15,2025-10-13,181094.02,已开票
719,发票-000719,42,780,780,2025-09-02,2025-11-01,621716.86,已开票
720,发票-000720,77,781,781,2025-08-11,2025-09-25,1410255.35,已开票
721,发票-000721,78,782,782,2025-07-21,2025-09-04,478843.08,已开票
722,发票-000722,34,783,783,2025-07-23,2025-08-22,218884.01,已开票
723,发票-000723,36,784,784,2025-09-09,2025-11-08,195775.94,已开票
724,发票-000724,45,785,785,2025-09-19,2025-12-18,345421.66,已开票
725,发票-000725,16,786,786,2025-07-13,2025-10-11,951820.88,已开票
726,发票-000726,19,787,787,2025-08-25,2025-11-23,486445.02,已开票
727,发票-000727,13,788,788,2025-09-10,2025-12-09,115980.2,已开票
728,发票-000728,66,789,789,2025-09-08,2025-10-23,1180873.55,已开票
729,发票-000729,8,790,790,2025-07-25,2025-09-23,593958.98,已开票
730,发票-000730,21,791,791,2025-07-01,2025-07-31,262406.3,已开票
731,发票-000731,64,793,793,2025-07-15,2025-08-29,429725.7,已开票
732,发票-000732,9,795,795,2025-09-27,2025-11-11,1233014.31,已开票
733,发票-000733,16,796,796,2025-09-02,2025-12-01,797657.31,已开票
734,发票-000734,62,798,798,2025-07-08,2025-08-22,453136.46,已开票
735,发票-000735,54,799,799,2025-09-09,2025-11-08,490413.69,已开票
736,发票-000736,33,800,800,2025-08-18,2025-10-17,337313.92,已开票
737,发票-000737,42,801,801,2025-09-14,2025-11-13,276087.36,已开票
738,发票-000738,9,802,802,2025-09-25,2025-11-09,403247.76,已开票
739,发票-000739,73,803,803,2025-08-16,2025-09-30,529074.64,已开票
740,发票-000740,72,804,804,2025-07-16,2025-08-15,234700.06,已开票
741,发票-000741,16,805,805,2025-08-12,2025-11-10,686576.28,已开票
742,发票-000742,38,807,807,2025-08-17,2025-10-01,436694.1,已开票
743,发票-000743,66,808,808,2025-10-07,2025-11-21,185432.36,已开票
744,发票-000744,18,809,809,2025-09-27,2025-10-27,416625.6,已开票
745,发票-000745,7,810,810,2025-10-06,2026-01-04,1819461.0,已开票
746,发票-000746,68,811,811,2025-09-23,2025-12-22,608359.26,已开票
747,发票-000747,50,812,812,2025-09-28,2025-11-27,571132.86,已开票
748,发票-000748,36,813,813,2025-09-12,2025-11-11,1123666.64,已开票
749,发票-000749,40,814,814,2025-08-16,2025-09-30,1204540.9,已开票
