price_history_id,material_id,month,average_purchase_price,market_reference_price,month_over_month_rate
564,23,2025-09-01,1371.75,1343.11,-0.0031
565,23,2025-10-01,1409.99,1416.09,0.0279
566,23,2025-11-01,1416.29,1441.29,0.0045
567,23,2025-12-01,1428.75,1427.41,0.0088
568,23,2026-01-01,1458.33,1463.28,0.0207
569,23,2026-02-01,1492.19,1528.34,0.0232
570,23,2026-03-01,1502.9,1488.0,0.0072
571,23,2026-04-01,1472.42,1487.05,-0.0203
572,23,2026-05-01,1506.48,1464.6,0.0231
573,23,2026-06-01,1496.09,1471.4,-0.0069
574,23,2026-07-01,1460.27,1422.54,-0.0239
575,23,2026-08-01,1500.94,1523.66,0.0278
576,24,2024-08-01,323.84,330.16,-0.0164
577,24,2024-09-01,318.28,318.19,-0.0172
578,24,2024-10-01,316.75,310.08,-0.0048
579,24,2024-11-01,324.39,317.39,0.0241
580,24,2024-12-01,335.5,340.88,0.0343
581,24,2025-01-01,341.95,339.38,0.0192
582,24,2025-02-01,350.34,344.71,0.0245
583,24,2025-03-01,350.28,353.43,-0.0002
584,24,2025-04-01,348.68,349.77,-0.0046
585,24,2025-05-01,347.82,350.3,-0.0025
586,24,2025-06-01,339.59,339.31,-0.0237
587,24,2025-07-01,343.08,342.04,0.0103
588,24,2025-08-01,353.35,354.51,0.0299
589,24,2025-09-01,349.28,358.46,-0.0115
590,24,2025-10-01,341.66,332.01,-0.0218
591,24,2025-11-01,345.84,338.1,0.0122
592,24,2025-12-01,351.51,342.99,0.0164
593,24,2026-01-01,359.24,350.84,0.022
594,24,2026-02-01,360.51,352.19,0.0035
595,24,2026-03-01,352.72,355.99,-0.0216
596,24,2026-04-01,345.55,336.96,-0.0203
597,24,2026-05-01,338.76,330.15,-0.0197
598,24,2026-06-01,346.57,353.06,0.0231
599,24,2026-07-01,353.12,353.64,0.0189
600,24,2026-08-01,347.16,348.33,-0.0169
601,25,2024-08-01,33.31,33.61,0.001
602,25,2024-09-01,33.23,33.31,-0.0025
603,25,2024-10-01,32.78,32.19,-0.0136
604,25,2024-11-01,33.64,33.92,0.0264
605,25,2024-12-01,34.14,34.45,0.0149
606,25,2025-01-01,34.94,34.55,0.0233
607,25,2025-02-01,35.98,35.71,0.0298
608,25,2025-03-01,36.85,37.03,0.0243
609,25,2025-04-01,36.83,36.89,-0.0007
610,25,2025-05-01,37.45,38.21,0.0169
611,25,2025-06-01,37.12,37.27,-0.0087
612,25,2025-07-01,36.88,37.4,-0.0064
613,25,2025-08-01,35.98,35.04,-0.0245
614,25,2025-09-01,36.43,37.08,0.0124
615,25,2025-10-01,37.05,36.53,0.0172
616,25,2025-11-01,36.81,36.43,-0.0067
617,25,2025-12-01,36.6,36.28,-0.0056
618,25,2026-01-01,36.59,37.62,-0.0004
619,25,2026-02-01,36.87,36.98,0.0078
620,25,2026-03-01,38.05,37.06,0.0319
621,25,2026-04-01,37.21,38.2,-0.0219
622,25,2026-05-01,37.63,37.13,0.0111
623,25,2026-06-01,36.78,37.67,-0.0225
624,25,2026-07-01,37.42,38.11,0.0175
625,25,2026-08-01,36.95,37.61,-0.0126
626,26,2024-08-01,102.07,102.41,-0.0196
627,26,2024-09-01,102.94,105.17,0.0085
628,26,2024-10-01,104.87,102.75,0.0188
629,26,2024-11-01,104.31,102.46,-0.0053
630,26,2024-12-01,103.06,101.32,-0.012
631,26,2025-01-01,106.63,105.65,0.0345
632,26,2025-02-01,107.52,106.17,0.0084
633,26,2025-03-01,105.39,104.57,-0.0198
634,26,2025-04-01,104.82,105.62,-0.0054
635,26,2025-05-01,104.71,101.79,-0.0011
636,26,2025-06-01,107.8,110.06,0.0295
637,26,2025-07-01,107.5,105.06,-0.0027
638,26,2025-08-01,109.97,109.95,0.0229
639,26,2025-09-01,112.23,112.4,0.0206
640,26,2025-10-01,114.63,115.9,0.0214
641,26,2025-11-01,114.75,116.08,0.0011
642,26,2025-12-01,112.86,112.82,-0.0164
643,26,2026-01-01,111.06,110.76,-0.016
644,26,2026-02-01,109.81,108.76,-0.0112
645,26,2026-03-01,108.77,106.11,-0.0095
646,26,2026-04-01,110.39,109.18,0.0149
647,26,2026-05-01,112.52,112.28,0.0194
648,26,2026-06-01,112.19,112.47,-0.003
649,26,2026-07-01,114.5,117.3,0.0206
650,26,2026-08-01,112.77,110.44,-0.0151
651,27,2024-08-01,9.75,9.47,0.0153
652,27,2024-09-01,9.96,10.05,0.0218
653,27,2024-10-01,10.13,10.37,0.0163
654,27,2024-11-01,10.07,10.17,-0.0058
655,27,2024-12-01,9.84,9.82,-0.0224
656,27,2025-01-01,9.9,9.78,0.0062
657,27,2025-02-01,9.67,9.63,-0.0238
658,27,2025-03-01,9.58,9.63,-0.0089
659,27,2025-04-01,9.64,9.36,0.0058
660,27,2025-05-01,9.62,9.51,-0.0023
661,27,2025-06-01,9.9,9.75,0.0292
662,27,2025-07-01,9.77,9.95,-0.0131
663,27,2025-08-01,9.8,9.84,0.0036
664,27,2025-09-01,9.86,10.13,0.006
665,27,2025-10-01,9.99,10.25,0.0129
666,27,2025-11-01,9.9,9.83,-0.0088
667,27,2025-12-01,10.09,10.21,0.0193
668,27,2026-01-01,9.86,10.11,-0.0226
669,27,2026-02-01,10.17,10.26,0.0312
670,27,2026-03-01,9.98,10.24,-0.0185
671,27,2026-04-01,10.1,9.91,0.0116
672,27,2026-05-01,10.06,9.87,-0.0044
673,27,2026-06-01,9.85,9.63,-0.0205
674,27,2026-07-01,10.01,10.08,0.0166
675,27,2026-08-01,10.3,10.51,0.0284
676,28,2024-08-01,32.79,32.73,0.0208
677,28,2024-09-01,32.9,33.48,0.0035
678,28,2024-10-01,33.77,34.26,0.0266
679,28,2024-11-01,34.92,35.45,0.0341
680,28,2024-12-01,35.27,34.9,0.01
681,28,2025-01-01,35.37,35.62,0.0026
682,28,2025-02-01,36.37,35.46,0.0283
683,28,2025-03-01,36.02,35.34,-0.0096
684,28,2025-04-01,37.22,38.02,0.0334
685,28,2025-05-01,38.31,37.55,0.0292
686,28,2025-06-01,38.86,39.66,0.0143
687,28,2025-07-01,39.46,39.41,0.0156
688,28,2025-08-01,39.25,38.34,-0.0053
689,28,2025-09-01,38.43,37.99,-0.021
690,28,2025-10-01,38.75,39.09,0.0084
691,28,2025-11-01,39.9,39.23,0.0298
692,28,2025-12-01,40.74,41.88,0.0209
693,28,2026-01-01,40.32,39.69,-0.0104
694,28,2026-02-01,41.31,40.92,0.0246
695,28,2026-03-01,41.54,42.37,0.0057
696,28,2026-04-01,42.98,43.08,0.0346
697,28,2026-05-01,43.35,44.35,0.0086
698,28,2026-06-01,44.84,43.6,0.0344
699,28,2026-07-01,44.23,45.17,-0.0135
700,28,2026-08-01,44.35,45.48,0.0026
701,29,2024-08-01,703.45,709.61,-0.0153
702,29,2024-09-01,696.65,714.34,-0.0097
703,29,2024-10-01,702.86,684.49,0.0089
704,29,2024-11-01,717.47,713.58,0.0208
705,29,2024-12-01,727.73,707.62,0.0143
706,29,2025-01-01,745.49,754.58,0.0244
707,29,2025-02-01,757.16,762.03,0.0157
708,29,2025-03-01,741.42,756.54,-0.0208
709,29,2025-04-01,753.9,747.52,0.0168
710,29,2025-05-01,737.43,716.95,-0.0218
711,29,2025-06-01,741.75,744.96,0.0059
712,29,2025-07-01,751.77,738.34,0.0135
713,29,2025-08-01,737.64,750.96,-0.0188
714,29,2025-09-01,747.0,757.53,0.0127
715,29,2025-10-01,753.14,747.54,0.0082
716,29,2025-11-01,760.12,739.42,0.0093
717,29,2025-12-01,752.21,749.33,-0.0104
718,29,2026-01-01,736.04,752.87,-0.0215
719,29,2026-02-01,724.26,726.68,-0.016
720,29,2026-03-01,747.05,749.9,0.0315
721,29,2026-04-01,743.06,736.7,-0.0053
722,29,2026-05-01,759.38,759.61,0.022
723,29,2026-06-01,740.95,761.94,-0.0243
724,29,2026-07-01,766.52,775.03,0.0345
725,29,2026-08-01,778.47,774.45,0.0156
726,30,2024-08-01,227.08,228.18,-0.0237
727,30,2024-09-01,221.47,224.94,-0.0247
728,30,2024-10-01,222.03,222.75,0.0025
729,30,2024-11-01,220.68,223.74,-0.0061
730,30,2024-12-01,217.91,219.85,-0.0126
731,30,2025-01-01,217.58,213.55,-0.0015
732,30,2025-02-01,220.04,225.54,0.0113
733,30,2025-03-01,222.48,223.12,0.0111
734,30,2025-04-01,219.9,213.96,-0.0116
735,30,2025-05-01,219.81,221.31,-0.0004
736,30,2025-06-01,218.76,214.51,-0.0048
737,30,2025-07-01,224.65,222.8,0.0269
738,30,2025-08-01,225.16,222.28,0.0023
739,30,2025-09-01,223.21,218.64,-0.0087
740,30,2025-10-01,223.37,222.8,0.0007
741,30,2025-11-01,227.78,222.46,0.0198
742,30,2025-12-01,231.4,228.62,0.0159
743,30,2026-01-01,238.88,239.51,0.0323
744,30,2026-02-01,239.98,239.94,0.0046
745,30,2026-03-01,236.46,231.37,-0.0147
746,30,2026-04-01,236.78,241.76,0.0013
747,30,2026-05-01,231.26,236.42,-0.0233
748,30,2026-06-01,238.3,233.34,0.0304
749,30,2026-07-01,243.14,238.98,0.0203
750,30,2026-08-01,244.77,240.42,0.0067
751,31,2024-08-01,451.46,461.18,0.0097
752,31,2024-09-01,458.45,470.85,0.0155
753,31,2024-10-01,464.32,466.63,0.0128
754,31,2024-11-01,470.58,478.53,0.0135
755,31,2024-12-01,474.94,486.8,0.0093
756,31,2025-01-01,486.37,477.07,0.0241
757,31,2025-02-01,502.6,512.57,0.0334
758,31,2025-03-01,496.13,510.46,-0.0129
759,31,2025-04-01,486.24,480.61,-0.0199
760,31,2025-05-01,489.05,502.15,0.0058
761,31,2025-06-01,487.92,492.0,-0.0023
762,31,2025-07-01,504.57,490.48,0.0341
763,31,2025-08-01,520.2,524.87,0.031
764,31,2025-09-01,525.32,512.34,0.0099
765,31,2025-10-01,534.42,528.91,0.0173
766,31,2025-11-01,522.01,511.21,-0.0232
767,31,2025-12-01,532.91,531.5,0.0209
768,31,2026-01-01,533.86,520.06,0.0018
769,31,2026-02-01,531.98,520.08,-0.0035
770,31,2026-03-01,522.85,519.43,-0.0172
771,31,2026-04-01,540.73,552.51,0.0342
772,31,2026-05-01,550.75,540.78,0.0185
773,31,2026-06-01,563.17,548.98,0.0225
774,31,2026-07-01,576.37,589.62,0.0234
775,31,2026-08-01,586.64,597.81,0.0178
776,32,2024-08-01,920.05,907.91,0.0138
777,32,2024-09-01,908.35,922.4,-0.0127
778,32,2024-10-01,899.43,898.8,-0.0098
779,32,2024-11-01,894.37,868.11,-0.0056
780,32,2024-12-01,893.14,886.67,-0.0014
781,32,2025-01-01,872.36,885.22,-0.0233
782,32,2025-02-01,886.62,911.55,0.0163
783,32,2025-03-01,872.05,868.57,-0.0164
784,32,2025-04-01,869.6,865.31,-0.0028
785,32,2025-05-01,896.36,879.35,0.0308
786,32,2025-06-01,898.97,895.26,0.0029
787,32,2025-07-01,906.5,915.38,0.0084
788,32,2025-08-01,931.88,934.9,0.028
789,32,2025-09-01,924.2,928.11,-0.0082
790,32,2025-10-01,904.23,901.09,-0.0216
791,32,2025-11-01,906.13,914.97,0.0021
792,32,2025-12-01,895.21,873.87,-0.0121
793,32,2026-01-01,873.38,886.04,-0.0244
794,32,2026-02-01,874.65,860.51,0.0015
795,32,2026-03-01,875.67,861.28,0.0012
796,32,2026-04-01,889.12,882.62,0.0154
797,32,2026-05-01,878.42,865.85,-0.012
798,32,2026-06-01,874.79,872.37,-0.0041
799,32,2026-07-01,904.12,888.8,0.0335
800,32,2026-08-01,923.29,947.97,0.0212
801,33,2024-08-01,31.76,31.24,0.0124
802,33,2024-09-01,31.81,32.72,0.0016
803,33,2024-10-01,32.27,32.76,0.0144
804,33,2024-11-01,32.67,32.34,0.0125
805,33,2024-12-01,33.42,33.97,0.0228
806,33,2025-01-01,33.93,33.45,0.0153
807,33,2025-02-01,33.88,33.22,-0.0015
808,33,2025-03-01,34.06,33.79,0.0053
809,33,2025-04-01,34.63,34.43,0.0169
810,33,2025-05-01,34.84,35.68,0.0061
811,33,2025-06-01,35.06,34.5,0.0061
812,33,2025-07-01,35.16,35.4,0.0029
813,33,2025-08-01,35.98,35.48,0.0232
814,33,2025-09-01,36.95,37.33,0.0272
815,33,2025-10-01,36.7,37.11,-0.007
816,33,2025-11-01,36.25,36.37,-0.0121
817,33,2025-12-01,35.7,34.86,-0.0153
818,33,2026-01-01,36.25,36.05,0.0155
819,33,2026-02-01,36.03,36.38,-0.0062
820,33,2026-03-01,35.28,35.44,-0.0206
821,33,2026-04-01,34.55,35.06,-0.0208
822,33,2026-05-01,35.04,35.56,0.0141
823,33,2026-06-01,34.8,35.29,-0.0068
824,33,2026-07-01,34.52,33.66,-0.0078
825,33,2026-08-01,34.38,34.29,-0.0042
826,34,2024-08-01,106.71,106.01,0.0344
827,34,2024-09-01,109.99,106.75,0.0307
828,34,2024-10-01,108.85,108.71,-0.0104
829,34,2024-11-01,111.37,113.16,0.0232
830,34,2024-12-01,109.91,107.22,-0.0131
831,34,2025-01-01,108.41,110.53,-0.0137
832,34,2025-02-01,106.44,109.07,-0.0181
833,34,2025-03-01,105.1,102.1,-0.0126
834,34,2025-04-01,105.2,103.5,0.0009
835,34,2025-05-01,107.06,109.43,0.0177
836,34,2025-06-01,109.26,111.57,0.0206
837,34,2025-07-01,110.57,113.37,0.012
838,34,2025-08-01,108.34,108.77,-0.0201
839,34,2025-09-01,110.3,107.06,0.018
840,34,2025-10-01,111.79,109.18,0.0135
841,34,2025-11-01,110.51,110.48,-0.0114
842,34,2025-12-01,109.33,108.05,-0.0107
843,34,2026-01-01,110.81,110.06,0.0136
844,34,2026-02-01,112.83,109.48,0.0182
845,34,2026-03-01,110.63,113.48,-0.0195
846,34,2026-04-01,108.77,107.89,-0.0168
847,34,2026-05-01,106.94,108.48,-0.0168
848,34,2026-06-01,106.96,108.51,0.0001
849,34,2026-07-01,104.85,105.75,-0.0197
850,34,2026-08-01,103.25,105.23,-0.0153
851,35,2024-08-01,8.12,8.05,-0.01
852,35,2024-09-01,8.04,7.8,-0.0102
853,35,2024-10-01,7.87,7.64,-0.0208
854,35,2024-11-01,7.73,7.81,-0.0179
855,35,2024-12-01,7.59,7.74,-0.0178
856,35,2025-01-01,7.52,7.68,-0.0091
857,35,2025-02-01,7.66,7.62,0.018
858,35,2025-03-01,7.89,8.07,0.0308
859,35,2025-04-01,8.03,8.18,0.0168
860,35,2025-05-01,7.83,7.98,-0.024
861,35,2025-06-01,8.09,7.92,0.0324
862,35,2025-07-01,8.33,8.38,0.0297
863,35,2025-08-01,8.17,8.09,-0.0185
864,35,2025-09-01,8.07,7.85,-0.0129
865,35,2025-10-01,8.34,8.19,0.034
866,35,2025-11-01,8.23,8.41,-0.0132
867,35,2025-12-01,8.39,8.16,0.0185
868,35,2026-01-01,8.48,8.39,0.0113
869,35,2026-02-01,8.66,8.72,0.0217
870,35,2026-03-01,8.6,8.72,-0.0073
871,35,2026-04-01,8.75,8.92,0.0172
872,35,2026-05-01,8.87,8.78,0.0135
873,35,2026-06-01,9.06,9.05,0.0217
874,35,2026-07-01,8.99,8.9,-0.0081
875,35,2026-08-01,8.86,8.74,-0.014
876,36,2024-08-01,29.75,28.89,0.0158
877,36,2024-09-01,29.69,30.36,-0.002
878,36,2024-10-01,29.44,30.04,-0.0082
879,36,2024-11-01,29.25,28.89,-0.0065
880,36,2024-12-01,28.98,29.44,-0.0093
881,36,2025-01-01,29.75,28.94,0.0266
882,36,2025-02-01,29.88,29.45,0.0042
883,36,2025-03-01,30.08,30.56,0.0069
884,36,2025-04-01,29.96,30.54,-0.0039
885,36,2025-05-01,29.46,28.97,-0.0169
886,36,2025-06-01,29.0,29.55,-0.0157
887,36,2025-07-01,29.67,29.86,0.0231
888,36,2025-08-01,29.43,28.89,-0.0079
889,36,2025-09-01,28.76,28.16,-0.0228
890,36,2025-10-01,28.94,29.22,0.0062
891,36,2025-11-01,28.89,28.18,-0.0018
892,36,2025-12-01,29.34,28.92,0.0154
893,36,2026-01-01,30.32,30.94,0.0334
894,36,2026-02-01,29.75,29.42,-0.0186
895,36,2026-03-01,30.67,30.83,0.0307
896,36,2026-04-01,30.06,29.63,-0.0198
897,36,2026-05-01,30.01,30.85,-0.0017
898,36,2026-06-01,30.15,29.48,0.0047
899,36,2026-07-01,30.6,30.88,0.0149
900,36,2026-08-01,31.32,31.47,0.0236
901,37,2024-08-01,659.05,655.74,-0.008
902,37,2024-09-01,658.47,638.96,-0.0009
903,37,2024-10-01,644.74,634.02,-0.0208
904,37,2024-11-01,647.85,647.19,0.0048
905,37,2024-12-01,642.12,628.28,-0.0088
906,37,2025-01-01,656.38,664.77,0.0222
907,37,2025-02-01,675.52,672.82,0.0292
908,37,2025-03-01,661.76,653.48,-0.0204
909,37,2025-04-01,667.06,670.49,0.008
910,37,2025-05-01,669.82,673.66,0.0041
911,37,2025-06-01,692.61,693.87,0.034
912,37,2025-07-01,708.88,699.66,0.0235
913,37,2025-08-01,701.0,697.48,-0.0111
914,37,2025-09-01,692.42,680.01,-0.0122
915,37,2025-10-01,708.3,703.34,0.0229
916,37,2025-11-01,692.83,677.72,-0.0218
917,37,2025-12-01,682.26,681.45,-0.0153
918,37,2026-01-01,693.24,706.42,0.0161
919,37,2026-02-01,707.41,726.39,0.0204
920,37,2026-03-01,712.63,729.0,0.0074
921,37,2026-04-01,702.44,686.0,-0.0143
922,37,2026-05-01,692.87,702.23,-0.0136
923,37,2026-06-01,691.53,700.72,-0.0019
924,37,2026-07-01,692.62,711.3,0.0016
925,37,2026-08-01,685.95,668.11,-0.0096
926,38,2024-08-01,328.52,320.04,-0.0037
927,38,2024-09-01,331.35,340.32,0.0086
928,38,2024-10-01,340.14,330.39,0.0265
929,38,2024-11-01,342.35,346.27,0.0065
930,38,2024-12-01,333.93,324.39,-0.0246
931,38,2025-01-01,335.29,326.72,0.0041
932,38,2025-02-01,334.7,343.65,-0.0017
933,38,2025-03-01,337.4,328.0,0.0081
934,38,2025-04-01,345.83,338.74,0.025
935,38,2025-05-01,342.33,351.6,-0.0101
936,38,2025-06-01,347.48,337.59,0.015
937,38,2025-07-01,347.9,355.21,0.0012
938,38,2025-08-01,352.63,361.37,0.0136
939,38,2025-09-01,344.75,350.77,-0.0223
940,38,2025-10-01,352.23,345.43,0.0217
941,38,2025-11-01,351.37,358.41,-0.0024
942,38,2025-12-01,354.93,355.62,0.0101
943,38,2026-01-01,350.23,359.34,-0.0132
944,38,2026-02-01,347.89,343.87,-0.0067
945,38,2026-03-01,344.15,341.71,-0.0108
946,38,2026-04-01,345.05,347.73,0.0026
947,38,2026-05-01,345.78,350.48,0.0021
948,38,2026-06-01,346.97,350.4,0.0035
949,38,2026-07-01,357.74,355.71,0.031
950,38,2026-08-01,357.43,362.98,-0.0009
951,39,2024-08-01,2717.22,2757.73,0.0202
952,39,2024-09-01,2694.7,2685.26,-0.0083
953,39,2024-10-01,2669.1,2664.52,-0.0095
954,39,2024-11-01,2699.52,2677.73,0.0114
955,39,2024-12-01,2750.02,2778.1,0.0187
956,39,2025-01-01,2776.44,2809.04,0.0096
957,39,2025-02-01,2805.89,2747.24,0.0106
958,39,2025-03-01,2884.53,2918.66,0.028
959,39,2025-04-01,2863.25,2789.82,-0.0074
960,39,2025-05-01,2842.04,2835.3,-0.0074
961,39,2025-06-01,2938.83,2997.56,0.0341
962,39,2025-07-01,2924.87,2994.53,-0.0048
963,39,2025-08-01,2954.3,2944.96,0.0101
964,39,2025-09-01,2891.39,2952.41,-0.0213
965,39,2025-10-01,2878.07,2962.93,-0.0046
966,39,2025-11-01,2940.89,2957.71,0.0218
967,39,2025-12-01,2955.54,2948.27,0.005
968,39,2026-01-01,3050.01,2958.92,0.032
969,39,2026-02-01,2976.23,3057.13,-0.0242
970,39,2026-03-01,2967.09,2975.01,-0.0031
971,39,2026-04-01,3014.2,3043.46,0.0159
972,39,2026-05-01,3038.17,3100.91,0.008
973,39,2026-06-01,3003.8,3052.82,-0.0113
974,39,2026-07-01,3050.28,2991.32,0.0155
975,39,2026-08-01,2977.84,2898.21,-0.0237
976,40,2024-08-01,279.18,271.77,-0.0209
977,40,2024-09-01,280.01,283.17,0.0029
978,40,2024-10-01,275.07,279.37,-0.0176
979,40,2024-11-01,272.37,271.65,-0.0098
980,40,2024-12-01,272.91,268.18,0.002
981,40,2025-01-01,268.67,276.0,-0.0155
982,40,2025-02-01,278.0,276.19,0.0347
983,40,2025-03-01,285.85,292.44,0.0282
984,40,2025-04-01,285.35,278.65,-0.0018
985,40,2025-05-01,289.35,289.0,0.014
986,40,2025-06-01,290.84,282.91,0.0051
987,40,2025-07-01,286.69,283.46,-0.0143
988,40,2025-08-01,285.42,279.43,-0.0044
989,40,2025-09-01,291.42,299.63,0.021
990,40,2025-10-01,292.32,284.98,0.0031
991,40,2025-11-01,290.33,295.91,-0.0068
992,40,2025-12-01,295.64,293.6,0.0183
993,40,2026-01-01,305.36,304.06,0.0329
994,40,2026-02-01,313.19,319.68,0.0256
995,40,2026-03-01,310.38,315.29,-0.009
996,40,2026-04-01,318.55,325.69,0.0263
997,40,2026-05-01,327.4,319.18,0.0278
998,40,2026-06-01,324.25,329.94,-0.0096
999,40,2026-07-01,334.16,336.02,0.0306
1000,40,2026-08-01,332.92,341.88,-0.0037
1001,41,2024-08-01,17.04,17.18,0.0205
1002,41,2024-09-01,17.6,17.31,0.0328
1003,41,2024-10-01,17.75,17.91,0.0086
1004,41,2024-11-01,17.52,17.45,-0.0131
1005,41,2024-12-01,17.92,18.13,0.0229
1006,41,2025-01-01,18.15,18.16,0.0128
1007,41,2025-02-01,18.53,18.74,0.0207
1008,41,2025-03-01,18.72,18.59,0.0103
1009,41,2025-04-01,19.03,18.69,0.017
1010,41,2025-05-01,18.79,18.72,-0.013
1011,41,2025-06-01,19.38,19.48,0.0313
1012,41,2025-07-01,19.48,19.62,0.0051
1013,41,2025-08-01,19.89,19.68,0.0214
1014,41,2025-09-01,19.99,20.17,0.0047
1015,41,2025-10-01,19.83,19.45,-0.0075
1016,41,2025-11-01,19.65,19.78,-0.0095
1017,41,2025-12-01,19.62,19.82,-0.0014
1018,41,2026-01-01,19.15,19.17,-0.0236
1019,41,2026-02-01,19.68,19.91,0.0275
1020,41,2026-03-01,19.45,19.38,-0.0116
1021,41,2026-04-01,19.28,19.35,-0.009
1022,41,2026-05-01,19.7,19.4,0.022
1023,41,2026-06-01,20.2,19.7,0.0254
1024,41,2026-07-01,20.28,20.31,0.0039
1025,41,2026-08-01,19.98,19.39,-0.015
1026,42,2024-08-01,94.77,92.14,-0.0115
1027,42,2024-09-01,97.67,99.51,0.0305
1028,42,2024-10-01,100.95,102.73,0.0336
1029,42,2024-11-01,102.97,103.93,0.02
1030,42,2024-12-01,104.76,104.02,0.0174
1031,42,2025-01-01,106.87,104.03,0.0201
1032,42,2025-02-01,107.41,106.67,0.0051
1033,42,2025-03-01,108.15,108.53,0.0069
1034,42,2025-04-01,110.85,110.46,0.0249
1035,42,2025-05-01,108.77,106.13,-0.0188
1036,42,2025-06-01,111.52,108.86,0.0253
1037,42,2025-07-01,111.94,113.11,0.0038
1038,42,2025-08-01,111.39,114.18,-0.005
1039,42,2025-09-01,112.25,110.99,0.0078
1040,42,2025-10-01,113.36,112.17,0.0099
1041,42,2025-11-01,113.18,110.08,-0.0016
1042,42,2025-12-01,116.42,118.75,0.0287
1043,42,2026-01-01,115.52,112.99,-0.0078
1044,42,2026-02-01,113.71,113.7,-0.0157
1045,42,2026-03-01,117.51,118.92,0.0334
1046,42,2026-04-01,115.06,118.25,-0.0209
1047,42,2026-05-01,115.94,116.24,0.0077
1048,42,2026-06-01,113.27,112.9,-0.023
1049,42,2026-07-01,116.95,116.58,0.0325
1050,42,2026-08-01,120.48,118.27,0.0302
1051,43,2024-08-01,7.42,7.29,-0.0181
1052,43,2024-09-01,7.39,7.5,-0.0042
1053,43,2024-10-01,7.39,7.44,0.0
1054,43,2024-11-01,7.53,7.35,0.0195
1055,43,2024-12-01,7.38,7.52,-0.0207
1056,43,2025-01-01,7.38,7.16,-0.0002
1057,43,2025-02-01,7.22,7.39,-0.0218
1058,43,2025-03-01,7.31,7.37,0.0129
1059,43,2025-04-01,7.47,7.27,0.0216
1060,43,2025-05-01,7.33,7.33,-0.0178
1061,43,2025-06-01,7.39,7.59,0.0082
1062,43,2025-07-01,7.59,7.78,0.0266
1063,43,2025-08-01,7.78,7.65,0.0244
1064,43,2025-09-01,7.68,7.61,-0.0118
1065,43,2025-10-01,7.5,7.53,-0.0233
1066,43,2025-11-01,7.64,7.58,0.0177
1067,43,2025-12-01,7.65,7.82,0.0015
1068,43,2026-01-01,7.7,7.54,0.006
1069,43,2026-02-01,7.83,7.88,0.0169
1070,43,2026-03-01,7.79,7.87,-0.0051
1071,43,2026-04-01,7.63,7.79,-0.0198
1072,43,2026-05-01,7.8,7.63,0.0227
1073,43,2026-06-01,7.82,7.7,0.0021
1074,43,2026-07-01,7.9,7.92,0.0099
1075,43,2026-08-01,7.79,7.85,-0.0133
1076,44,2024-08-01,17.92,17.63,-0.0153
1077,44,2024-09-01,18.53,18.38,0.0341
1078,44,2024-10-01,18.32,18.25,-0.0113
1079,44,2024-11-01,18.5,18.1,0.0099
1080,44,2024-12-01,18.47,18.02,-0.0016
1081,44,2025-01-01,18.7,19.19,0.0126
1082,44,2025-02-01,18.31,17.88,-0.0212
1083,44,2025-03-01,18.51,18.07,0.011
1084,44,2025-04-01,18.64,18.48,0.0071
1085,44,2025-05-01,19.08,18.64,0.0235
1086,44,2025-06-01,19.56,19.8,0.0252
1087,44,2025-07-01,19.56,19.97,0.0
1088,44,2025-08-01,19.13,19.08,-0.0219
1089,44,2025-09-01,18.87,19.12,-0.0139
1090,44,2025-10-01,19.27,19.63,0.0215
1091,44,2025-11-01,19.75,20.13,0.0249
1092,44,2025-12-01,19.29,19.83,-0.0235
1093,44,2026-01-01,19.32,19.56,0.0018
1094,44,2026-02-01,19.97,19.88,0.0335
1095,44,2026-03-01,20.59,20.51,0.0312
1096,44,2026-04-01,20.5,20.0,-0.0042
1097,44,2026-05-01,21.1,20.76,0.0291
1098,44,2026-06-01,21.16,21.65,0.0029
1099,44,2026-07-01,21.0,20.64,-0.0076
1100,44,2026-08-01,21.39,21.66,0.0184
1101,45,2024-08-01,441.04,428.38,0.0116
1102,45,2024-09-01,448.12,458.82,0.016
1103,45,2024-10-01,459.5,457.55,0.0254
1104,45,2024-11-01,459.34,457.74,-0.0003
1105,45,2024-12-01,458.97,446.07,-0.0008
1106,45,2025-01-01,466.91,466.8,0.0173
1107,45,2025-02-01,474.0,473.52,0.0152
1108,45,2025-03-01,481.94,477.12,0.0168
1109,45,2025-04-01,474.97,462.68,-0.0144
1110,45,2025-05-01,480.04,486.05,0.0107
1111,45,2025-06-01,493.41,506.98,0.0279
1112,45,2025-07-01,510.47,521.87,0.0346
1113,45,2025-08-01,506.92,502.19,-0.0069
1114,45,2025-09-01,522.93,532.24,0.0316
1115,45,2025-10-01,522.59,526.8,-0.0006
1116,45,2025-11-01,517.68,506.34,-0.0094
1117,45,2025-12-01,508.42,509.74,-0.0179
1118,45,2026-01-01,523.84,527.31,0.0303
1119,45,2026-02-01,540.94,542.7,0.0326
1120,45,2026-03-01,557.53,567.45,0.0307
1121,45,2026-04-01,563.65,563.49,0.011
1122,45,2026-05-01,580.56,582.9,0.03
1123,45,2026-06-01,571.23,569.42,-0.0161
1124,45,2026-07-01,566.53,575.55,-0.0082
1125,45,2026-08-01,557.29,557.49,-0.0163
1126,46,2024-08-01,552.91,550.94,-0.0186
1127,46,2024-09-01,571.31,585.46,0.0333
1128,46,2024-10-01,591.26,576.26,0.0349
