order_cost_detail_id,order_cost_snapshot_id,cost_component,amount,calculation_basis
2573,515,外协,18616.95,标准费率
2574,515,制造费用,20158.17,标准费率
2575,515,包装物流,3153.31,标准费率
2576,516,材料,205230.46,BOM与当前价格
2577,516,人工,64205.24,标准费率
2578,516,外协,23949.28,标准费率
2579,516,制造费用,53718.78,标准费率
2580,516,包装物流,5729.5,标准费率
2581,517,材料,222820.36,BOM与当前价格
2582,517,人工,31312.72,标准费率
2583,517,外协,42895.24,标准费率
2584,517,制造费用,49544.32,标准费率
2585,517,包装物流,6642.88,标准费率
2586,518,材料,710086.9,BOM与当前价格
2587,518,人工,37681.2,标准费率
2588,518,外协,140791.95,标准费率
2589,518,制造费用,131595.75,标准费率
2590,518,包装物流,21271.95,标准费率
2591,519,材料,83268.43,BOM与当前价格
2592,519,人工,23848.93,标准费率
2593,519,外协,6430.75,标准费率
2594,519,制造费用,23742.91,标准费率
2595,519,包装物流,2242.48,标准费率
2596,520,材料,241850.52,BOM与当前价格
2597,520,人工,75849.15,标准费率
2598,520,外协,9803.88,标准费率
2599,520,制造费用,39758.94,标准费率
2600,520,包装物流,6291.36,标准费率
2601,521,材料,242102.86,BOM与当前价格
2602,521,人工,67999.72,标准费率
2603,521,外协,15069.9,标准费率
2604,521,制造费用,47767.84,标准费率
2605,521,包装物流,6429.32,标准费率
2606,522,材料,166478.28,BOM与当前价格
2607,522,人工,35936.44,标准费率
2608,522,外协,16615.14,标准费率
2609,522,制造费用,35942.8,标准费率
2610,522,包装物流,4577.34,标准费率
2611,523,材料,107515.56,BOM与当前价格
2612,523,人工,12985.27,标准费率
2613,523,外协,18616.95,标准费率
2614,523,制造费用,20158.17,标准费率
2615,523,包装物流,3153.31,标准费率
2616,524,材料,363154.29,BOM与当前价格
2617,524,人工,101999.58,标准费率
2618,524,外协,22604.85,标准费率
2619,524,制造费用,71651.76,标准费率
2620,524,包装物流,9643.98,标准费率
2621,525,材料,60104.08,BOM与当前价格
2622,525,人工,23126.86,标准费率
2623,525,外协,7258.5,标准费率
2624,525,制造费用,18170.28,标准费率
2625,525,包装物流,1684.06,标准费率
2626,526,材料,242102.86,BOM与当前价格
2627,526,人工,67999.72,标准费率
2628,526,外协,15069.9,标准费率
2629,526,制造费用,47767.84,标准费率
2630,526,包装物流,6429.32,标准费率
2631,527,材料,416342.15,BOM与当前价格
2632,527,人工,119244.65,标准费率
2633,527,外协,32153.75,标准费率
2634,527,制造费用,118714.55,标准费率
2635,527,包装物流,11212.4,标准费率
2636,528,材料,80616.84,BOM与当前价格
2637,528,人工,25283.05,标准费率
2638,528,外协,3267.96,标准费率
2639,528,制造费用,13252.98,标准费率
2640,528,包装物流,2097.12,标准费率
2641,529,材料,199415.52,BOM与当前价格
2642,529,人工,20034.91,标准费率
2643,529,外协,28343.91,标准费率
2644,529,制造费用,39448.86,标准费率
2645,529,包装物流,5693.99,标准费率
2646,530,材料,72204.91,BOM与当前价格
2647,530,人工,37477.63,标准费率
2648,530,外协,11448.11,标准费率
2649,530,制造费用,23499.35,标准费率
2650,530,包装物流,2091.33,标准费率
2651,531,材料,301067.31,BOM与当前价格
2652,531,人工,94325.91,标准费率
2653,531,外协,93943.71,标准费率
2654,531,制造费用,81083.13,标准费率
2655,531,包装物流,9875.28,标准费率
2656,532,材料,114579.5,BOM与当前价格
2657,532,人工,14175.67,标准费率
2658,532,外协,15608.73,标准费率
2659,532,制造费用,20961.64,标准费率
2660,532,包装物流,3254.71,标准费率
2661,533,材料,208444.3,BOM与当前价格
2662,533,人工,38274.0,标准费率
2663,533,外协,62033.74,标准费率
2664,533,制造费用,56347.24,标准费率
2665,533,包装物流,6761.96,标准费率
2666,534,材料,92468.06,BOM与当前价格
2667,534,人工,67191.14,标准费率
2668,534,外协,53803.14,标准费率
2669,534,制造费用,37398.6,标准费率
2670,534,包装物流,3656.78,标准费率
2671,535,材料,691862.68,BOM与当前价格
2672,535,人工,146692.52,标准费率
2673,535,外协,117747.12,标准费率
2674,535,制造费用,128622.68,标准费率
2675,535,包装物流,20240.24,标准费率
2676,536,材料,406143.45,BOM与当前价格
2677,536,人工,111787.53,标准费率
2678,536,外协,71224.5,标准费率
2679,536,制造费用,101216.91,标准费率
2680,536,包装物流,11934.21,标准费率
2681,537,材料,221931.86,BOM与当前价格
2682,537,人工,48597.04,标准费率
2683,537,外协,35796.78,标准费率
2684,537,制造费用,58048.72,标准费率
2685,537,包装物流,6443.22,标准费率
2686,538,材料,142017.38,BOM与当前价格
2687,538,人工,7536.24,标准费率
2688,538,外协,28158.39,标准费率
2689,538,制造费用,26319.15,标准费率
2690,538,包装物流,4254.39,标准费率
2691,539,材料,120208.16,BOM与当前价格
2692,539,人工,46253.72,标准费率
2693,539,外协,14517.0,标准费率
2694,539,制造费用,36340.56,标准费率
2695,539,包装物流,3368.12,标准费率
2696,540,材料,284034.76,BOM与当前价格
2697,540,人工,15072.48,标准费率
2698,540,外协,56316.78,标准费率
2699,540,制造费用,52638.3,标准费率
2700,540,包装物流,8508.78,标准费率
2701,541,材料,84678.75,BOM与当前价格
2702,541,人工,34260.53,标准费率
2703,541,外协,34993.7,标准费率
2704,541,制造费用,19918.93,标准费率
2705,541,包装物流,2991.81,标准费率
2706,542,材料,215031.12,BOM与当前价格
2707,542,人工,25970.54,标准费率
2708,542,外协,37233.9,标准费率
2709,542,制造费用,40316.34,标准费率
2710,542,包装物流,6306.62,标准费率
2711,543,材料,518897.01,BOM与当前价格
2712,543,人工,110019.39,标准费率
2713,543,外协,88310.34,标准费率
2714,543,制造费用,96467.01,标准费率
2715,543,包装物流,15180.18,标准费率
2716,544,材料,47414.67,BOM与当前价格
2717,544,人工,35988.8,标准费率
2718,544,外协,10155.51,标准费率
2719,544,制造费用,18599.52,标准费率
2720,544,包装物流,1439.25,标准费率
2721,545,材料,104654.27,BOM与当前价格
2722,545,人工,11633.15,标准费率
2723,545,外协,23443.71,标准费率
2724,545,制造费用,25850.26,标准费率
2725,545,包装物流,3202.45,标准费率
2726,546,材料,79789.0,BOM与当前价格
2727,546,人工,32686.21,标准费率
2728,546,外协,11430.09,标准费率
2729,546,制造费用,18313.2,标准费率
2730,546,包装物流,2280.48,标准费率
2731,547,材料,363154.29,BOM与当前价格
2732,547,人工,101999.58,标准费率
2733,547,外协,22604.85,标准费率
2734,547,制造费用,71651.76,标准费率
2735,547,包装物流,9643.98,标准费率
2736,548,材料,242102.86,BOM与当前价格
2737,548,人工,67999.72,标准费率
2738,548,外协,15069.9,标准费率
2739,548,制造费用,47767.84,标准费率
2740,548,包装物流,6429.32,标准费率
2741,549,材料,103494.89,BOM与当前价格
2742,549,人工,29445.48,标准费率
2743,549,外协,23216.03,标准费率
2744,549,制造费用,30950.2,标准费率
2745,549,包装物流,3167.77,标准费率
2746,550,材料,190512.09,BOM与当前价格
2747,550,人工,79319.4,标准费率
2748,550,外协,55166.43,标准费率
2749,550,制造费用,45272.22,标准费率
2750,550,包装物流,6141.96,标准费率
2751,551,材料,159644.49,BOM与当前价格
2752,551,人工,112592.73,标准费率
2753,551,外协,97199.1,标准费率
2754,551,制造费用,72631.17,标准费率
2755,551,包装物流,6421.08,标准费率
2756,552,材料,107515.56,BOM与当前价格
2757,552,人工,12985.27,标准费率
2758,552,外协,18616.95,标准费率
2759,552,制造费用,20158.17,标准费率
2760,552,包装物流,3153.31,标准费率
2761,553,材料,159715.01,BOM与当前价格
2762,553,人工,15627.64,标准费率
2763,553,外协,17365.19,标准费率
2764,553,制造费用,36267.61,标准费率
2765,553,包装物流,4427.0,标准费率
2766,554,材料,78106.98,BOM与当前价格
2767,554,人工,13042.4,标准费率
2768,554,外协,26694.36,标准费率
2769,554,制造费用,22696.7,标准费率
2770,554,包装物流,2620.03,标准费率
2771,555,材料,258023.36,BOM与当前价格
2772,555,人工,19198.26,标准费率
2773,555,外协,37587.16,标准费率
2774,555,制造费用,63119.16,标准费率
2775,555,包装物流,7390.26,标准费率
2776,556,材料,110965.93,BOM与当前价格
2777,556,人工,24298.52,标准费率
2778,556,外协,17898.39,标准费率
2779,556,制造费用,29024.36,标准费率
2780,556,包装物流,3221.61,标准费率
2781,557,材料,423393.75,BOM与当前价格
2782,557,人工,171302.65,标准费率
2783,557,外协,174968.5,标准费率
2784,557,制造费用,99594.65,标准费率
2785,557,包装物流,14959.05,标准费率
2786,558,材料,183449.92,BOM与当前价格
2787,558,人工,32420.38,标准费率
2788,558,外协,7733.3,标准费率
2789,558,制造费用,40338.08,标准费率
2790,558,包装物流,4779.58,标准费率
2791,559,材料,114579.5,BOM与当前价格
2792,559,人工,14175.67,标准费率
2793,559,外协,15608.73,标准费率
2794,559,制造费用,20961.64,标准费率
2795,559,包装物流,3254.71,标准费率
2796,560,材料,92468.06,BOM与当前价格
2797,560,人工,67191.14,标准费率
2798,560,外协,53803.14,标准费率
2799,560,制造费用,37398.6,标准费率
2800,560,包装物流,3656.78,标准费率
2801,561,材料,102615.23,BOM与当前价格
2802,561,人工,32102.62,标准费率
2803,561,外协,11974.64,标准费率
2804,561,制造费用,26859.39,标准费率
2805,561,包装物流,2864.75,标准费率
2806,562,材料,142017.38,BOM与当前价格
2807,562,人工,7536.24,标准费率
2808,562,外协,28158.39,标准费率
2809,562,制造费用,26319.15,标准费率
2810,562,包装物流,4254.39,标准费率
2811,563,材料,200711.54,BOM与当前价格
2812,563,人工,62883.94,标准费率
2813,563,外协,62629.14,标准费率
2814,563,制造费用,54055.42,标准费率
2815,563,包装物流,6583.52,标准费率
2816,564,材料,231170.15,BOM与当前价格
2817,564,人工,167977.85,标准费率
2818,564,外协,134507.85,标准费率
2819,564,制造费用,93496.5,标准费率
2820,564,包装物流,9141.95,标准费率
2821,565,材料,36000.26,BOM与当前价格
2822,565,人工,32464.21,标准费率
2823,565,外协,5706.78,标准费率
2824,565,制造费用,14693.32,标准费率
2825,565,包装物流,1042.68,标准费率
2826,566,材料,142017.38,BOM与当前价格
2827,566,人工,7536.24,标准费率
2828,566,外协,28158.39,标准费率
2829,566,制造费用,26319.15,标准费率
2830,566,包装物流,4254.39,标准费率
2831,567,材料,79853.22,BOM与当前价格
2832,567,人工,12134.97,标准费率
2833,567,外协,27781.49,标准费率
2834,567,制造费用,20061.42,标准费率
2835,567,包装物流,2690.87,标准费率
2836,568,材料,190512.09,BOM与当前价格
2837,568,人工,79319.4,标准费率
2838,568,外协,55166.43,标准费率
2839,568,制造费用,45272.22,标准费率
2840,568,包装物流,6141.96,标准费率
2841,569,材料,72454.19,BOM与当前价格
2842,569,人工,23676.9,标准费率
2843,569,外协,19716.24,标准费率
2844,569,制造费用,15963.76,标准费率
2845,569,包装物流,2304.26,标准费率
2846,570,材料,83268.43,BOM与当前价格
2847,570,人工,23848.93,标准费率
2848,570,外协,6430.75,标准费率
2849,570,制造费用,23742.91,标准费率
2850,570,包装物流,2242.48,标准费率
2851,571,材料,96586.7,BOM与当前价格
2852,571,人工,11647.99,标准费率
2853,571,外协,26133.26,标准费率
2854,571,制造费用,20114.88,标准费率
2855,571,包装物流,3068.0,标准费率
2856,572,材料,200711.54,BOM与当前价格
2857,572,人工,62883.94,标准费率
2858,572,外协,62629.14,标准费率
2859,572,制造费用,54055.42,标准费率
2860,572,包装物流,6583.52,标准费率
2861,573,材料,219935.98,BOM与当前价格
2862,573,人工,64852.3,标准费率
2863,573,外协,47375.22,标准费率
2864,573,制造费用,54574.46,标准费率
2865,573,包装物流,6682.78,标准费率
2866,574,材料,180001.3,BOM与当前价格
2867,574,人工,162321.05,标准费率
2868,574,外协,28533.9,标准费率
2869,574,制造费用,73466.6,标准费率
2870,574,包装物流,5213.4,标准费率
2871,575,材料,254016.12,BOM与当前价格
2872,575,人工,105759.2,标准费率
2873,575,外协,73555.24,标准费率
2874,575,制造费用,60362.96,标准费率
2875,575,包装物流,8189.28,标准费率
2876,576,材料,80616.84,BOM与当前价格
2877,576,人工,25283.05,标准费率
2878,576,外协,3267.96,标准费率
2879,576,制造费用,13252.98,标准费率
2880,576,包装物流,2097.12,标准费率
2881,577,材料,386346.8,BOM与当前价格
2882,577,人工,46591.96,标准费率
2883,577,外协,104533.04,标准费率
2884,577,制造费用,80459.52,标准费率
2885,577,包装物流,12272.0,标准费率
2886,578,材料,214021.92,BOM与当前价格
2887,578,人工,109100.55,标准费率
2888,578,外协,89335.92,标准费率
2889,578,制造费用,75809.85,标准费率
2890,578,包装物流,7583.94,标准费率
2891,579,材料,239559.66,BOM与当前价格
2892,579,人工,36404.91,标准费率
2893,579,外协,83344.47,标准费率
2894,579,制造费用,60184.26,标准费率
2895,579,包装物流,8072.61,标准费率
2896,580,材料,216614.73,BOM与当前价格
2897,580,人工,112432.89,标准费率
2898,580,外协,34344.33,标准费率
2899,580,制造费用,70498.05,标准费率
2900,580,包装物流,6273.99,标准费率
2901,581,材料,63504.03,BOM与当前价格
2902,581,人工,26439.8,标准费率
2903,581,外协,18388.81,标准费率
2904,581,制造费用,15090.74,标准费率
2905,581,包装物流,2047.32,标准费率
2906,582,材料,399266.1,BOM与当前价格
2907,582,人工,60674.85,标准费率
2908,582,外协,138907.45,标准费率
2909,582,制造费用,100307.1,标准费率
2910,582,包装物流,13454.35,标准费率
2911,583,材料,612553.48,BOM与当前价格
2912,583,人工,85956.68,标准费率
2913,583,外协,33749.52,标准费率
2914,583,制造费用,95926.0,标准费率
2915,583,包装物流,16157.56,标准费率
2916,584,材料,109967.99,BOM与当前价格
2917,584,人工,32426.15,标准费率
2918,584,外协,23687.61,标准费率
2919,584,制造费用,27287.23,标准费率
2920,584,包装物流,3341.39,标准费率
2921,585,材料,72000.52,BOM与当前价格
2922,585,人工,64928.42,标准费率
2923,585,外协,11413.56,标准费率
2924,585,制造费用,29386.64,标准费率
2925,585,包装物流,2085.36,标准费率
2926,586,材料,172965.67,BOM与当前价格
2927,586,人工,36673.13,标准费率
2928,586,外协,29436.78,标准费率
2929,586,制造费用,32155.67,标准费率
2930,586,包装物流,5060.06,标准费率
2931,587,材料,72204.91,BOM与当前价格
2932,587,人工,37477.63,标准费率
2933,587,外协,11448.11,标准费率
2934,587,制造费用,23499.35,标准费率
2935,587,包装物流,2091.33,标准费率
2936,588,材料,121051.43,BOM与当前价格
2937,588,人工,33999.86,标准费率
2938,588,外协,7534.95,标准费率
2939,588,制造费用,23883.92,标准费率
2940,588,包装物流,3214.66,标准费率
2941,589,材料,91724.96,BOM与当前价格
2942,589,人工,16210.19,标准费率
2943,589,外协,3866.65,标准费率
2944,589,制造费用,20169.04,标准费率
2945,589,包装物流,2389.79,标准费率
2946,590,材料,144409.82,BOM与当前价格
2947,590,人工,74955.26,标准费率
2948,590,外协,22896.22,标准费率
2949,590,制造费用,46998.7,标准费率
2950,590,包装物流,4182.66,标准费率
2951,591,材料,116161.7,BOM与当前价格
2952,591,人工,14349.05,标准费率
2953,591,外协,19466.03,标准费率
2954,591,制造费用,18282.17,标准费率
2955,591,包装物流,3390.69,标准费率
2956,592,材料,79789.0,BOM与当前价格
2957,592,人工,32686.21,标准费率
2958,592,外协,11430.09,标准费率
2959,592,制造费用,18313.2,标准费率
2960,592,包装物流,2280.48,标准费率
2961,593,材料,96586.7,BOM与当前价格
2962,593,人工,11647.99,标准费率
2963,593,外协,26133.26,标准费率
2964,593,制造费用,20114.88,标准费率
2965,593,包装物流,3068.0,标准费率
2966,594,材料,64798.13,BOM与当前价格
2967,594,人工,37874.27,标准费率
2968,594,外协,10429.35,标准费率
2969,594,制造费用,18774.89,标准费率
2970,594,包装物流,1880.69,标准费率
2971,595,材料,135381.15,BOM与当前价格
2972,595,人工,37262.51,标准费率
2973,595,外协,23741.5,标准费率
2974,595,制造费用,33738.97,标准费率
2975,595,包装物流,3978.07,标准费率
2976,596,材料,237073.35,BOM与当前价格
2977,596,人工,179944.0,标准费率
2978,596,外协,50777.55,标准费率
2979,596,制造费用,92997.6,标准费率
2980,596,包装物流,7196.25,标准费率
2981,597,材料,127008.06,BOM与当前价格
2982,597,人工,52879.6,标准费率
2983,597,外协,36777.62,标准费率
2984,597,制造费用,30181.48,标准费率
2985,597,包装物流,4094.64,标准费率
2986,598,材料,241850.52,BOM与当前价格
2987,598,人工,75849.15,标准费率
2988,598,外协,9803.88,标准费率
2989,598,制造费用,39758.94,标准费率
2990,598,包装物流,6291.36,标准费率
2991,599,材料,129011.68,BOM与当前价格
2992,599,人工,9599.13,标准费率
2993,599,外协,18793.58,标准费率
2994,599,制造费用,31559.58,标准费率
2995,599,包装物流,3695.13,标准费率
2996,600,材料,53214.83,BOM与当前价格
2997,600,人工,37530.91,标准费率
2998,600,外协,32399.7,标准费率
2999,600,制造费用,24210.39,标准费率
3000,600,包装物流,2140.36,标准费率
3001,601,材料,289816.76,BOM与当前价格
3002,601,人工,94707.6,标准费率
3003,601,外协,78864.96,标准费率
3004,601,制造费用,63855.04,标准费率
3005,601,包装物流,9217.04,标准费率
3006,602,材料,254036.25,BOM与当前价格
3007,602,人工,102781.59,标准费率
3008,602,外协,104981.1,标准费率
3009,602,制造费用,59756.79,标准费率
3010,602,包装物流,8975.43,标准费率
3011,603,材料,645058.4,BOM与当前价格
3012,603,人工,47995.65,标准费率
3013,603,外协,93967.9,标准费率
3014,603,制造费用,157797.9,标准费率
3015,603,包装物流,18475.65,标准费率
3016,604,材料,156213.96,BOM与当前价格
3017,604,人工,26084.8,标准费率
3018,604,外协,53388.72,标准费率
3019,604,制造费用,45393.4,标准费率
3020,604,包装物流,5240.06,标准费率
3021,605,材料,484205.72,BOM与当前价格
3022,605,人工,135999.44,标准费率
3023,605,外协,30139.8,标准费率
3024,605,制造费用,95535.68,标准费率
3025,605,包装物流,12858.64,标准费率
3026,606,材料,338715.0,BOM与当前价格
3027,606,人工,137042.12,标准费率
3028,606,外协,139974.8,标准费率
3029,606,制造费用,79675.72,标准费率
3030,606,包装物流,11967.24,标准费率
3031,607,材料,301067.31,BOM与当前价格
3032,607,人工,94325.91,标准费率
3033,607,外协,93943.71,标准费率
3034,607,制造费用,81083.13,标准费率
3035,607,包装物流,9875.28,标准费率
3036,608,材料,691862.68,BOM与当前价格
3037,608,人工,146692.52,标准费率
3038,608,外协,117747.12,标准费率
3039,608,制造费用,128622.68,标准费率
3040,608,包装物流,20240.24,标准费率
3041,609,材料,270762.3,BOM与当前价格
3042,609,人工,74525.02,标准费率
3043,609,外协,47483.0,标准费率
3044,609,制造费用,67477.94,标准费率
3045,609,包装物流,7956.14,标准费率
3046,610,材料,159644.49,BOM与当前价格
3047,610,人工,112592.73,标准费率
3048,610,外协,97199.1,标准费率
3049,610,制造费用,72631.17,标准费率
3050,610,包装物流,6421.08,标准费率
3051,611,材料,111410.18,BOM与当前价格
3052,611,人工,15656.36,标准费率
3053,611,外协,21447.62,标准费率
3054,611,制造费用,24772.16,标准费率
3055,611,包装物流,3321.44,标准费率
3056,612,材料,60104.08,BOM与当前价格
3057,612,人工,23126.86,标准费率
3058,612,外协,7258.5,标准费率
3059,612,制造费用,18170.28,标准费率
3060,612,包装物流,1684.06,标准费率
3061,613,材料,159715.01,BOM与当前价格
3062,613,人工,15627.64,标准费率
3063,613,外协,17365.19,标准费率
3064,613,制造费用,36267.61,标准费率
3065,613,包装物流,4427.0,标准费率
3066,614,材料,319430.02,BOM与当前价格
3067,614,人工,31255.28,标准费率
3068,614,外协,34730.38,标准费率
3069,614,制造费用,72535.22,标准费率
3070,614,包装物流,8854.0,标准费率
3071,615,材料,96586.7,BOM与当前价格
3072,615,人工,11647.99,标准费率
3073,615,外协,26133.26,标准费率
3074,615,制造费用,20114.88,标准费率
3075,615,包装物流,3068.0,标准费率
3076,616,材料,222820.36,BOM与当前价格
3077,616,人工,31312.72,标准费率
3078,616,外协,42895.24,标准费率
3079,616,制造费用,49544.32,标准费率
3080,616,包装物流,6642.88,标准费率
3081,617,材料,111410.18,BOM与当前价格
3082,617,人工,15656.36,标准费率
3083,617,外协,21447.62,标准费率
3084,617,制造费用,24772.16,标准费率
3085,617,包装物流,3321.44,标准费率
3086,618,材料,159706.44,BOM与当前价格
3087,618,人工,24269.94,标准费率
3088,618,外协,55562.98,标准费率
3089,618,制造费用,40122.84,标准费率
3090,618,包装物流,5381.74,标准费率
3091,619,材料,416888.6,BOM与当前价格
3092,619,人工,76548.0,标准费率
3093,619,外协,124067.48,标准费率
3094,619,制造费用,112694.48,标准费率
3095,619,包装物流,13523.92,标准费率
3096,620,材料,285362.56,BOM与当前价格
3097,620,人工,145467.4,标准费率
3098,620,外协,119114.56,标准费率
3099,620,制造费用,101079.8,标准费率
3100,620,包装物流,10111.92,标准费率
3101,621,材料,241850.52,BOM与当前价格
3102,621,人工,75849.15,标准费率
3103,621,外协,9803.88,标准费率
3104,621,制造费用,39758.94,标准费率
3105,621,包装物流,6291.36,标准费率
3106,622,材料,401423.08,BOM与当前价格
3107,622,人工,125767.88,标准费率
3108,622,外协,125258.28,标准费率
3109,622,制造费用,108110.84,标准费率
3110,622,包装物流,13167.04,标准费率
3111,623,材料,416888.6,BOM与当前价格
3112,623,人工,76548.0,标准费率
3113,623,外协,124067.48,标准费率
3114,623,制造费用,112694.48,标准费率
3115,623,包装物流,13523.92,标准费率
3116,624,材料,270762.3,BOM与当前价格
3117,624,人工,74525.02,标准费率
3118,624,外协,47483.0,标准费率
3119,624,制造费用,67477.94,标准费率
3120,624,包装物流,7956.14,标准费率
3121,625,材料,580808.5,BOM与当前价格
3122,625,人工,71745.25,标准费率
3123,625,外协,97330.15,标准费率
3124,625,制造费用,91410.85,标准费率
3125,625,包装物流,16953.45,标准费率
3126,626,材料,64798.13,BOM与当前价格
3127,626,人工,37874.27,标准费率
3128,626,外协,10429.35,标准费率
3129,626,制造费用,18774.89,标准费率
3130,626,包装物流,1880.69,标准费率
3131,627,材料,91724.96,BOM与当前价格
3132,627,人工,16210.19,标准费率
3133,627,外协,3866.65,标准费率
3134,627,制造费用,20169.04,标准费率
3135,627,包装物流,2389.79,标准费率
3136,628,材料,366899.84,BOM与当前价格
3137,628,人工,64840.76,标准费率
3138,628,外协,15466.6,标准费率
3139,628,制造费用,80676.16,标准费率
3140,628,包装物流,9559.16,标准费率
3141,629,材料,501778.85,BOM与当前价格
3142,629,人工,157209.85,标准费率
3143,629,外协,156572.85,标准费率
3144,629,制造费用,135138.55,标准费率
3145,629,包装物流,16458.8,标准费率
3146,630,材料,83268.43,BOM与当前价格
3147,630,人工,23848.93,标准费率
3148,630,外协,6430.75,标准费率
3149,630,制造费用,23742.91,标准费率
3150,630,包装物流,2242.48,标准费率
3151,631,材料,80616.84,BOM与当前价格
3152,631,人工,25283.05,标准费率
3153,631,外协,3267.96,标准费率
3154,631,制造费用,13252.98,标准费率
3155,631,包装物流,2097.12,标准费率
3156,632,材料,232323.4,BOM与当前价格
3157,632,人工,28698.1,标准费率
3158,632,外协,38932.06,标准费率
3159,632,制造费用,36564.34,标准费率
3160,632,包装物流,6781.38,标准费率
3161,633,材料,91724.96,BOM与当前价格
3162,633,人工,16210.19,标准费率
3163,633,外协,3866.65,标准费率
3164,633,制造费用,20169.04,标准费率
3165,633,包装物流,2389.79,标准费率
3166,634,材料,258023.36,BOM与当前价格
3167,634,人工,19198.26,标准费率
3168,634,外协,37587.16,标准费率
3169,634,制造费用,63119.16,标准费率
3170,634,包装物流,7390.26,标准费率
3171,635,材料,439871.96,BOM与当前价格
3172,635,人工,129704.6,标准费率
3173,635,外协,94750.44,标准费率
3174,635,制造费用,109148.92,标准费率
3175,635,包装物流,13365.56,标准费率
3176,636,材料,72204.91,BOM与当前价格
3177,636,人工,37477.63,标准费率
3178,636,外协,11448.11,标准费率
3179,636,制造费用,23499.35,标准费率
3180,636,包装物流,2091.33,标准费率
3181,637,材料,348485.1,BOM与当前价格
3182,637,人工,43047.15,标准费率
3183,637,外协,58398.09,标准费率
3184,637,制造费用,54846.51,标准费率
3185,637,包装物流,10172.07,标准费率
3186,638,材料,79789.0,BOM与当前价格
3187,638,人工,32686.21,标准费率
3188,638,外协,11430.09,标准费率
3189,638,制造费用,18313.2,标准费率
3190,638,包装物流,2280.48,标准费率
3191,639,材料,153138.37,BOM与当前价格
3192,639,人工,21489.17,标准费率
3193,639,外协,8437.38,标准费率
3194,639,制造费用,23981.5,标准费率
3195,639,包装物流,4039.39,标准费率
3196,640,材料,162284.04,BOM与当前价格
3197,640,人工,42921.86,标准费率
3198,640,外协,7200.54,标准费率
3199,640,制造费用,25701.18,标准费率
3200,640,包装物流,4237.12,标准费率
3201,641,材料,676905.75,BOM与当前价格
3202,641,人工,186312.55,标准费率
3203,641,外协,118707.5,标准费率
3204,641,制造费用,168694.85,标准费率
3205,641,包装物流,19890.35,标准费率
3206,642,材料,416888.6,BOM与当前价格
3207,642,人工,76548.0,标准费率
3208,642,外协,124067.48,标准费率
3209,642,制造费用,112694.48,标准费率
3210,642,包装物流,13523.92,标准费率
3211,643,材料,153138.37,BOM与当前价格
3212,643,人工,21489.17,标准费率
3213,643,外协,8437.38,标准费率
3214,643,制造费用,23981.5,标准费率
3215,643,包装物流,4039.39,标准费率
3216,644,材料,83268.43,BOM与当前价格
3217,644,人工,23848.93,标准费率
3218,644,外协,6430.75,标准费率
3219,644,制造费用,23742.91,标准费率
3220,644,包装物流,2242.48,标准费率
3221,645,材料,430062.24,BOM与当前价格
3222,645,人工,51941.08,标准费率
3223,645,外协,74467.8,标准费率
3224,645,制造费用,80632.68,标准费率
3225,645,包装物流,12613.24,标准费率
3226,646,材料,193173.4,BOM与当前价格
3227,646,人工,23295.98,标准费率
3228,646,外协,52266.52,标准费率
3229,646,制造费用,40229.76,标准费率
3230,646,包装物流,6136.0,标准费率
3231,647,材料,322546.68,BOM与当前价格
3232,647,人工,38955.81,标准费率
3233,647,外协,55850.85,标准费率
3234,647,制造费用,60474.51,标准费率
3235,647,包装物流,9459.93,标准费率
3236,648,材料,110965.93,BOM与当前价格
3237,648,人工,24298.52,标准费率
3238,648,外协,17898.39,标准费率
3239,648,制造费用,29024.36,标准费率
3240,648,包装物流,3221.61,标准费率
3241,649,材料,219935.98,BOM与当前价格
3242,649,人工,64852.3,标准费率
3243,649,外协,47375.22,标准费率
3244,649,制造费用,54574.46,标准费率
3245,649,包装物流,6682.78,标准费率
3246,650,材料,322546.68,BOM与当前价格
3247,650,人工,38955.81,标准费率
3248,650,外协,55850.85,标准费率
3249,650,制造费用,60474.51,标准费率
3250,650,包装物流,9459.93,标准费率
3251,651,材料,215031.12,BOM与当前价格
3252,651,人工,25970.54,标准费率
3253,651,外协,37233.9,标准费率
3254,651,制造费用,40316.34,标准费率
3255,651,包装物流,6306.62,标准费率
3256,652,材料,445640.72,BOM与当前价格
3257,652,人工,62625.44,标准费率
3258,652,外协,85790.48,标准费率
3259,652,制造费用,99088.64,标准费率
3260,652,包装物流,13285.76,标准费率
3261,653,材料,638860.04,BOM与当前价格
3262,653,人工,62510.56,标准费率
3263,653,外协,69460.76,标准费率
3264,653,制造费用,145070.44,标准费率
3265,653,包装物流,17708.0,标准费率
3266,654,材料,135381.15,BOM与当前价格
3267,654,人工,37262.51,标准费率
3268,654,外协,23741.5,标准费率
3269,654,制造费用,33738.97,标准费率
3270,654,包装物流,3978.07,标准费率
3271,655,材料,518897.01,BOM与当前价格
3272,655,人工,110019.39,标准费率
3273,655,外协,88310.34,标准费率
3274,655,制造费用,96467.01,标准费率
3275,655,包装物流,15180.18,标准费率
3276,656,材料,161233.68,BOM与当前价格
3277,656,人工,50566.1,标准费率
3278,656,外协,6535.92,标准费率
3279,656,制造费用,26505.96,标准费率
3280,656,包装物流,4194.24,标准费率
3281,657,材料,557050.9,BOM与当前价格
3282,657,人工,78281.8,标准费率
3283,657,外协,107238.1,标准费率
3284,657,制造费用,123860.8,标准费率
