receipt_id,receipt_code,purchase_order_id,supplier_id,plant_id,receipt_date,status
1021,入库-001021,1050,5,2,2026-07-20,已入库
1022,入库-001022,1051,23,2,2024-08-27,已入库
1023,入库-001023,1052,40,2,2025-12-21,已入库
1024,入库-001024,1053,34,1,2026-05-05,已入库
1025,入库-001025,1054,34,2,2026-04-19,已入库
1026,入库-001026,1055,48,1,2025-12-28,已入库
1027,入库-001027,1056,3,1,2025-02-14,已入库
1028,入库-001028,1057,15,1,2025-05-15,已入库
1029,入库-001029,1058,17,1,2025-02-10,已入库
1030,入库-001030,1059,29,2,2024-08-29,已入库
1031,入库-001031,1060,16,1,2025-04-26,已入库
1032,入库-001032,1061,16,2,2025-03-21,已入库
1033,入库-001033,1062,40,1,2024-09-16,已入库
1034,入库-001034,1063,19,1,2025-02-07,已入库
1035,入库-001035,1064,33,2,2025-12-18,已入库
1036,入库-001036,1065,44,2,2026-02-08,已入库
1037,入库-001037,1066,42,2,2025-07-14,已入库
1038,入库-001038,1067,13,1,2026-06-19,已入库
1039,入库-001039,1068,39,1,2026-04-08,已入库
1040,入库-001040,1069,23,2,2025-01-17,已入库
1041,入库-001041,1070,33,2,2025-04-18,已入库
1042,入库-001042,1071,4,1,2025-12-26,已入库
1043,入库-001043,1072,33,2,2025-12-24,已入库
1044,入库-001044,1073,37,2,2025-01-27,已入库
1045,入库-001045,1074,1,1,2026-04-22,已入库
1046,入库-001046,1075,45,1,2025-12-09,已入库
1047,入库-001047,1076,19,1,2024-09-04,已入库
1048,入库-001048,1077,37,1,2024-09-08,已入库
1049,入库-001049,1078,17,2,2024-09-08,已入库
1050,入库-001050,1079,34,1,2024-08-27,已入库
1051,入库-001051,1080,34,1,2025-03-13,已入库
1052,入库-001052,1081,7,1,2025-11-15,已入库
1053,入库-001053,1082,27,1,2024-11-29,已入库
1054,入库-001054,1083,25,2,2026-05-06,已入库
1055,入库-001055,1084,12,1,2025-03-05,已入库
1056,入库-001056,1085,48,1,2025-11-03,已入库
1057,入库-001057,1086,33,1,2024-09-13,已入库
1058,入库-001058,1087,8,1,2025-11-11,已入库
1059,入库-001059,1088,30,2,2025-04-26,已入库
1060,入库-001060,1089,18,1,2024-11-17,已入库
1061,入库-001061,1090,22,1,2026-01-11,已入库
1062,入库-001062,1091,4,2,2026-06-17,已入库
1063,入库-001063,1092,48,2,2025-10-06,已入库
1064,入库-001064,1093,15,2,2025-11-23,已入库
1065,入库-001065,1095,13,1,2025-05-03,已入库
1066,入库-001066,1096,32,2,2026-06-27,已入库
1067,入库-001067,1097,27,2,2025-03-31,已入库
1068,入库-001068,1098,35,2,2026-03-21,已入库
1069,入库-001069,1099,23,1,2026-07-18,已入库
1070,入库-001070,1100,17,1,2025-02-04,已入库
1071,入库-001071,1101,26,1,2025-07-05,已入库
1072,入库-001072,1103,35,1,2025-12-12,已入库
1073,入库-001073,1104,16,1,2025-06-07,已入库
1074,入库-001074,1105,36,2,2025-09-23,已入库
1075,入库-001075,1106,13,1,2024-08-19,已入库
1076,入库-001076,1107,12,1,2026-02-14,已入库
1077,入库-001077,1108,3,2,2026-03-01,已入库
1078,入库-001078,1110,30,1,2026-03-14,已入库
1079,入库-001079,1111,43,2,2025-08-09,已入库
1080,入库-001080,1112,1,2,2025-06-03,已入库
1081,入库-001081,1113,37,1,2025-06-30,已入库
1082,入库-001082,1114,3,2,2025-05-06,已入库
1083,入库-001083,1115,36,1,2025-07-16,已入库
1084,入库-001084,1116,9,1,2025-04-28,已入库
1085,入库-001085,1117,42,2,2026-07-03,已入库
1086,入库-001086,1118,14,1,2026-03-19,已入库
1087,入库-001087,1119,33,1,2025-05-16,已入库
1088,入库-001088,1120,21,1,2025-11-17,已入库
1089,入库-001089,1121,19,1,2025-05-16,已入库
1090,入库-001090,1122,37,1,2025-03-22,已入库
1091,入库-001091,1123,9,2,2024-12-10,已入库
1092,入库-001092,1124,4,1,2026-03-25,已入库
1093,入库-001093,1125,40,1,2026-01-31,已入库
1094,入库-001094,1126,48,1,2025-11-04,已入库
1095,入库-001095,1127,18,2,2025-11-10,已入库
1096,入库-001096,1128,3,2,2025-01-12,已入库
1097,入库-001097,1131,8,1,2025-12-30,已入库
1098,入库-001098,1132,11,2,2024-12-10,已入库
1099,入库-001099,1133,45,1,2025-12-27,已入库
1100,入库-001100,1134,4,2,2025-05-01,已入库
1101,入库-001101,1135,15,1,2025-08-11,已入库
1102,入库-001102,1136,15,2,2026-05-30,已入库
1103,入库-001103,1137,46,2,2025-03-11,已入库
1104,入库-001104,1138,33,1,2025-05-23,已入库
1105,入库-001105,1139,39,2,2024-11-02,已入库
1106,入库-001106,1140,42,2,2025-04-19,已入库
1107,入库-001107,1141,17,2,2025-06-13,已入库
1108,入库-001108,1142,24,1,2025-09-03,已入库
1109,入库-001109,1143,36,1,2026-02-02,已入库
1110,入库-001110,1144,12,2,2025-04-02,已入库
1111,入库-001111,1145,42,2,2025-12-11,已入库
1112,入库-001112,1146,21,2,2025-06-09,已入库
1113,入库-001113,1147,13,1,2026-05-10,已入库
1114,入库-001114,1148,45,1,2025-12-27,已入库
1115,入库-001115,1149,9,2,2025-01-02,已入库
1116,入库-001116,1150,39,2,2025-09-12,已入库
1117,入库-001117,1151,21,1,2026-07-02,已入库
1118,入库-001118,1152,15,2,2025-05-12,已入库
1119,入库-001119,1153,28,1,2024-09-10,已入库
1120,入库-001120,1154,34,1,2025-12-07,已入库
1121,入库-001121,1155,23,2,2025-11-22,已入库
1122,入库-001122,1156,30,2,2025-12-16,已入库
1123,入库-001123,1157,18,2,2024-11-26,已入库
1124,入库-001124,1158,27,1,2025-04-09,已入库
1125,入库-001125,1159,29,1,2026-01-31,已入库
1126,入库-001126,1160,4,2,2025-05-28,已入库
1127,入库-001127,1161,25,1,2025-12-29,已入库
1128,入库-001128,1162,31,2,2026-07-02,已入库
1129,入库-001129,1163,17,2,2026-04-14,已入库
1130,入库-001130,1164,37,1,2026-05-18,已入库
1131,入库-001131,1165,3,2,2025-10-04,已入库
1132,入库-001132,1166,27,2,2026-03-10,已入库
1133,入库-001133,1167,37,2,2025-10-12,已入库
1134,入库-001134,1168,29,2,2026-03-27,已入库
1135,入库-001135,1169,32,1,2025-11-19,已入库
1136,入库-001136,1170,36,2,2026-03-18,已入库
1137,入库-001137,1171,13,2,2025-10-06,已入库
1138,入库-001138,1172,37,1,2026-06-29,已入库
1139,入库-001139,1173,4,1,2025-07-27,已入库
1140,入库-001140,1174,48,1,2026-05-19,已入库
1141,入库-001141,1175,5,1,2026-05-04,已入库
1142,入库-001142,1176,29,1,2025-01-08,已入库
1143,入库-001143,1177,29,2,2026-03-10,已入库
1144,入库-001144,1178,39,2,2026-03-14,已入库
1145,入库-001145,1179,6,2,2025-06-11,已入库
1146,入库-001146,1180,10,2,2026-03-25,已入库
1147,入库-001147,1181,1,1,2026-06-19,已入库
1148,入库-001148,1182,41,2,2025-04-12,已入库
1149,入库-001149,1183,40,1,2025-01-14,已入库
1150,入库-001150,1184,28,1,2025-05-07,已入库
1151,入库-001151,1185,50,2,2026-02-24,已入库
1152,入库-001152,1186,24,1,2025-06-26,已入库
1153,入库-001153,1187,17,1,2024-10-01,已入库
1154,入库-001154,1188,7,1,2026-04-11,已入库
1155,入库-001155,1189,25,1,2025-03-28,已入库
1156,入库-001156,1190,28,1,2025-08-03,已入库
1157,入库-001157,1191,29,1,2025-09-06,已入库
1158,入库-001158,1192,21,1,2024-10-12,已入库
1159,入库-001159,1193,42,2,2026-06-25,已入库
1160,入库-001160,1194,20,2,2025-07-30,已入库
1161,入库-001161,1195,45,1,2024-11-16,已入库
1162,入库-001162,1196,3,2,2024-12-20,已入库
1163,入库-001163,1197,13,2,2025-02-23,已入库
1164,入库-001164,1198,42,1,2025-09-29,已入库
1165,入库-001165,1199,48,2,2025-12-15,已入库
1166,入库-001166,1200,18,1,2026-01-06,已入库
1167,入库-001167,1201,36,1,2026-04-11,已入库
1168,入库-001168,1202,46,2,2026-03-15,已入库
1169,入库-001169,1203,22,1,2025-10-06,已入库
1170,入库-001170,1204,8,1,2025-12-21,已入库
1171,入库-001171,1205,5,1,2025-09-13,已入库
1172,入库-001172,1206,19,1,2024-09-06,已入库
1173,入库-001173,1207,3,1,2025-05-29,已入库
1174,入库-001174,1208,42,1,2025-07-05,已入库
1175,入库-001175,1209,43,1,2025-04-17,已入库
1176,入库-001176,1210,30,1,2025-04-07,已入库
1177,入库-001177,1211,29,2,2024-12-20,已入库
1178,入库-001178,1212,7,2,2026-06-05,已入库
1179,入库-001179,1213,9,2,2025-05-20,已入库
1180,入库-001180,1214,33,1,2025-11-30,已入库
1181,入库-001181,1215,40,1,2026-06-24,已入库
1182,入库-001182,1216,12,2,2026-03-21,已入库
1183,入库-001183,1217,46,2,2026-06-19,已入库
1184,入库-001184,1218,27,1,2025-05-12,已入库
1185,入库-001185,1219,48,2,2025-04-06,已入库
1186,入库-001186,1220,32,1,2025-12-16,已入库
1187,入库-001187,1221,38,2,2025-01-13,已入库
1188,入库-001188,1222,22,1,2025-03-25,已入库
1189,入库-001189,1223,5,2,2025-09-11,已入库
1190,入库-001190,1224,23,1,2025-04-20,已入库
1191,入库-001191,1225,30,1,2026-04-26,已入库
1192,入库-001192,1226,30,1,2026-03-09,已入库
1193,入库-001193,1227,26,1,2025-07-14,已入库
1194,入库-001194,1228,20,1,2026-07-07,已入库
1195,入库-001195,1229,2,2,2025-06-30,已入库
1196,入库-001196,1230,40,1,2026-01-29,已入库
1197,入库-001197,1231,42,2,2025-11-07,已入库
1198,入库-001198,1232,49,2,2024-09-07,已入库
1199,入库-001199,1233,45,1,2025-09-22,已入库
1200,入库-001200,1234,25,2,2025-11-01,已入库
1201,入库-001201,1235,41,1,2026-02-18,已入库
1202,入库-001202,1236,16,1,2024-11-26,已入库
1203,入库-001203,1237,9,1,2024-10-27,已入库
1204,入库-001204,1238,19,1,2025-11-28,已入库
1205,入库-001205,1239,43,1,2026-05-27,已入库
1206,入库-001206,1240,3,2,2025-07-07,已入库
1207,入库-001207,1241,41,1,2025-03-21,已入库
1208,入库-001208,1242,5,1,2025-12-23,已入库
1209,入库-001209,1243,25,1,2024-12-01,已入库
1210,入库-001210,1244,26,2,2025-01-25,已入库
1211,入库-001211,1245,11,1,2024-11-20,已入库
1212,入库-001212,1246,25,1,2025-07-02,已入库
1213,入库-001213,1247,49,2,2025-01-04,已入库
1214,入库-001214,1248,19,1,2025-02-21,已入库
1215,入库-001215,1249,33,1,2025-12-04,已入库
1216,入库-001216,1250,48,1,2025-06-24,已入库
1217,入库-001217,1251,36,1,2025-07-05,已入库
1218,入库-001218,1252,50,2,2025-09-18,已入库
1219,入库-001219,1253,48,1,2025-12-03,已入库
1220,入库-001220,1254,35,1,2026-06-26,已入库
1221,入库-001221,1255,46,1,2024-10-01,已入库
1222,入库-001222,1256,11,2,2026-01-08,已入库
1223,入库-001223,1257,13,1,2025-05-28,已入库
1224,入库-001224,1258,33,1,2026-04-15,已入库
1225,入库-001225,1259,21,2,2026-04-25,已入库
1226,入库-001226,1260,31,2,2025-12-30,已入库
1227,入库-001227,1261,25,1,2025-01-04,已入库
1228,入库-001228,1262,6,2,2026-07-23,已入库
1229,入库-001229,1264,42,2,2025-01-06,已入库
1230,入库-001230,1265,4,2,2025-06-05,已入库
1231,入库-001231,1266,41,1,2026-06-19,已入库
1232,入库-001232,1267,32,1,2026-03-22,已入库
1233,入库-001233,1268,16,1,2026-07-21,已入库
1234,入库-001234,1269,14,2,2026-07-21,已入库
1235,入库-001235,1270,39,2,2026-04-25,已入库
1236,入库-001236,1271,9,2,2024-09-20,已入库
1237,入库-001237,1272,35,1,2025-10-12,已入库
1238,入库-001238,1273,31,2,2025-09-12,已入库
1239,入库-001239,1274,1,1,2026-08-05,已入库
1240,入库-001240,1275,25,1,2025-06-21,已入库
1241,入库-001241,1277,42,1,2026-03-05,已入库
1242,入库-001242,1278,49,1,2025-09-08,已入库
1243,入库-001243,1279,33,1,2025-02-05,已入库
1244,入库-001244,1280,45,2,2026-02-01,已入库
1245,入库-001245,1281,34,2,2026-02-02,已入库
1246,入库-001246,1282,19,1,2025-04-20,已入库
1247,入库-001247,1283,31,2,2025-01-26,已入库
1248,入库-001248,1284,40,1,2025-08-08,已入库
1249,入库-001249,1285,11,1,2024-10-31,已入库
1250,入库-001250,1286,13,1,2025-12-09,已入库
1251,入库-001251,1287,22,2,2026-02-06,已入库
1252,入库-001252,1288,18,1,2026-05-18,已入库
1253,入库-001253,1289,24,1,2026-01-29,已入库
1254,入库-001254,1290,18,1,2025-04-09,已入库
1255,入库-001255,1291,25,1,2025-01-12,已入库
1256,入库-001256,1292,3,1,2025-10-28,已入库
1257,入库-001257,1293,22,1,2025-08-08,已入库
1258,入库-001258,1294,3,1,2026-01-01,已入库
1259,入库-001259,1295,43,1,2025-02-02,已入库
1260,入库-001260,1296,26,2,2025-12-27,已入库
1261,入库-001261,1297,13,2,2025-04-03,已入库
1262,入库-001262,1298,46,2,2025-06-14,已入库
1263,入库-001263,1299,33,1,2025-10-14,已入库
1264,入库-001264,1300,39,1,2024-11-10,已入库
1265,入库-001265,1301,14,1,2026-04-20,已入库
1266,入库-001266,1302,3,2,2025-11-21,已入库
1267,入库-001267,1303,9,2,2025-01-24,已入库
1268,入库-001268,1304,9,1,2024-11-05,已入库
1269,入库-001269,1305,32,1,2025-01-23,已入库
1270,入库-001270,1306,45,1,2024-12-01,已入库
1271,入库-001271,1307,44,1,2025-07-01,已入库
1272,入库-001272,1308,40,2,2026-01-30,已入库
1273,入库-001273,1309,49,2,2026-06-05,已入库
1274,入库-001274,1310,46,2,2024-10-19,已入库
1275,入库-001275,1311,37,2,2025-08-30,已入库
1276,入库-001276,1312,38,1,2025-08-14,已入库
1277,入库-001277,1313,24,1,2025-08-10,已入库
1278,入库-001278,1314,15,1,2026-03-18,已入库
1279,入库-001279,1315,22,2,2025-10-18,已入库
1280,入库-001280,1316,48,1,2024-10-23,已入库
1281,入库-001281,1317,12,1,2026-05-19,已入库
1282,入库-001282,1318,26,2,2025-11-01,已入库
1283,入库-001283,1319,4,1,2024-11-28,已入库
1284,入库-001284,1320,14,1,2026-02-13,已入库
1285,入库-001285,1321,33,2,2025-03-23,已入库
1286,入库-001286,1322,25,1,2024-08-27,已入库
1287,入库-001287,1323,5,2,2024-11-21,已入库
1288,入库-001288,1324,48,1,2025-06-09,已入库
1289,入库-001289,1325,4,1,2026-05-25,已入库
1290,入库-001290,1326,13,1,2026-02-18,已入库
1291,入库-001291,1327,5,2,2025-07-13,已入库
1292,入库-001292,1328,44,1,2025-07-10,已入库
1293,入库-001293,1329,36,2,2025-07-20,已入库
1294,入库-001294,1330,37,1,2026-04-06,已入库
1295,入库-001295,1331,40,1,2026-05-16,已入库
1296,入库-001296,1332,36,1,2025-09-09,已入库
1297,入库-001297,1333,50,1,2025-03-05,已入库
1298,入库-001298,1334,6,1,2026-06-18,已入库
1299,入库-001299,1335,37,2,2024-10-29,已入库
1300,入库-001300,1336,6,1,2025-04-03,已入库
1301,入库-001301,1337,15,2,2026-05-02,已入库
1302,入库-001302,1338,18,1,2026-01-19,已入库
1303,入库-001303,1339,2,1,2025-03-28,已入库
1304,入库-001304,1340,41,1,2026-06-29,已入库
1305,入库-001305,1341,43,2,2024-10-30,已入库
1306,入库-001306,1342,28,2,2024-11-02,已入库
1307,入库-001307,1343,28,2,2024-12-17,已入库
1308,入库-001308,1344,6,1,2024-11-28,已入库
1309,入库-001309,1345,3,1,2025-09-21,已入库
1310,入库-001310,1346,43,2,2024-08-28,已入库
1311,入库-001311,1347,13,2,2024-11-19,已入库
1312,入库-001312,1348,19,1,2025-05-22,已入库
1313,入库-001313,1349,44,1,2024-12-03,已入库
1314,入库-001314,1350,18,1,2025-11-10,已入库
1315,入库-001315,1351,35,1,2026-03-15,已入库
1316,入库-001316,1352,8,2,2025-04-23,已入库
1317,入库-001317,1353,22,2,2026-06-17,已入库
1318,入库-001318,1354,2,2,2025-05-06,已入库
1319,入库-001319,1355,29,1,2026-03-25,已入库
1320,入库-001320,1356,50,1,2025-11-01,已入库
1321,入库-001321,1357,9,1,2026-06-13,已入库
1322,入库-001322,1358,31,1,2025-10-05,已入库
1323,入库-001323,1359,23,1,2025-05-03,已入库
1324,入库-001324,1360,7,1,2024-11-10,已入库
1325,入库-001325,1361,16,2,2025-05-22,已入库
1326,入库-001326,1362,29,2,2025-11-17,已入库
1327,入库-001327,1363,49,1,2025-03-13,已入库
1328,入库-001328,1364,49,1,2026-07-31,已入库
1329,入库-001329,1365,5,1,2026-03-15,已入库
1330,入库-001330,1366,35,1,2024-12-31,已入库
1331,入库-001331,1367,5,2,2026-01-10,已入库
1332,入库-001332,1368,25,1,2025-07-29,已入库
1333,入库-001333,1369,31,1,2025-11-03,已入库
1334,入库-001334,1370,22,1,2026-06-21,已入库
1335,入库-001335,1371,8,2,2025-06-07,已入库
1336,入库-001336,1372,47,2,2025-01-02,已入库
1337,入库-001337,1373,41,2,2025-01-08,已入库
1338,入库-001338,1374,36,1,2025-04-23,已入库
1339,入库-001339,1375,41,1,2025-12-28,已入库
1340,入库-001340,1376,34,1,2026-02-03,已入库
1341,入库-001341,1377,39,1,2025-05-04,已入库
1342,入库-001342,1378,24,1,2025-05-24,已入库
1343,入库-001343,1380,33,1,2025-07-13,已入库
1344,入库-001344,1381,43,1,2025-11-13,已入库
1345,入库-001345,1382,29,2,2026-04-25,已入库
1346,入库-001346,1383,34,2,2025-12-15,已入库
1347,入库-001347,1384,45,1,2024-10-14,已入库
1348,入库-001348,1385,33,2,2024-08-29,已入库
1349,入库-001349,1386,10,1,2024-09-27,已入库
1350,入库-001350,1387,5,1,2025-10-04,已入库
1351,入库-001351,1388,13,1,2025-08-14,已入库
1352,入库-001352,1389,50,2,2026-06-22,已入库
1353,入库-001353,1390,26,1,2024-08-27,已入库
1354,入库-001354,1391,39,2,2026-01-31,已入库
1355,入库-001355,1392,21,1,2025-03-31,已入库
1356,入库-001356,1393,1,2,2025-12-03,已入库
1357,入库-001357,1394,2,1,2026-06-01,已入库
1358,入库-001358,1395,30,1,2026-04-17,已入库
1359,入库-001359,1396,44,1,2025-06-13,已入库
1360,入库-001360,1397,28,2,2026-02-12,已入库
1361,入库-001361,1398,15,1,2025-03-04,已入库
1362,入库-001362,1399,32,2,2026-07-11,已入库
1363,入库-001363,1400,37,1,2025-09-11,已入库
1364,入库-001364,1401,1,2,2026-01-01,已入库
1365,入库-001365,1402,9,1,2026-01-15,已入库
1366,入库-001366,1403,28,1,2025-10-07,已入库
1367,入库-001367,1404,26,1,2025-01-01,已入库
1368,入库-001368,1405,42,1,2024-11-26,已入库
1369,入库-001369,1406,10,2,2026-01-20,已入库
1370,入库-001370,1407,1,1,2026-04-26,已入库
1371,入库-001371,1408,23,1,2026-01-03,已入库
1372,入库-001372,1409,14,2,2025-09-29,已入库
1373,入库-001373,1410,3,1,2025-09-14,已入库
1374,入库-001374,1411,23,2,2024-08-28,已入库
1375,入库-001375,1412,32,1,2026-02-14,已入库
1376,入库-001376,1413,39,1,2026-06-15,已入库
1377,入库-001377,1414,39,2,2026-05-12,已入库
1378,入库-001378,1415,7,2,2025-09-28,已入库
1379,入库-001379,1416,27,1,2026-04-27,已入库
1380,入库-001380,1417,38,1,2025-06-27,已入库
1381,入库-001381,1418,9,2,2026-07-15,已入库
1382,入库-001382,1419,22,1,2026-05-29,已入库
1383,入库-001383,1420,44,1,2025-12-19,已入库
1384,入库-001384,1421,23,1,2026-05-31,已入库
1385,入库-001385,1423,43,2,2024-12-10,已入库
1386,入库-001386,1424,17,1,2025-01-04,已入库
1387,入库-001387,1425,42,1,2025-08-13,已入库
1388,入库-001388,1426,5,1,2025-08-11,已入库
1389,入库-001389,1427,17,1,2025-07-06,已入库
1390,入库-001390,1428,3,2,2025-05-03,已入库
1391,入库-001391,1429,14,1,2025-05-16,已入库
1392,入库-001392,1430,15,2,2025-10-17,已入库
1393,入库-001393,1431,14,1,2025-05-14,已入库
1394,入库-001394,1432,3,1,2024-11-10,已入库
1395,入库-001395,1433,49,1,2024-11-17,已入库
1396,入库-001396,1434,34,1,2026-03-04,已入库
1397,入库-001397,1435,36,1,2024-09-23,已入库
1398,入库-001398,1436,7,2,2024-10-24,已入库
1399,入库-001399,1437,49,2,2026-07-06,已入库
1400,入库-001400,1439,32,1,2025-12-18,已入库
1401,入库-001401,1440,33,1,2026-06-08,已入库
1402,入库-001402,1441,40,1,2026-01-25,已入库
1403,入库-001403,1442,48,2,2024-12-22,已入库
1404,入库-001404,1443,22,1,2024-11-01,已入库
1405,入库-001405,1444,19,1,2025-12-14,已入库
1406,入库-001406,1445,3,2,2025-03-13,已入库
1407,入库-001407,1446,13,2,2024-10-06,已入库
1408,入库-001408,1448,14,1,2026-03-20,已入库
1409,入库-001409,1449,1,1,2026-01-04,已入库
1410,入库-001410,1450,5,1,2025-04-04,已入库
1411,入库-001411,1451,19,1,2025-07-18,已入库
1412,入库-001412,1452,18,2,2025-02-13,已入库
1413,入库-001413,1453,34,2,2026-03-11,已入库
1414,入库-001414,1454,15,2,2024-09-17,已入库
1415,入库-001415,1455,36,2,2026-02-25,已入库
1416,入库-001416,1456,39,1,2024-11-27,已入库
1417,入库-001417,1457,33,1,2025-08-01,已入库
1418,入库-001418,1458,37,1,2026-06-06,已入库
1419,入库-001419,1459,41,1,2026-02-24,已入库
1420,入库-001420,1460,40,2,2025-01-17,已入库
1421,入库-001421,1461,31,2,2025-08-21,已入库
1422,入库-001422,1462,2,1,2025-11-19,已入库
1423,入库-001423,1463,10,1,2025-07-26,已入库
1424,入库-001424,1464,17,2,2025-08-06,已入库
1425,入库-001425,1465,33,1,2025-10-03,已入库
1426,入库-001426,1466,13,2,2025-11-28,已入库
1427,入库-001427,1467,30,2,2024-12-05,已入库
1428,入库-001428,1468,3,2,2025-10-06,已入库
1429,入库-001429,1469,5,1,2026-06-01,已入库
1430,入库-001430,1470,11,2,2025-09-30,已入库
1431,入库-001431,1471,42,2,2025-06-25,已入库
1432,入库-001432,1473,11,1,2025-06-08,已入库
1433,入库-001433,1474,7,1,2026-08-05,已入库
1434,入库-001434,1475,43,2,2025-12-27,已入库
1435,入库-001435,1476,21,1,2024-09-30,已入库
1436,入库-001436,1477,11,2,2024-10-27,已入库
1437,入库-001437,1478,5,1,2024-09-11,已入库
1438,入库-001438,1479,18,2,2026-03-22,已入库
1439,入库-001439,1480,42,1,2025-09-01,已入库
1440,入库-001440,1481,32,2,2025-06-01,已入库
1441,入库-001441,1482,48,1,2025-05-06,已入库
1442,入库-001442,1484,7,1,2026-06-15,已入库
1443,入库-001443,1485,4,2,2025-04-17,已入库
1444,入库-001444,1486,36,1,2025-04-17,已入库
1445,入库-001445,1487,9,1,2025-06-23,已入库
1446,入库-001446,1488,26,1,2025-11-02,已入库
1447,入库-001447,1489,35,1,2026-02-06,已入库
1448,入库-001448,1490,26,2,2026-01-20,已入库
1449,入库-001449,1491,44,2,2025-10-09,已入库
1450,入库-001450,1492,14,1,2024-10-10,已入库
1451,入库-001451,1493,7,1,2026-04-17,已入库
1452,入库-001452,1494,46,1,2025-06-13,已入库
1453,入库-001453,1495,26,1,2025-01-10,已入库
1454,入库-001454,1496,23,1,2025-12-17,已入库
1455,入库-001455,1497,47,2,2026-02-02,已入库
1456,入库-001456,1498,8,2,2025-03-30,已入库
1457,入库-001457,1499,22,2,2026-05-02,已入库
1458,入库-001458,1500,47,1,2025-12-18,已入库
1459,入库-001459,1501,17,1,2025-04-04,已入库
1460,入库-001460,1502,49,1,2025-09-26,已入库
1461,入库-001461,1503,27,1,2024-09-29,已入库
1462,入库-001462,1504,4,1,2025-03-08,已入库
1463,入库-001463,1505,39,1,2026-05-17,已入库
1464,入库-001464,1506,39,2,2025-03-15,已入库
1465,入库-001465,1507,30,2,2026-04-21,已入库
1466,入库-001466,1508,30,1,2025-06-28,已入库
1467,入库-001467,1509,36,2,2025-05-26,已入库
1468,入库-001468,1510,11,1,2026-03-16,已入库
1469,入库-001469,1511,50,1,2024-10-29,已入库
1470,入库-001470,1512,34,1,2024-12-29,已入库
1471,入库-001471,1513,7,2,2025-01-25,已入库
1472,入库-001472,1514,24,2,2025-09-26,已入库
1473,入库-001473,1515,33,2,2025-05-21,已入库
1474,入库-001474,1516,36,1,2025-06-20,已入库
1475,入库-001475,1517,25,2,2024-10-30,已入库
1476,入库-001476,1518,34,1,2025-03-28,已入库
1477,入库-001477,1519,42,1,2026-06-13,已入库
1478,入库-001478,1520,36,2,2024-09-19,已入库
1479,入库-001479,1521,46,1,2025-04-06,已入库
1480,入库-001480,1522,45,1,2026-02-11,已入库
1481,入库-001481,1523,14,1,2026-05-31,已入库
1482,入库-001482,1524,21,2,2025-11-15,已入库
1483,入库-001483,1525,46,2,2025-12-06,已入库
1484,入库-001484,1526,44,1,2025-06-20,已入库
1485,入库-001485,1527,24,1,2026-01-24,已入库
1486,入库-001486,1528,24,1,2025-05-01,已入库
1487,入库-001487,1529,14,1,2025-06-04,已入库
1488,入库-001488,1530,37,1,2025-05-11,已入库
1489,入库-001489,1531,17,2,2026-06-13,已入库
1490,入库-001490,1532,27,1,2025-11-10,已入库
1491,入库-001491,1533,1,2,2025-10-23,已入库
1492,入库-001492,1534,40,1,2026-05-04,已入库
1493,入库-001493,1535,9,1,2026-05-26,已入库
1494,入库-001494,1536,25,1,2025-10-31,已入库
1495,入库-001495,1537,12,1,2025-06-20,已入库
1496,入库-001496,1538,10,2,2024-11-19,已入库
1497,入库-001497,1539,8,1,2025-01-07,已入库
1498,入库-001498,1540,9,1,2025-01-12,已入库
1499,入库-001499,1541,13,1,2025-04-09,已入库
1500,入库-001500,1542,20,2,2025-08-21,已入库
1501,入库-001501,1543,50,1,2025-05-31,已入库
1502,入库-001502,1544,40,1,2024-10-27,已入库
1503,入库-001503,1545,40,2,2025-09-24,已入库
1504,入库-001504,1546,7,2,2026-01-22,已入库
1505,入库-001505,1547,49,1,2024-09-26,已入库
1506,入库-001506,1548,3,1,2026-04-27,已入库
1507,入库-001507,1549,30,1,2026-05-05,已入库
1508,入库-001508,1550,39,1,2025-06-10,已入库
1509,入库-001509,1551,42,2,2026-05-13,已入库
1510,入库-001510,1552,17,2,2026-05-05,已入库
1511,入库-001511,1553,26,1,2024-12-06,已入库
1512,入库-001512,1554,21,1,2025-04-30,已入库
1513,入库-001513,1555,33,1,2026-03-25,已入库
1514,入库-001514,1556,25,2,2025-08-30,已入库
1515,入库-001515,1557,1,1,2026-06-22,已入库
1516,入库-001516,1558,44,2,2026-07-25,已入库
1517,入库-001517,1559,31,2,2025-10-21,已入库
1518,入库-001518,1560,38,1,2025-01-01,已入库
1519,入库-001519,1561,18,1,2024-12-01,已入库
1520,入库-001520,1562,41,2,2025-08-28,已入库
1521,入库-001521,1563,10,1,2024-12-09,已入库
1522,入库-001522,1564,37,1,2025-06-25,已入库
1523,入库-001523,1565,35,1,2026-04-01,已入库
1524,入库-001524,1566,22,1,2025-01-27,已入库
1525,入库-001525,1567,23,1,2025-01-09,已入库
1526,入库-001526,1568,10,1,2025-08-15,已入库
1527,入库-001527,1569,18,1,2025-02-24,已入库
1528,入库-001528,1570,37,2,2026-05-11,已入库
1529,入库-001529,1571,17,1,2025-09-24,已入库
1530,入库-001530,1572,3,1,2024-08-30,已入库
1531,入库-001531,1573,45,2,2026-04-07,已入库
1532,入库-001532,1574,43,2,2025-05-24,已入库
1533,入库-001533,1576,10,1,2026-01-11,已入库
1534,入库-001534,1577,48,1,2025-09-26,已入库
1535,入库-001535,1578,13,1,2024-10-06,已入库
1536,入库-001536,1579,19,1,2025-10-23,已入库
1537,入库-001537,1580,24,1,2026-04-20,已入库
