sales_order_id,company_id,sales_order_code,customer_id,plant_id,order_date,promised_delivery_date,status,sales_owner_id,currency,order_amount,source_system
295,1,销售-000295,64,1,2024-11-12,2025-01-27,已完成,5,CNY,382410.36,ERP
296,1,销售-000296,45,2,2024-11-12,2025-02-25,已完成,6,CNY,276747.02,ERP
297,1,销售-000297,64,1,2024-11-13,2025-01-29,已完成,5,CNY,1086881.47,ERP
298,1,销售-000298,57,1,2024-11-13,2025-01-24,已完成,8,CNY,134753.88,ERP
299,1,销售-000299,55,2,2024-11-14,2025-02-16,已完成,6,CNY,343475.53,ERP
300,1,销售-000300,2,1,2024-11-14,2025-02-26,已完成,3,CNY,626442.08,ERP
301,1,销售-000301,66,2,2024-11-14,2025-03-03,已完成,7,CNY,706327.47,ERP
302,1,销售-000302,7,1,2024-11-16,2025-03-09,已完成,8,CNY,589251.43,ERP
303,1,销售-000303,62,2,2024-11-16,2025-03-02,已完成,3,CNY,456406.07,ERP
304,1,销售-000304,23,2,2024-11-16,2025-01-25,已完成,4,CNY,160457.88,ERP
305,1,销售-000305,19,1,2024-11-16,2025-01-12,已完成,10,CNY,387304.37,ERP
306,1,销售-000306,18,1,2024-11-16,2025-02-01,已完成,9,CNY,1459570.53,ERP
307,1,销售-000307,49,2,2024-11-16,2025-03-15,已完成,10,CNY,980730.69,ERP
308,1,销售-000308,44,2,2024-11-17,2025-02-09,已完成,5,CNY,211590.32,ERP
309,1,销售-000309,7,2,2024-11-17,2025-02-04,已完成,8,CNY,400056.55,ERP
310,1,销售-000310,7,2,2024-11-17,2025-01-17,已完成,8,CNY,312491.41,ERP
311,1,销售-000311,55,1,2024-11-17,2025-01-25,已完成,6,CNY,514579.34,ERP
312,1,销售-000312,43,2,2024-11-18,2025-02-22,已完成,4,CNY,248252.6,ERP
313,1,销售-000313,50,2,2024-11-18,2024-12-24,已完成,1,CNY,164436.61,ERP
314,1,销售-000314,18,1,2024-11-18,2025-02-24,已完成,9,CNY,263043.72,ERP
315,1,销售-000315,50,1,2024-11-18,2025-02-07,已完成,1,CNY,910465.86,ERP
316,1,销售-000316,22,2,2024-11-18,2025-01-10,已完成,3,CNY,201827.66,ERP
317,1,销售-000317,72,1,2024-11-19,2025-02-25,已完成,3,CNY,894831.6,ERP
318,1,销售-000318,32,1,2024-11-19,2025-02-18,已完成,3,CNY,609459.28,ERP
319,1,销售-000319,8,2,2024-11-19,2025-01-13,已完成,9,CNY,621875.49,ERP
320,1,销售-000320,29,1,2024-11-20,2025-02-17,已完成,10,CNY,525668.01,ERP
321,1,销售-000321,61,1,2024-11-20,2025-02-05,已完成,2,CNY,185823.39,ERP
322,1,销售-000322,17,1,2024-11-21,2025-02-06,已完成,8,CNY,395010.95,ERP
323,1,销售-000323,13,1,2024-11-21,2025-02-03,已完成,4,CNY,432103.09,ERP
324,1,销售-000324,17,1,2024-11-21,2025-03-12,已完成,8,CNY,201868.1,ERP
325,1,销售-000325,78,2,2024-11-22,2025-01-22,已完成,9,CNY,735505.08,ERP
326,1,销售-000326,66,1,2024-11-22,2025-01-14,已完成,7,CNY,1279481.24,ERP
327,1,销售-000327,79,1,2024-11-22,2024-12-29,已完成,10,CNY,243160.62,ERP
328,1,销售-000328,69,1,2024-11-22,2025-02-10,已完成,10,CNY,164145.31,ERP
329,1,销售-000329,50,1,2024-11-23,2025-01-26,已完成,1,CNY,211164.19,ERP
330,1,销售-000330,12,1,2024-11-23,2025-02-03,已完成,3,CNY,242327.44,ERP
331,1,销售-000331,62,1,2024-11-23,2025-01-22,已完成,3,CNY,834596.31,ERP
332,1,销售-000332,35,1,2024-11-23,2025-02-13,已完成,6,CNY,279618.68,ERP
333,1,销售-000333,64,1,2024-11-24,2025-02-28,已完成,5,CNY,656516.97,ERP
334,1,销售-000334,80,2,2024-11-26,2025-01-06,已完成,1,CNY,429253.45,ERP
335,1,销售-000335,22,2,2024-11-26,2025-01-07,已完成,3,CNY,427700.04,ERP
336,1,销售-000336,71,1,2024-11-27,2025-01-24,已完成,2,CNY,935563.07,ERP
337,1,销售-000337,54,1,2024-11-27,2025-02-15,已完成,5,CNY,402881.56,ERP
338,1,销售-000338,37,2,2024-11-27,2025-01-23,已完成,8,CNY,511537.73,ERP
339,1,销售-000339,77,1,2024-11-27,2025-03-24,已完成,8,CNY,196623.5,ERP
340,1,销售-000340,43,1,2024-11-28,2025-02-23,已完成,4,CNY,1037826.69,ERP
341,1,销售-000341,62,1,2024-11-29,2025-02-03,已完成,3,CNY,1288257.36,ERP
342,1,销售-000342,6,2,2024-11-29,2025-03-28,已完成,7,CNY,195522.7,ERP
343,1,销售-000343,17,1,2024-11-29,2025-03-26,已完成,8,CNY,978257.91,ERP
344,1,销售-000344,67,1,2024-11-30,2025-03-26,已完成,8,CNY,1446437.92,ERP
345,1,销售-000345,53,1,2024-11-30,2025-03-12,已完成,4,CNY,605931.84,ERP
346,1,销售-000346,24,2,2024-11-30,2025-03-27,已完成,5,CNY,263296.99,ERP
347,1,销售-000347,70,1,2024-12-01,2025-03-10,已完成,1,CNY,241810.03,ERP
348,1,销售-000348,68,1,2024-12-02,2025-03-19,已完成,9,CNY,483330.24,ERP
349,1,销售-000349,36,2,2024-12-02,2025-02-02,已完成,7,CNY,413324.43,ERP
350,1,销售-000350,53,1,2024-12-02,2025-02-15,已完成,4,CNY,584374.54,ERP
351,1,销售-000351,21,1,2024-12-03,2025-03-10,已完成,2,CNY,508262.38,ERP
352,1,销售-000352,60,2,2024-12-03,2025-02-12,已完成,1,CNY,1432321.91,ERP
353,1,销售-000353,1,1,2024-12-03,2025-01-21,已完成,2,CNY,181368.63,ERP
354,1,销售-000354,29,2,2024-12-03,2025-03-03,已完成,10,CNY,187602.3,ERP
355,1,销售-000355,29,2,2024-12-04,2025-03-06,已完成,10,CNY,472461.17,ERP
356,1,销售-000356,77,1,2024-12-04,2025-03-12,已完成,8,CNY,1056211.31,ERP
357,1,销售-000357,46,2,2024-12-04,2025-03-04,已完成,7,CNY,285345.1,ERP
358,1,销售-000358,37,2,2024-12-05,2025-04-01,已完成,8,CNY,215807.81,ERP
359,1,销售-000359,69,2,2024-12-05,2025-03-03,已完成,10,CNY,327456.49,ERP
360,1,销售-000360,15,1,2024-12-05,2025-01-28,已完成,6,CNY,601287.15,ERP
361,1,销售-000361,20,1,2024-12-06,2025-02-12,已完成,1,CNY,247107.83,ERP
362,1,销售-000362,37,1,2024-12-06,2025-04-01,已完成,8,CNY,212388.42,ERP
363,1,销售-000363,67,2,2024-12-07,2025-01-28,已完成,8,CNY,207351.12,ERP
364,1,销售-000364,71,1,2024-12-07,2025-02-27,已完成,2,CNY,176675.01,ERP
365,1,销售-000365,67,1,2024-12-07,2025-03-30,已完成,8,CNY,362045.44,ERP
366,1,销售-000366,22,2,2024-12-07,2025-03-14,已完成,3,CNY,162730.21,ERP
367,1,销售-000367,18,1,2024-12-08,2025-03-11,已完成,9,CNY,1210683.85,ERP
368,1,销售-000368,51,1,2024-12-08,2025-02-06,已完成,2,CNY,178265.05,ERP
369,1,销售-000369,78,2,2024-12-08,2025-03-13,已完成,9,CNY,187551.56,ERP
370,1,销售-000370,78,2,2024-12-08,2025-03-16,已完成,9,CNY,1599118.19,ERP
371,1,销售-000371,17,2,2024-12-08,2025-03-18,已完成,8,CNY,933177.63,ERP
372,1,销售-000372,26,1,2024-12-08,2025-02-17,已完成,7,CNY,184025.99,ERP
373,1,销售-000373,32,1,2024-12-09,2025-01-26,已完成,3,CNY,549994.74,ERP
374,1,销售-000374,17,1,2024-12-09,2025-03-05,已完成,8,CNY,360819.64,ERP
375,1,销售-000375,44,2,2024-12-09,2025-03-31,已完成,5,CNY,462097.56,ERP
376,1,销售-000376,42,1,2024-12-10,2025-01-29,已完成,3,CNY,1160343.59,ERP
377,1,销售-000377,70,2,2024-12-10,2025-03-09,已完成,1,CNY,440034.73,ERP
378,1,销售-000378,78,1,2024-12-10,2025-03-02,已完成,9,CNY,184152.96,ERP
379,1,销售-000379,57,1,2024-12-10,2025-03-12,已完成,8,CNY,553912.33,ERP
380,1,销售-000380,40,1,2024-12-11,2025-03-23,已完成,1,CNY,391252.74,ERP
381,1,销售-000381,39,1,2024-12-11,2025-03-29,已完成,10,CNY,248764.39,ERP
382,1,销售-000382,23,2,2024-12-11,2025-04-10,已完成,4,CNY,239643.1,ERP
383,1,销售-000383,31,1,2024-12-11,2025-02-06,已完成,2,CNY,494915.89,ERP
384,1,销售-000384,23,2,2024-12-12,2025-03-12,已完成,4,CNY,739432.53,ERP
385,1,销售-000385,71,1,2024-12-12,2025-02-18,已完成,2,CNY,1012874.73,ERP
386,1,销售-000386,62,1,2024-12-12,2025-03-07,已完成,3,CNY,291220.16,ERP
387,1,销售-000387,2,2,2024-12-12,2025-02-11,已完成,3,CNY,193227.22,ERP
388,1,销售-000388,73,2,2024-12-13,2025-03-26,已完成,4,CNY,440822.49,ERP
389,1,销售-000389,67,1,2024-12-13,2025-01-22,已完成,8,CNY,496259.9,ERP
390,1,销售-000390,66,2,2024-12-13,2025-02-21,已完成,7,CNY,291268.69,ERP
391,1,销售-000391,31,1,2024-12-13,2025-03-19,已完成,2,CNY,454330.18,ERP
392,1,销售-000392,25,1,2024-12-13,2025-04-11,已完成,6,CNY,322802.96,ERP
393,1,销售-000393,68,1,2024-12-14,2025-01-26,已完成,9,CNY,300135.87,ERP
394,1,销售-000394,25,2,2024-12-14,2025-03-04,已完成,6,CNY,428822.41,ERP
395,1,销售-000395,43,1,2024-12-14,2025-03-24,已完成,4,CNY,267624.54,ERP
396,1,销售-000396,25,1,2024-12-14,2025-02-27,已完成,6,CNY,591086.7,ERP
397,1,销售-000397,20,2,2024-12-15,2025-03-21,已完成,1,CNY,787124.59,ERP
398,1,销售-000398,27,1,2024-12-15,2025-02-25,已完成,8,CNY,894107.71,ERP
399,1,销售-000399,28,2,2024-12-16,2025-03-23,已完成,9,CNY,430583.66,ERP
400,1,销售-000400,19,1,2024-12-16,2025-03-24,已完成,10,CNY,363731.84,ERP
401,1,销售-000401,32,2,2024-12-17,2025-02-13,已完成,3,CNY,923343.09,ERP
402,1,销售-000402,36,1,2024-12-17,2025-02-01,已完成,7,CNY,719670.55,ERP
403,1,销售-000403,8,2,2024-12-17,2025-03-29,已完成,9,CNY,213426.21,ERP
404,1,销售-000404,57,2,2024-12-18,2025-03-07,已完成,8,CNY,551023.69,ERP
405,1,销售-000405,31,2,2024-12-18,2025-02-15,已完成,2,CNY,621152.14,ERP
406,1,销售-000406,80,1,2024-12-18,2025-03-24,已完成,1,CNY,941674.56,ERP
407,1,销售-000407,5,1,2024-12-18,2025-02-21,已完成,6,CNY,207699.75,ERP
408,1,销售-000408,60,2,2024-12-19,2025-03-21,已完成,1,CNY,905582.05,ERP
409,1,销售-000409,30,2,2024-12-19,2025-02-13,已完成,1,CNY,168507.65,ERP
410,1,销售-000410,48,2,2024-12-19,2025-03-31,已完成,9,CNY,185263.73,ERP
411,1,销售-000411,37,1,2024-12-21,2025-03-20,已完成,8,CNY,133046.84,ERP
412,1,销售-000412,4,1,2024-12-21,2025-02-11,已完成,5,CNY,517509.75,ERP
413,1,销售-000413,28,1,2024-12-22,2025-01-30,已完成,9,CNY,379753.5,ERP
414,1,销售-000414,15,1,2024-12-23,2025-04-08,已完成,6,CNY,1126819.41,ERP
415,1,销售-000415,21,2,2024-12-24,2025-03-28,已完成,2,CNY,768836.17,ERP
416,1,销售-000416,62,1,2024-12-24,2025-04-07,已完成,3,CNY,673487.92,ERP
417,1,销售-000417,22,1,2024-12-24,2025-03-25,已完成,3,CNY,183010.46,ERP
418,1,销售-000418,48,2,2024-12-25,2025-03-30,已完成,9,CNY,245234.5,ERP
419,1,销售-000419,41,2,2024-12-26,2025-02-03,已完成,2,CNY,795008.64,ERP
420,1,销售-000420,11,1,2024-12-27,2025-03-27,已完成,2,CNY,523397.66,ERP
421,1,销售-000421,31,1,2024-12-28,2025-02-22,已完成,2,CNY,917856.39,ERP
422,1,销售-000422,5,2,2024-12-28,2025-02-12,已完成,6,CNY,306470.42,ERP
423,1,销售-000423,32,1,2024-12-29,2025-03-09,已完成,3,CNY,202226.89,ERP
424,1,销售-000424,35,1,2024-12-29,2025-03-06,已完成,6,CNY,933434.32,ERP
425,1,销售-000425,15,2,2024-12-29,2025-03-01,已完成,6,CNY,318347.75,ERP
426,1,销售-000426,75,1,2024-12-29,2025-04-01,已完成,6,CNY,425087.67,ERP
427,1,销售-000427,12,2,2024-12-29,2025-03-03,已完成,3,CNY,352450.15,ERP
428,1,销售-000428,22,1,2024-12-30,2025-04-25,已完成,3,CNY,511169.3,ERP
429,1,销售-000429,5,2,2024-12-30,2025-03-04,已完成,6,CNY,247372.64,ERP
430,1,销售-000430,2,1,2024-12-31,2025-02-20,已完成,3,CNY,428562.33,ERP
431,1,销售-000431,12,2,2024-12-31,2025-04-06,已完成,3,CNY,856682.49,ERP
432,1,销售-000432,52,2,2024-12-31,2025-02-26,已完成,3,CNY,237534.02,ERP
433,1,销售-000433,5,1,2025-01-01,2025-04-03,已完成,6,CNY,657403.46,ERP
434,1,销售-000434,64,1,2025-01-01,2025-03-16,已完成,5,CNY,329522.98,ERP
435,1,销售-000435,29,2,2025-01-02,2025-03-07,已完成,10,CNY,868549.89,ERP
436,1,销售-000436,13,2,2025-01-02,2025-04-13,已完成,4,CNY,989290.33,ERP
437,1,销售-000437,79,1,2025-01-03,2025-03-01,已完成,10,CNY,348433.86,ERP
438,1,销售-000438,3,1,2025-01-03,2025-04-09,已完成,4,CNY,395736.79,ERP
439,1,销售-000439,30,2,2025-01-03,2025-03-20,已完成,1,CNY,333985.01,ERP
440,1,销售-000440,40,2,2025-01-03,2025-02-22,已完成,1,CNY,168674.46,ERP
441,1,销售-000441,29,1,2025-01-04,2025-03-21,已完成,10,CNY,1099371.27,ERP
442,1,销售-000442,53,2,2025-01-04,2025-02-13,已完成,4,CNY,687384.37,ERP
443,1,销售-000443,39,2,2025-01-04,2025-05-03,已完成,10,CNY,1316208.32,ERP
444,1,销售-000444,70,1,2025-01-05,2025-03-24,已完成,1,CNY,1144192.93,ERP
445,1,销售-000445,77,2,2025-01-05,2025-04-21,已完成,8,CNY,584220.1,ERP
446,1,销售-000446,21,2,2025-01-05,2025-02-09,已完成,2,CNY,305301.36,ERP
447,1,销售-000447,51,2,2025-01-05,2025-04-29,已完成,2,CNY,385042.9,ERP
448,1,销售-000448,50,2,2025-01-05,2025-05-05,已完成,1,CNY,180829.3,ERP
449,1,销售-000449,43,2,2025-01-06,2025-04-22,已完成,4,CNY,1186468.36,ERP
450,1,销售-000450,10,1,2025-01-07,2025-02-14,已完成,1,CNY,390840.5,ERP
451,1,销售-000451,80,2,2025-01-07,2025-04-16,已完成,1,CNY,328343.0,ERP
452,1,销售-000452,76,1,2025-01-08,2025-05-02,已完成,7,CNY,1078373.29,ERP
453,1,销售-000453,7,2,2025-01-08,2025-03-20,已完成,8,CNY,655887.93,ERP
454,1,销售-000454,35,2,2025-01-08,2025-05-04,已完成,6,CNY,399559.05,ERP
455,1,销售-000455,25,1,2025-01-08,2025-04-23,已完成,6,CNY,520899.99,ERP
456,1,销售-000456,80,2,2025-01-08,2025-04-05,已完成,1,CNY,491271.37,ERP
457,1,销售-000457,52,1,2025-01-08,2025-04-05,已完成,3,CNY,241827.88,ERP
458,1,销售-000458,45,2,2025-01-09,2025-03-06,已完成,6,CNY,362049.87,ERP
459,1,销售-000459,10,2,2025-01-09,2025-03-07,已完成,1,CNY,349447.46,ERP
460,1,销售-000460,8,1,2025-01-09,2025-05-05,已完成,9,CNY,164428.04,ERP
461,1,销售-000461,21,2,2025-01-11,2025-03-21,已完成,2,CNY,225145.09,ERP
462,1,销售-000462,41,1,2025-01-11,2025-05-03,已完成,2,CNY,290544.59,ERP
463,1,销售-000463,25,1,2025-01-11,2025-04-17,已完成,6,CNY,839381.75,ERP
464,1,销售-000464,24,2,2025-01-12,2025-04-09,已完成,5,CNY,864320.8,ERP
465,1,销售-000465,64,2,2025-01-13,2025-04-05,已完成,5,CNY,449427.79,ERP
466,1,销售-000466,72,2,2025-01-13,2025-03-03,已完成,3,CNY,912591.93,ERP
467,1,销售-000467,23,2,2025-01-14,2025-05-01,已完成,4,CNY,827194.53,ERP
468,1,销售-000468,46,1,2025-01-14,2025-03-15,已完成,7,CNY,296633.48,ERP
469,1,销售-000469,38,2,2025-01-15,2025-05-09,已完成,9,CNY,150409.13,ERP
470,1,销售-000470,13,2,2025-01-15,2025-03-13,已完成,4,CNY,219305.08,ERP
471,1,销售-000471,29,1,2025-01-16,2025-02-24,已完成,10,CNY,185752.55,ERP
472,1,销售-000472,50,1,2025-01-16,2025-05-15,已完成,1,CNY,1186485.56,ERP
473,1,销售-000473,22,1,2025-01-16,2025-03-21,已完成,3,CNY,557506.59,ERP
474,1,销售-000474,68,1,2025-01-17,2025-02-26,已完成,9,CNY,278446.74,ERP
475,1,销售-000475,67,2,2025-01-18,2025-05-14,已完成,8,CNY,388291.76,ERP
476,1,销售-000476,75,2,2025-01-18,2025-03-27,已完成,6,CNY,1447292.76,ERP
477,1,销售-000477,4,1,2025-01-18,2025-05-15,已完成,5,CNY,197183.86,ERP
478,1,销售-000478,8,1,2025-01-18,2025-03-23,已完成,9,CNY,947192.31,ERP
479,1,销售-000479,29,2,2025-01-18,2025-03-12,已完成,10,CNY,208608.97,ERP
480,1,销售-000480,72,1,2025-01-19,2025-04-01,已完成,3,CNY,1227956.43,ERP
481,1,销售-000481,45,2,2025-01-19,2025-05-13,已完成,6,CNY,172708.63,ERP
482,1,销售-000482,51,2,2025-01-20,2025-04-10,已完成,2,CNY,442042.55,ERP
483,1,销售-000483,24,2,2025-01-21,2025-04-26,已完成,5,CNY,473250.55,ERP
484,1,销售-000484,79,2,2025-01-21,2025-05-18,已完成,10,CNY,804194.94,ERP
485,1,销售-000485,34,1,2025-01-21,2025-03-17,已完成,5,CNY,927509.36,ERP
486,1,销售-000486,40,1,2025-01-21,2025-03-02,已完成,1,CNY,1186991.44,ERP
487,1,销售-000487,10,2,2025-01-22,2025-04-21,已完成,1,CNY,732830.88,ERP
488,1,销售-000488,51,2,2025-01-22,2025-02-27,已完成,2,CNY,197574.26,ERP
489,1,销售-000489,2,2,2025-01-22,2025-03-08,已完成,3,CNY,1081657.47,ERP
490,1,销售-000490,36,1,2025-01-24,2025-04-14,已完成,7,CNY,201554.25,ERP
491,1,销售-000491,78,2,2025-01-24,2025-05-11,已完成,9,CNY,1134131.19,ERP
492,1,销售-000492,13,1,2025-01-24,2025-05-16,已完成,4,CNY,512666.63,ERP
493,1,销售-000493,64,2,2025-01-24,2025-02-28,已完成,5,CNY,960338.18,ERP
494,1,销售-000494,3,1,2025-01-25,2025-05-02,已完成,4,CNY,277230.53,ERP
495,1,销售-000495,53,1,2025-01-25,2025-03-28,已完成,4,CNY,536714.02,ERP
496,1,销售-000496,3,2,2025-01-25,2025-04-18,已完成,4,CNY,266436.46,ERP
497,1,销售-000497,11,1,2025-01-26,2025-03-09,已完成,2,CNY,314673.67,ERP
498,1,销售-000498,75,2,2025-01-26,2025-05-01,已完成,6,CNY,843175.25,ERP
499,1,销售-000499,49,2,2025-01-26,2025-03-21,已完成,10,CNY,893118.46,ERP
500,1,销售-000500,39,1,2025-01-27,2025-04-11,已完成,10,CNY,745739.23,ERP
501,1,销售-000501,10,1,2025-01-27,2025-04-18,已完成,1,CNY,436812.16,ERP
502,1,销售-000502,32,1,2025-01-28,2025-03-11,已完成,3,CNY,138837.99,ERP
503,1,销售-000503,79,1,2025-01-28,2025-04-16,已完成,10,CNY,948129.2,ERP
504,1,销售-000504,2,2,2025-01-28,2025-04-07,已完成,3,CNY,238371.48,ERP
505,1,销售-000505,29,2,2025-01-29,2025-05-12,已完成,10,CNY,284101.77,ERP
506,1,销售-000506,8,2,2025-01-29,2025-05-04,已完成,9,CNY,288375.04,ERP
507,1,销售-000507,7,1,2025-01-29,2025-04-07,已完成,8,CNY,158255.96,ERP
508,1,销售-000508,73,2,2025-01-29,2025-03-23,已完成,4,CNY,334565.2,ERP
509,1,销售-000509,36,1,2025-01-30,2025-05-07,已完成,7,CNY,938215.33,ERP
510,1,销售-000510,59,2,2025-01-30,2025-03-19,已完成,10,CNY,967063.19,ERP
511,1,销售-000511,55,2,2025-01-30,2025-03-31,已完成,6,CNY,401169.5,ERP
512,1,销售-000512,13,1,2025-01-31,2025-04-25,已完成,4,CNY,923030.34,ERP
513,1,销售-000513,13,1,2025-01-31,2025-04-22,已完成,4,CNY,393592.13,ERP
514,1,销售-000514,51,1,2025-01-31,2025-05-15,已完成,2,CNY,496192.54,ERP
515,1,销售-000515,16,1,2025-02-01,2025-03-14,已完成,7,CNY,241319.04,ERP
516,1,销售-000516,79,2,2025-02-01,2025-03-31,已完成,10,CNY,439665.1,ERP
517,1,销售-000517,33,1,2025-02-01,2025-03-19,已完成,4,CNY,443914.82,ERP
518,1,销售-000518,18,1,2025-02-02,2025-04-18,已完成,9,CNY,1502230.76,ERP
519,1,销售-000519,75,2,2025-02-03,2025-05-08,已完成,6,CNY,180063.75,ERP
520,1,销售-000520,72,2,2025-02-03,2025-04-12,已完成,3,CNY,494535.36,ERP
521,1,销售-000521,14,2,2025-02-03,2025-03-25,已完成,5,CNY,549835.78,ERP
522,1,销售-000522,10,2,2025-02-03,2025-03-17,已完成,1,CNY,352588.96,ERP
523,1,销售-000523,34,2,2025-02-04,2025-04-09,已完成,5,CNY,208209.25,ERP
524,1,销售-000524,67,1,2025-02-04,2025-03-25,已完成,8,CNY,808583.49,ERP
525,1,销售-000525,64,1,2025-02-05,2025-03-18,已完成,5,CNY,164363.76,ERP
526,1,销售-000526,55,1,2025-02-06,2025-04-06,已完成,6,CNY,464929.13,ERP
527,1,销售-000527,11,1,2025-02-06,2025-04-21,已完成,2,CNY,1011601.17,ERP
528,1,销售-000528,39,2,2025-02-07,2025-04-22,已完成,10,CNY,175735.96,ERP
529,1,销售-000529,24,2,2025-02-07,2025-05-02,已完成,5,CNY,393501.55,ERP
530,1,销售-000530,7,2,2025-02-07,2025-04-01,已完成,8,CNY,213408.32,ERP
531,1,销售-000531,41,1,2025-02-07,2025-04-26,已完成,2,CNY,864446.94,ERP
532,1,销售-000532,21,1,2025-02-08,2025-04-06,已完成,2,CNY,249510.7,ERP
533,1,销售-000533,71,2,2025-02-08,2025-04-04,已完成,2,CNY,544448.18,ERP
534,1,销售-000534,20,1,2025-02-08,2025-03-19,已完成,1,CNY,381535.1,ERP
535,1,销售-000535,26,1,2025-02-09,2025-06-07,已完成,7,CNY,1630296.26,ERP
536,1,销售-000536,19,2,2025-02-09,2025-04-30,已完成,10,CNY,1026283.58,ERP
537,1,销售-000537,78,1,2025-02-10,2025-04-18,已完成,9,CNY,503793.66,ERP
538,1,销售-000538,78,1,2025-02-10,2025-06-10,已完成,9,CNY,279295.26,ERP
539,1,销售-000539,40,1,2025-02-11,2025-06-02,已完成,1,CNY,315328.3,ERP
540,1,销售-000540,45,2,2025-02-11,2025-04-02,已完成,6,CNY,513939.99,ERP
541,1,销售-000541,39,2,2025-02-12,2025-05-11,已完成,10,CNY,252759.44,ERP
542,1,销售-000542,45,1,2025-02-13,2025-03-28,已完成,6,CNY,474744.29,ERP
543,1,销售-000543,75,1,2025-02-13,2025-05-01,已完成,6,CNY,1241415.19,ERP
544,1,销售-000544,49,2,2025-02-13,2025-04-18,已完成,10,CNY,139993.56,ERP
545,1,销售-000545,74,1,2025-02-13,2025-05-01,已完成,5,CNY,227924.64,ERP
546,1,销售-000546,51,1,2025-02-14,2025-05-07,已完成,2,CNY,212772.09,ERP
547,1,销售-000547,56,2,2025-02-14,2025-06-01,已完成,7,CNY,756281.19,ERP
548,1,销售-000548,19,2,2025-02-14,2025-04-27,已完成,10,CNY,545966.56,ERP
549,1,销售-000549,71,2,2025-02-15,2025-05-25,已完成,2,CNY,242414.88,ERP
550,1,销售-000550,55,1,2025-02-16,2025-04-05,已完成,6,CNY,527634.69,ERP
551,1,销售-000551,5,2,2025-02-17,2025-05-15,已完成,6,CNY,606049.36,ERP
552,1,销售-000552,63,1,2025-02-17,2025-04-06,已完成,4,CNY,208158.04,ERP
553,1,销售-000553,69,2,2025-02-18,2025-04-23,已完成,10,CNY,329657.28,ERP
554,1,销售-000554,17,1,2025-02-18,2025-04-28,已完成,8,CNY,198064.16,ERP
555,1,销售-000555,32,1,2025-02-18,2025-04-06,已完成,3,CNY,534329.61,ERP
556,1,销售-000556,38,1,2025-02-18,2025-03-29,已完成,9,CNY,261653.41,ERP
557,1,销售-000557,70,2,2025-02-21,2025-06-05,已完成,1,CNY,1237376.84,ERP
558,1,销售-000558,12,2,2025-02-22,2025-05-12,已完成,3,CNY,370392.56,ERP
559,1,销售-000559,8,2,2025-02-22,2025-05-21,已完成,9,CNY,228366.71,ERP
560,1,销售-000560,53,1,2025-02-22,2025-05-24,已完成,4,CNY,367127.07,ERP
561,1,销售-000561,19,1,2025-02-22,2025-04-28,已完成,10,CNY,226675.44,ERP
562,1,销售-000562,57,1,2025-02-22,2025-04-04,已完成,8,CNY,301541.02,ERP
563,1,销售-000563,66,2,2025-02-23,2025-05-24,已完成,7,CNY,507894.69,ERP
564,1,销售-000564,24,2,2025-02-23,2025-05-02,已完成,5,CNY,896573.83,ERP
565,1,销售-000565,18,1,2025-02-23,2025-03-30,已完成,9,CNY,131368.75,ERP
566,1,销售-000566,59,1,2025-02-23,2025-06-02,已完成,10,CNY,293445.56,ERP
567,1,销售-000567,34,1,2025-02-23,2025-04-21,已完成,5,CNY,193241.19,ERP
568,1,销售-000568,63,1,2025-02-23,2025-05-22,已完成,4,CNY,488663.72,ERP
569,1,销售-000569,44,2,2025-02-23,2025-04-15,已完成,5,CNY,191680.6,ERP
570,1,销售-000570,49,2,2025-02-23,2025-04-26,已完成,10,CNY,208530.13,ERP
571,1,销售-000571,77,1,2025-02-24,2025-04-22,已完成,8,CNY,227503.44,ERP
572,1,销售-000572,45,2,2025-02-24,2025-05-06,已完成,6,CNY,541084.64,ERP
573,1,销售-000573,47,1,2025-02-25,2025-05-06,已完成,8,CNY,528899.16,ERP
574,1,销售-000574,79,1,2025-02-26,2025-05-25,已完成,10,CNY,623539.97,ERP
575,1,销售-000575,8,1,2025-02-26,2025-04-05,已完成,9,CNY,656167.44,ERP
576,1,销售-000576,57,1,2025-02-27,2025-06-22,已完成,8,CNY,162192.22,ERP
577,1,销售-000577,17,1,2025-02-27,2025-06-01,已完成,8,CNY,814916.28,ERP
578,1,销售-000578,75,2,2025-02-27,2025-05-22,已完成,6,CNY,713737.64,ERP
579,1,销售-000579,37,2,2025-02-27,2025-04-22,已完成,8,CNY,613089.6,ERP
580,1,销售-000580,8,2,2025-02-28,2025-05-23,已完成,9,CNY,556350.45,ERP
581,1,销售-000581,7,2,2025-02-28,2025-06-06,已完成,8,CNY,162365.63,ERP
582,1,销售-000582,53,1,2025-02-28,2025-04-29,已完成,4,CNY,1076063.72,ERP
583,1,销售-000583,29,2,2025-02-28,2025-04-12,已完成,10,CNY,1186018.62,ERP
584,1,销售-000584,49,1,2025-02-28,2025-04-27,已完成,10,CNY,268361.88,ERP
585,1,销售-000585,4,1,2025-03-01,2025-06-03,已完成,5,CNY,244367.55,ERP
586,1,销售-000586,28,1,2025-03-01,2025-04-08,已完成,9,CNY,348702.52,ERP
587,1,销售-000587,18,2,2025-03-01,2025-05-25,已完成,9,CNY,186160.98,ERP
588,1,销售-000588,37,2,2025-03-01,2025-04-23,已完成,8,CNY,249852.79,ERP
589,1,销售-000589,5,2,2025-03-02,2025-06-06,已完成,6,CNY,191252.95,ERP
