quotation_id,quotation_code,customer_id,product_id,quotation_date,quantity,estimated_cost,target_margin_rate,quoted_amount,status,converted_sales_order_id
323,报价-000323,13,27,2024-11-15,2,330568.14,0.235,432103.09,已转订单,323
324,报价-000324,17,4,2024-11-17,1,142521.96,0.294,201868.1,已转订单,324
325,报价-000325,78,11,2024-11-14,4,537442.52,0.2693,735505.08,已转订单,325
326,报价-000326,66,9,2024-11-09,5,1047102.1,0.1816,1279481.24,已转订单,326
327,报价-000327,79,20,2024-11-14,1,185930.62,0.2354,243160.62,已转订单,327
328,报价-000328,69,11,2024-11-06,1,134360.63,0.1815,164145.31,已转订单,328
329,报价-000329,50,4,2024-11-20,1,142521.96,0.3251,211164.19,已转订单,329
330,报价-000330,12,5,2024-11-10,1,189684.82,0.2172,242327.44,已转订单,330
331,报价-000331,62,21,2024-11-16,5,648875.0,0.2225,834596.31,已转订单,331
332,报价-000332,35,36,2024-11-19,2,227195.52,0.1875,279618.68,已转订单,332
333,报价-000333,64,6,2024-11-13,4,498071.8,0.2413,656516.97,已转订单,333
334,报价-000334,80,15,2024-11-17,2,343299.28,0.2002,429253.45,已转订单,334
335,报价-000335,22,13,2024-11-15,2,298992.4,0.3009,427700.04,已转订单,335
336,报价-000336,71,30,2024-11-22,4,706431.04,0.2449,935563.07,已转订单,336
337,报价-000337,54,16,2024-11-24,2,293442.64,0.2716,402881.56,已转订单,337
338,报价-000338,37,38,2024-11-19,2,370817.62,0.2751,511537.73,已转订单,338
339,报价-000339,77,22,2024-11-18,1,144498.98,0.2651,196623.5,已转订单,339
340,报价-000340,43,33,2024-11-11,3,700207.35,0.3253,1037826.69,已转订单,340
341,报价-000341,62,32,2024-11-16,5,963295.5,0.2522,1288257.36,已转订单,341
342,报价-000342,6,21,2024-11-24,1,129775.0,0.3363,195522.7,已转订单,342
343,报价-000343,17,30,2024-11-16,4,706431.04,0.2779,978257.91,已转订单,343
344,报价-000344,67,10,2024-11-25,4,1171748.76,0.1899,1446437.92,已转订单,344
345,报价-000345,53,9,2024-11-25,2,418840.84,0.3088,605931.84,已转订单,345
346,报价-000346,24,17,2024-11-14,1,208285.56,0.2089,263296.99,已转订单,346
347,报价-000347,70,15,2024-11-23,1,171649.64,0.2901,241810.03,已转订单,347
348,报价-000348,68,37,2024-11-22,2,337160.5,0.3024,483330.24,已转订单,348
349,报价-000349,36,26,2024-11-16,2,286320.96,0.3073,413324.43,已转订单,349
350,报价-000350,53,31,2024-11-23,2,468204.4,0.1988,584374.54,已转订单,350
351,报价-000351,21,29,2024-11-22,2,337567.68,0.3358,508262.38,已转订单,351
352,报价-000352,60,18,2024-11-23,5,1055429.1,0.2631,1432321.91,已转订单,352
353,报价-000353,1,28,2024-11-25,1,133757.33,0.2625,181368.63,已转订单,353
354,报价-000354,29,4,2024-11-21,1,142521.96,0.2403,187602.3,已转订单,354
355,报价-000355,29,20,2024-11-18,2,371861.24,0.2129,472461.17,已转订单,355
356,报价-000356,77,29,2024-11-20,5,843919.2,0.201,1056211.31,已转订单,356
357,报价-000357,46,14,2024-11-19,1,190274.38,0.3332,285345.1,已转订单,357
358,报价-000358,37,27,2024-12-02,1,165284.07,0.2341,215807.81,已转订单,358
359,报价-000359,69,12,2024-11-21,2,220687.56,0.3261,327456.49,已转订单,359
360,报价-000360,15,22,2024-11-28,3,433496.94,0.2791,601287.15,已转订单,360
361,报价-000361,20,32,2024-11-18,1,192659.1,0.2203,247107.83,已转订单,361
362,报价-000362,37,35,2024-11-20,1,157550.83,0.2582,212388.42,已转订单,362
363,报价-000363,67,16,2024-11-19,1,146721.32,0.2924,207351.12,已转订单,363
364,报价-000364,71,28,2024-11-22,1,133757.33,0.2429,176675.01,已转订单,364
365,报价-000365,67,1,2024-11-22,1,276291.31,0.2369,362045.44,已转订单,365
366,报价-000366,22,19,2024-12-04,1,121172.37,0.2554,162730.21,已转订单,366
367,报价-000367,18,33,2024-12-05,4,933609.8,0.2289,1210683.85,已转订单,367
368,报价-000368,51,23,2024-11-27,1,134115.35,0.2477,178265.05,已转订单,368
369,报价-000369,78,6,2024-11-27,1,124517.95,0.3361,187551.56,已转订单,369
370,报价-000370,78,31,2024-11-24,5,1170511.0,0.268,1599118.19,已转订单,370
371,报价-000371,17,27,2024-12-02,4,661136.28,0.2915,933177.63,已转订单,371
372,报价-000372,26,22,2024-11-27,1,144498.98,0.2148,184025.99,已转订单,372
373,报价-000373,32,38,2024-12-05,2,370817.62,0.3258,549994.74,已转订单,373
374,报价-000374,17,28,2024-11-28,2,267514.66,0.2586,360819.64,已转订单,374
375,报价-000375,44,35,2024-12-05,2,315101.66,0.3181,462097.56,已转订单,375
376,报价-000376,42,1,2024-11-23,3,828873.93,0.2857,1160343.59,已转订单,376
377,报价-000377,70,25,2024-11-25,2,324858.5,0.2617,440034.73,已转订单,377
378,报价-000378,78,13,2024-12-05,1,149496.2,0.1882,184152.96,已转订单,378
379,报价-000379,57,4,2024-11-25,3,427565.88,0.2281,553912.33,已转订单,379
380,报价-000380,40,11,2024-12-03,2,268721.26,0.3132,391252.74,已转订单,380
381,报价-000381,39,38,2024-11-24,1,185408.81,0.2547,248764.39,已转订单,381
382,报价-000382,23,38,2024-11-25,1,185408.81,0.2263,239643.1,已转订单,382
383,报价-000383,31,29,2024-11-24,2,337567.68,0.3179,494915.89,已转订单,383
384,报价-000384,23,2,2024-11-24,4,509035.4,0.3116,739432.53,已转订单,384
385,报价-000385,71,40,2024-12-02,4,773727.12,0.2361,1012874.73,已转订单,385
386,报价-000386,62,40,2024-11-30,1,193431.78,0.3358,291220.16,已转订单,386
387,报价-000387,2,13,2024-12-01,1,149496.2,0.2263,193227.22,已转订单,387
388,报价-000388,73,15,2024-12-01,2,343299.28,0.2212,440822.49,已转订单,388
389,报价-000389,67,36,2024-12-02,3,340793.28,0.3133,496259.9,已转订单,389
390,报价-000390,66,9,2024-12-04,1,209420.42,0.281,291268.69,已转订单,390
391,报价-000391,31,20,2024-12-07,2,371861.24,0.1815,454330.18,已转订单,391
392,报价-000392,25,21,2024-11-27,2,259550.0,0.1959,322802.96,已转订单,392
393,报价-000393,68,9,2024-12-01,1,209420.42,0.3022,300135.87,已转订单,393
394,报价-000394,25,13,2024-12-01,2,298992.4,0.3028,428822.41,已转订单,394
395,报价-000395,43,14,2024-11-30,1,190274.38,0.289,267624.54,已转订单,395
396,报价-000396,25,24,2024-12-02,5,449536.25,0.2395,591086.7,已转订单,396
397,报价-000397,20,6,2024-12-06,5,622589.75,0.209,787124.59,已转订单,397
398,报价-000398,27,22,2024-11-27,5,722494.9,0.1919,894107.71,已转订单,398
399,报价-000399,28,29,2024-12-07,2,337567.68,0.216,430583.66,已转订单,399
400,报价-000400,19,11,2024-12-07,2,268721.26,0.2612,363731.84,已转订单,400
401,报价-000401,32,29,2024-12-02,4,675135.36,0.2688,923343.09,已转订单,401
402,报价-000402,36,28,2024-12-07,4,535029.32,0.2566,719670.55,已转订单,402
403,报价-000403,8,29,2024-12-01,1,168783.84,0.2092,213426.21,已转订单,403
404,报价-000404,57,9,2024-12-04,2,418840.84,0.2399,551023.69,已转订单,404
405,报价-000405,31,37,2024-12-15,3,505740.75,0.1858,621152.14,已转订单,405
406,报价-000406,80,39,2024-12-03,4,707374.88,0.2488,941674.56,已转订单,406
407,报价-000407,5,13,2024-12-03,1,149496.2,0.2802,207699.75,已转订单,407
408,报价-000408,60,17,2024-12-16,3,624856.68,0.31,905582.05,已转订单,408
409,报价-000409,30,36,2024-12-13,1,113597.76,0.3259,168507.65,已转订单,409
410,报价-000410,48,2,2024-12-02,1,127258.85,0.3131,185263.73,已转订单,410
411,报价-000411,37,24,2024-12-06,1,89907.25,0.3242,133046.84,已转订单,411
412,报价-000412,4,6,2024-12-11,3,373553.85,0.2782,517509.75,已转订单,412
413,报价-000413,28,16,2024-12-05,2,293442.64,0.2273,379753.5,已转订单,413
414,报价-000414,15,5,2024-12-06,4,758739.28,0.3267,1126819.41,已转订单,414
415,报价-000415,21,28,2024-12-07,4,535029.32,0.3041,768836.17,已转订单,415
416,报价-000416,62,11,2024-12-17,4,537442.52,0.202,673487.92,已转订单,416
417,报价-000417,22,28,2024-12-08,1,133757.33,0.2691,183010.46,已转订单,417
418,报价-000418,48,25,2024-12-09,1,162429.25,0.3377,245234.5,已转订单,418
419,报价-000419,41,13,2024-12-21,4,597984.8,0.2478,795008.64,已转订单,419
420,报价-000420,11,28,2024-12-23,3,401271.99,0.2333,523397.66,已转订单,420
421,报价-000421,31,21,2024-12-15,5,648875.0,0.2931,917856.39,已转订单,421
422,报价-000422,5,33,2024-12-23,1,233402.45,0.2384,306470.42,已转订单,422
423,报价-000423,32,13,2024-12-11,1,149496.2,0.2608,202226.89,已转订单,423
424,报价-000424,35,30,2024-12-21,4,706431.04,0.2432,933434.32,已转订单,424
425,报价-000425,15,36,2024-12-26,2,227195.52,0.2863,318347.75,已转订单,425
426,报价-000426,75,15,2024-12-17,2,343299.28,0.1924,425087.67,已转订单,426
427,报价-000427,12,23,2024-12-22,2,268230.7,0.239,352450.15,已转订单,427
428,报价-000428,22,8,2024-12-13,3,418600.5,0.1811,511169.3,已转订单,428
429,报价-000429,5,15,2024-12-12,1,171649.64,0.3061,247372.64,已转订单,429
430,报价-000430,2,12,2024-12-24,3,331031.34,0.2276,428562.33,已转订单,430
431,报价-000431,12,14,2024-12-24,3,570823.14,0.3337,856682.49,已转订单,431
432,报价-000432,52,32,2024-12-27,1,192659.1,0.1889,237534.02,已转订单,432
433,报价-000433,5,3,2024-12-22,4,501882.8,0.2366,657403.46,已转订单,433
434,报价-000434,64,12,2024-12-17,2,220687.56,0.3303,329522.98,已转订单,434
435,报价-000435,29,15,2024-12-28,4,686598.56,0.2095,868549.89,已转订单,435
436,报价-000436,13,27,2024-12-27,4,661136.28,0.3317,989290.33,已转订单,436
437,报价-000437,79,1,2024-12-26,1,276291.31,0.207,348433.86,已转订单,437
438,报价-000438,3,11,2024-12-24,2,268721.26,0.321,395736.79,已转订单,438
439,报价-000439,30,19,2024-12-18,2,242344.74,0.2744,333985.01,已转订单,439
440,报价-000440,40,36,2024-12-26,1,113597.76,0.3265,168674.46,已转订单,440
441,报价-000441,29,27,2024-12-22,5,826420.35,0.2483,1099371.27,已转订单,441
442,报价-000442,53,3,2024-12-29,4,501882.8,0.2699,687384.37,已转订单,442
443,报价-000443,39,33,2024-12-26,4,933609.8,0.2907,1316208.32,已转订单,443
444,报价-000444,70,37,2024-12-20,5,842901.25,0.2633,1144192.93,已转订单,444
445,报价-000445,77,35,2024-12-24,3,472652.49,0.191,584220.1,已转订单,445
446,报价-000446,21,17,2024-12-26,1,208285.56,0.3178,305301.36,已转订单,446
447,报价-000447,51,10,2024-12-20,1,292937.19,0.2392,385042.9,已转订单,447
448,报价-000448,50,3,2024-12-31,1,125470.7,0.3061,180829.3,已转订单,448
449,报价-000449,43,1,2024-12-26,3,828873.93,0.3014,1186468.36,已转订单,449
450,报价-000450,10,23,2024-12-23,2,268230.7,0.3137,390840.5,已转订单,450
451,报价-000451,80,21,2024-12-25,2,259550.0,0.2095,328343.0,已转订单,451
452,报价-000452,76,4,2025-01-01,5,712609.8,0.3392,1078373.29,已转订单,452
453,报价-000453,7,16,2024-12-30,3,440163.96,0.3289,655887.93,已转订单,453
454,报价-000454,35,23,2024-12-31,2,268230.7,0.3287,399559.05,已转订单,454
455,报价-000455,25,7,2024-12-27,2,352833.26,0.3226,520899.99,已转订单,455
456,报价-000456,80,15,2024-12-21,2,343299.28,0.3012,491271.37,已转订单,456
457,报价-000457,52,5,2024-12-30,1,189684.82,0.2156,241827.88,已转订单,457
458,报价-000458,45,10,2024-12-23,1,292937.19,0.1909,362049.87,已转订单,458
459,报价-000459,10,11,2025-01-03,2,268721.26,0.231,349447.46,已转订单,459
460,报价-000460,8,3,2024-12-28,1,125470.7,0.2369,164428.04,已转订单,460
461,报价-000461,21,39,2025-01-07,1,176843.72,0.2145,225145.09,已转订单,461
462,报价-000462,41,31,2024-12-26,1,234102.2,0.1943,290544.59,已转订单,462
463,报价-000463,25,32,2024-12-26,3,577977.3,0.3114,839381.75,已转订单,463
464,报价-000464,24,19,2025-01-01,5,605861.85,0.299,864320.8,已转订单,464
465,报价-000465,64,30,2025-01-09,2,353215.52,0.2141,449427.79,已转订单,465
466,报价-000466,72,15,2024-12-31,4,686598.56,0.2476,912591.93,已转订单,466
467,报价-000467,23,1,2024-12-28,2,552582.62,0.332,827194.53,已转订单,467
468,报价-000468,46,17,2025-01-06,1,208285.56,0.2978,296633.48,已转订单,468
469,报价-000469,38,36,2024-12-29,1,113597.76,0.2447,150409.13,已转订单,469
470,报价-000470,13,27,2024-12-28,1,165284.07,0.2463,219305.08,已转订单,470
471,报价-000471,29,21,2025-01-11,1,129775.0,0.3014,185752.55,已转订单,471
472,报价-000472,50,37,2025-01-11,5,842901.25,0.2896,1186485.56,已转订单,472
473,报价-000473,22,8,2025-01-09,3,418600.5,0.2492,557506.59,已转订单,473
474,报价-000474,68,34,2025-01-08,1,196710.36,0.2935,278446.74,已转订单,474
475,报价-000475,67,28,2025-01-12,2,267514.66,0.311,388291.76,已转订单,475
476,报价-000476,75,1,2025-01-09,4,1105165.24,0.2364,1447292.76,已转订单,476
477,报价-000477,4,23,2025-01-14,1,134115.35,0.3198,197183.86,已转订单,477
478,报价-000478,8,7,2025-01-03,4,705666.52,0.255,947192.31,已转订单,478
479,报价-000479,29,16,2025-01-09,1,146721.32,0.2967,208608.97,已转订单,479
480,报价-000480,72,25,2025-01-14,5,812146.25,0.3386,1227956.43,已转订单,480
481,报价-000481,45,28,2025-01-11,1,133757.33,0.2255,172708.63,已转订单,481
482,报价-000482,51,36,2025-01-03,3,340793.28,0.229,442042.55,已转订单,482
483,报价-000483,24,37,2025-01-18,2,337160.5,0.2876,473250.55,已转订单,483
484,报价-000484,79,9,2025-01-11,3,628261.26,0.2188,804194.94,已转订单,484
485,报价-000485,34,18,2025-01-15,3,633257.46,0.3172,927509.36,已转订单,485
486,报价-000486,40,35,2025-01-05,5,787754.15,0.3363,1186991.44,已转订单,486
487,报价-000487,10,7,2025-01-11,3,529249.89,0.2778,732830.88,已转订单,487
488,报价-000488,51,22,2025-01-14,1,144498.98,0.2686,197574.26,已转订单,488
489,报价-000489,2,10,2025-01-11,3,878811.57,0.1875,1081657.47,已转订单,489
490,报价-000490,36,25,2025-01-20,1,162429.25,0.1941,201554.25,已转订单,490
491,报价-000491,78,25,2025-01-11,5,812146.25,0.2839,1134131.19,已转订单,491
492,报价-000492,13,15,2025-01-20,2,343299.28,0.3304,512666.63,已转订单,492
493,报价-000493,64,22,2025-01-15,5,722494.9,0.2477,960338.18,已转订单,493
494,报价-000494,3,18,2025-01-21,1,211085.82,0.2386,277230.53,已转订单,494
495,报价-000495,53,40,2025-01-20,2,386863.56,0.2792,536714.02,已转订单,495
496,报价-000496,3,30,2025-01-17,1,176607.76,0.3371,266436.46,已转订单,496
497,报价-000497,11,2,2025-01-17,2,254517.7,0.1912,314673.67,已转订单,497
498,报价-000498,75,18,2025-01-14,3,633257.46,0.249,843175.25,已转订单,498
499,报价-000499,49,23,2025-01-16,5,670576.75,0.2492,893118.46,已转订单,499
500,报价-000500,39,39,2025-01-18,3,530531.16,0.2886,745739.23,已转订单,500
501,报价-000501,10,36,2025-01-16,3,340793.28,0.2198,436812.16,已转订单,501
502,报价-000502,32,36,2025-01-24,1,113597.76,0.1818,138837.99,已转订单,502
503,报价-000503,79,32,2025-01-19,4,770636.4,0.1872,948129.2,已转订单,503
504,报价-000504,2,15,2025-01-25,1,171649.64,0.2799,238371.48,已转订单,504
505,报价-000505,29,34,2025-01-19,1,196710.36,0.3076,284101.77,已转订单,505
506,报价-000506,8,34,2025-01-15,1,196710.36,0.3179,288375.04,已转订单,506
507,报价-000507,7,2,2025-01-19,1,127258.85,0.1959,158255.96,已转订单,507
508,报价-000508,73,21,2025-01-11,2,259550.0,0.2242,334565.2,已转订单,508
509,报价-000509,36,17,2025-01-21,3,624856.68,0.334,938215.33,已转订单,509
510,报价-000510,59,31,2025-01-13,3,702306.6,0.2738,967063.19,已转订单,510
511,报价-000511,55,35,2025-01-22,2,315101.66,0.2145,401169.5,已转订单,511
512,报价-000512,13,7,2025-01-14,4,705666.52,0.2355,923030.34,已转订单,512
513,报价-000513,13,10,2025-01-20,1,292937.19,0.2557,393592.13,已转订单,513
514,报价-000514,51,24,2025-01-19,4,359629.0,0.2752,496192.54,已转订单,514
515,报价-000515,16,25,2025-01-19,1,162429.25,0.3269,241319.04,已转订单,515
516,报价-000516,79,7,2025-01-18,2,352833.26,0.1975,439665.1,已转订单,516
517,报价-000517,33,30,2025-01-17,2,353215.52,0.2043,443914.82,已转订单,517
518,报价-000518,18,17,2025-01-21,5,1041427.8,0.3067,1502230.76,已转订单,518
519,报价-000519,75,8,2025-01-24,1,139533.5,0.2251,180063.75,已转订单,519
520,报价-000520,72,6,2025-01-18,3,373553.85,0.2446,494535.36,已转订单,520
521,报价-000521,14,5,2025-01-28,2,379369.64,0.31,549835.78,已转订单,521
522,报价-000522,10,21,2025-01-21,2,259550.0,0.2639,352588.96,已转订单,522
523,报价-000523,34,25,2025-01-24,1,162429.25,0.2199,208209.25,已转订单,523
524,报价-000524,67,5,2025-01-25,3,569054.46,0.2962,808583.49,已转订单,524
525,报价-000525,64,12,2025-01-31,1,110343.78,0.3287,164363.76,已转订单,525
526,报价-000526,55,5,2025-02-02,2,379369.64,0.184,464929.13,已转订单,526
527,报价-000527,11,8,2025-01-30,5,697667.5,0.3103,1011601.17,已转订单,527
528,报价-000528,39,6,2025-01-31,1,124517.95,0.2914,175735.96,已转订单,528
529,报价-000529,24,10,2025-01-20,1,292937.19,0.2556,393501.55,已转订单,529
530,报价-000530,7,16,2025-01-26,1,146721.32,0.3125,213408.32,已转订单,530
531,报价-000531,41,40,2025-01-20,3,580295.34,0.3287,864446.94,已转订单,531
532,报价-000532,21,37,2025-01-23,1,168580.25,0.3244,249510.7,已转订单,532
533,报价-000533,71,20,2025-02-02,2,371861.24,0.317,544448.18,已转订单,533
534,报价-000534,20,2,2025-02-01,2,254517.7,0.3329,381535.1,已转订单,534
535,报价-000535,26,1,2025-01-31,4,1105165.24,0.3221,1630296.26,已转订单,535
536,报价-000536,19,31,2025-01-30,3,702306.6,0.3157,1026283.58,已转订单,536
537,报价-000537,78,38,2025-02-02,2,370817.62,0.2639,503793.66,已转订单,537
538,报价-000538,78,17,2025-01-26,1,208285.56,0.2542,279295.26,已转订单,538
539,报价-000539,40,12,2025-01-30,2,220687.56,0.3001,315328.3,已转订单,539
540,报价-000540,45,17,2025-01-26,2,416571.12,0.1895,513939.99,已转订单,540
541,报价-000541,39,39,2025-01-30,1,176843.72,0.3003,252759.44,已转订单,541
542,报价-000542,45,25,2025-01-28,2,324858.5,0.3157,474744.29,已转订单,542
543,报价-000543,75,1,2025-01-31,3,828873.93,0.3323,1241415.19,已转订单,543
544,报价-000544,49,36,2025-02-06,1,113597.76,0.1886,139993.56,已转订单,544
545,报价-000545,74,29,2025-01-28,1,168783.84,0.2595,227924.64,已转订单,545
546,报价-000546,51,22,2025-02-07,1,144498.98,0.3209,212772.09,已转订单,546
547,报价-000547,56,5,2025-02-03,3,569054.46,0.2476,756281.19,已转订单,547
548,报价-000548,19,5,2025-02-03,2,379369.64,0.3051,545966.56,已转订单,548
549,报价-000549,71,14,2025-01-30,1,190274.38,0.2151,242414.88,已转订单,549
550,报价-000550,55,3,2025-02-13,3,376412.1,0.2866,527634.69,已转订单,550
551,报价-000551,5,13,2025-01-31,3,448488.6,0.26,606049.36,已转订单,551
552,报价-000552,63,25,2025-01-31,1,162429.25,0.2197,208158.04,已转订单,552
553,报价-000553,69,33,2025-02-06,1,233402.45,0.292,329657.28,已转订单,553
554,报价-000554,17,26,2025-02-06,1,143160.48,0.2772,198064.16,已转订单,554
555,报价-000555,32,32,2025-02-10,2,385318.2,0.2789,534329.61,已转订单,555
556,报价-000556,38,38,2025-02-14,1,185408.81,0.2914,261653.41,已转订单,556
557,报价-000557,70,39,2025-02-13,5,884218.6,0.2854,1237376.84,已转订单,557
558,报价-000558,12,11,2025-02-17,2,268721.26,0.2745,370392.56,已转订单,558
559,报价-000559,8,37,2025-02-19,1,168580.25,0.2618,228366.71,已转订单,559
560,报价-000560,53,2,2025-02-16,2,254517.7,0.3067,367127.07,已转订单,560
561,报价-000561,19,7,2025-02-15,1,176416.63,0.2217,226675.44,已转订单,561
562,报价-000562,57,17,2025-02-06,1,208285.56,0.3093,301541.02,已转订单,562
563,报价-000563,66,40,2025-02-06,2,386863.56,0.2383,507894.69,已转订单,563
564,报价-000564,24,2,2025-02-07,5,636294.25,0.2903,896573.83,已转订单,564
565,报价-000565,18,24,2025-02-11,1,89907.25,0.3156,131368.75,已转订单,565
566,报价-000566,59,17,2025-02-20,1,208285.56,0.2902,293445.56,已转订单,566
567,报价-000567,34,4,2025-02-07,1,142521.96,0.2625,193241.19,已转订单,567
568,报价-000568,63,3,2025-02-18,3,376412.1,0.2297,488663.72,已转订单,568
569,报价-000569,44,23,2025-02-14,1,134115.35,0.3003,191680.6,已转订单,569
570,报价-000570,49,8,2025-02-17,1,139533.5,0.3309,208530.13,已转订单,570
571,报价-000571,77,35,2025-02-21,1,157550.83,0.3075,227503.44,已转订单,571
572,报价-000572,45,40,2025-02-09,2,386863.56,0.285,541084.64,已转订单,572
573,报价-000573,47,34,2025-02-10,2,393420.72,0.2562,528899.16,已转订单,573
574,报价-000574,79,24,2025-02-17,5,449536.25,0.2791,623539.97,已转订单,574
575,报价-000575,8,3,2025-02-14,4,501882.8,0.2351,656167.44,已转订单,575
576,报价-000576,57,6,2025-02-11,1,124517.95,0.2323,162192.22,已转订单,576
577,报价-000577,17,35,2025-02-13,4,630203.32,0.2267,814916.28,已转订单,577
578,报价-000578,75,27,2025-02-18,3,495852.21,0.3053,713737.64,已转订单,578
579,报价-000579,37,4,2025-02-16,3,427565.88,0.3026,613089.6,已转订单,579
580,报价-000580,8,16,2025-02-17,3,440163.96,0.2088,556350.45,已转订单,580
581,报价-000581,7,3,2025-02-18,1,125470.7,0.2272,162365.63,已转订单,581
582,报价-000582,53,4,2025-02-10,5,712609.8,0.3378,1076063.72,已转订单,582
583,报价-000583,29,18,2025-02-24,4,844343.28,0.2881,1186018.62,已转订单,583
584,报价-000584,49,34,2025-02-12,1,196710.36,0.267,268361.88,已转订单,584
585,报价-000585,4,24,2025-02-14,2,179814.5,0.2642,244367.55,已转订单,585
586,报价-000586,28,1,2025-02-22,1,276291.31,0.2077,348702.52,已转订单,586
587,报价-000587,18,16,2025-02-12,1,146721.32,0.2119,186160.98,已转订单,587
588,报价-000588,37,5,2025-02-11,1,189684.82,0.2408,249852.79,已转订单,588
589,报价-000589,5,11,2025-02-18,1,134360.63,0.2975,191252.95,已转订单,589
590,报价-000590,75,16,2025-02-18,2,293442.64,0.2594,396211.72,已转订单,590
591,报价-000591,47,15,2025-02-18,1,171649.64,0.2089,216974.48,已转订单,591
592,报价-000592,75,22,2025-02-17,1,144498.98,0.2676,197284.85,已转订单,592
593,报价-000593,19,35,2025-02-21,1,157550.83,0.2952,223551.75,已转订单,593
594,报价-000594,19,28,2025-02-26,1,133757.33,0.2977,190463.59,已转订单,594
595,报价-000595,80,31,2025-02-23,1,234102.2,0.2501,312169.75,已转订单,595
596,报价-000596,59,36,2025-02-21,5,567988.8,0.3133,827101.88,已转订单,596
597,报价-000597,60,3,2025-02-22,2,250941.4,0.1889,309399.1,已转订单,597
598,报价-000598,10,6,2025-02-26,3,373553.85,0.3126,543420.44,已转订单,598
599,报价-000599,10,32,2025-02-28,1,192659.1,0.2954,273427.62,已转订单,599
600,报价-000600,17,13,2025-02-24,1,149496.2,0.3364,225279.97,已转订单,600
601,报价-000601,37,23,2025-02-21,4,536461.4,0.248,713350.94,已转订单,601
602,报价-000602,51,39,2025-02-22,3,530531.16,0.3128,772038.98,已转订单,602
603,报价-000603,57,32,2025-03-03,5,963295.5,0.2004,1204684.01,已转订单,603
604,报价-000604,65,26,2025-02-27,2,286320.96,0.2417,377571.8,已转订单,604
605,报价-000605,26,5,2025-03-01,4,758739.28,0.2376,995208.75,已转订单,605
606,报价-000606,19,39,2025-03-03,4,707374.88,0.3133,1030048.54,已转订单,606
607,报价-000607,39,40,2025-02-20,3,580295.34,0.3195,852758.09,已转订单,607
608,报价-000608,2,1,2025-03-04,4,1105165.24,0.3184,1621483.68,已转订单,608
609,报价-000609,49,31,2025-03-06,2,468204.4,0.2122,594300.23,已转订单,609
610,报价-000610,3,13,2025-02-20,3,448488.6,0.332,671368.49,已转订单,610
611,报价-000611,54,30,2025-02-24,1,176607.76,0.2097,223460.57,已转订单,611
612,报价-000612,56,12,2025-03-07,1,110343.78,0.3326,165335.08,已转订单,612
613,报价-000613,60,33,2025-03-08,1,233402.45,0.294,330592.64,已转订单,613
614,报价-000614,77,33,2025-02-26,2,466804.9,0.3191,685571.33,已转订单,614
615,报价-000615,66,35,2025-02-23,1,157550.83,0.3294,234926.88,已转订单,615
616,报价-000616,15,30,2025-02-26,2,353215.52,0.2464,468731.56,已转订单,616
617,报价-000617,74,30,2025-03-04,1,176607.76,0.3237,261132.74,已转订单,617
618,报价-000618,62,4,2025-03-09,2,285043.92,0.1955,354324.42,已转订单,618
619,报价-000619,50,20,2025-03-07,4,743722.48,0.2365,974127.34,已转订单,619
620,报价-000620,67,27,2025-03-04,4,661136.28,0.1921,818359.19,已转订单,620
621,报价-000621,44,6,2025-02-26,3,373553.85,0.2258,482474.34,已转订单,621
622,报价-000622,64,40,2025-03-03,4,773727.12,0.2087,977773.53,已转订单,622
623,报价-000623,42,20,2025-02-28,4,743722.48,0.2244,958890.52,已转订单,623
624,报价-000624,58,31,2025-03-11,2,468204.4,0.2378,614299.03,已转订单,624
625,报价-000625,35,15,2025-03-10,5,858248.2,0.2816,1194689.87,已转订单,625
626,报价-000626,39,28,2025-02-28,1,133757.33,0.3163,195645.14,已转订单,626
627,报价-000627,15,11,2025-03-13,1,134360.63,0.2497,179082.41,已转订单,627
628,报价-000628,1,11,2025-03-14,4,537442.52,0.1913,664603.21,已转订单,628
629,报价-000629,50,40,2025-03-12,5,967158.9,0.2164,1234172.06,已转订单,629
630,报价-000630,52,8,2025-03-16,1,139533.5,0.3095,202074.43,已转订单,630
631,报价-000631,3,6,2025-03-11,1,124517.95,0.291,175624.96,已转订单,631
632,报价-000632,3,15,2025-03-13,2,343299.28,0.3112,498377.13,已转订单,632
633,报价-000633,10,11,2025-03-05,1,134360.63,0.3204,197711.97,已转订单,633
634,报价-000634,63,32,2025-03-14,2,385318.2,0.2257,497614.55,已转订单,634
635,报价-000635,31,34,2025-03-12,4,786841.44,0.192,973839.27,已转订单,635
636,报价-000636,63,16,2025-03-12,1,146721.32,0.3021,210232.14,已转订单,636
637,报价-000637,35,15,2025-03-12,3,514948.92,0.3294,767910.44,已转订单,637
638,报价-000638,54,22,2025-03-08,1,144498.98,0.3207,212723.27,已转订单,638
639,报价-000639,36,18,2025-03-09,1,211085.82,0.3061,304188.09,已转订单,639
640,报价-000640,60,19,2025-03-20,2,242344.74,0.278,335653.55,已转订单,640
641,报价-000641,61,31,2025-03-05,5,1170511.0,0.2722,1608385.7,已转订单,641
642,报价-000642,4,20,2025-03-08,4,743722.48,0.238,976067.07,已转订单,642
643,报价-000643,31,18,2025-03-18,1,211085.82,0.2284,273585.95,已转订单,643
644,报价-000644,30,8,2025-03-15,1,139533.5,0.299,199052.82,已转订单,644
645,报价-000645,50,25,2025-03-11,4,649717.0,0.3054,935346.72,已转订单,645
