material_requirement_id,production_order_id,material_id,required_date,required_qty,issued_qty,shortage_qty,is_critical,status
6656,401,97,2024-12-22,51,51,0,0,已满足
6657,401,100,2024-12-22,208.8964,208.8964,0.0,1,已满足
6658,401,110,2024-12-22,13,13,0,0,已满足
6659,401,117,2024-12-22,10,10,0,0,已满足
6660,401,119,2024-12-22,42,42,0,1,已满足
6661,402,16,2024-12-22,10,10,0,0,已满足
6662,402,20,2024-12-22,241.9941,241.9941,0.0,0,已满足
6663,402,29,2024-12-22,46,46,0,0,已满足
6664,402,37,2024-12-22,40,40,0,0,已满足
6665,402,49,2024-12-22,60,60,0,0,已满足
6666,402,73,2024-12-22,22,22,0,0,已满足
6667,402,75,2024-12-22,516.5152,516.5152,0.0,0,已满足
6668,402,76,2024-12-22,485.174,485.174,0.0,0,已满足
6669,402,79,2024-12-22,18,18,0,1,已满足
6670,402,81,2024-12-22,21,21,0,0,已满足
6671,402,85,2024-12-22,71,71,0,1,已满足
6672,402,97,2024-12-22,65,65,0,0,已满足
6673,402,107,2024-12-22,605.1546,605.1546,0.0,1,已满足
6674,402,113,2024-12-22,21,21,0,0,已满足
6675,402,119,2024-12-22,21,21,0,1,已满足
6676,403,25,2024-12-22,10,10,0,0,已满足
6677,403,29,2024-12-22,2,2,0,0,已满足
6678,403,34,2024-12-22,156.7229,156.7229,0.0,0,已满足
6679,403,39,2024-12-22,8,8,0,1,已满足
6680,403,40,2024-12-22,9,9,0,1,已满足
6681,403,45,2024-12-22,5,5,0,1,已满足
6682,403,46,2024-12-22,10,10,0,0,已满足
6683,403,57,2024-12-22,8,8,0,0,已满足
6684,403,59,2024-12-22,95.2354,95.2354,0.0,1,已满足
6685,403,62,2024-12-22,7,7,0,0,已满足
6686,403,64,2024-12-22,12,12,0,1,已满足
6687,403,74,2024-12-22,111.0222,111.0222,0.0,1,已满足
6688,403,92,2024-12-22,60.0315,60.0315,0.0,0,已满足
6689,403,97,2024-12-22,13,13,0,0,已满足
6690,403,100,2024-12-22,52.2241,52.2241,0.0,1,已满足
6691,403,110,2024-12-22,4,4,0,0,已满足
6692,403,117,2024-12-22,3,3,0,0,已满足
6693,403,119,2024-12-22,11,11,0,1,已满足
6694,404,3,2024-12-23,192.2958,192.2958,0.0,0,已满足
6695,404,5,2024-12-23,20,20,0,0,已满足
6696,404,12,2024-12-23,186.5872,186.5872,0.0,1,已满足
6697,404,17,2024-12-23,16,16,0,0,已满足
6698,404,19,2024-12-23,285.5793,285.5793,0.0,0,已满足
6699,404,31,2024-12-23,29,29,0,1,已满足
6700,404,43,2024-12-23,26.4044,26.4044,0.0,0,已满足
6701,404,49,2024-12-23,32,32,0,0,已满足
6702,404,56,2024-12-23,11,11,0,0,已满足
6703,404,63,2024-12-23,34,34,0,0,已满足
6704,404,69,2024-12-23,32,32,0,0,已满足
6705,404,77,2024-12-23,29,29,0,1,已满足
6706,404,80,2024-12-23,36,36,0,0,已满足
6707,404,92,2024-12-23,154.8241,154.8241,0.0,0,已满足
6708,404,97,2024-12-23,19,19,0,0,已满足
6709,404,101,2024-12-23,8,8,0,0,已满足
6710,404,105,2024-12-23,25,25,0,0,已满足
6711,404,118,2024-12-23,9,9,0,1,已满足
6712,405,3,2024-12-23,496.0391,496.0391,0.0,0,已满足
6713,405,5,2024-12-23,12,12,0,0,已满足
6714,405,10,2024-12-23,324.6001,324.6001,0.0,0,已满足
6715,405,11,2024-12-23,139.3641,139.3641,0.0,1,已满足
6716,405,13,2024-12-23,27,27,0,1,已满足
6717,405,29,2024-12-23,15,15,0,0,已满足
6718,405,37,2024-12-23,42,42,0,0,已满足
6719,405,48,2024-12-23,7,7,0,0,已满足
6720,405,50,2024-12-23,367.08,367.08,0.0,1,已满足
6721,405,64,2024-12-23,46,46,0,1,已满足
6722,405,71,2024-12-23,54,54,0,0,已满足
6723,405,73,2024-12-23,15,15,0,0,已满足
6724,405,77,2024-12-23,12,12,0,1,已满足
6725,405,80,2024-12-23,36,36,0,0,已满足
6726,405,93,2024-12-23,53,53,0,0,已满足
6727,405,96,2024-12-23,15,15,0,0,已满足
6728,405,115,2024-12-23,368.6958,368.6958,0.0,0,已满足
6729,405,118,2024-12-23,7,7,0,1,已满足
6730,406,6,2024-12-23,43,43,0,0,已满足
6731,406,10,2024-12-23,235.0037,235.0037,0.0,0,已满足
6732,406,19,2024-12-23,612.6853,612.6853,0.0,0,已满足
6733,406,26,2024-12-23,401.1627,401.1627,0.0,1,已满足
6734,406,28,2024-12-23,524.8907,524.8907,0.0,0,已满足
6735,406,48,2024-12-23,45,45,0,0,已满足
6736,406,54,2024-12-23,70,70,0,0,已满足
6737,406,57,2024-12-23,47,47,0,0,已满足
6738,406,76,2024-12-23,210.7101,210.7101,0.0,0,已满足
6739,406,83,2024-12-23,637.3587,637.3587,0.0,0,已满足
6740,406,101,2024-12-23,37,37,0,0,已满足
6741,406,102,2024-12-23,38,38,0,1,已满足
6742,406,104,2024-12-23,22,22,0,0,已满足
6743,406,112,2024-12-23,68,68,0,1,已满足
6744,406,120,2024-12-23,12,12,0,0,已满足
6745,407,10,2024-12-23,124.0505,124.0505,0.0,0,已满足
6746,407,11,2024-12-23,97.2308,97.2308,0.0,1,已满足
6747,407,19,2024-12-23,88.9946,88.9946,0.0,0,已满足
6748,407,30,2024-12-23,9,9,0,0,已满足
6749,407,36,2024-12-23,24.159,24.159,0.0,0,已满足
6750,407,55,2024-12-23,16,16,0,0,已满足
6751,407,56,2024-12-23,3,3,0,0,已满足
6752,407,59,2024-12-23,42.5115,42.5115,0.0,1,已满足
6753,407,80,2024-12-23,8,8,0,0,已满足
6754,407,83,2024-12-23,108.0674,108.0674,0.0,0,已满足
6755,407,85,2024-12-23,8,8,0,1,已满足
6756,407,86,2024-12-23,7,7,0,1,已满足
6757,407,113,2024-12-23,3,3,0,0,已满足
6758,407,115,2024-12-23,130.7423,130.7423,0.0,0,已满足
6759,408,6,2024-12-24,12,12,0,0,已满足
6760,408,7,2024-12-24,29,29,0,0,已满足
6761,408,21,2024-12-24,47,47,0,1,已满足
6762,408,22,2024-12-24,37,37,0,0,已满足
6763,408,23,2024-12-24,24,24,0,0,已满足
6764,408,29,2024-12-24,38,38,0,0,已满足
6765,408,36,2024-12-24,78.8843,78.8843,0.0,0,已满足
6766,408,42,2024-12-24,429.6176,429.6176,0.0,1,已满足
6767,408,45,2024-12-24,6,6,0,1,已满足
6768,408,49,2024-12-24,10,10,0,0,已满足
6769,408,50,2024-12-24,399.6684,399.6684,0.0,1,已满足
6770,408,51,2024-12-24,195.759,195.759,0.0,0,已满足
6771,408,57,2024-12-24,12,12,0,0,已满足
6772,408,70,2024-12-24,47,47,0,1,已满足
6773,408,72,2024-12-24,33,33,0,0,已满足
6774,408,74,2024-12-24,147.8097,147.8097,0.0,1,已满足
6775,408,77,2024-12-24,46,46,0,1,已满足
6776,408,114,2024-12-24,403.0898,403.0898,0.0,1,已满足
6777,408,119,2024-12-24,7,7,0,1,已满足
6778,409,6,2024-12-24,3,3,0,0,已满足
6779,409,10,2024-12-24,76.7184,76.7184,0.0,0,已满足
6780,409,19,2024-12-24,29.6397,29.6397,0.0,0,已满足
6781,409,24,2024-12-24,5,5,0,0,已满足
6782,409,31,2024-12-24,5,5,0,1,已满足
6783,409,45,2024-12-24,11,11,0,1,已满足
6784,409,46,2024-12-24,18,18,0,0,已满足
6785,409,49,2024-12-24,7,7,0,0,已满足
6786,409,57,2024-12-24,17,17,0,0,已满足
6787,409,64,2024-12-24,5,5,0,1,已满足
6788,409,70,2024-12-24,11,11,0,1,已满足
6789,409,72,2024-12-24,6,6,0,0,已满足
6790,409,73,2024-12-24,7,7,0,0,已满足
6791,409,76,2024-12-24,139.4462,139.4462,0.0,0,已满足
6792,409,81,2024-12-24,11,11,0,0,已满足
6793,409,83,2024-12-24,159.2044,159.2044,0.0,0,已满足
6794,409,93,2024-12-24,6,6,0,0,已满足
6795,409,106,2024-12-24,75.7583,75.7583,0.0,0,已满足
6796,410,4,2024-12-24,14.1408,14.1408,0.0,1,已满足
6797,410,32,2024-12-24,9,9,0,0,已满足
6798,410,34,2024-12-24,76.5031,76.5031,0.0,0,已满足
6799,410,40,2024-12-24,2,2,0,1,已满足
6800,410,46,2024-12-24,8,8,0,0,已满足
6801,410,59,2024-12-24,148.0592,148.0592,0.0,1,已满足
6802,410,60,2024-12-24,83.483,83.483,0.0,0,已满足
6803,410,64,2024-12-24,18,18,0,1,已满足
6804,410,65,2024-12-24,14,14,0,0,已满足
6805,410,67,2024-12-24,47.9105,47.9105,0.0,1,已满足
6806,410,84,2024-12-24,101.8212,101.8212,0.0,1,已满足
6807,410,110,2024-12-24,16,16,0,0,已满足
6808,410,116,2024-12-24,46.4045,46.4045,0.0,1,已满足
6809,411,4,2024-12-26,98.6318,98.6318,0.0,1,已满足
6810,411,33,2024-12-26,16,16,0,1,已满足
6811,411,49,2024-12-26,14,14,0,0,已满足
6812,411,54,2024-12-26,9,9,0,0,已满足
6813,411,65,2024-12-26,14,14,0,0,已满足
6814,411,67,2024-12-26,115.0264,115.0264,0.0,1,已满足
6815,411,68,2024-12-26,82.6614,82.6614,0.0,0,已满足
6816,411,74,2024-12-26,112.0635,112.0635,0.0,1,已满足
6817,411,83,2024-12-26,150.7162,150.7162,0.0,0,已满足
6818,411,91,2024-12-26,50.212,50.212,0.0,0,已满足
6819,411,98,2024-12-26,28.3911,28.3911,0.0,1,已满足
6820,411,99,2024-12-26,118.6973,118.6973,0.0,0,已满足
6821,411,105,2024-12-26,17,17,0,0,已满足
6822,411,109,2024-12-26,17,17,0,0,已满足
6823,412,28,2024-12-26,472.9922,472.9922,0.0,0,已满足
6824,412,40,2024-12-26,44,44,0,1,已满足
6825,412,50,2024-12-26,195.5431,195.5431,0.0,1,已满足
6826,412,58,2024-12-26,459.491,459.491,0.0,1,已满足
6827,412,61,2024-12-26,35,35,0,1,已满足
6828,412,62,2024-12-26,46,46,0,0,已满足
6829,412,65,2024-12-26,40,40,0,0,已满足
6830,412,83,2024-12-26,395.8936,395.8936,0.0,0,已满足
6831,412,84,2024-12-26,78.9073,78.9073,0.0,1,已满足
6832,412,91,2024-12-26,337.2931,337.2931,0.0,0,已满足
6833,412,92,2024-12-26,343.9637,343.9637,0.0,0,已满足
6834,412,108,2024-12-26,319.2738,319.2738,0.0,0,已满足
6835,412,110,2024-12-26,46,46,0,0,已满足
6836,412,114,2024-12-26,369.6906,369.6906,0.0,1,已满足
6837,412,116,2024-12-26,31.879,31.879,0.0,1,已满足
6838,413,3,2024-12-27,204.1185,204.1185,0.0,0,已满足
6839,413,6,2024-12-27,17,17,0,0,已满足
6840,413,11,2024-12-27,256.3295,256.3295,0.0,1,已满足
6841,413,12,2024-12-27,264.33,264.33,0.0,1,已满足
6842,413,26,2024-12-27,91.9983,91.9983,0.0,1,已满足
6843,413,29,2024-12-27,19,19,0,0,已满足
6844,413,40,2024-12-27,8,8,0,1,已满足
6845,413,43,2024-12-27,134.1057,134.1057,0.0,0,已满足
6846,413,44,2024-12-27,240.1412,240.1412,0.0,0,已满足
6847,413,46,2024-12-27,19,19,0,0,已满足
6848,413,50,2024-12-27,151.9749,151.9749,0.0,1,已满足
6849,413,54,2024-12-27,10,10,0,0,已满足
6850,413,55,2024-12-27,6,6,0,0,已满足
6851,413,62,2024-12-27,16,16,0,0,已满足
6852,413,68,2024-12-27,202.6367,202.6367,0.0,0,已满足
6853,413,76,2024-12-27,84.931,84.931,0.0,0,已满足
6854,413,77,2024-12-27,5,5,0,1,已满足
6855,413,79,2024-12-27,12,12,0,1,已满足
6856,413,98,2024-12-27,162.4325,162.4325,0.0,1,已满足
6857,413,110,2024-12-27,7,7,0,0,已满足
6858,414,8,2024-12-28,70,70,0,0,已满足
6859,414,17,2024-12-28,64,64,0,0,已满足
6860,414,19,2024-12-28,627.5319,627.5319,0.0,0,已满足
6861,414,36,2024-12-28,320.3787,320.3787,0.0,0,已满足
6862,414,45,2024-12-28,12,12,0,1,已满足
6863,414,47,2024-12-28,7,7,0,0,已满足
6864,414,54,2024-12-28,14,14,0,0,已满足
6865,414,64,2024-12-28,71,71,0,1,已满足
6866,414,73,2024-12-28,7,7,0,0,已满足
6867,414,76,2024-12-28,459.0166,459.0166,0.0,0,已满足
6868,414,107,2024-12-28,425.3272,425.3272,0.0,1,已满足
6869,414,108,2024-12-28,512.6083,512.6083,0.0,0,已满足
6870,414,111,2024-12-28,74,74,0,1,已满足
6871,414,114,2024-12-28,632.1173,632.1173,0.0,1,已满足
6872,414,119,2024-12-28,18,18,0,1,已满足
6873,415,16,2024-12-29,10,10,0,0,已满足
6874,415,20,2024-12-29,241.9941,241.9941,0.0,0,已满足
6875,415,29,2024-12-29,46,46,0,0,已满足
6876,415,37,2024-12-29,40,40,0,0,已满足
6877,415,49,2024-12-29,60,60,0,0,已满足
6878,415,73,2024-12-29,22,22,0,0,已满足
6879,415,75,2024-12-29,516.5152,516.5152,0.0,0,已满足
6880,415,76,2024-12-29,485.174,485.174,0.0,0,已满足
6881,415,79,2024-12-29,18,18,0,1,已满足
6882,415,81,2024-12-29,21,21,0,0,已满足
6883,415,85,2024-12-29,71,71,0,1,已满足
6884,415,97,2024-12-29,65,65,0,0,已满足
6885,415,107,2024-12-29,605.1546,605.1546,0.0,1,已满足
6886,415,113,2024-12-29,21,21,0,0,已满足
6887,415,119,2024-12-29,21,21,0,1,已满足
6888,416,4,2024-12-29,568.2714,568.2714,0.0,1,已满足
6889,416,8,2024-12-29,39,39,0,0,已满足
6890,416,19,2024-12-29,105.4831,105.4831,0.0,0,已满足
6891,416,22,2024-12-29,45,45,0,0,已满足
6892,416,26,2024-12-29,377.5027,377.5027,0.0,1,已满足
6893,416,48,2024-12-29,55,55,0,0,已满足
6894,416,54,2024-12-29,42,42,0,0,已满足
6895,416,56,2024-12-29,49,49,0,0,已满足
6896,416,71,2024-12-29,26,26,0,0,已满足
6897,416,75,2024-12-29,325.3927,325.3927,0.0,0,已满足
6898,416,90,2024-12-29,629.3468,629.3468,0.0,0,已满足
6899,416,97,2024-12-29,61,61,0,0,已满足
6900,416,108,2024-12-29,115.7279,115.7279,0.0,0,已满足
6901,416,109,2024-12-29,6,6,0,0,已满足
6902,416,116,2024-12-29,298.0523,298.0523,0.0,1,已满足
6903,417,16,2024-12-29,3,3,0,0,已满足
6904,417,20,2024-12-29,60.4985,60.4985,0.0,0,已满足
6905,417,29,2024-12-29,12,12,0,0,已满足
6906,417,37,2024-12-29,10,10,0,0,已满足
6907,417,49,2024-12-29,15,15,0,0,已满足
6908,417,73,2024-12-29,6,6,0,0,已满足
6909,417,75,2024-12-29,129.1288,129.1288,0.0,0,已满足
6910,417,76,2024-12-29,121.2935,121.2935,0.0,0,已满足
6911,417,79,2024-12-29,5,5,0,1,已满足
6912,417,81,2024-12-29,6,6,0,0,已满足
6913,417,85,2024-12-29,18,18,0,1,已满足
6914,417,97,2024-12-29,17,17,0,0,已满足
6915,417,107,2024-12-29,151.2887,151.2887,0.0,1,已满足
6916,417,113,2024-12-29,6,6,0,0,已满足
6917,417,119,2024-12-29,6,6,0,1,已满足
6918,418,12,2024-12-30,65.4356,65.4356,0.0,1,已满足
6919,418,33,2024-12-30,13,13,0,1,已满足
6920,418,35,2024-12-30,58.1656,58.1656,0.0,0,已满足
6921,418,44,2024-12-30,96.1755,96.1755,0.0,0,已满足
6922,418,59,2024-12-30,60.8535,60.8535,0.0,1,已满足
6923,418,61,2024-12-30,13,13,0,1,已满足
6924,418,63,2024-12-30,7,7,0,0,已满足
6925,418,75,2024-12-30,115.3205,115.3205,0.0,0,已满足
6926,418,92,2024-12-30,112.0894,112.0894,0.0,0,已满足
6927,418,94,2024-12-30,12,12,0,1,已满足
6928,418,95,2024-12-30,17,17,0,0,已满足
6929,418,105,2024-12-30,12,12,0,0,已满足
6930,418,112,2024-12-30,4,4,0,1,已满足
6931,418,115,2024-12-30,18.1703,18.1703,0.0,0,已满足
6932,418,116,2024-12-30,98.9948,98.9948,0.0,1,已满足
6933,418,119,2024-12-30,9,9,0,1,已满足
6934,419,10,2024-12-31,496.2018,496.2018,0.0,0,已满足
6935,419,11,2024-12-31,388.9233,388.9233,0.0,1,已满足
6936,419,19,2024-12-31,355.9786,355.9786,0.0,0,已满足
6937,419,30,2024-12-31,34,34,0,0,已满足
6938,419,36,2024-12-31,96.6358,96.6358,0.0,0,已满足
6939,419,55,2024-12-31,63,63,0,0,已满足
6940,419,56,2024-12-31,11,11,0,0,已满足
6941,419,59,2024-12-31,170.046,170.046,0.0,1,已满足
6942,419,80,2024-12-31,31,31,0,0,已满足
6943,419,83,2024-12-31,432.2697,432.2697,0.0,0,已满足
6944,419,85,2024-12-31,30,30,0,1,已满足
6945,419,86,2024-12-31,25,25,0,1,已满足
6946,419,113,2024-12-31,11,11,0,0,已满足
6947,419,115,2024-12-31,522.9692,522.9692,0.0,0,已满足
6948,420,16,2025-01-01,8,8,0,0,已满足
6949,420,20,2025-01-01,181.4956,181.4956,0.0,0,已满足
6950,420,29,2025-01-01,35,35,0,0,已满足
6951,420,37,2025-01-01,30,30,0,0,已满足
6952,420,49,2025-01-01,45,45,0,0,已满足
6953,420,73,2025-01-01,16,16,0,0,已满足
6954,420,75,2025-01-01,387.3864,387.3864,0.0,0,已满足
6955,420,76,2025-01-01,363.8805,363.8805,0.0,0,已满足
6956,420,79,2025-01-01,14,14,0,1,已满足
6957,420,81,2025-01-01,16,16,0,0,已满足
6958,420,85,2025-01-01,54,54,0,1,已满足
6959,420,97,2025-01-01,49,49,0,0,已满足
6960,420,107,2025-01-01,453.866,453.866,0.0,1,已满足
6961,420,113,2025-01-01,16,16,0,0,已满足
6962,420,119,2025-01-01,16,16,0,1,已满足
6963,421,3,2025-01-02,387.3642,387.3642,0.0,0,已满足
6964,421,9,2025-01-02,80,80,0,0,已满足
6965,421,20,2025-01-02,158.1701,158.1701,0.0,0,已满足
6966,421,28,2025-01-02,65.1253,65.1253,0.0,0,已满足
6967,421,29,2025-01-02,74,74,0,0,已满足
6968,421,32,2025-01-02,83,83,0,0,已满足
6969,421,36,2025-01-02,662.1896,662.1896,0.0,0,已满足
6970,421,46,2025-01-02,28,28,0,0,已满足
6971,421,56,2025-01-02,65,65,0,0,已满足
6972,421,59,2025-01-02,672.8255,672.8255,0.0,1,已满足
6973,421,61,2025-01-02,88,88,0,1,已满足
6974,421,67,2025-01-02,244.4424,244.4424,0.0,1,已满足
6975,421,81,2025-01-02,70,70,0,0,已满足
6976,421,90,2025-01-02,431.2962,431.2962,0.0,0,已满足
6977,421,102,2025-01-02,54,54,0,1,已满足
6978,421,108,2025-01-02,743.616,743.616,0.0,0,已满足
6979,421,113,2025-01-02,75,75,0,0,已满足
6980,421,115,2025-01-02,280.9473,280.9473,0.0,0,已满足
6981,422,7,2025-01-02,16,16,0,0,已满足
6982,422,18,2025-01-02,57.1336,57.1336,0.0,1,已满足
6983,422,29,2025-01-02,5,5,0,0,已满足
6984,422,47,2025-01-02,4,4,0,0,已满足
6985,422,57,2025-01-02,12,12,0,0,已满足
6986,422,58,2025-01-02,131.5054,131.5054,0.0,1,已满足
6987,422,61,2025-01-02,5,5,0,1,已满足
6988,422,63,2025-01-02,11,11,0,0,已满足
6989,422,65,2025-01-02,3,3,0,0,已满足
6990,422,68,2025-01-02,81.8395,81.8395,0.0,0,已满足
6991,422,71,2025-01-02,6,6,0,0,已满足
6992,422,78,2025-01-02,7,7,0,0,已满足
6993,422,86,2025-01-02,2,2,0,1,已满足
6994,422,97,2025-01-02,16,16,0,0,已满足
6995,422,106,2025-01-02,25.8432,25.8432,0.0,0,已满足
6996,422,107,2025-01-02,124.0855,124.0855,0.0,1,已满足
6997,422,118,2025-01-02,12,12,0,1,已满足
6998,422,119,2025-01-02,5,5,0,1,已满足
6999,422,120,2025-01-02,11,11,0,0,已满足
7000,423,10,2025-01-03,124.0505,124.0505,0.0,0,已满足
7001,423,11,2025-01-03,97.2308,97.2308,0.0,1,已满足
7002,423,19,2025-01-03,88.9946,88.9946,0.0,0,已满足
7003,423,30,2025-01-03,9,9,0,0,已满足
7004,423,36,2025-01-03,24.159,24.159,0.0,0,已满足
7005,423,55,2025-01-03,16,16,0,0,已满足
7006,423,56,2025-01-03,3,3,0,0,已满足
7007,423,59,2025-01-03,42.5115,42.5115,0.0,1,已满足
7008,423,80,2025-01-03,8,8,0,0,已满足
7009,423,83,2025-01-03,108.0674,108.0674,0.0,0,已满足
7010,423,85,2025-01-03,8,8,0,1,已满足
7011,423,86,2025-01-03,7,7,0,1,已满足
7012,423,113,2025-01-03,3,3,0,0,已满足
7013,423,115,2025-01-03,130.7423,130.7423,0.0,0,已满足
7014,424,2,2025-01-03,312.0704,312.0704,0.0,0,已满足
7015,424,10,2025-01-03,492.1157,492.1157,0.0,0,已满足
7016,424,12,2025-01-03,454.2445,454.2445,0.0,1,已满足
7017,424,38,2025-01-03,33,33,0,0,已满足
7018,424,42,2025-01-03,597.3823,597.3823,0.0,1,已满足
7019,424,44,2025-01-03,540.5719,540.5719,0.0,0,已满足
7020,424,47,2025-01-03,25,25,0,0,已满足
7021,424,62,2025-01-03,25,25,0,0,已满足
7022,424,65,2025-01-03,51,51,0,0,已满足
7023,424,71,2025-01-03,6,6,0,0,已满足
7024,424,72,2025-01-03,64,64,0,0,已满足
7025,424,80,2025-01-03,25,25,0,0,已满足
7026,424,85,2025-01-03,19,19,0,1,已满足
7027,424,95,2025-01-03,25,25,0,0,已满足
7028,424,100,2025-01-03,588.8831,588.8831,0.0,1,已满足
7029,424,106,2025-01-03,444.34,444.34,0.0,0,已满足
7030,424,114,2025-01-03,639.8207,639.8207,0.0,1,已满足
7031,425,6,2025-01-03,5,5,0,0,已满足
7032,425,10,2025-01-03,153.4368,153.4368,0.0,0,已满足
7033,425,19,2025-01-03,59.2794,59.2794,0.0,0,已满足
7034,425,24,2025-01-03,9,9,0,0,已满足
7035,425,31,2025-01-03,10,10,0,1,已满足
7036,425,45,2025-01-03,21,21,0,1,已满足
7037,425,46,2025-01-03,35,35,0,0,已满足
7038,425,49,2025-01-03,14,14,0,0,已满足
7039,425,57,2025-01-03,34,34,0,0,已满足
7040,425,64,2025-01-03,10,10,0,1,已满足
7041,425,70,2025-01-03,21,21,0,1,已满足
7042,425,72,2025-01-03,11,11,0,0,已满足
7043,425,73,2025-01-03,13,13,0,0,已满足
7044,425,76,2025-01-03,278.8924,278.8924,0.0,0,已满足
7045,425,81,2025-01-03,21,21,0,0,已满足
7046,425,83,2025-01-03,318.4089,318.4089,0.0,0,已满足
7047,425,93,2025-01-03,11,11,0,0,已满足
7048,425,106,2025-01-03,151.5167,151.5167,0.0,0,已满足
7049,426,6,2025-01-03,6,6,0,0,已满足
7050,426,18,2025-01-03,264.6834,264.6834,0.0,1,已满足
7051,426,26,2025-01-03,278.9351,278.9351,0.0,1,已满足
7052,426,27,2025-01-03,153.6511,153.6511,0.0,0,已满足
7053,426,45,2025-01-03,32,32,0,1,已满足
7054,426,53,2025-01-03,17,17,0,0,已满足
7055,426,55,2025-01-03,4,4,0,0,已满足
7056,426,73,2025-01-03,36,36,0,0,已满足
7057,426,76,2025-01-03,211.0082,211.0082,0.0,0,已满足
7058,426,82,2025-01-03,90.4451,90.4451,0.0,0,已满足
7059,426,83,2025-01-03,164.7808,164.7808,0.0,0,已满足
7060,426,91,2025-01-03,142.6497,142.6497,0.0,0,已满足
7061,426,92,2025-01-03,105.2246,105.2246,0.0,0,已满足
7062,426,94,2025-01-03,26,26,0,1,已满足
7063,426,95,2025-01-03,4,4,0,0,已满足
7064,426,98,2025-01-03,210.5636,210.5636,0.0,1,已满足
7065,426,99,2025-01-03,75.7659,75.7659,0.0,0,已满足
7066,426,111,2025-01-03,36,36,0,1,已满足
7067,427,10,2025-01-03,174.2996,174.2996,0.0,0,已满足
7068,427,24,2025-01-03,29,29,0,0,已满足
7069,427,30,2025-01-03,26,26,0,0,已满足
7070,427,35,2025-01-03,302.7776,302.7776,0.0,0,已满足
7071,427,43,2025-01-03,228.273,228.273,0.0,0,已满足
7072,427,49,2025-01-03,7,7,0,0,已满足
7073,427,51,2025-01-03,141.2108,141.2108,0.0,0,已满足
7074,427,56,2025-01-03,6,6,0,0,已满足
7075,427,63,2025-01-03,4,4,0,0,已满足
7076,427,65,2025-01-03,5,5,0,0,已满足
7077,427,73,2025-01-03,33,33,0,0,已满足
7078,427,77,2025-01-03,35,35,0,1,已满足
7079,427,80,2025-01-03,21,21,0,0,已满足
7080,427,81,2025-01-03,22,22,0,0,已满足
7081,427,99,2025-01-03,308.4207,308.4207,0.0,0,已满足
7082,427,106,2025-01-03,47.045,47.045,0.0,0,已满足
7083,427,117,2025-01-03,23,23,0,0,已满足
7084,427,120,2025-01-03,19,19,0,0,已满足
7085,428,5,2025-01-04,40,40,0,0,已满足
7086,428,8,2025-01-04,51,51,0,0,已满足
7087,428,10,2025-01-04,190.1618,190.1618,0.0,0,已满足
7088,428,14,2025-01-04,21,21,0,1,已满足
7089,428,17,2025-01-04,20,20,0,0,已满足
7090,428,28,2025-01-04,275.4271,275.4271,0.0,0,已满足
7091,428,52,2025-01-04,130.9388,130.9388,0.0,0,已满足
7092,428,53,2025-01-04,53,53,0,0,已满足
7093,428,64,2025-01-04,22,22,0,1,已满足
7094,428,76,2025-01-04,368.847,368.847,0.0,0,已满足
7095,428,81,2025-01-04,53,53,0,0,已满足
7096,428,88,2025-01-04,4,4,0,0,已满足
7097,428,100,2025-01-04,321.2153,321.2153,0.0,1,已满足
7098,428,107,2025-01-04,387.0958,387.0958,0.0,1,已满足
7099,428,114,2025-01-04,353.2888,353.2888,0.0,1,已满足
7100,429,6,2025-01-04,3,3,0,0,已满足
7101,429,18,2025-01-04,132.3417,132.3417,0.0,1,已满足
7102,429,26,2025-01-04,139.4676,139.4676,0.0,1,已满足
7103,429,27,2025-01-04,76.8256,76.8256,0.0,0,已满足
7104,429,45,2025-01-04,16,16,0,1,已满足
7105,429,53,2025-01-04,9,9,0,0,已满足
7106,429,55,2025-01-04,2,2,0,0,已满足
7107,429,73,2025-01-04,18,18,0,0,已满足
7108,429,76,2025-01-04,105.5041,105.5041,0.0,0,已满足
7109,429,82,2025-01-04,45.2226,45.2226,0.0,0,已满足
7110,429,83,2025-01-04,82.3904,82.3904,0.0,0,已满足
7111,429,91,2025-01-04,71.3248,71.3248,0.0,0,已满足
7112,429,92,2025-01-04,52.6123,52.6123,0.0,0,已满足
7113,429,94,2025-01-04,13,13,0,1,已满足
7114,429,95,2025-01-04,2,2,0,0,已满足
7115,429,98,2025-01-04,105.2818,105.2818,0.0,1,已满足
7116,429,99,2025-01-04,37.883,37.883,0.0,0,已满足
7117,429,111,2025-01-04,18,18,0,1,已满足
7118,430,3,2025-01-05,353.5707,353.5707,0.0,0,已满足
7119,430,4,2025-01-05,491.0152,491.0152,0.0,1,已满足
7120,430,29,2025-01-05,53,53,0,0,已满足
7121,430,37,2025-01-05,21,21,0,0,已满足
7122,430,46,2025-01-05,40,40,0,0,已满足
7123,430,52,2025-01-05,474.025,474.025,0.0,0,已满足
7124,430,53,2025-01-05,15,15,0,0,已满足
7125,430,58,2025-01-05,306.7418,306.7418,0.0,1,已满足
7126,430,67,2025-01-05,110.938,110.938,0.0,1,已满足
7127,430,83,2025-01-05,392.7338,392.7338,0.0,0,已满足
7128,430,89,2025-01-05,19,19,0,0,已满足
7129,430,92,2025-01-05,140.0534,140.0534,0.0,0,已满足
7130,430,97,2025-01-05,38,38,0,0,已满足
7131,430,101,2025-01-05,53,53,0,0,已满足
7132,430,115,2025-01-05,102.9167,102.9167,0.0,0,已满足
7133,430,116,2025-01-05,475.3192,475.3192,0.0,1,已满足
