shipment_line_id,shipment_id,sales_order_line_id,product_id,shipped_qty,unit_price,line_amount
630,630,630,8,1.0,202074.43,202074.43
631,631,631,6,1.0,175624.96,175624.96
632,632,632,15,2.0,249188.56,498377.12
633,633,633,11,1.0,197711.97,197711.97
634,634,634,32,2.0,248807.28,497614.56
635,635,635,34,4.0,243459.82,973839.28
636,636,636,16,1.0,210232.14,210232.14
637,637,637,15,3.0,255970.15,767910.45
638,638,638,22,1.0,212723.27,212723.27
639,639,639,18,1.0,304188.09,304188.09
640,640,640,19,2.0,167826.77,335653.54
641,641,641,31,5.0,321677.14,1608385.7
642,642,642,20,4.0,244016.77,976067.08
643,643,643,18,1.0,273585.95,273585.95
644,644,644,8,1.0,199052.82,199052.82
645,645,645,25,4.0,233836.68,935346.72
646,646,646,35,2.0,233232.31,466464.62
647,647,647,25,3.0,219835.45,659506.35
648,648,648,38,1.0,239946.98,239946.98
649,649,649,34,2.0,254067.45,508134.9
650,650,650,25,3.0,204520.98,613562.94
651,651,651,25,2.0,236661.89,473323.78
652,652,652,30,4.0,229606.46,918425.84
653,653,653,33,4.0,320630.85,1282523.4
654,654,654,31,1.0,332767.14,332767.14
655,655,655,1,3.0,406016.87,1218050.61
656,656,656,6,2.0,157759.02,315518.04
657,657,657,30,5.0,249098.42,1245492.1
658,658,658,25,1.0,214974.61,214974.61
659,659,659,39,2.0,251772.25,503544.5
660,660,660,37,5.0,236629.62,1183148.1
661,661,661,12,4.0,139226.2,556904.8
662,662,662,5,1.0,260648.18,260648.18
663,663,663,32,1.0,257665.63,257665.63
664,664,664,23,1.0,175721.77,175721.77
665,665,665,14,2.0,243989.07,487978.14
666,666,666,8,2.0,189814.2,379628.4
667,667,667,12,2.0,159302.95,318605.9
668,668,668,30,3.0,221560.36,664681.08
669,669,669,9,2.0,261554.69,523109.38
670,670,670,7,4.0,257048.58,1028194.32
671,671,671,25,3.0,218032.7,654098.1
672,672,672,16,1.0,197388.34,197388.34
673,673,673,11,1.0,168163.87,168163.87
674,674,674,3,2.0,168796.68,337593.36
675,675,675,1,5.0,392403.39,1962016.95
676,676,676,22,1.0,202937.94,202937.94
677,677,677,4,5.0,181138.93,905694.65
678,678,678,13,1.0,214026.14,214026.14
679,679,679,23,1.0,166643.19,166643.19
680,680,680,22,3.0,187766.11,563298.33
681,681,681,25,1.0,234854.57,234854.57
682,682,682,28,2.0,173890.36,347780.72
683,683,683,27,1.0,237541.92,237541.92
684,684,684,25,1.0,218519.53,218519.53
685,685,685,23,2.0,186682.11,373364.22
686,686,686,18,1.0,311009.52,311009.52
687,687,687,11,1.0,170273.41,170273.41
688,688,688,16,2.0,218355.04,436710.08
689,689,689,13,1.0,218978.64,218978.64
690,690,690,8,1.0,196733.32,196733.32
691,691,691,18,4.0,312101.65,1248406.6
692,692,692,21,2.0,165563.61,331127.22
693,693,693,14,4.0,237316.52,949266.08
694,694,694,35,2.0,200081.24,400162.48
695,695,695,24,5.0,112557.83,562789.15
696,696,696,38,4.0,273073.03,1092292.12
697,697,697,36,1.0,164791.68,164791.68
698,698,698,29,3.0,214513.06,643539.18
699,699,699,37,1.0,218278.8,218278.8
700,700,700,36,5.0,171833.07,859165.35
701,701,701,18,4.0,263945.72,1055782.88
702,702,702,38,1.0,256134.28,256134.28
703,703,703,34,3.0,282492.74,847478.22
704,704,704,12,1.0,157139.19,157139.19
705,705,705,15,2.0,214250.01,428500.02
706,706,706,18,2.0,277586.04,555172.08
707,707,707,27,1.0,220949.14,220949.14
708,708,708,40,1.0,263985.94,263985.94
709,709,709,1,2.0,415331.07,830662.14
710,710,710,14,1.0,260047.94,260047.94
711,711,711,3,5.0,168033.21,840166.05
712,712,712,33,1.0,344620.75,344620.75
713,713,713,9,2.0,292236.29,584472.58
714,714,714,6,5.0,162281.5,811407.5
715,715,715,23,2.0,172316.92,344633.84
716,716,716,7,2.0,238633.05,477266.1
717,717,717,2,4.0,179420.22,717680.88
718,718,718,38,5.0,233842.47,1169212.35
719,719,719,20,1.0,235642.6,235642.6
720,720,720,8,1.0,192273.41,192273.41
721,721,721,7,3.0,253271.16,759813.48
722,722,722,25,1.0,218161.58,218161.58
723,723,723,18,2.0,312793.69,625587.38
724,724,724,16,5.0,182079.15,910395.75
725,725,725,10,1.0,408926.81,408926.81
726,726,726,10,3.0,432137.54,1296412.62
727,727,727,27,1.0,228428.73,228428.73
728,728,728,29,1.0,249572.58,249572.58
729,729,729,34,1.0,291839.35,291839.35
730,730,730,35,3.0,206001.97,618005.91
731,731,731,27,2.0,208544.23,417088.46
732,732,732,31,1.0,288723.2,288723.2
733,733,733,16,1.0,221710.87,221710.87
734,734,734,1,1.0,359703.29,359703.29
735,735,735,24,5.0,115951.96,579759.8
736,736,736,26,2.0,205523.73,411047.46
737,737,737,8,2.0,203134.96,406269.92
738,738,738,26,2.0,182075.25,364150.5
739,739,739,5,1.0,252661.0,252661.0
740,740,740,36,1.0,145454.68,145454.68
741,741,741,33,1.0,288036.17,288036.17
742,742,742,22,3.0,197872.55,593617.65
743,743,743,27,1.0,242637.19,242637.19
744,744,744,28,1.0,190619.06,190619.06
745,745,745,1,1.0,350151.85,350151.85
746,746,746,28,2.0,183549.49,367098.98
747,747,747,15,1.0,240037.18,240037.18
748,748,748,23,3.0,187000.41,561001.23
749,749,749,27,1.0,222133.89,222133.89
750,750,750,3,1.0,157958.99,157958.99
751,751,751,22,4.0,179336.58,717346.32
752,752,752,31,5.0,290861.75,1454308.75
753,753,753,28,3.0,186498.31,559494.93
754,754,754,2,3.0,156816.82,470450.46
755,755,755,2,2.0,158418.77,316837.54
756,756,756,10,5.0,428743.69,2143718.45
757,757,757,5,2.0,271974.76,543949.52
758,758,758,37,4.0,209382.45,837529.8
759,759,759,32,1.0,236506.48,236506.48
760,760,760,40,5.0,261132.37,1305661.85
761,761,761,14,1.0,245742.31,245742.31
762,762,762,2,2.0,173880.52,347761.04
763,763,763,10,2.0,408870.75,817741.5
764,764,764,21,1.0,182622.22,182622.22
765,765,765,21,2.0,173199.32,346398.64
766,766,766,12,1.0,142712.23,142712.23
767,767,767,39,2.0,254438.75,508877.5
768,768,768,32,1.0,257115.12,257115.12
769,769,769,15,1.0,218182.83,218182.83
770,770,770,12,5.0,142857.06,714285.3
771,771,771,14,5.0,260614.21,1303071.05
772,772,772,10,1.0,435822.58,435822.58
773,773,773,36,5.0,171646.21,858231.05
774,774,774,28,1.0,188629.5,188629.5
775,775,775,39,1.0,252147.78,252147.78
776,776,776,40,1.0,287814.4,287814.4
777,777,777,29,2.0,239207.4,478414.8
778,778,778,24,1.0,124155.73,124155.73
779,779,779,22,1.0,181094.02,181094.02
780,780,780,33,2.0,310858.43,621716.86
781,781,781,17,5.0,282051.07,1410255.35
782,782,782,15,2.0,239421.54,478843.08
783,783,783,37,1.0,218884.01,218884.01
784,784,784,26,1.0,195775.94,195775.94
785,785,785,23,2.0,172710.83,345421.66
786,786,786,25,4.0,237955.22,951820.88
787,787,787,40,2.0,243222.51,486445.02
788,788,788,24,1.0,115980.2,115980.2
789,789,789,15,5.0,236174.71,1180873.55
790,790,790,33,2.0,296979.49,593958.98
791,791,791,40,1.0,262406.3,262406.3
792,792,792,1,2.0,355540.05,711080.1
793,793,793,4,2.0,214862.85,429725.7
794,794,794,27,2.0,229365.69,458731.38
795,795,795,10,3.0,411004.77,1233014.31
796,796,796,40,3.0,265885.77,797657.31
797,797,797,5,4.0,246018.2,984072.8
798,798,798,38,2.0,226568.23,453136.46
799,799,799,36,3.0,163471.23,490413.69
800,800,800,33,1.0,337313.92,337313.92
801,801,801,9,1.0,276087.36,276087.36
802,802,802,11,2.0,201623.88,403247.76
803,803,803,14,2.0,264537.32,529074.64
804,804,804,15,1.0,234700.06,234700.06
805,805,805,35,3.0,228858.76,686576.28
806,806,806,29,1.0,244810.76,244810.76
807,807,807,35,2.0,218347.05,436694.1
808,808,808,11,1.0,185432.36,185432.36
809,809,809,4,2.0,208312.8,416625.6
810,810,810,1,5.0,363892.2,1819461.0
811,811,811,26,3.0,202786.42,608359.26
812,812,812,34,2.0,285566.43,571132.86
813,813,813,32,4.0,280916.66,1123666.64
814,814,814,7,5.0,240908.18,1204540.9
815,815,815,39,5.0,229834.09,1149170.45
816,816,816,31,2.0,303603.0,607206.0
817,817,817,40,2.0,270360.45,540720.9
818,818,818,27,5.0,247285.11,1236425.55
819,819,819,15,5.0,249838.0,1249190.0
820,820,820,30,2.0,231780.66,463561.32
821,821,821,22,4.0,216083.06,864332.24
822,822,822,17,1.0,310987.18,310987.18
823,823,823,16,4.0,214983.28,859933.12
824,824,824,20,4.0,279848.03,1119392.12
825,825,825,38,2.0,242414.68,484829.36
826,826,826,25,1.0,222604.62,222604.62
827,827,827,1,4.0,351886.52,1407546.08
828,828,828,40,1.0,291763.8,291763.8
829,829,829,4,5.0,182629.66,913148.3
830,830,830,11,3.0,172906.12,518718.36
831,831,831,28,1.0,184420.58,184420.58
832,832,832,4,5.0,211033.15,1055165.75
833,833,833,7,1.0,237410.31,237410.31
834,834,834,9,2.0,309972.48,619944.96
835,835,835,27,3.0,227273.62,681820.86
836,836,836,35,1.0,219807.62,219807.62
837,837,837,28,3.0,187875.59,563626.77
838,838,838,37,1.0,214846.47,214846.47
839,839,839,12,1.0,160341.76,160341.76
840,840,840,32,2.0,264125.34,528250.68
841,841,841,26,3.0,206022.58,618067.74
842,842,842,12,1.0,144249.4,144249.4
843,843,843,33,4.0,289139.46,1156557.84
844,844,844,9,4.0,297193.79,1188775.16
845,845,845,3,4.0,168396.38,673585.52
846,846,846,24,1.0,114943.48,114943.48
847,847,847,29,1.0,210498.07,210498.07
848,848,848,8,3.0,206869.75,620609.25
849,849,849,6,4.0,176937.48,707749.92
850,850,850,15,1.0,242280.2,242280.2
851,851,851,24,2.0,123906.32,247812.64
852,852,852,40,1.0,236610.09,236610.09
853,853,853,24,3.0,127081.99,381245.97
854,854,854,17,1.0,262091.45,262091.45
855,855,855,26,3.0,179641.02,538923.06
856,856,856,6,4.0,153322.35,613289.4
857,857,857,34,2.0,248528.03,497056.06
858,858,858,34,5.0,297203.44,1486017.2
859,859,859,28,3.0,184261.98,552785.94
860,860,860,39,1.0,261109.89,261109.89
861,861,861,34,2.0,247355.77,494711.54
862,862,862,4,1.0,181070.9,181070.9
863,863,863,17,1.0,306408.07,306408.07
864,864,864,32,2.0,237107.44,474214.88
865,865,865,15,1.0,232014.44,232014.44
866,866,866,1,1.0,357101.43,357101.43
867,867,867,32,1.0,265860.85,265860.85
868,868,868,25,3.0,205602.69,616808.07
869,869,869,26,2.0,177710.97,355421.94
870,870,870,4,1.0,182060.13,182060.13
871,871,871,31,1.0,321769.52,321769.52
872,872,872,8,4.0,184496.67,737986.68
873,873,873,12,2.0,143215.78,286431.56
874,874,874,36,1.0,169864.65,169864.65
875,875,875,16,1.0,206975.39,206975.39
876,876,876,39,1.0,218937.35,218937.35
877,877,877,31,1.0,301063.79,301063.79
878,878,878,34,2.0,291883.22,583766.44
879,879,879,3,2.0,157377.82,314755.64
880,880,880,36,2.0,163007.46,326014.92
881,881,881,29,1.0,226074.39,226074.39
882,882,882,28,1.0,165828.64,165828.64
883,883,883,1,2.0,351993.76,703987.52
884,884,884,36,3.0,171637.03,514911.09
885,885,885,15,1.0,210000.78,210000.78
886,886,886,26,5.0,186325.93,931629.65
887,887,887,33,3.0,317002.97,951008.91
888,888,888,32,3.0,260915.99,782747.97
889,889,889,23,2.0,185285.38,370570.76
890,890,890,12,1.0,145458.06,145458.06
891,891,891,32,5.0,235483.56,1177417.8
892,892,892,11,1.0,182104.67,182104.67
893,893,893,21,2.0,174483.73,348967.46
894,894,894,3,1.0,183844.72,183844.72
895,895,895,25,1.0,234151.36,234151.36
896,896,896,5,1.0,240391.69,240391.69
897,897,897,23,1.0,183652.74,183652.74
898,898,898,31,1.0,288735.0,288735.0
899,899,899,3,1.0,190021.42,190021.42
900,900,900,8,1.0,207427.19,207427.19
901,901,901,11,1.0,200891.04,200891.04
902,902,902,37,5.0,206475.28,1032376.4
903,903,903,5,2.0,247941.91,495883.82
904,904,904,6,1.0,159742.82,159742.82
905,905,905,6,2.0,172171.76,344343.52
906,906,906,35,2.0,195813.22,391626.44
907,907,907,33,2.0,294760.66,589521.32
908,908,908,3,1.0,183633.06,183633.06
909,909,909,22,2.0,196043.48,392086.96
910,910,910,39,1.0,227030.63,227030.63
911,911,911,30,4.0,254766.73,1019066.92
912,912,912,1,3.0,353280.78,1059842.34
913,913,913,35,4.0,204926.9,819707.6
914,914,914,12,1.0,144519.59,144519.59
915,915,915,21,2.0,182653.65,365307.3
916,916,916,36,5.0,158610.46,793052.3
917,917,917,5,2.0,248841.63,497683.26
918,918,918,10,5.0,393492.06,1967460.3
919,919,919,17,3.0,275006.28,825018.84
920,920,920,29,5.0,206109.53,1030547.65
921,921,921,29,1.0,240728.45,240728.45
922,922,922,11,4.0,193613.98,774455.92
923,923,923,21,5.0,159712.08,798560.4
924,924,924,24,3.0,113471.67,340415.01
925,925,925,8,3.0,180560.09,541680.27
926,926,926,9,1.0,283357.43,283357.43
927,927,927,27,4.0,234448.82,937795.28
928,928,928,11,3.0,170924.19,512772.57
929,929,929,40,1.0,248107.23,248107.23
930,930,930,28,1.0,180000.85,180000.85
931,931,931,16,2.0,210053.27,420106.54
932,932,932,13,2.0,204211.93,408423.86
933,933,933,37,1.0,214452.89,214452.89
934,934,934,7,5.0,264614.18,1323070.9
935,935,935,7,2.0,244645.33,489290.66
936,936,936,16,4.0,212702.74,850810.96
937,937,937,29,5.0,223163.21,1115816.05
938,938,938,23,1.0,177981.83,177981.83
939,939,939,23,1.0,203035.46,203035.46
940,940,940,19,2.0,167073.95,334147.9
941,941,941,12,1.0,138018.57,138018.57
942,942,942,4,1.0,177903.4,177903.4
943,943,943,19,2.0,149711.51,299423.02
944,944,944,39,2.0,231327.05,462654.1
945,945,945,38,2.0,242631.1,485262.2
946,946,946,25,5.0,210893.45,1054467.25
947,947,947,19,1.0,169889.63,169889.63
948,948,948,26,4.0,206231.98,824927.92
949,949,949,28,5.0,190258.25,951291.25
950,950,950,26,1.0,203958.45,203958.45
951,951,951,18,5.0,277062.23,1385311.15
952,952,952,5,5.0,268270.98,1341354.9
953,953,953,3,1.0,161236.3,161236.3
954,954,954,22,1.0,197500.91,197500.91
955,955,955,39,4.0,226952.36,907809.44
956,956,956,19,4.0,163276.22,653104.88
957,957,957,1,2.0,343179.1,686358.2
958,958,958,26,1.0,181982.74,181982.74
959,959,959,8,1.0,180237.52,180237.52
960,960,960,12,2.0,140259.49,280518.98
961,961,961,4,2.0,207789.11,415578.22
962,962,962,21,5.0,189515.27,947576.35
963,963,963,9,5.0,314807.98,1574039.9
964,964,964,1,4.0,396013.08,1584052.32
965,965,965,25,3.0,210399.92,631199.76
966,966,966,40,3.0,243913.32,731739.96
967,967,967,38,1.0,233891.98,233891.98
968,968,968,3,2.0,153712.26,307424.52
969,969,969,37,2.0,221151.28,442302.56
970,970,970,11,1.0,167483.93,167483.93
971,971,971,7,4.0,261788.54,1047154.16
972,972,972,29,3.0,242384.29,727152.87
973,973,973,1,1.0,340443.95,340443.95
974,974,974,23,5.0,180994.96,904974.8
975,975,975,39,2.0,228370.76,456741.52
976,976,976,31,1.0,341030.73,341030.73
977,977,977,16,3.0,214375.08,643125.24
978,978,978,8,3.0,181061.11,543183.33
979,979,979,29,2.0,250869.72,501739.44
980,980,980,18,1.0,300618.79,300618.79
981,981,981,1,4.0,337931.62,1351726.48
982,982,982,2,1.0,174740.79,174740.79
983,983,983,27,1.0,227051.5,227051.5
984,984,984,9,3.0,257855.33,773565.99
985,985,985,26,2.0,203448.36,406896.72
986,986,986,18,1.0,271275.68,271275.68
987,987,987,19,1.0,175182.32,175182.32
988,988,988,14,1.0,240897.35,240897.35
989,989,989,9,2.0,292391.94,584783.88
990,990,990,15,1.0,233662.34,233662.34
991,991,991,23,2.0,186721.39,373442.78
992,992,992,17,1.0,259361.16,259361.16
993,993,993,12,2.0,152753.62,305507.24
994,994,994,25,5.0,235333.29,1176666.45
995,995,995,10,4.0,363372.76,1453491.04
996,996,996,2,3.0,157028.37,471085.11
997,997,997,32,3.0,285518.57,856555.71
998,998,998,40,1.0,254303.95,254303.95
999,999,999,21,4.0,178223.28,712893.12
1000,1000,1000,2,4.0,167579.76,670319.04
1001,1001,1001,33,3.0,296261.18,888783.54
1002,1002,1002,39,5.0,247082.41,1235412.05
1003,1003,1003,25,2.0,230159.55,460319.1
1004,1004,1004,3,2.0,165359.63,330719.26
1005,1005,1005,14,1.0,232825.27,232825.27
1006,1006,1006,30,5.0,262896.35,1314481.75
1007,1007,1007,33,5.0,341368.63,1706843.15
1008,1008,1008,8,2.0,188416.56,376833.12
1009,1009,1009,4,1.0,189080.68,189080.68
1010,1010,1010,12,4.0,155137.86,620551.44
1011,1011,1011,34,5.0,278297.88,1391489.4
1012,1012,1012,17,5.0,299922.58,1499612.9
1013,1013,1013,25,5.0,244118.52,1220592.6
1014,1014,1014,22,1.0,211433.47,211433.47
1015,1015,1015,13,2.0,222756.17,445512.34
1016,1016,1016,26,1.0,196576.74,196576.74
1017,1017,1017,9,2.0,263205.31,526410.62
1018,1018,1018,38,1.0,229415.93,229415.93
1019,1019,1019,38,4.0,256468.49,1025873.96
1020,1020,1020,9,1.0,272848.07,272848.07
1021,1021,1021,13,5.0,185138.74,925693.7
1022,1022,1022,10,2.0,378075.29,756150.58
1023,1023,1023,33,1.0,304826.99,304826.99
1024,1024,1024,17,4.0,267603.26,1070413.04
1025,1025,1025,22,1.0,205251.98,205251.98
1026,1026,1026,29,5.0,234094.11,1170470.55
1027,1027,1027,12,3.0,150630.94,451892.82
1028,1028,1028,11,2.0,164514.08,329028.16
1029,1029,1029,22,4.0,177988.21,711952.84
1030,1030,1030,36,1.0,165754.8,165754.8
1031,1031,1031,18,5.0,319096.07,1595480.35
1032,1032,1032,3,2.0,189568.72,379137.44
1033,1033,1033,10,2.0,358529.89,717059.78
1034,1034,1034,3,3.0,165402.99,496208.97
1035,1035,1035,5,1.0,235361.67,235361.67
1036,1036,1036,27,1.0,207876.42,207876.42
1037,1037,1037,8,5.0,186657.06,933285.3
1038,1038,1038,17,3.0,307689.45,923068.35
1039,1039,1039,16,1.0,192276.06,192276.06
1040,1040,1040,36,2.0,145889.94,291779.88
1041,1041,1041,15,4.0,244971.53,979886.12
1042,1042,1042,25,1.0,216902.0,216902.0
1043,1043,1043,11,2.0,164828.86,329657.72
1044,1044,1044,30,3.0,215707.05,647121.15
1045,1045,1045,6,2.0,162297.1,324594.2
1046,1046,1046,32,2.0,241910.62,483821.24
1047,1047,1047,2,3.0,160374.4,481123.2
1048,1048,1048,22,2.0,197849.24,395698.48
1049,1049,1049,11,1.0,197293.19,197293.19
1050,1050,1050,3,2.0,166690.78,333381.56
1051,1051,1051,39,5.0,257855.16,1289275.8
1052,1052,1052,36,1.0,153880.95,153880.95
1053,1053,1053,7,5.0,245512.1,1227560.5
1054,1054,1054,19,1.0,155124.18,155124.18
1055,1055,1055,6,2.0,157043.45,314086.9
1056,1056,1056,3,1.0,177933.3,177933.3
1057,1057,1057,37,2.0,231889.96,463779.92
1058,1058,1058,25,1.0,210357.04,210357.04
1059,1059,1059,30,2.0,232439.61,464879.22
1060,1060,1060,36,2.0,144368.22,288736.44
1061,1061,1061,13,3.0,190544.47,571633.41
1062,1062,1062,5,1.0,280787.38,280787.38
1063,1063,1063,23,1.0,167788.21,167788.21
1064,1064,1064,12,1.0,161787.08,161787.08
1065,1065,1065,4,1.0,174746.74,174746.74
1066,1066,1066,3,3.0,180903.9,542711.7
1067,1067,1067,5,2.0,238631.64,477263.28
1068,1068,1068,18,1.0,317585.68,317585.68
1069,1069,1069,15,2.0,252769.57,505539.14
1070,1070,1070,33,2.0,292343.2,584686.4
1071,1071,1071,7,1.0,237744.09,237744.09
1072,1072,1072,40,1.0,259657.43,259657.43
1073,1073,1073,20,4.0,232749.84,930999.36
1074,1074,1074,37,1.0,240247.75,240247.75
1075,1075,1075,30,1.0,251858.03,251858.03
1076,1076,1076,19,5.0,179901.84,899509.2
1077,1077,1077,27,1.0,221904.8,221904.8
1078,1078,1078,38,1.0,255285.27,255285.27
1079,1079,1079,24,1.0,112373.59,112373.59
1080,1080,1080,32,2.0,250186.33,500372.66
1081,1081,1081,24,2.0,136145.26,272290.52
1082,1082,1082,10,1.0,425679.7,425679.7
1083,1083,1083,21,5.0,176976.89,884884.45
1084,1084,1084,36,1.0,161808.08,161808.08
1085,1085,1085,2,2.0,182460.9,364921.8
1086,1086,1086,35,5.0,193660.1,968300.5
1087,1087,1087,16,4.0,184318.24,737272.96
1088,1088,1088,36,2.0,170655.67,341311.34
1089,1089,1089,29,4.0,240756.95,963027.8
1090,1090,1090,19,3.0,149858.52,449575.56
1091,1091,1091,30,3.0,234721.34,704164.02
1092,1092,1092,33,1.0,347649.66,347649.66
1093,1093,1093,25,1.0,238650.66,238650.66
1094,1094,1094,1,5.0,373925.46,1869627.3
1095,1095,1095,35,1.0,204040.94,204040.94
1096,1096,1096,31,1.0,330121.3,330121.3
1097,1097,1097,22,3.0,190499.65,571498.95
1098,1098,1098,1,1.0,407508.76,407508.76
1099,1099,1099,13,1.0,197089.5,197089.5
1100,1100,1100,23,5.0,188373.07,941865.35
1101,1101,1101,9,4.0,259982.52,1039930.08
1102,1102,1102,13,1.0,192101.44,192101.44
1103,1103,1103,36,1.0,155206.81,155206.81
1104,1104,1104,6,5.0,176652.93,883264.65
1105,1105,1105,9,5.0,278694.81,1393474.05
1106,1106,1106,37,2.0,238207.33,476414.66
1107,1107,1107,5,1.0,284619.18,284619.18
1108,1108,1108,1,5.0,418089.19,2090445.95
1109,1109,1109,20,1.0,230547.83,230547.83
1110,1110,1110,22,2.0,201414.88,402829.76
1111,1111,1111,3,4.0,185907.18,743628.72
1112,1112,1112,27,1.0,204888.47,204888.47
1113,1113,1113,27,2.0,242283.22,484566.44
1114,1114,1114,8,1.0,171806.08,171806.08
1115,1115,1115,32,3.0,276463.57,829390.71
1116,1116,1116,4,4.0,212239.27,848957.08
1117,1117,1117,40,1.0,286235.77,286235.77
1118,1118,1118,15,5.0,244745.06,1223725.3
1119,1119,1119,16,1.0,219201.4,219201.4
1120,1120,1120,13,2.0,184622.0,369244.0
1121,1121,1121,19,1.0,165933.74,165933.74
1122,1122,1122,23,4.0,192183.87,768735.48
1123,1123,1123,19,1.0,157271.15,157271.15
1124,1124,1124,7,1.0,252501.88,252501.88
1125,1125,1125,25,1.0,230845.75,230845.75
1126,1126,1126,16,4.0,192258.06,769032.24
1127,1127,1127,4,1.0,211112.51,211112.51
1128,1128,1128,27,1.0,245304.8,245304.8
1129,1129,1129,39,1.0,225621.51,225621.51
1130,1130,1130,19,5.0,159568.3,797841.5
1131,1131,1131,25,5.0,216162.83,1080814.15
1132,1132,1132,33,2.0,350792.82,701585.64
1133,1133,1133,23,3.0,169655.9,508967.7
1134,1134,1134,38,3.0,267286.03,801858.09
1135,1135,1135,25,1.0,212482.89,212482.89
1136,1136,1136,34,5.0,242026.83,1210134.15
1137,1137,1137,1,1.0,372205.34,372205.34
1138,1138,1138,11,1.0,181032.48,181032.48
1139,1139,1139,29,1.0,225622.47,225622.47
1140,1140,1140,23,3.0,171449.94,514349.82
1141,1141,1141,17,2.0,294753.02,589506.04
1142,1142,1142,13,1.0,210296.57,210296.57
1143,1143,1143,13,5.0,192401.53,962007.65
1144,1144,1144,21,1.0,167585.27,167585.27
1145,1145,1145,14,1.0,274113.5,274113.5
1146,1146,1146,21,2.0,170400.61,340801.22
1147,1147,1147,3,2.0,156075.17,312150.34
1148,1148,1148,27,2.0,241394.31,482788.62
1149,1149,1149,15,1.0,256960.71,256960.71
1150,1150,1150,17,4.0,278470.52,1113882.08
1151,1151,1151,10,2.0,373932.68,747865.36
1152,1152,1152,3,1.0,187733.85,187733.85
1153,1153,1153,30,3.0,236597.47,709792.41
1154,1154,1154,25,1.0,239399.98,239399.98
1155,1155,1155,29,2.0,217696.35,435392.7
1156,1156,1156,14,1.0,255442.65,255442.65
1157,1157,1157,1,2.0,354820.27,709640.54
1158,1158,1158,31,1.0,308151.88,308151.88
1159,1159,1159,14,1.0,272882.92,272882.92
1160,1160,1160,9,4.0,265620.71,1062482.84
1161,1161,1161,31,1.0,328162.69,328162.69
1162,1162,1162,28,1.0,201650.15,201650.15
1163,1163,1163,28,4.0,169586.83,678347.32
1164,1164,1164,9,1.0,306079.1,306079.1
1165,1165,1165,19,1.0,165324.53,165324.53
1166,1166,1166,4,5.0,202745.49,1013727.45
1167,1167,1167,16,3.0,181317.83,543953.49
1168,1168,1168,28,1.0,170235.76,170235.76
1169,1169,1169,38,1.0,242128.32,242128.32
1170,1170,1170,34,1.0,274893.39,274893.39
1171,1171,1171,31,1.0,323148.07,323148.07
1172,1172,1172,17,2.0,295918.3,591836.6
1173,1173,1173,36,4.0,143692.81,574771.24
1174,1174,1174,13,1.0,208478.65,208478.65
1175,1175,1175,27,3.0,220520.98,661562.94
1176,1176,1176,5,4.0,275985.12,1103940.48
1177,1177,1177,33,2.0,303735.11,607470.22
1178,1178,1178,23,5.0,184580.88,922904.4
1179,1179,1179,6,3.0,152838.4,458515.2
1180,1180,1180,1,2.0,354993.32,709986.64
1181,1181,1181,26,1.0,205517.85,205517.85
1182,1182,1182,26,2.0,215223.93,430447.86
1183,1183,1183,22,2.0,205194.1,410388.2
1184,1184,1184,4,1.0,179604.65,179604.65
1185,1185,1185,39,1.0,228854.66,228854.66
1186,1186,1186,34,2.0,253687.97,507375.94
1187,1187,1187,27,4.0,216753.55,867014.2
1188,1188,1188,9,4.0,280483.18,1121932.72
1189,1189,1189,9,1.0,294661.05,294661.05
1190,1190,1190,37,4.0,217755.45,871021.8
1191,1191,1191,9,1.0,309743.89,309743.89
1192,1192,1192,27,5.0,202741.26,1013706.3
1193,1193,1193,22,4.0,190979.44,763917.76
1194,1194,1194,25,5.0,220992.32,1104961.6
1195,1195,1195,36,1.0,146463.72,146463.72
1196,1196,1196,35,5.0,211841.74,1059208.7
1197,1197,1197,18,2.0,258149.03,516298.06
1198,1198,1198,9,3.0,265819.89,797459.67
1199,1199,1199,9,2.0,257634.8,515269.6
1200,1200,1200,16,1.0,187003.84,187003.84
1201,1201,1201,14,1.0,275103.66,275103.66
1202,1202,1202,18,1.0,311987.14,311987.14
1203,1203,1203,16,1.0,191157.19,191157.19
1204,1204,1204,35,3.0,212063.09,636189.27
1205,1205,1205,3,4.0,169882.0,679528.0
1206,1206,1206,11,1.0,195773.31,195773.31
1207,1207,1207,29,1.0,230247.65,230247.65
1208,1208,1208,12,2.0,142364.78,284729.56
1209,1209,1209,9,1.0,297269.87,297269.87
1210,1210,1210,33,1.0,298379.13,298379.13
1211,1211,1211,22,1.0,192976.36,192976.36
1212,1212,1212,24,1.0,119600.33,119600.33
1213,1213,1213,30,1.0,216599.0,216599.0
1214,1214,1214,37,3.0,217605.39,652816.17
1215,1215,1215,31,1.0,291853.17,291853.17
1216,1216,1216,34,5.0,242313.21,1211566.05
1217,1217,1217,9,3.0,314131.56,942394.68
1218,1218,1218,37,1.0,217029.5,217029.5
1219,1219,1219,32,1.0,283297.2,283297.2
1220,1220,1220,7,2.0,267100.2,534200.4
1221,1221,1221,29,5.0,223207.93,1116039.65
1222,1222,1222,24,5.0,111651.78,558258.9
1223,1223,1223,2,3.0,183106.97,549320.91
1224,1224,1224,35,2.0,231866.4,463732.8
1225,1225,1225,29,2.0,214196.85,428393.7
1226,1226,1226,31,3.0,319300.99,957902.97
1227,1227,1227,39,1.0,247224.71,247224.71
1228,1228,1228,34,4.0,240011.86,960047.44
