ar_snapshot_id,snapshot_date,customer_id,invoice_id,invoice_amount,paid_amount,outstanding_amount,due_date,overdue_days,aging_bucket,risk_level
14459,2026-07-10,34,864,485262.2,485262.2,0.0,2025-12-03,0,1-30天,低
14460,2026-07-10,11,865,1054467.25,1054467.25,0.0,2025-10-18,0,1-30天,低
14461,2026-07-10,34,866,169889.63,135911.7,33977.93,2025-10-11,272,90天以上,高
14462,2026-07-10,36,867,824927.92,824927.92,0.0,2025-11-19,0,1-30天,低
14463,2026-07-10,14,868,951291.25,951291.25,0.0,2025-12-12,0,1-30天,低
14464,2026-07-10,38,869,203958.45,203958.45,0.0,2025-11-24,0,1-30天,低
14465,2026-07-10,59,870,1385311.15,1385311.15,0.0,2025-12-16,0,1-30天,低
14466,2026-07-10,11,871,161236.3,161236.3,0.0,2025-12-01,0,1-30天,低
14467,2026-07-10,70,872,197500.91,158000.73,39500.18,2025-12-01,221,90天以上,高
14468,2026-07-10,75,873,653104.88,653104.88,0.0,2025-12-08,0,1-30天,低
14469,2026-07-10,29,874,686358.2,549086.56,137271.64,2025-10-17,266,90天以上,高
14470,2026-07-10,29,875,181982.74,181982.74,0.0,2025-11-23,0,1-30天,低
14471,2026-07-10,65,876,180237.52,144190.02,36047.5,2025-10-23,260,90天以上,高
14472,2026-07-10,28,877,280518.98,280518.98,0.0,2025-11-07,0,1-30天,低
14473,2026-07-10,38,878,415578.22,415578.22,0.0,2025-12-10,0,1-30天,低
14474,2026-07-10,27,879,947576.35,947576.35,0.0,2025-10-20,0,1-30天,低
14475,2026-07-10,29,880,1574039.9,1574039.9,0.0,2026-01-05,0,1-30天,低
14476,2026-07-10,66,881,1584052.32,1584052.32,0.0,2025-11-29,0,1-30天,低
14477,2026-07-10,2,882,631199.76,631199.76,0.0,2025-10-30,0,1-30天,低
14478,2026-07-10,66,883,731739.96,731739.96,0.0,2025-10-29,0,1-30天,低
14479,2026-07-10,80,884,233891.98,233891.98,0.0,2025-12-02,0,1-30天,低
14480,2026-07-10,69,885,307424.52,307424.52,0.0,2025-11-22,0,1-30天,低
14481,2026-07-10,1,886,442302.56,442302.56,0.0,2025-12-26,0,1-30天,低
14482,2026-07-10,26,887,1047154.16,523577.08,523577.08,2025-12-19,203,90天以上,高
14483,2026-07-10,21,888,727152.87,727152.87,0.0,2026-01-08,0,1-30天,低
14484,2026-07-10,27,889,340443.95,340443.95,0.0,2026-01-05,0,1-30天,低
14485,2026-07-10,60,890,904974.8,904974.8,0.0,2025-11-30,0,1-30天,低
14486,2026-07-10,36,891,456741.52,456741.52,0.0,2025-12-17,0,1-30天,低
14487,2026-07-10,3,892,341030.73,341030.73,0.0,2026-01-03,0,1-30天,低
14488,2026-07-10,60,893,543183.33,0.0,543183.33,2025-12-23,199,90天以上,高
14489,2026-07-10,40,894,501739.44,401391.55,100347.89,2025-12-07,215,90天以上,高
14490,2026-07-10,38,895,1351726.48,0.0,1351726.48,2025-12-20,202,90天以上,高
14491,2026-07-10,12,896,174740.79,174740.79,0.0,2025-12-17,0,1-30天,低
14492,2026-07-10,74,897,227051.5,181641.2,45410.3,2026-01-31,160,90天以上,高
14493,2026-07-10,64,898,773565.99,773565.99,0.0,2026-01-02,0,1-30天,低
14494,2026-07-10,79,899,406896.72,406896.72,0.0,2026-03-06,0,1-30天,低
14495,2026-07-10,41,900,271275.68,271275.68,0.0,2025-11-17,0,1-30天,低
14496,2026-07-10,62,901,240897.35,240897.35,0.0,2025-11-01,0,1-30天,低
14497,2026-07-10,73,902,584783.88,584783.88,0.0,2025-11-07,0,1-30天,低
14498,2026-07-10,73,903,233662.34,116831.17,116831.17,2025-10-31,252,90天以上,高
14499,2026-07-10,27,904,373442.78,373442.78,0.0,2025-12-29,0,1-30天,低
14500,2026-07-10,50,905,259361.16,207488.93,51872.23,2026-01-13,178,90天以上,高
14501,2026-07-10,62,906,305507.24,305507.24,0.0,2025-12-13,0,1-30天,低
14502,2026-07-10,7,907,1176666.45,1176666.45,0.0,2026-01-30,0,1-30天,低
14503,2026-07-10,40,908,1453491.04,1162792.83,290698.21,2025-12-16,206,90天以上,高
14504,2026-07-10,38,909,471085.11,235542.56,235542.55,2025-11-15,237,90天以上,高
14505,2026-07-10,1,910,856555.71,856555.71,0.0,2025-12-26,0,1-30天,低
14506,2026-07-10,64,911,254303.95,127151.98,127151.97,2025-11-06,246,90天以上,高
14507,2026-07-10,37,912,712893.12,712893.12,0.0,2025-11-20,0,1-30天,低
14508,2026-07-10,76,913,670319.04,670319.04,0.0,2025-11-24,0,1-30天,低
14509,2026-07-10,61,914,888783.54,888783.54,0.0,2025-12-18,0,1-30天,低
14510,2026-07-10,62,915,1235412.05,1235412.05,0.0,2026-02-06,0,1-30天,低
14511,2026-07-10,45,916,330719.26,165359.63,165359.63,2026-01-15,176,90天以上,高
14512,2026-07-10,3,917,232825.27,116412.64,116412.63,2026-01-06,185,90天以上,高
14513,2026-07-10,13,918,1314481.75,1051585.4,262896.35,2026-03-06,126,90天以上,高
14514,2026-07-10,7,919,1706843.15,0.0,1706843.15,2026-01-27,164,90天以上,高
14515,2026-07-10,4,920,376833.12,376833.12,0.0,2025-12-26,0,1-30天,低
14516,2026-07-10,73,921,189080.68,189080.68,0.0,2025-11-27,0,1-30天,低
14517,2026-07-10,2,922,620551.44,0.0,620551.44,2025-12-10,212,90天以上,高
14518,2026-07-10,38,923,1391489.4,1391489.4,0.0,2025-11-17,0,1-30天,低
14519,2026-07-10,8,924,1499612.9,0.0,1499612.9,2025-12-25,197,90天以上,高
14520,2026-07-10,2,925,1220592.6,610296.3,610296.3,2026-01-10,181,90天以上,高
14521,2026-07-10,48,926,211433.47,211433.47,0.0,2026-01-05,0,1-30天,低
14522,2026-07-10,12,927,445512.34,356409.87,89102.47,2025-12-04,218,90天以上,高
14523,2026-07-10,64,928,196576.74,196576.74,0.0,2025-11-15,0,1-30天,低
14524,2026-07-10,7,929,526410.62,526410.62,0.0,2026-01-10,0,1-30天,低
14525,2026-07-10,65,930,229415.93,0.0,229415.93,2025-12-23,199,90天以上,高
14526,2026-07-10,36,931,1025873.96,1025873.96,0.0,2025-12-07,0,1-30天,低
14527,2026-07-10,70,932,272848.07,272848.07,0.0,2026-02-07,0,1-30天,低
14528,2026-07-10,39,933,925693.7,925693.7,0.0,2026-01-30,0,1-30天,低
14529,2026-07-10,42,934,756150.58,756150.58,0.0,2026-02-11,0,1-30天,低
14530,2026-07-10,61,935,304826.99,304826.99,0.0,2026-02-07,0,1-30天,低
14531,2026-07-10,32,936,205251.98,0.0,205251.98,2026-01-03,188,90天以上,高
14532,2026-07-10,9,937,1170470.55,0.0,1170470.55,2026-01-03,188,90天以上,高
14533,2026-07-10,65,938,451892.82,451892.82,0.0,2026-01-12,0,1-30天,低
14534,2026-07-10,45,939,329028.16,329028.16,0.0,2026-03-26,0,1-30天,低
14535,2026-07-10,26,940,711952.84,711952.84,0.0,2025-12-26,0,1-30天,低
14536,2026-07-10,5,941,165754.8,165754.8,0.0,2026-02-09,0,1-30天,低
14537,2026-07-10,7,942,1595480.35,797740.18,797740.17,2026-01-22,169,90天以上,高
14538,2026-07-10,32,943,379137.44,303309.95,75827.49,2026-01-18,173,90天以上,高
14539,2026-07-10,74,944,496208.97,496208.97,0.0,2025-12-08,0,1-30天,低
14540,2026-07-10,2,945,235361.67,188289.34,47072.33,2025-12-19,203,90天以上,高
14541,2026-07-10,15,946,207876.42,103938.21,103938.21,2026-01-27,164,90天以上,高
14542,2026-07-10,1,947,933285.3,933285.3,0.0,2026-02-08,0,1-30天,低
14543,2026-07-10,74,948,923068.35,738454.68,184613.67,2026-01-03,188,90天以上,高
14544,2026-07-10,58,949,192276.06,192276.06,0.0,2025-11-28,0,1-30天,低
14545,2026-07-10,10,950,291779.88,145889.94,145889.94,2026-01-29,162,90天以上,高
14546,2026-07-10,2,951,979886.12,979886.12,0.0,2025-12-28,0,1-30天,低
14547,2026-07-10,51,952,216902.0,0.0,216902.0,2026-01-01,190,90天以上,高
14548,2026-07-10,48,953,329657.72,329657.72,0.0,2026-02-19,0,1-30天,低
14549,2026-07-10,61,954,324594.2,324594.2,0.0,2026-02-21,0,1-30天,低
14550,2026-07-10,69,955,483821.24,483821.24,0.0,2025-12-24,0,1-30天,低
14551,2026-07-10,53,956,481123.2,384898.56,96224.64,2026-02-18,142,90天以上,高
14552,2026-07-10,36,957,395698.48,316558.78,79139.7,2026-01-01,190,90天以上,高
14553,2026-07-10,66,958,197293.19,197293.19,0.0,2025-11-20,0,1-30天,低
14554,2026-07-10,65,959,333381.56,333381.56,0.0,2026-02-10,0,1-30天,低
14555,2026-07-10,44,960,1289275.8,1289275.8,0.0,2025-11-11,0,1-30天,低
14556,2026-07-10,8,961,153880.95,153880.95,0.0,2025-12-28,0,1-30天,低
14557,2026-07-10,78,962,1227560.5,1227560.5,0.0,2026-01-16,0,1-30天,低
14558,2026-07-10,13,963,155124.18,77562.09,77562.09,2026-01-27,164,90天以上,高
14559,2026-07-10,33,964,314086.9,314086.9,0.0,2026-01-03,0,1-30天,低
14560,2026-07-10,1,965,177933.3,142346.64,35586.66,2025-11-18,234,90天以上,高
14561,2026-07-10,21,966,463779.92,463779.92,0.0,2025-11-28,0,1-30天,低
14562,2026-07-10,55,967,210357.04,210357.04,0.0,2026-02-09,0,1-30天,低
14563,2026-07-10,43,968,464879.22,464879.22,0.0,2025-12-20,0,1-30天,低
14564,2026-07-10,38,969,288736.44,288736.44,0.0,2025-12-08,0,1-30天,低
14565,2026-07-10,47,970,571633.41,285816.71,285816.7,2025-12-31,191,90天以上,高
14566,2026-07-10,66,971,280787.38,280787.38,0.0,2026-02-01,0,1-30天,低
14567,2026-07-10,76,972,167788.21,167788.21,0.0,2026-02-13,0,1-30天,低
14568,2026-07-10,80,973,161787.08,129429.66,32357.42,2026-02-03,157,90天以上,高
14569,2026-07-10,46,974,174746.74,174746.74,0.0,2026-01-16,0,1-30天,低
14570,2026-07-10,36,975,542711.7,0.0,542711.7,2026-02-23,137,90天以上,高
14571,2026-07-10,50,976,477263.28,381810.62,95452.66,2026-02-15,145,90天以上,高
14572,2026-07-10,7,977,317585.68,317585.68,0.0,2026-01-21,0,1-30天,低
14573,2026-07-10,38,978,584686.4,584686.4,0.0,2026-01-08,0,1-30天,低
14574,2026-07-10,37,979,237744.09,237744.09,0.0,2025-12-15,0,1-30天,低
14575,2026-07-10,2,980,259657.43,259657.43,0.0,2026-01-29,0,1-30天,低
14576,2026-07-10,42,981,930999.36,930999.36,0.0,2025-12-30,0,1-30天,低
14577,2026-07-10,33,982,240247.75,240247.75,0.0,2026-01-12,0,1-30天,低
14578,2026-07-10,6,983,251858.03,251858.03,0.0,2026-02-01,0,1-30天,低
14579,2026-07-10,30,984,221904.8,221904.8,0.0,2026-03-25,0,1-30天,低
14580,2026-07-10,22,985,255285.27,255285.27,0.0,2026-02-23,0,1-30天,低
14581,2026-07-10,64,986,112373.59,112373.59,0.0,2025-12-19,0,1-30天,低
14582,2026-07-10,7,987,500372.66,400298.13,100074.53,2026-03-21,111,90天以上,高
14583,2026-07-10,78,988,272290.52,0.0,272290.52,2026-01-29,162,90天以上,高
14584,2026-07-10,63,989,425679.7,425679.7,0.0,2026-02-26,0,1-30天,低
14585,2026-07-10,34,990,884884.45,884884.45,0.0,2025-12-04,0,1-30天,低
14586,2026-07-10,1,991,161808.08,161808.08,0.0,2025-12-09,0,1-30天,低
14587,2026-07-10,64,992,364921.8,364921.8,0.0,2026-01-23,0,1-30天,低
14588,2026-07-10,57,993,968300.5,968300.5,0.0,2026-02-13,0,1-30天,低
14589,2026-07-10,25,994,737272.96,737272.96,0.0,2025-11-15,0,1-30天,低
14590,2026-07-10,68,995,341311.34,341311.34,0.0,2026-04-26,0,1-30天,低
14591,2026-07-10,14,996,963027.8,963027.8,0.0,2026-01-30,0,1-30天,低
14592,2026-07-10,60,997,449575.56,449575.56,0.0,2026-02-17,0,1-30天,低
14593,2026-07-10,69,998,347649.66,347649.66,0.0,2025-12-04,0,1-30天,低
14594,2026-07-10,44,999,238650.66,238650.66,0.0,2026-02-10,0,1-30天,低
14595,2026-07-10,54,1000,1869627.3,1495701.84,373925.46,2026-01-29,162,90天以上,高
14596,2026-07-10,69,1001,204040.94,0.0,204040.94,2026-02-05,155,90天以上,高
14597,2026-07-10,19,1002,330121.3,264097.04,66024.26,2026-04-24,77,61-90天,高
14598,2026-07-10,22,1003,571498.95,457199.16,114299.79,2026-02-16,144,90天以上,高
14599,2026-07-10,58,1004,407508.76,407508.76,0.0,2026-02-02,0,1-30天,低
14600,2026-07-10,79,1005,197089.5,197089.5,0.0,2026-02-16,0,1-30天,低
14601,2026-07-10,30,1006,941865.35,0.0,941865.35,2026-04-17,84,61-90天,高
14602,2026-07-10,45,1007,1039930.08,1039930.08,0.0,2026-01-31,0,1-30天,低
14603,2026-07-10,72,1008,192101.44,192101.44,0.0,2026-02-06,0,1-30天,低
14604,2026-07-10,12,1009,155206.81,155206.81,0.0,2026-02-13,0,1-30天,低
14605,2026-07-10,67,1010,1393474.05,0.0,1393474.05,2026-01-31,160,90天以上,高
14606,2026-07-10,58,1011,476414.66,476414.66,0.0,2026-02-06,0,1-30天,低
14607,2026-07-10,61,1012,2090445.95,2090445.95,0.0,2026-01-21,0,1-30天,低
14608,2026-07-10,32,1013,230547.83,115273.92,115273.91,2026-03-04,128,90天以上,高
14609,2026-07-10,79,1014,402829.76,402829.76,0.0,2026-03-10,0,1-30天,低
14610,2026-07-10,44,1015,743628.72,743628.72,0.0,2026-01-05,0,1-30天,低
14611,2026-07-10,21,1016,204888.47,102444.24,102444.23,2025-12-16,206,90天以上,高
14612,2026-07-10,14,1017,484566.44,387653.15,96913.29,2026-01-21,170,90天以上,高
14613,2026-07-10,1,1018,171806.08,137444.86,34361.22,2026-03-02,130,90天以上,高
14614,2026-07-10,12,1019,829390.71,0.0,829390.71,2026-02-03,157,90天以上,高
14615,2026-07-10,74,1020,848957.08,848957.08,0.0,2026-03-21,0,1-30天,低
14616,2026-07-10,58,1021,286235.77,228988.62,57247.15,2026-03-10,122,90天以上,高
14617,2026-07-10,80,1022,1223725.3,611862.65,611862.65,2026-05-04,67,61-90天,高
14618,2026-07-10,26,1023,219201.4,219201.4,0.0,2026-01-22,0,1-30天,低
14619,2026-07-10,18,1024,369244.0,369244.0,0.0,2026-02-18,0,1-30天,低
14620,2026-07-10,80,1025,165933.74,165933.74,0.0,2026-04-18,0,1-30天,低
14621,2026-07-10,78,1026,768735.48,768735.48,0.0,2026-01-09,0,1-30天,低
14622,2026-07-10,1,1027,157271.15,125816.92,31454.23,2026-03-03,129,90天以上,高
14623,2026-07-10,13,1028,252501.88,202001.5,50500.38,2026-02-26,134,90天以上,高
14624,2026-07-10,40,1029,769032.24,769032.24,0.0,2026-01-30,0,1-30天,低
14625,2026-07-10,25,1030,211112.51,211112.51,0.0,2026-02-23,0,1-30天,低
14626,2026-07-10,27,1031,245304.8,245304.8,0.0,2026-01-11,0,1-30天,低
14627,2026-07-10,46,1032,225621.51,225621.51,0.0,2026-01-25,0,1-30天,低
14628,2026-07-10,75,1033,797841.5,638273.2,159568.3,2026-03-11,121,90天以上,高
14629,2026-07-10,71,1034,1080814.15,864651.32,216162.83,2026-03-29,103,90天以上,高
14630,2026-07-10,58,1035,701585.64,701585.64,0.0,2026-02-15,0,1-30天,低
14631,2026-07-10,31,1036,508967.7,508967.7,0.0,2026-04-02,0,1-30天,低
14632,2026-07-10,2,1037,801858.09,801858.09,0.0,2026-02-06,0,1-30天,低
14633,2026-07-10,29,1038,212482.89,212482.89,0.0,2026-02-08,0,1-30天,低
14634,2026-07-10,34,1039,1210134.15,605067.08,605067.07,2026-01-01,190,90天以上,高
14635,2026-07-10,62,1040,372205.34,372205.34,0.0,2026-04-02,0,1-30天,低
14636,2026-07-10,47,1041,181032.48,144825.98,36206.5,2026-01-30,161,90天以上,高
14637,2026-07-10,41,1042,225622.47,112811.24,112811.23,2026-04-04,97,90天以上,高
14638,2026-07-10,54,1043,514349.82,514349.82,0.0,2026-02-08,0,1-30天,低
14639,2026-07-10,50,1044,589506.04,589506.04,0.0,2026-03-12,0,1-30天,低
14640,2026-07-10,32,1045,210296.57,210296.57,0.0,2026-02-17,0,1-30天,低
14641,2026-07-10,9,1046,962007.65,769606.12,192401.53,2026-01-24,167,90天以上,高
14642,2026-07-10,34,1047,167585.27,167585.27,0.0,2026-02-22,0,1-30天,低
14643,2026-07-10,13,1048,274113.5,274113.5,0.0,2026-03-06,0,1-30天,低
14644,2026-07-10,52,1049,312150.34,156075.17,156075.17,2026-02-09,151,90天以上,高
14645,2026-07-10,52,1050,482788.62,241394.31,241394.31,2026-03-14,118,90天以上,高
14646,2026-07-10,37,1051,256960.71,256960.71,0.0,2026-01-07,0,1-30天,低
14647,2026-07-10,17,1052,1113882.08,556941.04,556941.04,2026-02-02,158,90天以上,高
14648,2026-07-10,69,1053,747865.36,747865.36,0.0,2026-01-04,0,1-30天,低
14649,2026-07-10,30,1054,187733.85,187733.85,0.0,2026-03-23,0,1-30天,低
14650,2026-07-10,41,1055,709792.41,709792.41,0.0,2026-04-05,0,1-30天,低
14651,2026-07-10,44,1056,239399.98,239399.98,0.0,2026-03-15,0,1-30天,低
14652,2026-07-10,32,1057,435392.7,435392.7,0.0,2026-02-14,0,1-30天,低
14653,2026-07-10,71,1058,255442.65,0.0,255442.65,2026-04-21,80,61-90天,高
14654,2026-07-10,27,1059,709640.54,709640.54,0.0,2026-03-05,0,1-30天,低
14655,2026-07-10,76,1060,308151.88,308151.88,0.0,2026-01-08,0,1-30天,低
14656,2026-07-10,63,1061,272882.92,218306.34,54576.58,2026-02-23,137,90天以上,高
14657,2026-07-10,52,1062,1062482.84,1062482.84,0.0,2026-04-29,0,1-30天,低
14658,2026-07-10,44,1063,328162.69,328162.69,0.0,2026-01-27,0,1-30天,低
14659,2026-07-10,5,1064,201650.15,100825.08,100825.07,2026-04-30,71,61-90天,高
14660,2026-07-10,59,1065,678347.32,339173.66,339173.66,2026-04-19,82,61-90天,高
14661,2026-07-10,61,1066,306079.1,153039.55,153039.55,2026-03-09,123,90天以上,高
14662,2026-07-10,10,1067,165324.53,82662.27,82662.26,2026-04-17,84,61-90天,高
14663,2026-07-10,4,1068,543953.49,543953.49,0.0,2026-02-06,0,1-30天,低
14664,2026-07-10,41,1069,170235.76,170235.76,0.0,2026-01-22,0,1-30天,低
14665,2026-07-10,27,1070,242128.32,193702.66,48425.66,2026-03-15,117,90天以上,高
14666,2026-07-10,51,1071,274893.39,274893.39,0.0,2026-01-24,0,1-30天,低
14667,2026-07-10,59,1072,323148.07,258518.46,64629.61,2026-03-09,123,90天以上,高
14668,2026-07-10,2,1073,591836.6,591836.6,0.0,2026-01-30,0,1-30天,低
14669,2026-07-10,65,1074,574771.24,574771.24,0.0,2026-01-22,0,1-30天,低
14670,2026-07-10,61,1075,208478.65,208478.65,0.0,2026-03-26,0,1-30天,低
14671,2026-07-10,78,1076,661562.94,661562.94,0.0,2026-03-02,0,1-30天,低
14672,2026-07-10,10,1077,1103940.48,1103940.48,0.0,2026-03-01,0,1-30天,低
14673,2026-07-10,79,1078,607470.22,607470.22,0.0,2026-04-07,0,1-30天,低
14674,2026-07-10,64,1079,922904.4,922904.4,0.0,2026-02-28,0,1-30天,低
14675,2026-07-10,6,1080,709986.64,709986.64,0.0,2026-04-19,0,1-30天,低
14676,2026-07-10,21,1081,205517.85,205517.85,0.0,2026-01-21,0,1-30天,低
14677,2026-07-10,65,1082,430447.86,0.0,430447.86,2026-02-13,147,90天以上,高
14678,2026-07-10,27,1083,410388.2,410388.2,0.0,2026-03-24,0,1-30天,低
14679,2026-07-10,58,1084,179604.65,179604.65,0.0,2026-02-13,0,1-30天,低
14680,2026-07-10,39,1085,228854.66,228854.66,0.0,2026-03-18,0,1-30天,低
14681,2026-07-10,11,1086,507375.94,507375.94,0.0,2026-02-09,0,1-30天,低
14682,2026-07-10,28,1087,1121932.72,1121932.72,0.0,2026-01-29,0,1-30天,低
14683,2026-07-10,59,1088,294661.05,294661.05,0.0,2026-05-06,0,1-30天,低
14684,2026-07-10,2,1089,871021.8,871021.8,0.0,2026-01-18,0,1-30天,低
14685,2026-07-10,7,1090,309743.89,309743.89,0.0,2026-04-02,0,1-30天,低
14686,2026-07-10,50,1091,1013706.3,1013706.3,0.0,2026-01-29,0,1-30天,低
14687,2026-07-10,70,1092,763917.76,381958.88,381958.88,2026-04-22,79,61-90天,高
14688,2026-07-10,40,1093,1104961.6,883969.28,220992.32,2026-01-20,171,90天以上,高
14689,2026-07-10,66,1094,146463.72,146463.72,0.0,2026-01-30,0,1-30天,低
14690,2026-07-10,73,1095,516298.06,0.0,516298.06,2026-02-10,150,90天以上,高
14691,2026-07-10,43,1096,797459.67,797459.67,0.0,2026-02-22,0,1-30天,低
14692,2026-07-10,45,1097,515269.6,515269.6,0.0,2026-04-28,0,1-30天,低
14693,2026-07-10,37,1098,187003.84,0.0,187003.84,2026-01-31,160,90天以上,高
14694,2026-07-10,56,1099,275103.66,0.0,275103.66,2026-03-21,111,90天以上,高
14695,2026-07-10,65,1100,311987.14,311987.14,0.0,2026-04-14,0,1-30天,低
14696,2026-07-10,75,1101,191157.19,191157.19,0.0,2026-03-03,0,1-30天,低
14697,2026-07-10,28,1102,636189.27,636189.27,0.0,2026-03-11,0,1-30天,低
14698,2026-07-10,73,1103,679528.0,679528.0,0.0,2026-04-14,0,1-30天,低
14699,2026-07-10,54,1104,195773.31,97886.66,97886.65,2026-04-01,100,90天以上,高
14700,2026-07-10,57,1105,230247.65,184198.12,46049.53,2026-03-17,115,90天以上,高
14701,2026-07-10,16,1106,284729.56,284729.56,0.0,2026-05-22,0,1-30天,低
14702,2026-07-10,24,1107,297269.87,297269.87,0.0,2026-01-20,0,1-30天,低
14703,2026-07-10,46,1108,298379.13,238703.3,59675.83,2026-04-12,89,61-90天,高
14704,2026-07-10,73,1109,192976.36,192976.36,0.0,2026-04-01,0,1-30天,低
14705,2026-07-10,1,1110,119600.33,119600.33,0.0,2026-01-30,0,1-30天,低
14706,2026-07-10,35,1111,216599.0,216599.0,0.0,2026-04-09,0,1-30天,低
14707,2026-07-10,55,1112,652816.17,0.0,652816.17,2026-03-10,122,90天以上,高
14708,2026-07-10,36,1113,291853.17,291853.17,0.0,2026-03-10,0,1-30天,低
14709,2026-07-10,68,1114,1211566.05,0.0,1211566.05,2026-03-29,103,90天以上,高
14710,2026-07-10,74,1115,942394.68,942394.68,0.0,2026-04-21,0,1-30天,低
14711,2026-07-10,32,1116,217029.5,217029.5,0.0,2026-05-05,0,1-30天,低
14712,2026-07-10,80,1117,283297.2,0.0,283297.2,2026-05-20,51,31-60天,高
14713,2026-07-10,1,1118,534200.4,427360.32,106840.08,2026-02-04,156,90天以上,高
14714,2026-07-10,75,1119,1116039.65,1116039.65,0.0,2026-03-16,0,1-30天,低
14715,2026-07-10,13,1120,558258.9,558258.9,0.0,2026-03-30,0,1-30天,低
14716,2026-07-10,79,1121,549320.91,549320.91,0.0,2026-04-07,0,1-30天,低
14717,2026-07-10,14,1122,463732.8,0.0,463732.8,2026-01-16,175,90天以上,高
14718,2026-07-10,14,1123,428393.7,428393.7,0.0,2026-02-03,0,1-30天,低
14719,2026-07-10,20,1124,957902.97,957902.97,0.0,2026-03-20,0,1-30天,低
14720,2026-07-10,38,1125,247224.71,247224.71,0.0,2026-02-04,0,1-30天,低
14721,2026-07-10,2,1126,960047.44,768037.95,192009.49,2026-03-23,109,90天以上,高
14722,2026-07-10,18,1127,580298.19,580298.19,0.0,2026-04-05,0,1-30天,低
14723,2026-07-10,33,1128,159292.14,159292.14,0.0,2026-03-11,0,1-30天,低
14724,2026-07-10,46,1129,801021.54,801021.54,0.0,2026-03-26,0,1-30天,低
14725,2026-07-10,29,1130,269565.91,269565.91,0.0,2026-04-08,0,1-30天,低
14726,2026-07-10,39,1131,546138.12,546138.12,0.0,2026-03-16,0,1-30天,低
14727,2026-07-10,2,1132,759944.46,759944.46,0.0,2026-01-29,0,1-30天,低
14728,2026-07-10,17,1133,956270.64,956270.64,0.0,2026-03-23,0,1-30天,低
14729,2026-07-10,63,1134,480286.08,0.0,480286.08,2026-03-12,120,90天以上,高
14730,2026-07-10,18,1135,332824.86,332824.86,0.0,2026-01-23,0,1-30天,低
14731,2026-07-10,40,1136,268020.81,268020.81,0.0,2026-03-24,0,1-30天,低
14732,2026-07-10,5,1137,783410.65,783410.65,0.0,2026-04-18,0,1-30天,低
14733,2026-07-10,26,1138,518379.1,518379.1,0.0,2026-03-16,0,1-30天,低
14734,2026-07-10,31,1139,1269429.05,1269429.05,0.0,2026-04-11,0,1-30天,低
14735,2026-07-10,34,1140,237067.07,237067.07,0.0,2026-01-26,0,1-30天,低
14736,2026-07-10,42,1141,468369.7,468369.7,0.0,2026-03-09,0,1-30天,低
14737,2026-07-10,30,1142,436470.99,436470.99,0.0,2026-06-13,0,1-30天,低
14738,2026-07-10,38,1143,419991.06,419991.06,0.0,2026-04-22,0,1-30天,低
14739,2026-07-10,77,1144,580874.5,580874.5,0.0,2026-01-29,0,1-30天,低
14740,2026-07-10,63,1145,182604.76,182604.76,0.0,2026-03-22,0,1-30天,低
14741,2026-07-10,32,1146,680024.34,544019.47,136004.87,2026-06-01,39,31-60天,高
14742,2026-07-10,13,1147,912328.15,912328.15,0.0,2026-04-16,0,1-30天,低
14743,2026-07-10,61,1148,375018.16,300014.53,75003.63,2026-04-01,100,90天以上,高
14744,2026-07-10,79,1149,164646.38,164646.38,0.0,2026-04-11,0,1-30天,低
14745,2026-07-10,6,1150,812797.74,406398.87,406398.87,2026-03-16,116,90天以上,高
14746,2026-07-10,21,1151,183277.02,183277.02,0.0,2026-03-26,0,1-30天,低
14747,2026-07-10,3,1152,252895.12,252895.12,0.0,2026-03-12,0,1-30天,低
14748,2026-07-10,59,1153,682610.2,682610.2,0.0,2026-05-07,0,1-30天,低
14749,2026-07-10,39,1154,186124.47,186124.47,0.0,2026-02-12,0,1-30天,低
14750,2026-07-10,25,1155,1227600.45,982080.36,245520.09,2026-03-13,119,90天以上,高
14751,2026-07-10,30,1156,1271696.35,1271696.35,0.0,2026-06-15,0,1-30天,低
14752,2026-07-10,57,1157,728696.42,364348.21,364348.21,2026-04-05,96,90天以上,高
14753,2026-07-10,4,1158,1118877.03,1118877.03,0.0,2026-05-02,0,1-30天,低
14754,2026-07-10,4,1159,1331989.5,1331989.5,0.0,2026-05-02,0,1-30天,低
14755,2026-07-10,76,1160,186422.84,186422.84,0.0,2026-03-30,0,1-30天,低
14756,2026-07-10,61,1161,239393.51,239393.51,0.0,2026-04-28,0,1-30天,低
14757,2026-07-10,66,1162,148541.85,148541.85,0.0,2026-02-28,0,1-30天,低
14758,2026-07-10,55,1163,329476.86,329476.86,0.0,2026-05-05,0,1-30天,低
14759,2026-07-10,30,1164,290835.04,290835.04,0.0,2026-06-14,0,1-30天,低
14760,2026-07-10,76,1165,355773.2,355773.2,0.0,2026-02-05,0,1-30天,低
14761,2026-07-10,64,1166,351075.68,175537.84,175537.84,2026-02-20,140,90天以上,高
14762,2026-07-10,55,1167,479055.5,383244.4,95811.1,2026-05-03,68,61-90天,高
14763,2026-07-10,49,1168,199407.09,199407.09,0.0,2026-03-24,0,1-30天,低
14764,2026-07-10,58,1169,634456.78,634456.78,0.0,2026-05-16,0,1-30天,低
14765,2026-07-10,75,1170,180678.79,90339.4,90339.39,2026-02-23,137,90天以上,高
14766,2026-07-10,79,1171,330549.04,165274.52,165274.52,2026-04-12,89,61-90天,高
14767,2026-07-10,75,1172,342114.82,342114.82,0.0,2026-03-13,0,1-30天,低
