payment_allocation_id,payment_id,invoice_id,allocated_amount
1196,1196,1315,98844.09
1197,1197,1316,809373.72
1198,1198,1317,194955.88
1199,1199,1318,421551.2
1200,1200,1319,294638.01
1201,1201,1320,572171.26
1202,1202,1321,1090888.4
1203,1203,1322,123473.92
1204,1204,1323,265783.01
1205,1205,1324,150058.32
1206,1206,1325,429120.7
1207,1207,1326,853215.45
1208,1208,1327,320606.16
1209,1209,1328,168158.52
1210,1210,1329,306969.45
1211,1211,1330,200640.06
1212,1212,1332,309515.91
1213,1213,1333,419235.53
1214,1214,1334,94202.17
1215,1215,1335,327773.84
1216,1216,1336,380538.64
1217,1217,1337,381815.78
1218,1218,1338,160399.74
1219,1219,1341,1479930.4
1220,1220,1342,157126.55
1221,1221,1343,388712.3
1222,1222,1344,324315.44
1223,1223,1345,855049.35
1224,1224,1346,238683.2
1225,1225,1347,319334.21
1226,1226,1348,226436.22
1227,1227,1349,702979.8
1228,1228,1352,230347.62
1229,1229,1353,473573.06
1230,1230,1354,821435.16
1231,1231,1355,648443.5
1232,1232,1356,703452.52
1233,1233,1357,289628.04
1234,1234,1358,1066376.45
1235,1235,1359,286547.15
1236,1236,1360,425153.55
1237,1237,1361,435289.18
1238,1238,1363,358195.54
1239,1239,1364,291822.5
1240,1240,1365,1145799.35
1241,1241,1366,502208.0
1242,1242,1367,571636.87
1243,1243,1368,166059.58
1244,1244,1369,677242.32
1245,1245,1370,363881.12
1246,1246,1371,394033.66
1247,1247,1372,585157.62
1248,1248,1373,248538.92
1249,1249,1374,580553.01
1250,1250,1375,159642.84
1251,1251,1376,246880.34
1252,1252,1377,148934.2
1253,1253,1378,931818.44
1254,1254,1379,428905.48
1255,1255,1380,410989.08
1256,1256,1381,956672.35
1257,1257,1382,448796.28
1258,1258,1383,186241.92
1259,1259,1384,224328.67
1260,1260,1385,1027086.52
1261,1261,1386,761500.76
1262,1262,1387,584085.84
1263,1263,1388,102208.29
1264,1264,1389,1102609.6
1265,1265,1390,416100.32
1266,1266,1391,289194.48
1267,1267,1392,357850.2
1268,1268,1393,527353.44
1269,1269,1394,218595.63
1270,1270,1395,800653.24
1271,1271,1396,346746.34
1272,1272,1397,876619.05
1273,1273,1398,388177.52
1274,1274,1399,223898.5
1275,1275,1401,272063.12
1276,1276,1402,1453781.8
1277,1277,1403,360250.14
1278,1278,1404,185946.71
1279,1279,1405,211104.5
1280,1280,1406,175333.97
1281,1281,1407,799740.68
1282,1282,1409,388584.78
1283,1283,1410,387697.98
1284,1284,1411,260067.37
1285,1285,1412,645372.15
1286,1286,1413,596661.86
1287,1287,1414,207668.98
1288,1288,1415,241061.96
1289,1289,1417,145841.01
1290,1290,1418,164162.62
1291,1291,1419,977030.08
1292,1292,1420,239003.54
1293,1293,1421,555430.98
1294,1294,1422,1201151.35
1295,1295,1423,205342.0
1296,1296,1425,399343.76
1297,1297,1426,337908.77
1298,1298,1427,623716.65
1299,1299,1428,1399676.84
1300,1300,1429,196188.8
1301,1301,1430,271631.39
1302,1302,1431,514063.47
1303,1303,1432,902448.85
1304,1304,1433,470442.58
1305,1305,1434,205788.79
1306,1306,1435,603880.82
1307,1307,1436,205231.05
1308,1308,1437,1923438.45
1309,1309,1438,890073.6
1310,1310,1439,1581086.85
1311,1311,1440,879617.55
1312,1312,1441,335344.38
1313,1313,1442,166178.16
1314,1314,1443,261542.05
1315,1315,1444,1060650.6
1316,1316,1445,219865.45
1317,1317,1447,233480.39
1318,1318,1449,281007.48
1319,1319,1450,164605.31
1320,1320,1451,1004185.56
1321,1321,1452,808273.96
1322,1322,1453,821456.5
1323,1323,1454,183941.03
1324,1324,1455,654192.57
1325,1325,1456,1017031.24
1326,1326,1457,179965.03
1327,1327,1458,343596.52
1328,1328,1459,274995.98
1329,1329,1460,470214.21
1330,1330,1461,540412.58
1331,1331,1462,358253.28
1332,1332,1463,441169.82
1333,1333,1464,634900.64
1334,1334,1465,338227.01
1335,1335,1466,652334.85
1336,1336,1468,531529.74
1337,1337,1469,260426.56
1338,1338,1471,111676.83
1339,1339,1472,157295.18
1340,1340,1473,369085.9
1341,1341,1474,843024.39
1342,1342,1475,701184.28
1343,1343,1476,213574.12
1344,1344,1477,484434.52
1345,1345,1478,636612.68
1346,1346,1479,212308.09
1347,1347,1480,270200.94
1348,1348,1481,165439.02
1349,1349,1483,282665.89
1350,1350,1484,1158848.4
1351,1351,1485,491099.36
1352,1352,1486,996452.6
1353,1353,1487,570129.0
1354,1354,1489,530917.57
1355,1355,1490,314977.66
1356,1356,1491,202537.43
1357,1357,1493,186873.02
1358,1358,1495,912379.36
1359,1359,1496,181824.12
1360,1360,1497,566430.03
1361,1361,1498,183340.48
1362,1362,1499,621297.48
1363,1363,1500,132015.34
1364,1364,1501,237418.41
1365,1365,1502,313822.26
1366,1366,1503,503683.23
1367,1367,1505,190783.52
1368,1368,1506,388212.48
1369,1369,1507,350841.99
1370,1370,1508,910123.05
1371,1371,1509,544979.78
1372,1372,1510,575320.58
1373,1373,1511,629881.13
1374,1374,1512,1583843.55
1375,1375,1513,251961.18
1376,1376,1514,260983.04
1377,1377,1515,192472.01
1378,1378,1516,305000.98
1379,1379,1517,187347.99
1380,1380,1518,354121.0
1381,1381,1519,284072.8
1382,1382,1520,794784.63
1383,1383,1522,251610.18
1384,1384,1523,732643.18
1385,1385,1524,1201820.95
1386,1386,1525,187588.62
1387,1387,1526,830334.8
1388,1388,1527,258650.88
1389,1389,1528,268430.1
1390,1390,1529,300227.92
1391,1391,1530,965395.8
1392,1392,1531,188632.05
1393,1393,1532,202693.14
1394,1394,1533,214900.2
1395,1395,1534,398929.13
1396,1396,1535,1068384.75
1397,1397,1536,1285742.4
1398,1398,1537,255345.0
1399,1399,1538,203619.02
1400,1400,1539,262997.05
1401,1401,1540,306660.95
1402,1402,1542,148527.03
1403,1403,1544,525605.31
1404,1404,1545,785151.58
1405,1405,1546,870230.25
1406,1406,1547,309456.89
1407,1407,1548,445905.84
1408,1408,1549,544003.12
1409,1409,1550,297172.74
1410,1410,1551,285098.26
1411,1411,1552,1006234.55
1412,1412,1553,214211.8
1413,1413,1554,146742.1
1414,1414,1555,177943.64
1415,1415,1556,242665.61
1416,1416,1557,418691.12
1417,1417,1558,515004.08
1418,1418,1559,219214.31
1419,1419,1560,158428.97
1420,1420,1561,349671.51
1421,1421,1562,165950.59
1422,1422,1563,220962.59
1423,1423,1564,837134.8
1424,1424,1566,1391948.85
1425,1425,1567,619580.98
1426,1426,1569,165940.81
1427,1427,1570,451985.94
1428,1428,1571,315039.26
1429,1429,1572,480396.13
1430,1430,1573,62499.64
1431,1431,1574,87621.91
1432,1432,1575,257567.32
1433,1433,1577,197462.4
1434,1434,1578,780037.89
1435,1435,1579,454486.54
1436,1436,1580,337143.95
1437,1437,1581,1252845.92
1438,1438,1582,178680.87
1439,1439,1583,456348.62
1440,1440,1584,624204.08
1441,1441,1585,251294.53
1442,1442,1586,152137.03
1443,1443,1587,400093.4
1444,1444,1589,221340.79
1445,1445,1590,174373.32
1446,1446,1591,1232611.9
1447,1447,1592,408211.93
1448,1448,1593,169056.26
1449,1449,1594,1020134.7
1450,1450,1595,994856.64
1451,1451,1596,114223.24
1452,1452,1597,343225.51
1453,1453,1598,57037.14
1454,1454,1599,308335.4
1455,1455,1600,180572.35
1456,1456,1601,263724.62
1457,1457,1602,918293.2
1458,1458,1603,133118.95
1459,1459,1604,628162.95
1460,1460,1606,884809.83
1461,1461,1607,957863.72
1462,1462,1608,896374.76
1463,1463,1609,275095.55
1464,1464,1610,218604.99
1465,1465,1611,96896.4
1466,1466,1612,1055872.16
1467,1467,1613,648783.0
1468,1468,1614,1078682.75
1469,1469,1615,271481.41
1470,1470,1616,177846.43
1471,1471,1617,229378.89
1472,1472,1618,230693.09
1473,1473,1620,840421.6
1474,1474,1621,383578.56
1475,1475,1622,1005737.3
1476,1476,1623,351693.54
1477,1477,1624,340199.84
1478,1478,1625,109777.47
1479,1479,1626,837098.3
1480,1480,1627,704366.88
1481,1481,1628,453788.5
1482,1482,1629,525046.64
1483,1483,1630,227473.51
1484,1484,1631,154188.68
1485,1485,1632,203700.04
1486,1486,1633,686453.58
