receipt_line_id,receipt_id,purchase_order_line_id,material_id,received_qty,accepted_qty,rejected_qty
852,852,876,93,102,100,0
853,853,877,12,1054.3427,1044.0637,0
854,854,878,50,370.4046,361.9115,0
855,855,879,60,58.3031,57.5947,0
856,856,880,59,506.7782,505.4439,0
857,857,881,12,1118.4209,1082.4091,0
858,858,882,64,124,122,0
859,859,883,95,107,103,0
860,860,884,10,1002.4544,964.3799,0
861,861,885,81,145,140,0
862,862,886,55,41,39,0
863,863,887,66,92.4446,92.2631,0
864,864,888,64,49,47,0
865,865,889,74,479.0633,462.2173,0
866,866,890,108,159.0181,153.3911,0
867,867,891,60,1063.3391,1057.2669,0
868,868,893,60,942.0719,912.0631,0
869,869,894,43,1125.5191,1100.8642,0
870,870,895,58,268.3842,258.228,0
871,871,896,103,23,22,0
872,872,897,47,92,88,0
873,873,898,107,518.453,505.5188,0
874,874,899,63,116,113,0
875,875,900,25,120,116,0
876,876,901,38,33,31,0
877,877,902,41,112,108,0
878,878,903,95,121,120,0
879,879,904,98,929.1087,902.0509,0
880,880,905,96,45,44,0
881,881,906,84,1174.2161,1146.7081,0
882,882,907,108,1018.7879,1005.4368,0
883,883,908,83,158.8109,153.9088,0
884,884,909,117,61,60,0
885,885,910,34,602.6598,582.1001,0
886,886,911,51,702.5952,698.7367,0
887,887,912,86,137,136,0
888,888,913,117,50,48,0
889,889,914,22,130,129,0
890,890,915,71,17,16,0
891,891,916,28,245.1919,240.1139,0
892,892,917,109,7,6,0
893,893,918,23,157,151,0
894,894,919,38,68,65,0
895,895,920,65,148,146,0
896,896,921,43,401.0118,394.6918,0
897,897,922,83,407.0928,400.588,0
898,898,923,57,47,46,0
899,899,924,1,125.9346,121.4685,0
900,900,925,119,144,143,0
901,901,926,44,62.7287,61.6432,0
902,902,927,46,18,17,0
903,903,928,102,49,47,0
904,904,929,41,154,150,0
905,905,930,25,140,135,0
906,906,931,10,1197.4202,1173.2198,0
907,907,932,92,745.1582,717.5949,0
908,908,933,10,982.8839,951.8656,0
909,909,935,53,91,88,0
910,910,936,23,62,61,0
911,911,937,114,72.8069,70.4425,0
912,912,938,99,599.8624,592.9362,0
913,913,939,31,156,155,0
914,914,940,50,869.709,859.8905,0
915,915,941,49,102,99,0
916,916,942,109,90,89,0
917,917,943,83,558.4003,549.4963,0
918,918,944,86,31,30,0
919,919,945,34,268.5893,262.2257,0
920,920,946,107,68.2344,67.6927,0
921,921,947,18,1136.2652,1119.5155,0
922,922,949,76,355.4722,342.575,0
923,923,950,21,65,64,0
924,924,951,39,74,73,0
925,925,952,59,786.8465,776.0616,0
926,926,953,117,85,82,0
927,927,954,79,39,38,0
928,928,955,68,1149.503,1145.7549,0
929,929,956,43,197.5396,190.6526,0
930,930,957,48,28,27,0
931,931,958,40,134,133,0
932,932,959,42,616.0363,613.6139,0
933,933,960,89,126,122,0
934,934,961,109,44,42,0
935,935,962,35,582.5045,579.0359,0
936,936,963,85,126,125,0
937,937,964,62,27,26,0
938,938,965,82,706.2013,698.4175,0
939,939,966,62,157,156,0
940,940,967,117,61,59,0
941,941,968,82,737.1269,719.9132,0
942,942,969,95,107,103,0
943,943,970,36,243.9976,240.1778,0
944,944,971,21,22,21,0
945,945,972,32,109,105,0
946,946,973,11,884.2689,868.414,0
947,947,974,106,396.5378,384.6014,0
948,948,975,9,140,137,0
949,949,976,65,38,37,0
950,950,977,76,125.5787,123.1802,0
951,951,978,5,61,59,0
952,952,979,80,64,61,0
953,953,980,14,148,146,0
954,954,981,11,649.6064,624.884,0
955,955,982,45,134,133,0
956,956,983,96,22,21,0
957,957,984,21,50,48,0
958,958,985,28,287.5242,285.483,0
959,959,986,42,95.1758,94.1088,0
960,960,987,5,147,142,0
961,961,988,53,51,50,0
962,962,990,54,134,129,0
963,963,991,25,43,41,0
964,964,993,13,65,64,0
965,965,994,50,384.1854,375.5761,0
966,966,995,39,142,137,0
967,967,996,92,445.3726,441.7503,0
968,968,997,100,170.6358,168.414,0
969,969,998,104,31,30,0
970,970,999,50,191.6961,191.3489,0
971,971,1000,120,105,101,0
972,972,1001,91,673.2908,667.667,0
973,973,1002,115,332.857,320.9892,0
974,974,1003,42,909.8867,880.509,0
975,975,1004,34,224.8778,223.7666,0
976,976,1005,104,71,70,0
977,977,1006,19,923.4941,903.9056,0
978,978,1007,22,46,45,0
979,979,1008,51,626.0162,624.5024,0
980,980,1009,66,1084.0947,1083.8696,0
981,981,1010,34,649.2716,642.0854,0
982,982,1011,64,11,10,0
983,983,1012,30,54,52,0
984,984,1013,109,75,72,0
985,985,1014,99,666.3882,663.9453,0
986,986,1015,72,12,11,0
987,987,1016,26,266.5261,256.1968,0
988,988,1017,21,39,38,0
989,989,1018,119,39,37,0
990,990,1019,21,82,79,0
991,991,1020,52,1195.6664,1154.3658,0
992,992,1021,84,657.9421,647.6882,0
993,993,1022,78,158,152,0
994,994,1023,78,25,24,0
995,995,1024,93,86,83,0
996,996,1025,84,391.6029,381.7453,0
997,997,1026,96,92,89,0
998,998,1027,27,633.1879,614.098,0
999,999,1028,85,127,126,0
1000,1000,1029,90,563.3305,556.84,0
1001,1001,1030,64,25,24,0
1002,1002,1031,57,28,26,0
1003,1003,1032,6,79,77,0
1004,1004,1033,23,56,55,0
1005,1005,1034,108,262.0634,253.6749,0
1006,1006,1035,104,104,103,0
1007,1007,1036,10,1081.0557,1079.3363,0
1008,1008,1037,34,385.2723,377.4284,0
1009,1009,1038,68,107.0467,103.9578,0
1010,1010,1039,94,23,22,0
1011,1011,1040,101,21,20,0
1012,1012,1041,34,198.7715,192.883,0
1013,1013,1042,3,503.5182,493.4733,0
1014,1014,1043,44,718.219,697.9181,0
1015,1015,1044,6,34,33,0
1016,1016,1045,88,36,35,0
1017,1017,1046,76,423.2446,419.2349,0
1018,1018,1047,46,6,5,0
1019,1019,1048,24,39,38,0
1020,1020,1049,101,55,53,0
1021,1021,1050,94,78,77,0
1022,1022,1051,48,89,88,0
1023,1023,1052,38,22,21,0
1024,1024,1053,23,11,10,0
1025,1025,1054,85,88,87,0
1026,1026,1055,20,1117.3736,1093.2266,0
1027,1027,1056,41,17,16,0
1028,1028,1057,116,371.7832,364.4507,0
1029,1029,1058,112,128,126,0
1030,1030,1059,70,73,70,0
1031,1031,1060,2,689.8482,685.7007,0
1032,1032,1061,70,53,52,0
1033,1033,1062,9,84,83,0
1034,1034,1063,7,99,97,0
1035,1035,1064,85,134,132,0
1036,1036,1065,67,752.3832,734.0947,0
1037,1037,1066,43,966.8573,961.2854,0
1038,1038,1067,108,566.7542,562.8725,0
1039,1039,1068,75,865.8556,840.4764,0
1040,1040,1069,2,281.0213,276.6876,0
1041,1041,1070,119,91,90,0
1042,1042,1071,16,121,116,0
1043,1043,1072,47,72,70,0
1044,1044,1073,103,62,59,0
1045,1045,1074,26,863.7417,860.1892,0
1046,1046,1075,76,1194.1371,1151.8939,0
1047,1047,1076,103,101,98,0
1048,1048,1077,53,49,47,0
1049,1049,1078,72,25,24,0
1050,1050,1079,85,25,24,0
1051,1051,1080,120,120,118,0
1052,1052,1081,49,15,14,0
1053,1053,1082,26,751.1609,745.0944,0
1054,1054,1083,64,152,149,0
1055,1055,1084,84,590.45,567.0155,0
1056,1056,1085,89,59,57,0
1057,1057,1086,119,82,79,0
1058,1058,1087,62,15,14,0
1059,1059,1088,55,73,70,0
1060,1060,1089,95,105,100,0
1061,1061,1090,9,104,101,0
1062,1062,1091,44,752.4183,735.9905,0
1063,1063,1092,1,1165.1351,1136.9837,0
1064,1064,1093,119,107,105,0
1065,1065,1095,39,11,10,0
1066,1066,1096,57,105,101,0
1067,1067,1097,107,484.7342,479.5199,0
1068,1068,1098,96,82,79,0
1069,1069,1099,90,870.6565,852.9496,0
1070,1070,1100,94,143,142,0
1071,1071,1101,34,588.1784,581.9166,0
1072,1072,1103,107,279.567,270.4234,0
1073,1073,1104,70,136,134,0
1074,1074,1105,42,511.7616,503.2225,0
1075,1075,1106,98,470.4686,458.9049,0
1076,1076,1107,63,103,102,0
1077,1077,1108,41,72,70,0
1078,1078,1110,31,36,34,0
1079,1079,1111,108,597.9451,593.6421,0
1080,1080,1112,28,220.729,218.9121,0
1081,1081,1113,37,6,5,0
1082,1082,1114,41,106,102,0
1083,1083,1115,7,35,34,0
1084,1084,1116,83,51.9247,50.9838,0
1085,1085,1117,78,43,42,0
1086,1086,1118,75,273.022,266.0712,0
1087,1087,1119,46,52,50,0
1088,1088,1120,93,66,64,0
1089,1089,1121,115,879.5276,870.7248,0
1090,1090,1122,89,145,144,0
1091,1091,1123,74,142.6864,141.7084,0
1092,1092,1124,44,520.8315,508.4595,0
1093,1093,1125,102,75,74,0
1094,1094,1126,22,65,64,0
1095,1095,1127,49,72,69,0
1096,1096,1128,54,50,49,0
1097,1097,1131,4,636.7155,635.0596,0
1098,1098,1132,21,9,8,0
1099,1099,1133,4,247.7916,242.8734,0
1100,1100,1134,30,136,130,0
1101,1101,1135,23,86,85,0
1102,1102,1136,116,1040.7976,1010.3687,0
1103,1103,1137,20,622.6267,614.8195,0
1104,1104,1138,119,38,37,0
1105,1105,1139,113,55,54,0
1106,1106,1140,78,135,133,0
1107,1107,1141,69,31,30,0
1108,1108,1142,52,1195.1392,1184.893,0
1109,1109,1143,100,567.8251,564.2474,0
1110,1110,1144,81,25,24,0
1111,1111,1145,102,12,11,0
1112,1112,1146,80,62,61,0
1113,1113,1147,108,978.4167,945.4728,0
1114,1114,1148,4,953.6787,939.7555,0
1115,1115,1149,40,23,22,0
1116,1116,1150,73,46,45,0
1117,1117,1151,113,35,34,0
1118,1118,1152,118,62,60,0
1119,1119,1153,117,75,74,0
1120,1120,1154,52,248.9204,241.7947,0
1121,1121,1155,42,962.7604,951.646,0
1122,1122,1156,96,109,107,0
1123,1123,1157,19,738.9948,733.5932,0
1124,1124,1158,26,912.4314,890.1943,0
1125,1125,1159,74,769.5568,765.7277,0
1126,1126,1160,23,82,79,0
1127,1127,1161,101,53,51,0
1128,1128,1162,92,358.6752,352.6775,0
1129,1129,1163,94,14,13,0
1130,1130,1164,89,130,128,0
1131,1131,1165,23,153,151,0
1132,1132,1166,83,60.8861,58.6832,0
1133,1133,1167,37,77,74,0
1134,1134,1168,97,87,85,0
1135,1135,1169,29,52,50,0
1136,1136,1170,7,57,55,0
1137,1137,1171,98,398.592,398.5495,0
1138,1138,1172,117,19,18,0
1139,1139,1173,23,156,151,0
1140,1140,1174,18,565.1932,560.4484,0
1141,1141,1175,116,37.4427,36.0484,0
1142,1142,1176,70,100,96,0
1143,1143,1177,37,45,44,0
1144,1144,1178,92,1093.1385,1065.245,0
1145,1145,1179,93,126,121,0
1146,1146,1180,9,104,101,0
1147,1147,1181,51,799.2883,790.4248,0
1148,1148,1182,82,511.604,492.8859,0
1149,1149,1183,32,113,110,0
1150,1150,1184,117,62,59,0
1151,1151,1185,10,916.274,883.0413,0
1152,1152,1186,42,913.3718,896.019,0
1153,1153,1187,72,133,131,0
1154,1154,1188,49,158,154,0
1155,1155,1189,100,721.7768,703.0398,0
1156,1156,1190,110,26,25,0
1157,1157,1191,74,976.7044,952.5911,0
1158,1158,1192,1,68.4927,67.5577,0
1159,1159,1193,102,50,48,0
1160,1160,1194,72,15,14,0
1161,1161,1195,4,1109.0297,1087.4879,0
1162,1162,1196,115,386.4164,382.5802,0
1163,1163,1197,51,777.3256,773.2325,0
1164,1164,1198,71,111,108,0
1165,1165,1199,1,749.8073,726.4256,0
1166,1166,1200,40,121,120,0
1167,1167,1201,87,118,117,0
1168,1168,1202,63,10,9,0
1169,1169,1203,115,1174.9694,1151.9448,0
1170,1170,1204,4,214.1038,208.8544,0
1171,1171,1205,46,12,11,0
1172,1172,1206,42,503.9797,488.9295,0
1173,1173,1207,115,749.6153,729.0049,0
1174,1174,1208,60,437.5652,435.4838,0
1175,1175,1209,108,691.537,687.5306,0
1176,1176,1210,96,58,57,0
1177,1177,1211,111,85,84,0
1178,1178,1212,66,144.1357,138.9517,0
1179,1179,1213,83,112.1396,111.3031,0
1180,1180,1214,119,19,18,0
1181,1181,1215,102,32,31,0
1182,1182,1216,50,218.0852,216.3016,0
1183,1183,1217,54,103,99,0
1184,1184,1218,83,218.0822,211.1021,0
1185,1185,1219,20,145.7578,144.6214,0
1186,1186,1220,57,65,64,0
1187,1187,1221,103,53,52,0
1188,1188,1222,76,242.5207,236.5526,0
1189,1189,1223,50,523.3566,503.5068,0
1190,1190,1224,16,106,103,0
1191,1191,1225,31,76,73,0
1192,1192,1226,96,12,11,0
1193,1193,1227,87,8,7,0
1194,1194,1228,91,1142.2762,1106.8284,0
1195,1195,1229,28,260.591,257.399,0
1196,1196,1230,93,39,38,0
1197,1197,1231,10,822.4556,807.2526,0
1198,1198,1232,86,31,30,0
1199,1199,1233,15,44,43,0
1200,1200,1234,64,150,149,0
1201,1201,1235,114,119.3259,115.2753,0
1202,1202,1236,19,403.3459,394.8874,0
1203,1203,1237,5,50,48,0
1204,1204,1238,7,33,31,0
1205,1205,1239,16,25,24,0
1206,1206,1240,70,115,114,0
1207,1207,1241,53,92,88,0
1208,1208,1242,38,140,138,0
1209,1209,1243,41,28,27,0
1210,1210,1244,109,101,97,0
1211,1211,1245,79,157,156,0
1212,1212,1246,114,575.2828,573.652,0
1213,1213,1247,83,841.5597,836.4968,0
1214,1214,1248,81,154,148,0
1215,1215,1249,54,58,57,0
1216,1216,1250,22,22,21,0
1217,1217,1251,106,132.2607,130.2004,0
1218,1218,1252,39,125,120,0
1219,1219,1253,98,434.5884,426.683,0
1220,1220,1254,96,59,57,0
1221,1221,1255,114,929.2203,899.9937,0
1222,1222,1256,30,103,99,0
1223,1223,1257,108,555.7597,539.4541,0
1224,1224,1258,28,1163.7639,1142.9413,0
1225,1225,1259,87,102,101,0
1226,1226,1260,92,755.7638,747.2911,0
1227,1227,1261,41,109,105,0
1228,1228,1262,88,41,40,0
1229,1229,1264,78,36,35,0
1230,1230,1265,117,56,54,0
1231,1231,1266,27,894.0445,859.906,0
1232,1232,1267,71,111,108,0
1233,1233,1268,2,475.7973,469.4947,0
1234,1234,1269,5,48,46,0
1235,1235,1270,97,73,70,0
1236,1236,1271,77,53,51,0
1237,1237,1272,17,133,130,0
1238,1238,1273,18,369.7075,359.7808,0
1239,1239,1274,26,692.7716,671.4835,0
1240,1240,1275,101,89,86,0
1241,1241,1277,43,274.9459,273.2549,0
1242,1242,1278,75,698.0024,692.6431,0
1243,1243,1279,6,12,11,0
1244,1244,1280,45,19,18,0
1245,1245,1281,23,138,136,0
1246,1246,1282,7,26,25,0
1247,1247,1283,73,135,133,0
1248,1248,1284,102,104,101,0
1249,1249,1285,73,147,146,0
1250,1250,1286,98,61.1037,60.21,0
1251,1251,1287,115,198.8528,193.7681,0
1252,1252,1288,19,961.063,937.1242,0
1253,1253,1289,99,134.2067,133.6608,0
1254,1254,1290,95,90,88,0
1255,1255,1291,64,19,18,0
1256,1256,1292,48,18,17,0
1257,1257,1293,120,66,65,0
1258,1258,1294,105,109,105,0
1259,1259,1295,110,80,77,0
1260,1260,1296,34,316.8131,308.8691,0
1261,1261,1297,58,1038.7623,1015.8296,0
1262,1262,1298,114,206.8572,200.0512,0
1263,1263,1299,47,83,79,0
1264,1264,1300,97,34,32,0
1265,1265,1301,71,101,100,0
1266,1266,1302,65,120,118,0
1267,1267,1303,62,65,63,0
1268,1268,1304,62,32,31,0
1269,1269,1305,29,138,136,0
1270,1270,1306,47,67,64,0
1271,1271,1307,32,107,103,0
1272,1272,1308,68,496.0548,491.4376,0
1273,1273,1309,28,515.6024,499.6471,0
1274,1274,1310,20,245.2579,238.1461,0
1275,1275,1311,53,17,16,0
1276,1276,1312,8,110,107,0
1277,1277,1313,42,808.611,791.6076,0
1278,1278,1314,118,153,150,0
1279,1279,1315,57,22,21,0
1280,1280,1316,101,108,106,0
1281,1281,1317,109,120,115,0
1282,1282,1318,34,160.7673,157.4528,0
1283,1283,1319,79,117,115,0
1284,1284,1320,33,97,96,0
1285,1285,1321,46,52,51,0
1286,1286,1322,64,147,144,0
1287,1287,1323,4,1015.1374,1013.8287,0
1288,1288,1324,22,100,97,0
1289,1289,1325,79,10,9,0
1290,1290,1326,91,557.4374,554.3957,0
1291,1291,1327,116,352.2477,350.0631,0
1292,1292,1328,28,800.5723,787.6802,0
1293,1293,1329,42,254.4166,249.7002,0
1294,1294,1330,103,150,144,0
1295,1295,1331,38,20,19,0
1296,1296,1332,106,681.7991,656.5449,0
1297,1297,1333,20,552.231,535.4225,0
1298,1298,1334,82,851.3358,832.9664,0
1299,1299,1335,37,23,22,0
1300,1300,1336,88,107,105,0
1301,1301,1337,118,141,137,0
1302,1302,1338,95,54,52,0
1303,1303,1339,35,124.0478,119.1276,0
1304,1304,1340,27,528.6628,521.5105,0
1305,1305,1341,110,149,148,0
1306,1306,1342,56,82,81,0
1307,1307,1343,110,60,58,0
1308,1308,1344,93,60,58,0
1309,1309,1345,70,70,68,0
1310,1310,1346,113,19,18,0
1311,1311,1347,91,1075.5958,1071.3052,0
1312,1312,1348,19,644.8714,643.2368,0
1313,1313,1349,57,110,106,0
1314,1314,1350,11,1022.0854,982.9758,0
1315,1315,1351,104,147,145,0
1316,1316,1352,4,1029.6273,1029.5576,0
1317,1317,1353,68,930.1291,919.5133,0
1318,1318,1354,28,1124.7465,1106.6914,0
1319,1319,1355,37,106,105,0
1320,1320,1356,10,576.6105,560.5241,0
1321,1321,1357,75,321.3943,313.2142,0
1322,1322,1358,92,1109.0563,1103.0794,0
1323,1323,1359,83,312.9151,307.3431,0
1324,1324,1360,76,195.5388,194.2942,0
1325,1325,1361,2,910.2523,897.1994,0
1326,1326,1362,15,94,93,0
1327,1327,1363,66,63.6147,62.8262,0
1328,1328,1364,83,735.7764,735.7077,0
1329,1329,1365,116,669.777,644.2487,0
1330,1330,1366,24,109,106,0
1331,1331,1367,88,141,140,0
1332,1332,1368,25,122,117,0
1333,1333,1369,79,31,30,0
1334,1334,1370,120,90,87,0
1335,1335,1371,2,316.2842,306.5651,0
1336,1336,1372,15,156,151,0
1337,1337,1373,110,25,24,0
1338,1338,1374,64,72,70,0
1339,1339,1375,77,51,50,0
1340,1340,1376,95,105,104,0
1341,1341,1377,113,100,97,0
1342,1342,1378,88,155,149,0
1343,1343,1380,85,34,33,0
1344,1344,1381,36,406.8258,401.6364,0
1345,1345,1382,43,782.2186,781.275,0
1346,1346,1383,87,82,81,0
1347,1347,1384,4,861.8225,828.1631,0
1348,1348,1385,85,152,150,0
1349,1349,1386,39,157,151,0
1350,1350,1387,4,483.5264,468.1495,0
1351,1351,1388,17,59,57,0
1352,1352,1389,10,201.5295,200.8494,0
1353,1353,1390,109,22,21,0
1354,1354,1391,92,967.6277,950.5852,0
1355,1355,1392,120,81,79,0
1356,1356,1393,118,149,147,0
1357,1357,1394,35,287.0451,278.2756,0
1358,1358,1395,31,13,12,0
1359,1359,1396,12,976.28,948.0001,0
1360,1360,1397,32,67,65,0
1361,1361,1398,81,20,19,0
1362,1362,1399,71,115,113,0
1363,1363,1400,103,37,36,0
1364,1364,1401,61,19,18,0
1365,1365,1402,114,834.7609,821.9687,0
1366,1366,1403,85,79,76,0
1367,1367,1404,84,40.2651,39.5018,0
1368,1368,1405,43,354.4724,346.3959,0
1369,1369,1406,22,152,147,0
1370,1370,1407,118,9,8,0
1371,1371,1408,59,274.4521,273.407,0
1372,1372,1409,8,31,30,0
1373,1373,1410,3,144.7127,142.297,0
1374,1374,1411,42,536.9006,521.0048,0
1375,1375,1412,23,103,98,0
1376,1376,1413,113,48,47,0
1377,1377,1414,78,57,55,0
1378,1378,1415,49,13,12,0
1379,1379,1416,26,79.9457,78.4404,0
1380,1380,1417,8,109,107,0
1381,1381,1418,114,904.2119,896.3919,0
1382,1382,1419,115,35.7457,34.9217,0
1383,1383,1420,67,561.1043,550.9983,0
1384,1384,1421,32,157,156,0
1385,1385,1423,36,437.4079,436.647,0
1386,1386,1424,62,119,115,0
1387,1387,1425,10,433.5672,418.0615,0
1388,1388,1426,108,922.0345,917.2499,0
1389,1389,1427,112,129,128,0
1390,1390,1428,65,106,104,0
1391,1391,1429,98,661.014,659.7016,0
1392,1392,1430,119,61,59,0
1393,1393,1431,5,63,61,0
1394,1394,1432,48,87,85,0
1395,1395,1433,40,106,104,0
1396,1396,1434,41,6,5,0
1397,1397,1435,87,11,10,0
1398,1398,1436,76,545.657,533.357,0
1399,1399,1437,40,57,55,0
1400,1400,1439,88,72,71,0
1401,1401,1440,36,55.7934,55.7295,0
1402,1402,1441,102,64,61,0
1403,1403,1442,18,1042.2117,1022.1222,0
1404,1404,1443,57,114,110,0
1405,1405,1444,1,891.0698,875.9878,0
1406,1406,1445,70,50,48,0
1407,1407,1446,108,138.268,134.5056,0
1408,1408,1448,5,77,75,0
1409,1409,1449,1,52.5211,51.1237,0
1410,1410,1450,108,1063.9275,1043.6002,0
1411,1411,1451,37,152,147,0
1412,1412,1452,55,58,56,0
1413,1413,1453,45,9,8,0
1414,1414,1454,23,54,52,0
1415,1415,1455,64,46,45,0
1416,1416,1456,48,114,110,0
1417,1417,1457,65,116,114,0
1418,1418,1458,103,24,23,0
1419,1419,1459,53,38,37,0
1420,1420,1460,9,66,63,0
1421,1421,1461,79,146,141,0
1422,1422,1462,109,9,8,0
1423,1423,1463,90,101.8179,100.0282,0
1424,1424,1464,58,121.3302,118.6181,0
1425,1425,1465,112,47,45,0
1426,1426,1466,2,282.6395,280.8928,0
1427,1427,1467,14,115,110,0
1428,1428,1468,33,80,78,0
1429,1429,1469,39,75,72,0
1430,1430,1470,12,245.7013,238.4568,0
1431,1431,1471,78,42,41,0
1432,1432,1473,30,29,28,0
1433,1433,1474,16,160,158,0
1434,1434,1475,113,125,122,0
1435,1435,1476,80,76,75,0
1436,1436,1477,38,154,152,0
1437,1437,1478,13,91,90,0
1438,1438,1479,19,763.6511,739.8773,0
1439,1439,1480,102,76,75,0
1440,1440,1481,88,109,106,0
1441,1441,1482,22,34,33,0
1442,1442,1484,49,31,30,0
1443,1443,1485,79,138,133,0
1444,1444,1486,7,127,125,0
1445,1445,1487,114,795.8006,780.1787,0
1446,1446,1488,34,1040.8037,1036.2613,0
1447,1447,1489,82,41.5748,40.7479,0
1448,1448,1490,35,861.6957,860.6051,0
1449,1449,1491,67,139.2963,137.81,0
1450,1450,1492,71,96,92,0
1451,1451,1493,49,159,153,0
1452,1452,1494,54,124,121,0
1453,1453,1495,39,93,91,0
1454,1454,1496,32,149,144,0
1455,1455,1497,69,149,147,0
1456,1456,1498,17,148,143,0
1457,1457,1499,92,1126.6206,1111.9994,0
1458,1458,1500,29,74,73,0
1459,1459,1501,58,835.8536,824.0388,0
1460,1460,1502,83,611.0772,595.4621,0
1461,1461,1503,6,48,47,0
1462,1462,1504,15,148,144,0
1463,1463,1505,92,479.014,470.3745,0
1464,1464,1506,115,538.1495,534.7741,0
1465,1465,1507,96,74,73,0
1466,1466,1508,31,126,124,0
1467,1467,1509,42,146.0584,144.079,0
1468,1468,1510,63,94,93,0
1469,1469,1511,10,822.6373,801.0999,0
1470,1470,1512,106,87.4602,85.7119,0
1471,1471,1513,76,239.9032,237.1431,0
1472,1472,1514,34,356.9026,354.1411,0
1473,1473,1515,54,122,117,0
1474,1474,1516,95,58,56,0
1475,1475,1517,64,25,24,0
1476,1476,1518,85,153,147,0
1477,1477,1519,85,159,157,0
1478,1478,1520,87,105,100,0
1479,1479,1521,24,142,141,0
1480,1480,1522,15,39,38,0
1481,1481,1523,56,143,141,0
1482,1482,1524,77,84,83,0
1483,1483,1525,24,23,22,0
1484,1484,1526,105,140,138,0
1485,1485,1527,34,1163.5874,1155.9941,0
1486,1486,1528,53,61,58,0
1487,1487,1529,5,102,101,0
1488,1488,1530,53,131,127,0
1489,1489,1531,67,832.7137,823.611,0
1490,1490,1532,59,862.5579,862.0109,0
1491,1491,1533,51,164.6285,160.7941,0
1492,1492,1534,24,122,117,0
1493,1493,1535,83,1039.0536,1020.1204,0
1494,1494,1536,101,53,51,0
1495,1495,1537,84,844.7389,825.2019,0
1496,1496,1538,90,366.6786,361.6336,0
1497,1497,1539,43,636.022,623.1102,0
1498,1498,1540,100,1117.7743,1105.1917,0
1499,1499,1541,65,137,136,0
1500,1500,1542,91,238.3128,229.1037,0
1501,1501,1543,116,1091.1941,1080.0259,0
1502,1502,1544,68,919.499,913.3231,0
1503,1503,1545,7,72,71,0
1504,1504,1546,104,87,86,0
1505,1505,1547,40,150,144,0
1506,1506,1548,23,43,42,0
1507,1507,1549,14,137,136,0
1508,1508,1550,29,22,21,0
1509,1509,1551,78,61,59,0
1510,1510,1552,67,471.0923,458.6142,0
1511,1511,1553,35,1122.102,1077.7675,0
1512,1512,1554,77,68,65,0
1513,1513,1555,28,950.1241,930.518,0
1514,1514,1556,73,152,147,0
1515,1515,1557,81,105,104,0
1516,1516,1558,105,153,150,0
1517,1517,1559,73,75,73,0
1518,1518,1560,67,841.684,813.7037,0
1519,1519,1561,50,906.8242,877.5362,0
1520,1520,1562,115,757.1375,735.1796,0
1521,1521,1563,14,111,109,0
1522,1522,1564,37,16,15,0
1523,1523,1565,36,502.1238,491.0915,0
1524,1524,1566,92,101.6951,101.0267,0
1525,1525,1567,32,13,12,0
1526,1526,1568,9,45,44,0
1527,1527,1569,49,111,110,0
1528,1528,1570,103,146,142,0
1529,1529,1571,59,930.2378,893.7281,0
1530,1530,1572,48,13,12,0
1531,1531,1573,47,13,12,0
1532,1532,1574,36,1009.2349,1007.9143,0
1533,1533,1576,14,88,85,0
1534,1534,1577,31,34,33,0
1535,1535,1578,98,524.0931,504.1512,0
1536,1536,1579,19,42.849,42.2093,0
1537,1537,1580,21,106,105,0
1538,1538,1581,97,24,23,0
1539,1539,1582,18,919.9058,893.6741,0
1540,1540,1583,44,710.8043,688.4534,0
1541,1541,1584,68,607.6892,589.2814,0
1542,1542,1585,89,90,88,0
1543,1543,1586,42,796.5402,791.0212,0
1544,1544,1587,15,83,81,0
1545,1545,1588,2,784.9289,769.4062,0
1546,1546,1589,111,127,124,0
1547,1547,1590,90,159.4008,154.3716,0
1548,1548,1591,58,738.5135,723.9367,0
1549,1549,1592,114,962.8963,951.8895,0
1550,1550,1593,38,152,151,0
1551,1551,1595,61,61,58,0
1552,1552,1596,18,453.8995,437.2836,0
1553,1553,1597,56,34,32,0
1554,1554,1598,47,93,92,0
1555,1555,1599,51,1081.7431,1056.2162,0
1556,1556,1600,8,8,7,0
1557,1557,1601,68,1179.7197,1155.6846,0
1558,1558,1602,50,944.4943,913.2513,0
1559,1559,1603,79,97,93,0
1560,1560,1604,117,140,137,0
1561,1561,1605,49,30,29,0
1562,1562,1606,94,117,116,0
1563,1563,1607,15,95,91,0
1564,1564,1608,97,114,113,0
1565,1565,1609,32,43,41,0
1566,1566,1610,83,857.7792,841.2231,0
1567,1567,1612,1,100.4498,97.6971,0
1568,1568,1613,52,628.052,608.6693,0
1569,1569,1614,50,557.2923,552.9729,0
1570,1570,1615,89,154,148,0
1571,1571,1616,82,701.7728,684.8931,0
1572,1572,1617,110,97,94,0
1573,1573,1618,51,252.3759,246.0646,0
1574,1574,1619,118,113,112,0
1575,1575,1620,119,38,37,0
1576,1576,1621,8,137,135,0
1577,1577,1622,113,93,91,0
1578,1578,1623,111,89,87,0
1579,1579,1624,118,94,91,0
1580,1580,1625,67,788.128,786.9043,0
1581,1581,1626,9,9,8,0
1582,1582,1627,17,101,99,0
1583,1583,1628,10,705.8276,679.0208,0
1584,1584,1629,82,618.0078,603.9235,0
1585,1585,1630,72,97,94,0
1586,1586,1631,5,84,81,0
1587,1587,1632,12,774.0504,746.7214,0
1588,1588,1633,19,998.843,968.5834,0
